N	2gram	Vygotskiy__5	VelikijI
112	прежде всего	4	2
113	все равно	2	2
114	с тем	8	2
115	мы и	1	2
116	с пути	1	2
117	один из	5	2
118	не могут	3	2
119	является в	2	2
120	да и	1	2
121	никогда еще	2	2
122	одна из	3	2
123	что их	2	2
124	том что	21	2
125	тогда уже	1	2
126	для нас	3	2
127	от него	4	2
128	в форме	2	2
129	и теперь	1	2
130	давно уже	2	2
131	а в	4	2
132	но не	7	2
133	могут быть	8	2
134	чтобы сделать	1	2
135	всего в	1	2
136	во всяком	1	2
137	всегда в	1	1
138	от этой	2	1
139	к полному	1	1
140	речь идет	1	1
141	нас как	1	1
142	как мы	5	1
143	быть может	1	1
144	в виду	4	1
145	в сердце	2	1
146	в ее	3	1
147	в словах	2	1
148	и говорит	3	1
149	и до	2	1
150	значение в	1	1
151	мы будем	1	1
152	если они	1	1
153	то же	7	1
154	и могут	1	1
155	и трагический	1	1
156	и которые	1	1
157	нам уже	1	1
158	в результате	4	1
159	это только	3	1
160	по сравнению	4	1
161	вопрос о	3	1
162	основана на	1	1
163	составные части	1	1
164	и вообще	1	1
165	для раскрытия	1	1
166	только это	1	1
167	находится в	2	1
168	и начало	1	1
169	и ее	1	1
170	по смыслу	1	1
171	зависимости от	7	1
172	способ выражения	1	1
173	главах мы	1	1
174	в их	3	1
175	и на	3	1
176	он был	2	1
177	после того	1	1
178	в последних	2	1
179	со словами	2	1
180	отказ от	1	1
181	конечно это	1	1
182	жизни с	1	1
183	это имеет	1	1
184	что оно	6	1
185	к нему	1	1
186	тогда мы	1	1
187	но как	1	1
188	важный для	1	1
189	мы указывали	1	1
190	если в	1	1
191	с которыми	1	1
192	себе и	2	1
193	такой силой	2	1
194	бы в	5	1
195	важное для	1	1
196	не просто	1	1
197	крайней мере	1	1
198	бы передать	1	1
199	и можно	2	1
200	если за	1	1
201	тот последний	1	1
202	и нам	2	1
203	человечество и	1	1
204	словах и	1	1
205	мы дадим	1	1
206	претендующего быть	1	1
207	существует как	1	1
208	стало возможно	1	1
209	его на	2	1
210	как в	3	1
211	и пусть	1	1
212	в своем	6	1
213	я был	1	1
214	что нет	1	1
215	все же	7	1
216	себя с	1	1
217	сделать это	1	1
218	в двух	5	1
219	могли бы	4	1
220	победы над	1	1
221	своей сущности	1	1
222	и высшего	1	1
223	мы видим	8	1
224	с ними	1	1
225	же за	1	1
226	царства и	1	1
227	мы увидим	9	1
228	утверждают что	1	1
229	и свою	1	1
230	и хотя	2	1
231	и так	2	1
232	это очень	2	1
233	в самом	14	1
234	у них	1	1
235	в которой	3	1
236	что это	8	1
237	но под	1	1
238	в целом	5	1
239	их не	2	1
240	в этой	5	1
241	в известном	1	1
242	чего хочет	1	1
243	он делает	1	1
244	я в	1	1
245	уже в	6	1
246	жизнь как	1	1
247	слово это	1	1
248	в виде	1	1
249	и если	6	1
250	последних словах	1	1
251	каким образом	2	1
252	или даже	1	1
253	о которой	1	1
254	говорит что	6	1
255	в понимании	1	1
256	любви в	1	1
257	чем у	3	1
258	и вот	2	1
259	вовсе не	3	1
260	значит быть	1	1
261	существует и	1	1
262	отношение к	1	1
263	так часто	1	1
264	но что	1	1
265	у него	3	1
266	на этом	6	1
267	в руки	1	1
268	ее на	1	1
269	человека в	3	1
270	не хотим	1	1
271	для того	20	1
272	в состоянии	3	1
273	не были	1	1
274	и с	2	1
275	ней и	1	1
276	тогда это	1	1
277	этой новой	1	1
278	с другой	9	1
279	есть не	4	1
280	я переживаю	2	1
281	в глазах	2	1
282	мы станем	2	1
283	еще и	1	1
284	и тем	6	1
285	души и	1	1
286	говорит о	4	1
287	сделать их	1	1
288	на которых	2	1
289	и уже	3	1
290	с которым	3	1
291	для чего	2	1
292	между собою	1	1
293	жизни но	1	1
294	о чем	4	1
295	в одно	1	1
296	только мы	1	1
297	где есть	1	1
298	какая же	1	1
299	действии и	1	1
300	себя за	1	1
301	вместе с	12	1
302	свое особое	1	1
303	так же	13	1
304	ко всем	1	1
305	как это	7	1
306	от любви	1	1
307	то есть	13	1
308	что всякий	1	1
309	мы в	1	1
310	смерть но	1	1
311	над ним	2	1
312	у нас	4	1
313	в которых	2	1
314	он говорит	3	1
315	сравнению с	4	1
316	ненависть к	1	1
317	с такой	4	1
318	что тот	2	1
319	в одном	2	1
320	в заслугу	1	1
321	есть одна	2	1
322	по крайней	1	1
323	есть еще	1	1
324	с тремя	1	1
325	это значит	2	1
326	который он	1	1
327	сама она	1	1
328	и всех	1	1
329	и смерти	1	1
330	этого слова	1	1
331	с этой	2	1
332	и очень	1	1
333	нет никакого	1	1
334	любви и	2	1
335	и нет	1	1
336	общественной жизни	1	1
337	равно не	1	1
338	есть знак	1	1
339	ни для	1	1
340	из нас	1	1
341	чтобы заставить	1	1
342	и другое	2	1
343	гораздо шире	1	1
344	на котором	1	1
345	на что-нибудь	1	1
346	небесного и	1	1
347	и два	1	1
348	только до	1	1
349	сознании и	1	1
350	и именно	4	1
351	себе оправдание	1	1
352	указать на	1	1
353	но она	2	1
354	мы все	6	1
355	застывшее в	1	1
356	не существует	3	1
357	и от	1	1
358	людям и	1	1
359	карамазова и	1	1
360	задача которая	1	1
361	которая в	1	1
362	ничего не	2	1
363	в разных	1	1
364	того как	2	1
365	может быть	11	1
366	самого ощущения	1	1
367	пути и	1	1
368	в русском	1	1
369	как она	4	1
370	конце концов	2	1
371	видим что	3	1
372	спасают человечество	1	1
373	во всем	2	1
374	будто бы	1	1
375	вот что	1	1
376	на него	1	1
377	в сознании	1	1
378	к ее	1	1
379	что на	3	1
380	может и	1	1
381	хотели бы	1	1
382	людей все	1	1
383	в образах	2	1
384	другой стороны	5	1
385	его нужно	1	1
386	заключается что	1	1
387	для нашего	1	1
388	все чего	1	1
389	им не	1	1
390	но все	2	1
391	есть то	2	1
392	в трех	3	1
393	к этому	3	1
394	его с	2	1
395	в искусстве	6	1
396	и другие	3	1
397	в своих	5	1
398	в процессе	1	1
399	и эта	2	1
400	это в	3	1
401	в противоположность	2	1
402	но к	1	1
403	отказаться от	1	1
404	себя и	2	1
405	она не	1	1
