N	2gram	Nazirov_Tv_2	Tragedij
485	с самого	1	1
486	настасьи филипповны	4	1
487	говорили что	1	1
488	роль в	2	1
489	прохожих на	1	1
490	вспомнить о	1	1
491	к окончательному	1	1
492	умирает в	1	1
493	с собой	1	1
494	можно было	1	1
495	п гроссмана	1	1
496	отождествляется с	1	1
497	во многом	2	1
498	заставляет вспомнить	1	1
499	я слышал	1	1
500	когда в	1	1
501	известной мере	2	1
502	образа князя	1	1
503	быть может	3	1
504	говорил что	2	1
505	а по	1	1
506	опять в	1	1
507	голубыми глазами	1	1
508	и должно	1	1
509	году и	1	1
510	мире достоевского	3	1
511	это происходит	1	1
512	всем протяжении	1	1
513	на вопрос	1	1
514	творческий процесс	3	1
515	в исповеди	1	1
516	мы понимаем	1	1
517	роман и	2	1
518	нет это	1	1
519	от него	1	1
520	восходит к	2	1
521	застывших языковых	1	1
522	окончательном тексте	2	1
523	между тем	3	1
524	после возвращения	1	1
525	нуждается в	1	1
526	письмо матери	1	1
527	самозванца в	1	1
528	ii части	1	1
529	не сводится	1	1
530	романа в	1	1
531	нового романа	1	1
532	какой-то мере	1	1
533	все время	2	1
534	и она	1	1
535	о своих	2	1
536	в жизнь	1	1
537	х годов	3	1
538	xix век	1	1
539	в литературе	2	1
540	в третий	1	1
541	критики в	1	1
542	его собственная	1	1
543	он стал	1	1
544	мы видим	4	1
545	понимание этого	1	1
546	с ними	2	1
547	только в	2	1
548	как нечто	1	1
549	приходит в	1	1
550	в обществе	1	1
551	даже против	1	1
552	с одной	1	1
553	всегда с	2	1
554	вот что	1	1
555	и унижения	1	1
556	этой борьбе	1	1
557	и глаза	1	1
558	к знаменитому	1	1
559	героя с	2	1
560	не знать	1	1
561	отцов и	1	1
562	рассказывает о	3	1
563	достоевский сделал	1	1
564	в испуге	1	1
565	и их	1	1
566	всяком случае	2	1
567	бориса годунова	1	1
568	т п	2	1
569	братьях карамазовых	7	1
570	в xx	1	1
571	вотрена в	1	1
572	в карты	1	1
573	и герои	1	1
574	рядом с	2	1
575	в твери	1	1
576	до начала	1	1
577	июля года	2	1
578	даже не	1	1
579	развития в	1	1
580	с другим	2	1
581	на князя	2	1
582	и эту	1	1
583	именно в	6	1
584	к роману	3	1
585	нет эта	1	1
586	что не	3	1
587	может жить	1	1
588	не было	2	1
589	понимаем что	2	1
590	на этот	2	1
591	нашему мнению	4	1
592	позиции в	1	1
593	за год	1	1
594	а не	6	1
595	не быть	1	1
596	одну из	1	1
597	xx веке	1	1
598	в связи	1	1
599	себя на	2	1
600	настасью филипповну	1	1
601	иван карамазов	7	1
602	людей достоевский	1	1
603	отметим лишь	1	1
604	эти слова	1	1
605	достоевский стремился	1	1
606	время с	1	1
607	вместе с	3	1
608	и особенно	1	1
609	и потому	4	1
610	в духе	4	1
611	незадолго до	1	1
612	не из	1	1
613	если хочешь	1	1
614	не знал	2	1
615	xix века	7	1
616	трофимович в	1	1
617	искусства но	1	1
618	в романах	13	1
619	наряду с	7	1
620	несколько раз	3	1
621	применении к	1	1
622	такая трактовка	1	1
623	это его	2	1
624	понял что	1	1
625	думать о	1	1
626	языковых метафор	1	1
627	все сильнее	1	1
628	этого слова	1	1
629	с этой	3	1
630	и от	4	1
631	перед смертью	1	1
632	и достоевским	1	1
633	в книге	1	1
634	любовь к	1	1
635	не является	3	1
636	достоевского но	3	1
637	на улице	1	1
638	грубость и	1	1
639	об отношении	1	1
640	третий раз	1	1
641	в результате	1	1
642	это как	1	1
643	а к	1	1
644	о нем	1	1
645	болевого эффекта	6	1
646	но у	4	1
647	доминантой характера	2	1
648	так выразиться	1	1
649	за этим	1	1
650	еще ничего	1	1
651	жизни в	3	1
652	л н	1	1
653	героя и	2	1
654	совершенно не	1	1
655	самой своей	3	1
656	достоевский мог	2	1
657	но этот	1	1
658	идея в	1	1
659	романах писателя	1	1
660	в голову	1	1
661	разговоре с	1	1
662	ii с	2	1
663	это понятие	1	1
664	во всяком	2	1
