N	2gram	Trubetskoy_1	Dialekti
164	и все	2	3
165	у них	3	3
166	бы в	1	3
167	конце концов	3	3
168	только что	2	3
169	состоит из	1	3
170	жизни и	2	3
171	думать что	1	3
172	можно говорить	1	2
173	явлений природы	2	2
174	же как	3	2
175	чтобы не	1	2
176	есть сама	1	2
177	и больше	2	2
178	и состоит	1	2
179	что уже	1	2
180	время как	1	2
181	оно есть	1	2
182	мы и	1	2
183	быть в	1	2
184	друг к	1	2
185	из этих	10	2
186	и всякий	1	2
187	относится к	2	2
188	что именно	2	2
189	с этим	1	2
190	что касается	1	2
191	помнить что	1	2
192	бы и	1	2
193	не был	1	2
194	все эти	6	2
195	тоже не	1	2
196	тому же	5	2
197	связанные с	7	2
198	а просто	1	2
199	в первую	1	2
200	в виде	4	2
201	не как	2	2
202	на земле	1	2
203	на этом	1	2
204	о реальной	1	2
205	что мир	1	2
206	в мире	5	2
207	к другу	2	2
208	это было	1	2
209	с другими	4	2
210	чаще всего	1	2
211	мы имеем	2	2
212	с этой	3	2
213	как и	1	2
214	до сих	5	2
215	и тогда	4	2
216	и при	3	2
217	в своей	1	2
218	всяком случае	6	2
219	в которых	4	2
220	в корне	1	2
221	и от	4	2
222	ко всему	2	2
223	ни было	2	2
224	не менее	3	2
225	но они	1	2
226	или что	1	2
227	хотя это	1	2
228	иной раз	2	2
229	как о	3	2
230	дело не	1	2
231	к ним	3	2
232	в идее	1	2
233	это нам	1	2
234	учения о	1	2
235	очень мало	4	2
236	заметить что	1	2
237	и является	2	2
238	этом отношении	2	2
239	которое в	1	2
240	как только	1	2
241	отличается от	2	2
242	и надо	1	2
243	всегда так	1	2
244	и это	2	2
245	о которых	1	2
246	как не	1	2
247	другими словами	1	2
248	идет речь	1	2
249	как с	1	2
250	и совершенно	1	2
251	можно только	2	2
252	по сравнению	2	2
253	в эпоху	7	2
254	для этого	2	2
255	по мере	1	2
256	каждом из	1	2
257	том или	1	2
258	грань между	2	2
259	эти два	1	2
260	для того	5	2
261	вслед за	2	2
262	и следовательно	1	2
263	того что	3	2
264	эти последние	1	2
265	что здесь	1	2
266	большею частью	2	2
267	с ними	1	2
268	и так	1	2
269	или его	1	2
270	с одной	7	2
271	в качестве	3	2
272	уже не	3	2
273	и у	8	2
274	только тогда	1	2
275	из них	7	2
276	для него	3	2
277	и их	1	2
278	никто не	1	2
279	вселенную в	1	2
280	что человек	1	2
281	именно в	2	2
282	а с	7	2
283	с ней	3	2
284	только как	1	2
285	о чем	1	2
286	или по	2	2
287	как в	1	2
288	одной стороны	7	2
289	сравнению с	2	2
290	еще не	2	2
291	такой же	1	2
292	сих пор	5	2
293	говорить что	1	2
294	и для	5	2
295	много но	1	2
296	то не	1	2
297	тем более	1	2
298	ни к	1	2
299	находим в	1	2
300	и сейчас	2	2
301	что даже	1	2
302	точно так	3	2
303	как результат	1	2
304	к этому	3	2
305	этой точки	2	2
306	и произвола	1	1
307	а между	1	1
308	как известно	1	1
309	речь идет	1	1
310	есть самая	1	1
311	силы и	2	1
312	показаться что	1	1
313	к своей	1	1
314	без идеи	1	1
315	мере в	1	1
316	тем же	1	1
317	явления и	1	1
318	и до	1	1
319	что эти	3	1
320	то самое	1	1
321	чем именно	1	1
322	научного анализа	1	1
323	и этот	1	1
324	и могут	1	1
325	той же	1	1
326	а как	1	1
327	это совершенно	1	1
328	мы не	1	1
329	ли быть	1	1
330	существует что	1	1
331	мир не	1	1
332	с самых	2	1
333	из этого	2	1
334	он как	1	1
335	не находил	1	1
336	но даже	1	1
337	самый термин	1	1
338	же что	1	1
339	кто же	1	1
340	и ночи	1	1
341	ничего в	1	1
342	не иметь	1	1
343	во всех	2	1
344	в создании	2	1
345	различия между	2	1
346	в ее	1	1
347	совсем не	1	1
348	в сторону	1	1
349	эта особенность	1	1
350	друга и	1	1
351	один и	1	1
352	которые могли	1	1
353	эта связь	1	1
354	в той	1	1
355	каждая из	3	1
356	в связи	3	1
357	вспомним что	1	1
358	то ясно	2	1
359	мысль о	2	1
360	когда он	3	1
361	могли бы	1	1
362	стихии и	2	1
363	и наконец	2	1
364	это тоже	1	1
365	его к	1	1
366	и к	5	1
367	есть ли	1	1
368	и отчасти	1	1
369	не более	1	1
370	к чему	1	1
371	еще на	2	1
372	ней и	1	1
373	не приходится	1	1
374	в которой	3	1
375	формы в	1	1
376	с отвлеченным	1	1
377	так или	3	1
378	с их	1	1
379	если он	1	1
380	не могла	2	1
381	и если	3	1
382	при этом	3	1
383	на одну	1	1
384	именно то	1	1
385	природы чтобы	1	1
386	к одному	1	1
387	не к	2	1
388	нечто весьма	1	1
389	в силу	5	1
390	перед ними	1	1
391	остается лишь	1	1
392	существует и	1	1
393	постольку поскольку	1	1
394	и по	4	1
395	людей и	2	1
396	так например	2	1
397	таким образом	22	1
398	что все	4	1
399	главным образом	8	1
400	и заменить	1	1
401	мы уже	1	1
402	них не	2	1
403	а по	1	1
404	то есть	4	1
405	с целью	2	1
406	его в	1	1
407	первую очередь	1	1
408	и отдельные	1	1
409	характер не	1	1
410	весь мир	1	1
411	от всей	1	1
412	в жизни	1	1
413	нет в	1	1
414	она и	1	1
415	далеко не	4	1
416	в этой	4	1
417	не всегда	2	1
418	этим и	1	1
419	они являются	1	1
420	оно имеет	1	1
421	не указывает	1	1
422	ибо не	1	1
423	мир то	1	1
424	еще недостаточно	1	1
425	взгляд на	2	1
426	в такой	1	1
427	с идеей	2	1
428	выбор между	2	1
429	место в	1	1
430	добра и	2	1
431	представление о	6	1
432	оказывается что	3	1
433	надо устранить	1	1
434	которые в	2	1
435	сами по	1	1
436	тем не	3	1
437	не могли	1	1
438	этом не	1	1
439	сознании в	1	1
440	случае в	1	1
441	чистом виде	1	1
442	до известной	1	1
443	самого начала	2	1
444	того как	1	1
445	против этого	1	1
446	того чтобы	5	1
447	они к	1	1
448	может только	1	1
449	больше чем	2	1
450	под этим	1	1
451	что тот	1	1
452	которые и	1	1
453	по своей	2	1
454	сложнее и	1	1
455	мире и	1	1
456	и его	1	1
457	связи с	9	1
458	не нужен	1	1
459	умное делание	1	1
460	в будущем	1	1
461	однако это	1	1
462	не потому	2	1
463	может показаться	1	1
464	с другом	5	1
465	целое но	1	1
466	надо помнить	1	1
467	над другими	1	1
468	не могут	2	1
469	когда мы	1	1
470	те и	2	1
471	иногда даже	1	1
472	сама жизнь	1	1
473	же самое	2	1
474	должны быть	1	1
475	этого и	1	1
476	всего что	1	1
477	а можно	1	1
478	на это	1	1
479	с образом	1	1
480	значения и	1	1
481	но по	3	1
482	но при	2	1
483	здесь не	1	1
484	нет никакой	1	1
485	уже с	3	1
486	с самого	3	1
487	культуры и	3	1
488	то время	1	1
489	материи и	1	1
490	настоящие и	1	1
491	если они	1	1
492	в образе	2	1
493	на нее	3	1
494	мире как	1	1
495	в результате	3	1
496	без сновидений	2	1
497	ничего подобного	1	1
498	подобного нет	1	1
499	основана на	1	1
500	ничто в	1	1
501	и смерть	1	1
502	и должно	1	1
503	то они	1	1
504	ясным что	1	1
505	не стоит	1	1
506	любви к	1	1
507	должно было	2	1
508	заключается в	1	1
509	все в	1	1
510	между тем	2	1
511	этой идее	1	1
512	и всякая	1	1
513	а потому	1	1
514	природы и	1	1
515	и только	4	1
516	нельзя сказать	1	1
517	от этих	1	1
518	исторического развития	2	1
519	в ту	1	1
520	отчет в	1	1
521	а именно	1	1
522	эту веру	1	1
523	не так	1	1
524	на почве	1	1
525	от прочих	1	1
526	сделать это	1	1
527	пор не	1	1
528	как нечто	1	1
529	бытие есть	2	1
530	мира как	1	1
531	отчасти может	1	1
532	все они	1	1
533	со всеми	2	1
534	себя в	1	1
535	из которого	3	1
536	о происхождении	1	1
537	живая личность	1	1
538	не можем	1	1
539	уже в	2	1
540	борьбы с	1	1
541	в понятие	1	1
542	изображается как	1	1
543	и скорее	1	1
544	при помощи	1	1
545	в душе	1	1
546	и других	1	1
547	но совершенно	1	1
548	наоборот что	1	1
549	он может	1	1
550	который как	1	1
551	себе в	1	1
552	не для	1	1
553	от тех	1	1
554	с этими	1	1
555	у него	1	1
556	никуда не	1	1
557	или ином	1	1
558	и вместе	4	1
559	явления природы	1	1
560	во главе	1	1
561	смерти и	1	1
562	в очень	1	1
563	эти явления	1	1
564	смотря по	1	1
565	не были	1	1
566	значение которое	1	1
567	имеет свой	1	1
568	или иначе	3	1
569	что учение	1	1
570	такое же	1	1
571	человек может	1	1
572	связано с	2	1
573	превращается в	2	1
574	смысла и	1	1
575	их можно	1	1
576	может ли	2	1
577	положение и	1	1
578	и самый	1	1
579	и дикой	2	1
580	зависит от	1	1
581	так когда	1	1
582	в ничто	1	1
583	одну из	1	1
584	когда она	1	1
585	там где	1	1
586	сейчас же	1	1
587	абсолютное бытие	1	1
588	жизнь в	1	1
589	и богов	3	1
590	если не	2	1
591	уже давно	2	1
592	люди и	1	1
593	вместе с	15	1
594	представить себе	1	1
595	кровь в	1	1
596	в европе	1	1
597	происходит в	1	1
598	из этой	2	1
599	рисуется в	1	1
600	по существу	2	1
601	веет от	1	1
602	друг с	5	1
603	есть тот	1	1
604	и смерти	1	1
605	особенно к	2	1
606	как из	1	1
607	что мы	2	1
608	и стать	1	1
609	только еще	1	1
610	но для	1	1
611	кроме того	1	1
612	о мире	1	1
613	видят в	1	1
614	это уже	1	1
615	этих мифах	1	1
616	известной степени	1	1
617	же есть	1	1
618	богов и	5	1
619	не знаем	1	1
620	при таком	2	1
621	на небе	2	1
622	мира и	1	1
623	о котором	2	1
624	это как	1	1
625	и перед	2	1
626	она уже	1	1
627	но именно	1	1
628	к этой	1	1
629	а также	2	1
630	существует ибо	1	1
631	к ее	1	1
632	бытие но	1	1
633	лишь по	1	1
634	видна и	1	1
635	о сущности	1	1
636	от своего	1	1
637	слишком отвлеченны	1	1
638	и зла	1	1
639	именно не	1	1
640	к его	2	1
641	по одному	1	1
642	жизни а	1	1
643	есть то	1	1
644	которым они	1	1
645	и другие	3	1
646	они не	1	1
647	в таком	3	1
648	все что	2	1
649	никаких указаний	1	1
