N	2gram	Savitsky_P_1	Myshleni
99	друг друга	1	4
100	нужно было	2	4
101	гораздо более	1	4
102	связана с	1	3
103	собственном смысле	1	3
104	есть не	2	3
105	в ней	6	3
106	но не	3	3
107	из важнейших	2	3
108	в этой	1	3
109	как к	1	3
110	из этих	1	3
111	наших глазах	1	3
112	и по	1	3
113	одно и	1	3
114	развития в	1	3
115	в основном	1	3
116	друг другу	2	3
117	по себе	4	3
118	но также	4	3
119	в собственном	1	3
120	с собой	1	3
121	для этого	1	3
122	что и	1	3
123	это не	3	3
124	мысль и	1	3
125	мы видим	1	3
126	есть в	2	3
127	только на	1	3
128	представить себе	1	3
129	мы можем	1	3
130	как раз	2	3
131	были бы	1	3
132	из двух	1	3
133	в живом	1	3
134	и потому	4	3
135	и о	5	3
136	все это	2	3
137	уяснить себе	1	3
138	слова но	2	3
139	в то	7	3
140	не означает	1	3
141	как известно	1	2
142	отношения к	2	2
143	также и	1	2
144	и есть	2	2
145	можно говорить	1	2
146	выражается в	1	2
147	что если	1	2
148	мы и	1	2
149	столь же	3	2
150	время в	2	2
151	что его	1	2
152	отличие от	1	2
153	с этим	2	2
154	что по	1	2
155	в известном	1	2
156	не могла	1	2
157	в нем	3	2
158	в определенном	1	2
159	от нее	1	2
160	а затем	1	2
161	поэзии и	1	2
162	его в	1	2
163	на основании	1	2
164	должно быть	2	2
165	в этих	1	2
166	и при	1	2
167	в отличие	1	2
168	в которых	5	2
169	что было	1	2
170	в отношении	10	2
171	не имеет	1	2
172	казалось бы	1	2
173	прежде чем	1	2
174	с другом	1	2
175	исходить из	1	2
176	будущее в	1	2
177	ли не	1	2
178	что при	1	2
179	с ее	1	2
180	что все	1	2
181	своем значении	2	2
182	по природе	1	2
183	находится в	1	2
184	и здесь	1	2
185	одновременно и	1	2
186	этих двух	1	2
187	во всей	2	2
188	в современной	1	2
189	известном смысле	1	2
190	и движение	1	2
191	и ее	1	2
192	уже в	1	2
193	в большинстве	1	2
194	на этих	2	2
195	и других	2	2
196	только к	1	2
197	мы знаем	1	2
198	что не	1	2
199	не исключает	1	2
200	большинстве случаев	1	2
201	наряду с	3	2
202	могут быть	3	2
203	друг с	1	2
204	но для	1	2
205	она должна	1	2
206	она может	1	2
207	для нас	2	2
208	а в	4	2
209	может и	2	2
210	в психологии	1	2
211	что то	1	2
212	к этой	1	2
213	во всяком	1	2
214	также что	1	1
215	и т	3	1
216	например в	2	1
217	которого в	1	1
218	переход от	2	1
219	может оказаться	1	1
220	обособления и	1	1
221	от первой	1	1
222	которую мы	2	1
223	что уже	1	1
224	не осуществляется	1	1
225	развитие в	1	1
226	оценка этих	1	1
227	начала в	1	1
228	последней в	1	1
229	ответа на	1	1
230	это имеет	1	1
231	но как	1	1
232	более как	1	1
233	отнюдь не	2	1
234	там где	1	1
235	тем больше	1	1
236	что во	1	1
237	в своем	4	1
238	мысль о	2	1
239	и как	3	1
240	не связаны	1	1
241	к чему	2	1
242	применительно к	1	1
243	них самих	1	1
244	думать что	2	1
245	в ряду	2	1
246	но на	1	1
247	при виде	1	1
248	образом на	2	1
249	не как	1	1
250	значения но	1	1
251	пути который	1	1
252	что каждая	1	1
253	чтобы в	1	1
254	какой бы	1	1
255	заключает в	2	1
256	момент когда	1	1
257	поскольку она	1	1
258	еще более	2	1
259	имеют в	1	1
260	она оказывается	1	1
261	на этой	1	1
262	и целиком	1	1
263	для них	2	1
264	и уже	1	1
265	говорится о	1	1
266	еще в	1	1
267	и без	3	1
268	и поставить	1	1
269	прийти к	1	1
270	не к	2	1
271	бы мы	1	1
272	чтобы это	1	1
273	этой области	1	1
274	что есть	1	1
275	есть прежде	1	1
276	одна из	2	1
277	говорить о	2	1
278	рассматривать как	1	1
279	они являются	1	1
280	это сделать	1	1
281	разрыва между	1	1
282	другой стороны	1	1
283	в каком	1	1
284	с и	1	1
285	не та	1	1
286	в недрах	2	1
287	мыслей к	1	1
288	к истокам	1	1
289	но к	2	1
290	из чего	1	1
291	и это	2	1
292	и которая	1	1
293	проблема эта	1	1
294	на основе	1	1
295	как по	1	1
296	в себя	1	1
297	ясно что	1	1
298	начала и	2	1
299	ибо только	1	1
300	к первому	1	1
301	что от	1	1
302	быть может	6	1
303	м и	2	1
304	пор пока	1	1
305	ч в	1	1
306	между тем	3	1
307	место в	1	1
308	да в	1	1
309	них в	1	1
310	глаза на	1	1
311	также в	1	1
312	а она	1	1
313	и мы	2	1
314	в сферу	1	1
315	существенно и	1	1
316	тех пор	1	1
317	этом смысле	1	1
318	основном и	1	1
319	ни к	1	1
320	бы часть	1	1
321	всяком случае	1	1
322	одних и	2	1
323	человека с	1	1
324	и действуют	1	1
325	положение что	1	1
326	в виде	2	1
327	и везде	1	1
328	ярчайший пример	1	1
329	создается и	1	1
330	этого процесса	1	1
331	из них	2	1
332	связывается с	1	1
333	выражена в	1	1
334	в прошлом	1	1
335	гораздо большей	4	1
336	к ним	1	1
337	в выборе	2	1
338	само по	1	1
339	в случаях	1	1
340	в них	2	1
341	в других	1	1
342	не были	1	1
343	или иной	1	1
344	он живет	1	1
345	представляют собой	1	1
346	два разных	1	1
347	а с	1	1
348	в сложной	1	1
349	к более	1	1
350	возможность не	1	1
351	не было	2	1
352	отношения в	1	1
353	к идеям	1	1
354	с которым	1	1
355	и внутренне	1	1
356	как ни	1	1
357	они ведут	1	1
358	доказательство в	1	1
359	в одно	1	1
360	должна была	1	1
361	формах и	1	1
362	речь но	1	1
363	будет с	1	1
364	в частности	2	1
365	все основные	1	1
366	и особенно	1	1
367	за тем	1	1
368	что проблема	1	1
369	он будет	1	1
370	она есть	3	1
371	этой последней	1	1
372	чем к	1	1
373	находятся в	1	1
374	думается что	1	1
375	из авторов	1	1
376	из этой	1	1
377	н и	8	1
378	последствий для	1	1
379	дело идет	1	1
380	в гораздо	4	1
381	и центрального	1	1
382	числе и	1	1
383	по характеру	2	1
384	к другим	1	1
385	ней не	2	1
386	исключает всякую	1	1
387	только мы	1	1
388	эта проблема	1	1
389	в результате	1	1
390	о котором	1	1
391	чтобы понять	1	1
392	хотя и	3	1
393	жить и	1	1
394	же в	4	1
395	отношении к	5	1
396	до тех	1	1
397	из тех	1	1
398	только как	1	1
399	относящиеся к	1	1
400	по одному	1	1
401	пути к	1	1
402	видим в	1	1
403	и другие	1	1
404	мир существует	1	1
405	ее место	1	1
406	том числе	2	1
407	исключительно и	1	1
408	они не	1	1
