N	2gram	Losev_Vlad_1	Psycholo
255	человеческой природы	1	2
256	взгляд на	3	2
257	это делает	2	2
258	в котором	6	2
259	в их	1	2
260	место в	2	2
261	ни малейшего	1	2
262	вопрос о	1	2
263	и той	1	2
264	быть не	1	2
265	ним в	1	2
266	даже в	2	2
267	с необычайной	1	2
268	что ему	1	2
269	не по	2	2
270	только не	1	2
271	больше чем	2	2
272	же время	4	2
273	действительно в	1	2
274	во всем	4	2
275	в англию	2	2
276	свидетельствуют о	3	2
277	бы по	1	2
278	только с	1	2
279	не потому	1	2
280	есть только	1	2
281	но все	1	2
282	о браке	1	2
283	о них	1	2
284	уже с	1	2
285	то время	2	2
286	и когда	1	2
287	то как	2	2
288	те же	1	2
289	когда его	1	2
290	и с	14	2
291	ничего не	3	2
292	можно сказать	6	2
293	образом в	2	2
294	воли и	2	2
295	о ней	1	2
296	все дело	1	2
297	сводится к	1	2
298	внимание на	1	2
299	но мы	2	2
300	пор пока	1	2
301	знает что	1	2
302	которой все	1	2
303	один из	4	2
304	отца и	3	2
305	мы увидим	3	2
306	ли он	1	2
307	почти все	1	2
308	и кажется	2	2
309	через несколько	3	2
310	никак нельзя	2	2
311	связи с	1	2
312	уже в	7	2
313	ни одного	1	2
314	чтобы он	2	2
315	кажется что	2	2
316	мы знаем	2	2
317	одно из	1	2
318	не хотел	1	2
319	даже не	2	2
320	с другой	3	2
321	именно в	1	2
322	с той	1	2
323	а с	5	2
324	несколько дней	2	2
325	прежде всего	1	2
326	тех пор	1	2
327	в руках	1	2
328	ее на	1	2
329	и потому	6	2
330	с такой	1	2
331	в тех	2	2
332	по существу	2	2
333	в это	2	2
334	на пути	1	2
335	заставляет нас	1	2
336	на одной	3	2
337	со всей	1	2
338	и от	5	2
339	в результате	2	2
340	показать как	1	2
341	хотя бы	2	2
342	до тех	1	2
343	и эта	1	2
344	другой стороны	3	2
345	которых не	1	1
346	вопрос зачем	1	1
347	уже готовые	1	1
348	а под	1	1
349	в обычном	1	1
350	несколько лет	1	1
351	того же	6	1
352	с кем	1	1
353	почему с	1	1
354	на другой	1	1
355	мы имели	1	1
356	конечно с	1	1
357	не хочет	1	1
358	нас на	1	1
359	он всегда	1	1
360	не имеют	1	1
361	этому вопросу	1	1
362	время ясно	1	1
363	сказать с	1	1
364	есть не	1	1
365	из всего	1	1
366	для своего	2	1
367	которого не	1	1
368	и тут	2	1
369	случае это	1	1
370	была с	1	1
371	его была	2	1
372	он как	3	1
373	каком случае	1	1
374	основания и	1	1
375	хуже чем	1	1
376	что иное	1	1
377	современников и	1	1
378	но даже	2	1
379	мы и	4	1
380	и понимали	1	1
381	что можно	1	1
382	его основная	1	1
383	во мне	2	1
384	еще не	2	1
385	иное как	1	1
386	которое он	1	1
387	природы и	1	1
388	то мы	3	1
389	но как	5	1
390	заметим что	1	1
391	с какими	1	1
392	значение и	1	1
393	по отношению	1	1
394	в общем	3	1
395	который мы	1	1
396	менее всего	1	1
397	а через	1	1
398	несмотря на	4	1
399	и речи	3	1
400	за пределы	3	1
401	в настоящем	1	1
402	то обстоятельство	2	1
403	относится к	1	1
404	которые не	1	1
405	и я	2	1
406	в истории	4	1
407	что во	1	1
408	же с	11	1
409	дает нам	1	1
410	как к	2	1
411	такого рода	4	1
412	осветить все	1	1
413	за порядком	1	1
414	и всецело	1	1
415	очень сильное	1	1
416	и каким	1	1
417	ясно и	1	1
418	и поведения	1	1
419	и хотя	1	1
420	в этот	4	1
421	факт как	1	1
422	событиям и	1	1
423	поэтому он	1	1
424	со своей	3	1
425	из жизни	1	1
426	так или	1	1
427	в нашем	4	1
428	свои мысли	1	1
429	говорят о	1	1
430	и те	1	1
431	не могла	1	1
432	так сказать	1	1
433	на его	3	1
434	весь свой	1	1
435	главным образом	4	1
436	эта критика	1	1
437	однако он	1	1
438	новое и	1	1
439	и сам	6	1
440	он прочитал	1	1
441	из него	1	1
442	его от	1	1
443	он недаром	1	1
444	такого же	1	1
445	это конечно	3	1
446	жизнь которая	1	1
447	то ни	1	1
448	факт что	1	1
449	существу дела	2	1
450	поэта но	1	1
451	них не	1	1
452	потому как	1	1
453	чувства к	3	1
454	раз он	1	1
455	везде и	1	1
456	этом смысле	4	1
457	истории и	1	1
458	они по	1	1
459	например с	1	1
460	останавливаются на	1	1
461	даже что	1	1
462	этом мы	1	1
463	но уже	1	1
464	и характера	1	1
465	историю уже	1	1
466	со своими	3	1
467	не связанной	1	1
468	мы хотели	3	1
469	можно считать	2	1
470	вел себя	5	1
471	и еще	2	1
472	на первый	2	1
473	в этих	1	1
474	для него	7	1
475	но что	3	1
476	привело к	1	1
477	полностью в	2	1
478	что такое	2	1
479	и без	1	1
480	где мы	1	1
481	почти не	2	1
482	она в	1	1
483	что вся	1	1
484	не столько	2	1
485	жизненный путь	1	1
486	мысли и	4	1
487	от его	1	1
488	ответить на	1	1
489	значение для	2	1
490	для объяснения	1	1
491	его жизнь	1	1
492	не раз	4	1
493	есть его	1	1
494	совершенно разные	1	1
495	это произошло	1	1
496	которые в	1	1
497	без всяких	1	1
498	и более	1	1
499	том и	1	1
500	с такими	1	1
501	что сам	2	1
502	соответствует его	1	1
503	и вся	1	1
504	и очень	3	1
505	он непременно	1	1
506	любви и	1	1
507	после такого	1	1
508	в отношении	3	1
509	что с	2	1
510	правда в	1	1
511	и вместо	1	1
512	весь этот	1	1
513	как его	1	1
514	которого он	2	1
515	философом это	1	1
516	он еще	1	1
517	в нас	4	1
518	но только	3	1
519	нам и	1	1
520	это мы	2	1
521	найти в	1	1
522	и всегда	3	1
523	дело в	4	1
524	или как	1	1
525	всего на	2	1
526	к концу	2	1
527	к ней	4	1
528	за исключением	1	1
529	вернее сказать	1	1
530	и мысли	1	1
531	вот что	3	1
532	до того	1	1
533	приехал в	1	1
534	это уже	1	1
535	что на	2	1
536	виде так	1	1
537	с прямым	1	1
538	у меня	2	1
539	образом согласно	1	1
540	обстоятельство что	2	1
541	уже о	1	1
542	начиная с	2	1
543	и такие	2	1
544	ним что	1	1
545	летом в	1	1
546	и свое	2	1
547	на это	2	1
548	некоторой степени	1	1
549	и которая	1	1
550	свою очередь	1	1
551	всего этого	1	1
552	не успел	1	1
553	основная линия	1	1
554	личности и	1	1
555	он мог	1	1
556	мысль о	1	1
557	а когда	1	1
558	с первого	2	1
559	не понял	1	1
560	только то	1	1
561	в дальнейшем	8	1
562	важное место	1	1
563	которая никак	1	1
564	как с	1	1
565	об этой	1	1
566	она была	2	1
567	он объясняет	1	1
568	что дело	2	1
569	но у	1	1
570	она тоже	1	1
571	был не	2	1
572	он сам	2	1
573	и вообще	4	1
574	потому чтобы	1	1
575	уже были	1	1
576	все исследование	1	1
577	даже больше	1	1
578	тех кто	1	1
579	она всегда	2	1
580	и просто	3	1
581	и который	2	1
582	а также	5	1
583	время не	1	1
584	жизни если	1	1
585	согласиться с	1	1
586	это была	3	1
587	и во	1	1
588	все в	1	1
589	дней и	1	1
590	в которую	2	1
591	к нему	4	1
592	вот эта	1	1
593	на протяжении	1	1
594	на решение	1	1
595	вся эта	3	1
596	которые мы	1	1
597	толстой в	1	1
598	дан весь	1	1
599	в другой	1	1
600	и понятно	1	1
601	сомнения в	1	1
602	от нее	2	1
603	с а	9	1
604	условия для	1	1
605	казалось что	1	1
606	куда она	1	1
607	но с	1	1
608	совсем не	4	1
609	одной из	2	1
610	в свой	2	1
611	что даже	1	1
612	и привело	1	1
613	и действительно	3	1
614	которое мы	1	1
615	что свои	1	1
616	все той	1	1
617	в обществе	1	1
618	с какой	1	1
619	объяснения его	1	1
620	если это	1	1
621	и у	4	1
622	и насколько	1	1
623	только на	3	1
624	всем его	1	1
625	ни было	1	1
626	за другим	1	1
627	еще очень	1	1
628	от других	1	1
629	не из	2	1
630	а то	1	1
631	понимали что	1	1
632	и воображения	1	1
633	от другого	1	1
634	с этими	3	1
635	что толстой	1	1
636	и никогда	2	1
637	просил его	1	1
638	окончательном виде	1	1
639	и вместе	1	1
640	из множества	2	1
641	в особенности	4	1
642	к его	3	1
643	и даже	15	1
644	не следует	1	1
645	или иначе	1	1
646	связаны с	1	1
647	не один	1	1
648	по своим	3	1
649	в недостаточной	1	1
650	во второй	1	1
651	мы еще	1	1
652	себя и	1	1
653	в обращении	1	1
654	которых мы	1	1
655	однако и	1	1
656	с которым	2	1
657	он даже	3	1
658	как ни	1	1
659	и психологии	5	1
660	человек но	1	1
661	и своим	1	1
662	когда она	1	1
663	него не	3	1
664	на слово	1	1
665	материалом для	1	1
666	уже давно	1	1
667	этой же	1	1
668	него в	2	1
669	так в	1	1
670	которого мы	1	1
671	то можно	1	1
672	которые заставляют	1	1
673	так мы	1	1
674	приводит в	1	1
675	и глубоко	2	1
676	что за	1	1
677	вредными и	1	1
678	в течение	9	1
679	на эту	1	1
680	что весь	1	1
681	была ее	1	1
682	и искусства	1	1
683	самого себя	1	1
684	это его	1	1
685	он этим	1	1
686	выходит что	1	1
687	ней не	1	1
688	есть тот	1	1
689	и глубине	1	1
690	во власти	1	1
691	но это	3	1
692	о его	2	1
693	в чем	2	1
694	им в	1	1
695	и всю	1	1
696	к другим	1	1
697	за его	1	1
698	которых он	2	1
699	именно это	1	1
700	в связи	3	1
701	только внешнюю	1	1
702	сейчас увидим	2	1
703	в окончательном	1	1
704	этого и	1	1
705	это можно	3	1
706	или в	1	1
707	которая в	1	1
708	человек и	1	1
709	и самым	1	1
710	от него	2	1
711	на нашем	1	1
712	по одной	1	1
713	впечатление и	2	1
714	бы в	1	1
715	даже сам	1	1
716	и ни	2	1
717	у которого	1	1
718	на языке	1	1
719	или не	1	1
720	же в	1	1
721	было просто	1	1
722	и другие	1	1
723	гораздо больше	1	1
724	жизни в	1	1
725	в свою	1	1
726	это все	1	1
727	в моем	1	1
728	с ней	1	1
729	из тех	1	1
730	то здесь	1	1
731	которая с	1	1
732	своего отца	1	1
733	по одному	1	1
734	по которой	1	1
735	в сравнении	1	1
736	не что	1	1
737	в заключение	1	1
738	просто не	2	1
739	почему эта	1	1
