N	2gram	Tiupa_Disk_1	VelikijI
269	людей но	1	1
270	к этому	2	1
271	его с	1	1
272	и другие	1	1
273	в своих	3	1
274	в процессе	5	1
275	это в	2	1
276	в противоположность	2	1
277	отказаться от	1	1
278	им и	1	1
279	себя и	1	1
280	в роли	1	1
281	они не	2	1
