N	2gram	Potebnia_M_1	Sovremen
321	в природе	6	1
322	его с	2	1
323	на ней	1	1
324	только к	1	1
325	только одно	1	1
326	к области	1	1
327	ни в	1	1
328	признать за	1	1
329	но уже	2	1
330	не было	4	1
331	рядом с	1	1
332	хотим сказать	1	1
333	все равно	1	1
334	на друга	1	1
335	одна и	1	1
336	несмотря на	5	1
337	что машина	1	1
338	что явления	1	1
339	жизни но	1	1
340	оно имеет	1	1
341	должно быть	7	1
342	обратимся к	1	1
343	и следовательно	2	1
344	понятия и	3	1
345	их на	1	1
346	в связи	1	1
347	том что	16	1
348	в эту	1	1
349	законов и	1	1
350	все более	3	1
351	но если	2	1
352	том как	3	1
353	и при	3	1
354	таким же	2	1
355	заключать в	1	1
356	так же	5	1
357	в такой	1	1
358	что дело	1	1
359	без помощи	1	1
360	его мнению	4	1
361	не необходимость	1	1
362	в данном	1	1
363	природы но	2	1
364	когда и	1	1
365	в течение	2	1
366	и той	3	1
367	развития о	1	1
368	науке а	1	1
369	бы так	1	1
370	такую же	1	1
371	быть только	5	1
372	в обратном	1	1
373	по крайней	2	1
374	состояние нашего	1	1
375	на другую	1	1
376	именно к	1	1
377	без всяких	1	1
378	и более	2	1
379	важную роль	1	1
380	так называемое	1	1
381	там где	4	1
382	общего и	1	1
383	такой вопрос	1	1
384	организма в	1	1
385	по себе	10	1
386	в своем	3	1
387	ее таким	1	1
388	только о	1	1
389	она по	1	1
390	как например	2	1
391	несколько слов	1	1
392	и нет	1	1
393	сих пор	1	1
394	с ним	3	1
395	и развития	2	1
396	она не	3	1
397	что с	1	1
398	быть при	1	1
399	делится на	1	1
400	но для	1	1
401	мысли в	9	1
402	говорить что	1	1
403	эти процессы	1	1
404	не имеет	5	1
405	это последнее	2	1
406	дело в	2	1
407	с и	3	1
408	но только	1	1
409	и от	3	1
410	только не	2	1
411	вытекает из	2	1
412	никогда не	4	1
413	или в	2	1
414	и всегда	2	1
415	этой системы	1	1
416	на язык	7	1
417	хотя и	3	1
418	если даны	1	1
419	можем ли	1	1
420	только из	3	1
421	не представляет	1	1
422	место только	1	1
423	не более	4	1
424	и первое	1	1
425	случае и	1	1
426	ровно ничего	1	1
427	жизни как	1	1
428	все они	2	1
429	и его	5	1
430	связи с	3	1
431	на такой	1	1
432	ни было	2	1
433	же в	2	1
434	но это	5	1
435	могли быть	1	1
436	на которой	1	1
437	к деятельности	3	1
438	между ними	1	1
439	сказать что	3	1
440	в живой	2	1
441	и для	5	1
442	но можно	1	1
443	равно как	1	1
444	в духе	1	1
445	развития и	3	1
446	не что	2	1
447	с какою	2	1
448	свободы и	3	1
449	сравнительно с	2	1
450	же природы	1	1
451	в то	4	1
452	единства в	1	1
453	мы по	1	1
454	в какой	1	1
455	отдельные органы	1	1
456	может объяснить	2	1
457	в своих	4	1
458	на это	1	1
459	все что	2	1
460	они не	1	1
461	ничего общего	2	1
