N	2gram	Tiupa_Disk_2	formyVre
410	частной жизни	2	1
411	сказать что	1	1
412	оно не	1	1
413	живым в	1	1
414	опираясь на	1	1
415	приходит к	1	1
416	значении в	1	1
417	более не	1	1
418	с ее	2	1
419	но при	2	1
420	в ее	1	1
421	данном случае	6	1
422	себе самом	1	1
423	характер и	1	1
424	особенность художественного	1	1
425	действия и	1	1
426	художественного мышления	1	1
427	на свой	1	1
428	и сам	1	1
429	в нескольких	1	1
430	времени и	2	1
431	здесь как	1	1
432	является носителем	1	1
433	с народом	1	1
434	еще в	3	1
435	она была	1	1
436	мы в	1	1
437	высокое и	1	1
438	один человек	1	1
439	мире в	3	1
440	с человеком	1	1
441	для превращения	1	1
442	в разных	1	1
443	все дело	1	1
444	сводится к	2	1
445	часто и	1	1
446	и т.д	1	1
447	внимание на	1	1
448	оно лишено	1	1
449	никак не	1	1
450	и что	1	1
451	может не	1	1
452	аналогии с	1	1
453	там же	2	1
454	в значительной	1	1
455	романа как	1	1
456	между тем	2	1
457	на одном	1	1
458	существенную роль	1	1
459	другого в	2	1
460	исходя из	1	1
461	и следовательно	1	1
462	в формах	2	1
463	что будет	2	1
464	по своей	6	1
465	утрачивает свое	1	1
466	и одновременно	2	1
467	же к	1	1
468	романа и	2	1
469	лишь на	1	1
470	для себя	2	1
471	его жизнь	1	1
472	как нечто	1	1
473	должен быть	1	1
474	жанр не	1	1
475	в родную	1	1
476	до нас	1	1
477	поэтому и	1	1
478	проявляется в	3	1
479	и строго	1	1
480	и ее	3	1
481	конец и	1	1
482	себя в	6	1
483	для всех	1	1
484	есть в	2	1
485	оказывается в	1	1
486	в пределе	3	1
487	является не	2	1
488	чужой и	1	1
489	бытия и	2	1
490	резко отличают	1	1
491	как такового	1	1
492	в случаях	1	1
493	которой нет	1	1
494	он для	1	1
495	в любви	1	1
496	сплошь во	1	1
497	момент в	2	1
498	мире где	1	1
499	точек зрения	1	1
500	и сближение	1	1
501	условностью и	1	1
502	близок к	1	1
503	еще и	1	1
504	бытия в	1	1
505	в отличие	12	1
506	были созданы	1	1
507	по нескольку	1	1
508	на этот	1	1
509	более того	1	1
510	в рассказе	4	1
511	другой стороны	2	1
512	его как	1	1
513	для человека	1	1
514	ведь для	1	1
515	и том	1	1
516	несмотря на	1	1
517	биографии они	1	1
518	исторического развития	1	1
519	места для	1	1
520	романного жанра	2	1
521	в цикле	2	1
522	при переходе	1	1
523	и глубоко	1	1
524	одной стороны	4	1
525	утверждая что	1	1
526	да и	1	1
527	человек с	1	1
528	и мотивы	1	1
529	мира с	2	1
530	жизни где	1	1
531	и смерти	1	1
532	в условиях	1	1
533	преодоления в	1	1
534	оба они	1	1
535	и действия	1	1
536	видно что	1	1
537	тех же	1	1
538	рассматривать как	1	1
539	он видел	1	1
540	указать на	2	1
541	в стихотворении	1	1
542	формы и	1	1
543	в результате	2	1
544	которая в	2	1
545	иного рода	1	1
546	особого рода	1	1
547	интерес к	2	1
548	и ни	1	1
549	в динамике	1	1
550	обращение к	2	1
551	у горация	1	1
552	действительной жизни	1	1
553	настоящим и	2	1
554	для читателя	1	1
555	хотя в	1	1
556	к самому	1	1
557	одновременно и	1	1
558	занимает в	1	1
559	при разработке	1	1
