N	2gram	Tiupa_Narr_1	formyVre
395	могла бы	1	1
396	главным образом	1	1
397	в мире	4	1
398	особенности в	1	1
399	в предыдущем	1	1
400	них не	1	1
401	глубокий и	1	1
402	и религиозной	1	1
403	это было	2	1
404	на протяжении	7	1
405	особенно в	2	1
406	уже знаем	1	1
407	лишь на	1	1
408	например с	1	1
409	в мифологическую	1	1
410	времен года	1	1
411	ближе к	1	1
412	на свои	1	1
413	характерные образцы	1	1
414	и понимание	1	1
415	жизни героя	3	1
416	которой он	1	1
417	в один	1	1
418	и тогда	2	1
419	во время	1	1
420	двумя смежными	1	1
421	не становится	1	1
422	всяком случае	2	1
423	в первый	1	1
424	говорил о	2	1
425	своего рода	10	1
426	мире этот	1	1
427	должны были	1	1
428	стояла в	1	1
429	свое существование	1	1
430	теми же	1	1
431	приобретает в	1	1
432	что этот	1	1
433	для нее	1	1
434	вернемся к	1	1
435	ними но	1	1
436	из которых	1	1
437	что происходит	1	1
438	людьми в	1	1
439	на три	1	1
440	вплоть до	4	1
441	до известной	1	1
442	она не	2	1
443	дело не	2	1
444	ними не	1	1
445	события как	1	1
446	из сказанного	1	1
447	и сама	2	1
448	но такая	1	1
449	втором плане	1	1
450	бы между	1	1
451	с нами	1	1
452	всякое событие	1	1
453	по своей	1	1
454	и после	2	1
455	жизни как	2	1
456	даже самая	1	1
457	с другом	1	1
458	иного мира	1	1
459	и со	1	1
460	у нас	3	1
461	в момент	1	1
462	характер этой	1	1
463	отличается от	1	1
464	в событии	2	1
465	для его	1	1
466	они и	2	1
467	опыта и	1	1
468	конца не	1	1
469	времени но	2	1
470	т.п в	1	1
471	свою очередь	2	1
472	и сами	1	1
473	напротив они	1	1
474	миром и	1	1
475	некоторых особенностей	1	1
476	еще вернемся	1	1
477	в организации	1	1
478	так в	4	1
479	приводит к	1	1
480	как с	1	1
481	на том	1	1
482	и совершенно	1	1
483	в другом	1	1
484	жизни без	1	1
485	с собой	1	1
486	не говорится	1	1
487	живет в	1	1
488	в последующих	1	1
489	и каждый	1	1
490	вошел в	1	1
491	поэтому их	1	1
492	решается на	1	1
493	и наказание	1	1
494	и здесь	1	1
495	в состав	3	1
496	и т.д	6	1
497	то они	2	1
498	о том	4	1
499	нашем случае	1	1
500	внимание на	4	1
501	связи в	1	1
502	он его	1	1
503	на ее	2	1
504	и три	1	1
505	на одном	1	1
506	и только	2	1
507	наконец в	1	1
508	также в	1	1
509	человека как	1	1
510	в него	1	1
511	бросается в	1	1
512	которой и	1	1
513	понятийное мышление	1	1
514	тот же	1	1
515	что он	3	1
516	мы увидим	1	1
517	что даже	1	1
518	ходит по	1	1
519	должен быть	1	1
520	иной степени	1	1
521	всех его	2	1
522	их не	1	1
523	на мир	1	1
524	точка зрения	5	1
525	себя в	2	1
526	указать на	1	1
527	собою все	1	1
528	обратимся в	1	1
529	и солнце	1	1
530	и они	1	1
531	случаях когда	1	1
532	ни одного	1	1
533	за пределами	2	1
534	от других	1	1
535	или даже	1	1
536	из них	4	1
537	смерти и	1	1
538	него нет	1	1
539	могло бы	3	1
540	сами по	2	1
541	подобный вопрос	1	1
542	произведения и	1	1
543	при всей	3	1
544	далек от	1	1
545	мы можем	2	1
546	из существенных	1	1
547	бытия и	1	1
548	но уже	1	1
549	раскрыться только	1	1
550	которые могут	1	1
551	человек как	1	1
552	тут же	1	1
553	события эти	1	1
554	протяжении всего	1	1
555	это будет	1	1
556	где в	2	1
557	событие в	5	1
558	преступление и	1	1
559	и нельзя	1	1
560	действующих лиц	5	1
561	говорит о	1	1
562	то и	1	1
563	а на	2	1
564	которых мы	1	1
565	и составляет	2	1
566	не на	1	1
567	одну из	1	1
568	влияние не	1	1
569	о чем	4	1
570	разных местах	1	1
571	романе там	1	1
572	если не	2	1
573	порядок и	1	1
574	наше внимание	1	1
575	начиная с	3	1
576	смысл который	1	1
577	единого слова	1	1
578	по своему	2	1
579	и вот	2	1
580	она есть	1	1
581	объединены в	1	1
582	в тех	1	1
583	образ и	1	1
584	друг с	1	1
585	плачут и	1	1
586	к полноте	1	1
587	и смерти	1	1
588	на самый	1	1
589	не предполагает	1	1
590	этом и	4	1
591	стороне от	1	1
592	перед смертью	1	1
593	этим объясняется	1	1
594	последующее развитие	1	1
595	это уже	3	1
596	известной степени	1	1
597	не существует	3	1
598	и от	2	1
599	жениха и	1	1
600	она может	2	1
601	не подлежит	2	1
602	это он	1	1
603	каким он	2	1
604	и пространстве	6	1
605	или другой	1	1
606	не более	1	1
607	связанных между	1	1
608	тем более	1	1
609	ни единого	1	1
610	у которого	1	1
611	но зато	2	1
612	отмечу что	1	1
613	все они	1	1
614	с ними	2	1
615	первый раз	1	1
616	в делах	1	1
617	героя в	3	1
618	на свет	1	1
619	на мировую	1	1
620	к этой	1	1
621	в искусстве	1	1
622	качестве одной	1	1
