N	2gram	Losev_Vlad_3	Komedia
299	как впрочем	1	1
300	лет раньше	1	1
301	мы здесь	1	1
302	в мире	2	1
303	и он	1	1
304	в ней	5	1
305	от всей	1	1
306	работы в	1	1
307	иное как	1	1
308	быть в	2	1
309	а только	7	1
310	во всех	1	1
311	сказать и	1	1
312	подходить к	1	1
313	других источников	1	1
314	к которой	1	1
315	следовательно все	1	1
316	не все	3	1
317	очевидно что	1	1
318	а и	2	1
319	поскольку в	3	1
320	а всего	1	1
321	в поисках	1	1
322	сначала в	1	1
323	отнюдь не	5	1
324	и вовсе	3	1
325	течение всего	1	1
326	с этим	2	1
327	начала до	1	1
328	в своем	8	1
329	к категории	1	1
330	всей этой	2	1
331	когда он	1	1
332	говорит что	1	1
333	не являются	1	1
334	и к	2	1
335	более или	5	1
336	то в	6	1
337	что это	9	1
338	так или	2	1
339	он в	1	1
340	что же	9	1
341	свидетельствует об	1	1
342	бы не	1	1
343	из этих	3	1
344	только на	5	1
345	остановиться на	2	1
346	роль в	2	1
347	как он	1	1
348	платона и	1	1
349	и политическая	1	1
350	и почему	1	1
351	к одному	1	1
352	по существу	4	1
353	чтобы в	1	1
354	всего за	1	1
355	его от	1	1
356	что она	2	1
357	но все	3	1
358	такого же	1	1
359	выходит далеко	1	1
360	что все	7	1
361	речь направленную	1	1
362	же не	2	1
363	учением о	1	1
364	же касается	5	1
365	конечно в	1	1
366	об этом	6	1
367	свойств и	3	1
368	то есть	24	1
369	на этой	1	1
370	говорить не	1	1
371	это было	3	1
372	еще две	1	1
373	уже знаем	1	1
374	перед нами	3	1
375	всю его	1	1
376	должен был	2	1
377	после этого	1	1
378	в жизни	2	1
379	и каждый	1	1
380	который сам	1	1
381	а с	4	1
382	все равно	1	1
383	самым ярким	1	1
384	как об	1	1
385	отсюда видно	1	1
386	с тем	7	1
387	этой чисто	1	1
388	которой он	1	1
389	не заметить	1	1
390	жизни но	1	1
391	с такой	2	1
392	года и	1	1
393	слова и	1	1
394	в этих	2	1
395	можно только	2	1
396	не так	3	1
397	себя внимание	2	1
398	но если	5	1
399	и поскольку	1	1
400	можно найти	2	1
401	чего следует	1	1
402	ли можно	2	1
403	и третий	1	1
404	превратилась в	1	1
405	ли так	1	1
406	в отличие	3	1
407	в которых	1	1
408	последних лет	1	1
409	которые в	1	1
410	земле и	1	1
411	друг другу	1	1
412	видно что	1	1
413	надо сказать	1	1
414	и более	2	1
415	с такими	1	1
416	том же	1	1
417	времени а	1	1
418	него то	1	1
419	с так	1	1
420	по себе	6	1
421	тому что	4	1
422	этой области	1	1
423	захватывает и	1	1
424	от своих	1	1
425	и против	3	1
426	и другое	1	1
427	самого начала	1	1
428	если в	1	1
429	что их	1	1
430	поскольку однако	1	1
431	на себе	1	1
432	сознания как	1	1
433	он еще	1	1
434	также что	1	1
435	а может	1	1
436	того чтобы	3	1
437	специальном журнале	1	1
438	следовательно и	1	1
439	этих лет	1	1
440	что только	1	1
441	под этим	1	1
442	в науке	1	1
443	предполагать что	1	1
444	во всем	6	1
445	и после	1	1
446	мы бы	7	1
447	одной лишь	1	1
448	этим же	1	1
449	до того	1	1
450	обращает на	2	1
451	не столь	1	1
452	каждый раз	1	1
453	мы и	2	1
454	что на	2	1
455	ему не	1	1
456	может показаться	2	1
457	вот в	2	1
458	и для	3	1
459	по своим	1	1
460	в специальном	1	1
461	не могут	2	1
462	мало чем	2	1
463	диалектике и	1	1
464	далеко за	2	1
465	которым заканчивается	1	1
466	и другим	1	1
467	даже и	12	1
468	уже на	1	1
469	наконец что	1	1
470	и это	6	1
471	не делает	1	1
472	принадлежал к	1	1
473	данном случае	2	1
474	особенно в	1	1
475	и попытки	1	1
476	с самого	1	1
477	в дальнейшем	4	1
478	iii в	1	1
479	можно было	5	1
480	те же	1	1
481	это вовсе	1	1
482	подойти к	1	1
483	когда в	1	1
484	к первому	2	1
485	в изображении	2	1
486	мира и	1	1
487	его деятельности	1	1
488	наше внимание	1	1
489	и политики	1	1
490	жизнь и	3	1
491	отрицать что	1	1
492	мира а	1	1
493	свидетельствуют о	1	1
494	в каждой	1	1
495	о ней	1	1
496	перешла в	1	1
497	за свое	2	1
498	на вопрос	1	1
499	и что	8	1
500	в глаза	4	1
501	почему же	6	1
502	утверждает что	4	1
503	распространение в	1	1
504	и обнаруживает	1	1
505	по большому	1	1
506	т i	2	1
507	еще должны	1	1
508	я думаю	1	1
509	может и	1	1
510	борьбе с	1	1
511	отметить что	1	1
512	и только	3	1
513	непосредственно в	1	1
514	но нельзя	3	1
515	естественно и	1	1
516	периода его	1	1
517	даже для	1	1
518	и были	1	1
519	соч с	1	1
520	и следовательно	1	1
521	если это	1	1
522	выразил в	1	1
523	в литературе	1	1
524	того что	7	1
525	этой силы	1	1
526	тех пор	1	1
527	если теперь	1	1
528	почти все	1	1
529	доходит до	1	1
530	диалектическом единстве	1	1
531	всего не	1	1
532	нуждается в	1	1
533	хотя бы	6	1
534	течение всей	1	1
535	ix но	1	1
536	самые разнообразные	1	1
537	начало в	1	1
538	этот факт	1	1
539	тот что	1	1
540	больше чем	2	1
541	так что	14	1
542	человеческой личности	1	1
543	времени когда	1	1
544	это обстоятельство	1	1
545	не дает	1	1
546	в душе	1	1
547	она состояла	1	1
548	собой на	1	1
549	на эту	1	1
550	за ним	1	1
551	этот раз	1	1
552	в я	3	1
553	сократа и	1	1
554	только их	1	1
555	себе в	2	1
556	представить себе	1	1
557	содержания и	2	1
558	о которой	1	1
559	друг друга	2	1
560	и никакой	1	1
561	заметить что	2	1
562	не говорит	5	1
563	в руки	1	1
564	от того	4	1
565	само собой	3	1
566	для того	2	1
567	представление о	1	1
568	возможно что	1	1
569	нам не	1	1
570	прочим еще	1	1
571	или иначе	2	1
572	на этот	1	1
573	говорить и	1	1
574	далеко не	3	1
575	и прежде	1	1
576	на чем	1	1
577	в стремлении	1	1
578	он считал	1	1
579	и др	1	1
580	на которых	1	1
581	к более	1	1
582	к человеку	1	1
583	своего завершения	1	1
584	а наоборот	3	1
585	что исторический	1	1
586	идеи в	1	1
587	именно так	1	1
588	которой я	1	1
589	человек есть	2	1
590	о чем	1	1
591	из многочисленных	1	1
592	него не	1	1
593	что из	1	1
594	ближе к	1	1
595	такое тонкое	1	1
596	и она	1	1
597	в критике	1	1
598	наталкивается на	1	1
599	и потому	10	1
600	незадолго до	1	1
601	легко понять	1	1
602	к своему	2	1
603	в данном	5	1
604	к жизни	1	1
605	с тех	1	1
606	как бы	3	1
607	думается что	1	1
608	кто такой	1	1
609	не всем	1	1
610	бросается в	2	1
611	в это	2	1
612	этого слова	1	1
613	с этой	2	1
614	то следовательно	4	1
615	в основном	4	1
616	если оно	4	1
617	мнение о	1	1
618	которые были	2	1
619	со всей	1	1
620	в книге	2	1
621	в предисловии	2	1
622	мифологическая тематика	1	1
623	термин этот	1	1
624	необходимость его	1	1
625	более ранних	1	1
626	эпохи возрождения	1	1
627	чтобы понять	1	1
628	юности когда	1	1
629	их авторы	1	1
630	с известной	1	1
631	у них	1	1
632	в духе	3	1
633	бы в	2	1
634	еще более	1	1
635	года в	1	1
636	но зато	1	1
637	зрения в	1	1
638	бы на	2	1
639	отношении к	1	1
640	в общем	1	1
641	то оно	1	1
642	бы с	1	1
643	были для	1	1
644	мог не	1	1
645	дошли до	1	1
646	с ней	1	1
647	сказать что	12	1
648	совершенно не	2	1
649	больше всего	1	1
650	к его	2	1
651	развития и	1	1
652	ко всему	1	1
653	в трех	1	1
654	представляется ему	1	1
655	в каком	4	1
656	жизни и	1	1
657	всем различии	1	1
658	человека к	1	1
659	к этой	2	1
660	вполне понятно	3	1
661	и другие	1	1
662	того времени	1	1
663	и эта	3	1
664	молодой человек	1	1
665	гораздо более	1	1
666	как на	3	1
667	в таком	3	1
668	земли и	1	1
669	этой точки	1	1
670	том числе	1	1
671	они не	1	1
672	течение одного	1	1
