N	2gram	Bakhtin_Fr_7	PoTuStor
372	и делает	1	1
373	характерен для	1	1
374	и со	2	1
375	в образах	2	1
376	у меня	1	1
377	предположение о	1	1
378	среди них	1	1
379	с телом	1	1
380	его за	1	1
381	же самое	1	1
382	к тому	2	1
383	остаются навсегда	1	1
384	она не	1	1
385	ничего общего	1	1
386	в применении	1	1
387	опираясь на	1	1
388	году в	1	1
389	своего развития	1	1
390	ни одно	1	1
391	на другой	2	1
392	данном случае	1	1
393	характер и	1	1
394	тело в	2	1
395	в себя	2	1
396	культуры и	1	1
397	говорили что	1	1
398	отвлечься от	1	1
399	роль в	2	1
400	и что	1	1
401	если отвлечься	1	1
402	в другом	1	1
403	можно было	3	1
404	времени и	1	1
405	его жизни	1	1
406	отсюда и	2	1
407	именно этот	1	1
408	стиль этого	1	1
409	из одного	4	1
410	остановимся на	2	1
411	новых и	1	1
412	в глубине	1	1
413	в разных	2	1
414	его интересует	3	1
415	о нем	3	1
416	часто и	1	1
417	и здесь	4	1
418	два момента	1	1
419	и т.д	2	1
420	но к	1	1
421	и та	1	1
422	наслаждение и	1	1
423	значение имеют	1	1
424	как наиболее	1	1
425	нас в	3	1
426	я лишь	2	1
427	этого своеобразного	2	1
428	этот момент	1	1
429	с нами	1	1
430	на одном	5	1
431	с любым	1	1
432	в другой	1	1
433	нельзя сказать	1	1
434	и знаменитое	1	1
435	наконец в	1	1
436	в свете	3	1
437	все время	2	1
438	на наших	1	1
439	и об	1	1
440	для самого	1	1
441	к нему	5	1
442	этом моменте	1	1
443	конечно никакому	1	1
444	что только	1	1
445	тот же	2	1
446	дело с	1	1
447	мы увидим	1	1
448	жизнь с	1	1
449	к их	1	1
450	бы ни	1	1
451	в качестве	9	1
452	себя в	1	1
453	образов в	3	1
454	в знаменитом	1	1
455	мы принуждены	1	1
456	уже в	5	1
457	и они	1	1
458	оно в	1	1
459	его и	1	1
460	человека на	1	1
461	своей власти	1	1
462	ведь это	1	1
463	в известной	1	1
464	в конце	8	1
465	вовсе не	7	1
466	в землю	3	1
467	как его	1	1
468	заметить что	1	1
469	не говорит	1	1
470	этом отношении	2	1
471	даже и	1	1
472	уже совершенно	1	1
473	с большими	2	1
474	моменты и	1	1
475	здесь в	1	1
476	и прежде	1	1
477	в свою	3	1
478	различие по	1	1
479	на которые	1	1
480	мы еще	1	1
481	говорит о	1	1
482	связано с	2	1
483	них и	2	1
484	у нас	1	1
485	на этот	1	1
486	и самый	1	1
487	а не	2	1
488	власти и	2	1
489	в руках	3	1
490	чем на	1	1
491	для человека	1	1
492	все последующие	1	1
493	разных местах	1	1
494	в связи	2	1
495	оно ни	2	1
496	бы оно	2	1
497	связь с	1	1
498	этой же	1	1
499	и особенно	1	1
500	подлежит конечно	1	1
501	но особенно	2	1
502	организме человека	1	1
503	оно рождается	1	1
504	в человеке	2	1
505	в данном	2	1
506	и оценок	2	1
507	применении к	1	1
508	из этой	1	1
509	скрыто в	1	1
510	в человеческом	3	1
511	в состоянии	2	1
512	сейчас же	1	1
513	несколько слов	1	1
514	есть то	2	1
515	с последним	1	1
516	нужно отметить	1	1
517	этот перевод	1	1
518	которые были	2	1
519	и собственно	1	1
520	в более	4	1
521	это уже	1	1
522	она может	1	1
523	не подлежит	3	1
524	интерес к	2	1
525	еще более	2	1
526	на языке	1	1
527	его помощью	1	1
528	на такой	1	1
529	же в	2	1
530	всеми его	1	1
531	к ее	1	1
532	не осталось	2	1
533	здесь только	2	1
534	нет ничего	1	1
535	в период	1	1
536	с ней	1	1
537	от всех	1	1
538	является и	3	1
539	для нашего	2	1
540	метафоры и	1	1
541	не что	1	1
542	ко всему	1	1
543	в своих	1	1
544	именно здесь	1	1
545	и эта	3	1
546	это в	3	1
547	как на	1	1
