N	2gram	Vygotskiy__3	VrazhdaK
229	в высшей	1	1
230	человек который	2	1
231	действительной истории	1	1
232	а за	1	1
233	необходимую для	3	1
234	он и	1	1
235	и сконцентрировать	1	1
236	такой же	2	1
237	он сказал	1	1
238	в этих	2	1
239	и их	1	1
240	всяком случае	2	1
241	на свою	1	1
242	в поэме	3	1
243	ее для	1	1
244	доказывает что	1	1
245	второй раз	1	1
246	без всяких	3	1
247	есть еще	1	1
248	не могли	4	1
249	с такими	1	1
250	что этот	4	1
251	не должна	2	1
252	а вот	1	1
253	и какая	1	1
254	так он	1	1
255	на воздух	1	1
256	но они	2	1
257	тем самым	1	1
258	что эта	4	1
259	другой не	1	1
260	не имеет	6	1
261	было не	1	1
262	как о	1	1
263	героев и	1	1
264	в уме	1	1
265	из их	1	1
266	только не	1	1
267	писателя с	1	1
268	нельзя не	2	1
269	ничего не	2	1
270	того как	3	1
271	это то	1	1
272	в другую	1	1
273	он хочет	2	1
274	на россию	1	1
275	это слово	1	1
276	потому что	14	1
277	этом отношении	1	1
278	отношение автора	1	1
279	ли это	2	1
280	такие же	1	1
281	в мировой	1	1
282	что поэзия	1	1
283	во все	1	1
284	выросла из	1	1
285	отличается от	1	1
286	этой сцене	1	1
287	не есть	1	1
288	уже на	1	1
289	ничего общего	1	1
290	россию и	1	1
291	у себя	1	1
292	с ее	2	1
293	свою очередь	2	1
294	но при	1	1
295	это будет	2	1
296	в ее	7	1
297	только при	1	1
298	не могло	1	1
299	с правилами	1	1
300	другой раз	1	1
301	мириться и	1	1
302	на той	1	1
303	но мы	2	1
304	идет не	1	1
305	то время	2	1
306	роль в	1	1
307	к смерти	2	1
308	так и	1	1
309	не с	1	1
310	ясно что	6	1
311	этого как	2	1
312	именно этот	1	1
313	вошел в	2	1
314	том как	2	1
315	и вообще	1	1
316	внимание к	2	1
317	во всяком	2	1
318	второй половине	1	1
319	до сих	6	1
320	нас в	1	1
321	доходит до	1	1
322	во всех	4	1
323	я думаю	1	1
324	в форме	1	1
325	в другой	1	1
326	и можно	1	1
327	вслед за	1	1
328	и психологическое	2	1
329	к которому	1	1
330	один из	6	1
331	но с	1	1
332	что только	2	1
333	действие в	1	1
334	в предисловии	1	1
335	в литературу	1	1
336	это же	2	1
337	в качестве	2	1
338	больше не	3	1
339	своим собственным	2	1
340	тем чтобы	1	1
341	целого ряда	1	1
342	сочувствие к	2	1
343	предположение что	1	1
344	к своим	2	1
345	что для	1	1
346	говорит о	2	1
347	в одном	8	1
348	в комментариях	1	1
349	своих собственных	1	1
350	ее не	3	1
351	друг друга	1	1
352	каждый из	1	1
353	толкнул меня	1	1
354	не просто	2	1
355	гораздо больше	1	1
356	из двух	3	1
357	спасся от	1	1
358	так не	1	1
359	с другой	7	1
360	говорит я	1	1
361	именно в	1	1
362	все равно	1	1
363	характерно для	1	1
364	такое же	3	1
365	души и	1	1
366	в стиле	1	1
367	целым рядом	1	1
368	до конца	2	1
369	и самый	1	1
370	в рассказе	1	1
371	так это	1	1
372	с конца	1	1
373	что из	1	1
374	в частности	1	1
375	время с	1	1
376	с первого	1	1
377	из которых	4	1
378	каковы же	1	1
379	предположить что	1	1
380	что за	2	1
381	того что	4	1
382	хотя он	1	1
383	был в	1	1
384	указанием на	1	1
385	еще раз	1	1
386	сих пор	5	1
387	оба они	1	1
388	между прочим	1	1
389	и служило	1	1
390	ближе к	1	1
391	дошла до	1	1
392	которых он	1	1
393	которая из	1	1
394	и другими	2	1
395	о котором	5	1
396	эту историю	1	1
397	человек и	1	1
398	тот кто	1	1
399	хотя и	1	1
400	бы в	3	1
401	еще более	1	1
402	только что	2	1
403	уже давно	2	1
404	отношении к	1	1
405	нам не	2	1
406	быть и	1	1
407	только как	1	1
408	другой стороны	5	1
409	они как	1	1
410	больших и	1	1
411	комментариях к	1	1
412	автора в	1	1
413	из этого	8	1
414	жизни и	1	1
415	к этой	2	1
416	наше чувство	5	1
417	который не	4	1
418	во сне	1	1
419	как на	3	1
420	в таком	3	1
421	все что	1	1
422	они не	2	1
