N	2gram	Bakhtin_Pr_2	UchenyiS
179	должно быть	4	1
180	и слово	6	1
181	на слово	1	1
182	можно сказать	2	1
183	смысле и	1	1
184	или менее	1	1
185	воспринимает не	1	1
186	о нем	6	1
187	к лицу	1	1
188	произведения как	1	1
189	как на	2	1
190	прием а	1	1
191	приводит к	1	1
192	о том	3	1
193	в ней	7	1
194	и потому	6	1
195	во мне	1	1
196	почти не	1	1
197	в котором	7	1
198	только для	2	1
199	и что	2	1
200	она в	1	1
201	заключенных в	1	1
202	все его	3	1
203	быть в	2	1
204	из которых	2	1
205	в пользу	1	1
206	где же	1	1
207	как таковая	1	1
208	слово как	1	1
209	строго говоря	1	1
210	слагается из	1	1
211	все в	1	1
212	является только	1	1
213	в той	3	1
214	он может	2	1
215	отказ от	1	1
216	в данном	1	1
217	учителя и	1	1
218	что же	4	1
219	бы в	5	1
220	переходит в	2	1
221	не входит	2	1
222	того что	3	1
223	друг другу	1	1
224	в которых	1	1
225	их в	7	1
226	произведения в	1	1
227	друг с	2	1
228	на его	5	1
229	ней не	1	1
230	говорит он	1	1
231	само же	1	1
232	нет и	3	1
233	если нет	2	1
234	и единого	1	1
235	за пределы	5	1
236	на то	2	1
237	быть не	1	1
238	него не	3	1
239	его как	1	1
240	она не	5	1
241	еще раз	3	1
242	этом случае	1	1
243	независимо от	1	1
244	но тут	1	1
245	большей или	1	1
246	в своем	5	1
247	автора без	1	1
248	что с	1	1
249	но для	1	1
250	в большей	1	1
251	формальные функции	1	1
252	и все	1	1
253	что-то и	1	1
254	обе эти	1	1
255	того как	3	1
256	что только	1	1
257	она должна	1	1
258	тот же	2	1
259	на своем	1	1
260	более или	1	1
261	насколько нам	1	1
262	и действительно	2	1
263	себя на	2	1
264	он уже	2	1
265	в которой	2	1
266	нам известно	1	1
267	о котором	1	1
268	бы ни	1	1
269	не было	2	1
270	довести до	1	1
271	он в	1	1
272	тогда когда	1	1
273	с одной	1	1
274	значимость и	2	1
275	пока для	1	1
276	с которыми	2	1
277	но именно	1	1
278	тем более	1	1
279	начала и	2	1
280	что по	1	1
281	литературы в	1	1
282	живого человека	1	1
283	уже не	6	1
284	далеко не	4	1
285	имеем в	2	1
286	тут мы	1	1
287	ее как	1	1
288	и необходимо	1	1
289	же в	1	1
290	в процессе	2	1
291	в виде	1	1
292	теории и	1	1
293	что было	1	1
294	в нем	20	1
295	с другом	2	1
296	но если	1	1
297	он не	9	1
298	сказать что	5	1
299	вводится в	1	1
300	и истории	1	1
301	они в	1	1
302	впервые в	1	1
303	очень часто	1	1
304	одно из	1	1
305	не значит	2	1
306	и так	1	1
307	данного произведения	2	1
308	случайно и	1	1
309	он и	4	1
310	что еще	2	1
311	думает о	2	1
312	до предела	1	1
313	правда не	1	1
314	нем но	1	1
315	в свое	2	1
316	у толстого	1	1
317	время не	1	1
318	может служить	1	1
319	но он	1	1
320	у него	6	1
321	является одним	1	1
322	само по	2	1
323	мы можем	4	1
324	всего что	1	1
325	и независимо	1	1
326	ее в	2	1
327	принципа в	1	1
328	и эта	3	1
329	это в	1	1
330	а это	1	1
331	он ставит	1	1
332	отказаться от	1	1
333	к этому	4	1
334	что в	6	1
335	в таком	3	1
336	все что	3	1
