N	2gram	Propp_Russ_1	Istorich
141	что после	1	3
142	что этот	4	3
143	стоит в	2	3
144	и его	1	3
145	как будто	5	3
146	и это	1	3
147	эти представления	2	3
148	так в	4	3
149	по мере	1	3
150	о том	8	3
151	после того	2	3
152	должно было	2	3
153	раньше чем	1	3
154	того что	4	3
155	же можно	1	3
156	в качестве	3	3
157	по отношению	1	3
158	в дом	2	3
159	в других	11	3
160	представляют собой	7	3
161	что мы	1	3
162	с наступлением	1	3
163	как это	8	3
164	предположить что	2	3
165	тому как	1	3
166	все это	6	3
167	между прочим	2	3
168	уже на	1	3
169	но если	1	3
170	заупокойном культе	2	3
171	отношению к	1	3
172	к материалу	2	2
173	например в	2	2
174	самом деле	1	2
175	на самом	2	2
176	к таким	3	2
177	показать что	1	2
178	и для	2	2
179	еще до	2	2
180	что иное	2	2
181	они были	2	2
182	для наших	2	2
183	не знают	1	2
184	в которых	5	2
185	иное как	2	2
186	во всех	4	2
187	но не	2	2
188	не все	1	2
189	не просто	2	2
190	если предположить	1	2
191	его на	1	2
192	некоторое время	1	2
193	в обрядах	1	2
194	перед нами	1	2
195	никаких следов	1	2
196	в которой	1	2
197	говорят о	1	2
198	возможно что	1	2
199	или его	1	2
200	тому же	1	2
201	главным образом	2	2
202	вера в	1	2
203	он должен	1	2
204	состоит в	8	2
205	в силу	2	2
206	и по	8	2
207	а затем	1	2
208	из них	8	2
209	на этой	2	2
210	это не	10	2
211	есть и	1	2
212	не соответствует	1	2
213	в жизни	2	2
214	ни в	1	2
215	как и	10	2
216	мы видели	1	2
217	такой же	2	2
218	ст в	1	2
219	во время	14	2
220	и ее	1	2
221	как указывает	1	2
222	не столько	1	2
223	представление о	3	2
224	и эти	1	2
225	и более	2	2
226	их в	3	2
227	одна из	4	2
228	здесь на	1	2
229	иметь в	1	2
230	представления и	2	2
231	этого обряда	3	2
232	этих обрядов	1	2
233	к зеленин	5	2
234	в русском	4	2
235	так называемый	2	2
236	кроме того	1	2
237	только с	1	2
238	других случаях	3	2
239	могут быть	2	2
240	в виду	1	2
241	на другой	1	2
242	приводит к	3	2
243	что у	2	2
244	подойти к	2	2
245	часто в	1	2
246	имеется в	1	2
247	одно из	5	2
248	в разных	3	2
249	находится в	2	2
250	же происходит	1	2
251	в глаза	1	2
252	а также	3	2
253	также в	3	2
254	в свете	2	2
255	к ней	2	2
256	нет он	1	2
257	на которой	1	2
258	д и	1	2
259	с ними	5	2
260	и так	1	2
261	ниже при	2	2
262	одежды и	1	2
263	наших целей	2	2
264	можно установить	1	2
265	уже в	1	2
266	в нашей	1	2
267	и их	4	2
268	слова в	3	2
269	заметить что	1	2
270	тут же	2	2
271	не было	2	2
272	вид что	1	2
273	в особенности	2	2
274	только у	2	2
275	и из	3	2
276	при обряде	1	2
277	не раньше	1	2
278	а с	4	2
279	себя и	2	2
280	но есть	2	2
281	в некоторых	4	2
282	что им	1	2
283	что некогда	1	2
284	с культом	1	2
285	к еде	1	2
286	становится ясным	1	2
287	в земле	2	2
288	в тех	4	2
289	по существу	4	2
290	в основном	3	2
291	показывают что	2	2
292	на смерть	1	2
293	мы рассмотрим	1	2
294	под названием	1	2
295	в немецкой	1	2
296	много но	1	2
297	этом обряде	1	2
298	или в	2	2
299	говорится в	1	2
300	тот кто	1	2
301	будто бы	6	2
302	случаи показывают	1	2
303	не знает	1	2
304	сказать что	1	2
305	не что	2	2
306	также не	1	2
307	который должен	1	1
308	мы начнем	1	1
309	можно говорить	2	1
310	не думает	1	1
311	в объяснении	1	1
312	самых разнообразных	1	1
313	полагают что	1	1
314	или по	1	1
315	не имеют	1	1
316	оно было	1	1
317	означают что	1	1
318	и за	1	1
319	по его	1	1
320	и могут	1	1
321	встречается и	2	1
322	этот обряд	3	1
323	их и	3	1
324	и о	1	1
325	в семье	1	1
326	из своих	1	1
327	они приносят	1	1
328	имеет свою	1	1
329	этом не	1	1
330	обряд и	1	1
331	говорить о	1	1
332	но она	2	1
333	на себя	2	1
334	похожи на	1	1
335	их не	2	1
336	же что	1	1
337	зависимости от	1	1
338	и он	1	1
339	есть вместе	1	1
340	это время	2	1
341	на небо	3	1
342	в отличие	1	1
343	и много	1	1
344	обряда и	1	1
345	но этого	1	1
346	с его	1	1
347	должна была	2	1
348	другой пример	1	1
349	на основе	1	1
350	это видно	1	1
351	а только	1	1
352	у других	1	1
353	только при	1	1
354	очень ясно	2	1
355	по приведенным	1	1
356	как показал	1	1
357	ответ на	1	1
358	отличие от	1	1
359	разница в	1	1
360	некогда было	1	1
361	отнюдь не	2	1
362	в истории	1	1
363	в гости	1	1
364	другой день	1	1
365	что дает	1	1
366	почему при	1	1
367	а третий	1	1
368	в течение	5	1
369	изучение этого	1	1
370	однако не	1	1
371	дети в	1	1
372	религиозных верований	1	1
373	и как	2	1
374	что по	4	1
375	и к	3	1
376	е с	1	1
377	следующим образом	4	1
378	он на	1	1
379	можно сделать	3	1
380	от этого	1	1
381	в этот	10	1
382	и питье	1	1
383	это показывает	2	1
384	животных и	4	1
385	в целом	2	1
386	всей своей	1	1
387	и и	2	1
388	перед домом	1	1
389	однако как	2	1
390	с новым	1	1
391	они слишком	1	1
392	по-видимому не	1	1
393	но хотя	1	1
394	может так	1	1
395	происходит при	1	1
396	чтобы они	2	1
397	с нашим	1	1
398	этого вопроса	1	1
399	сами материалы	1	1
400	уже своим	1	1
401	способностям которые	1	1
402	но вместе	1	1
403	так например	6	1
404	с собой	4	1
405	которое как	1	1
406	к заключению	1	1
407	совпадают с	3	1
408	связанные с	3	1
409	в совершенно	1	1
410	имелись в	1	1
411	связанных с	1	1
412	иногда как	1	1
413	в несколько	1	1
414	с целью	2	1
415	в заупокойном	1	1
416	из своего	1	1
417	входит в	4	1
418	тем способностям	1	1
419	но их	1	1
420	примеров а	1	1
421	сперва в	1	1
422	на охоту	1	1
423	для них	3	1
424	в них	6	1
425	он же	3	1
426	далеко не	3	1
427	свете изложенного	1	1
428	как видно	1	1
429	не всегда	1	1
430	несмотря на	3	1
431	значение как	1	1
432	и некоторые	3	1
433	и церемониям	1	1
434	зато в	1	1
435	не будут	1	1
436	что значит	1	1
437	религии но	1	1
438	или позднее	1	1
439	и бессмертие	1	1
440	напоминают нам	1	1
441	необходимо указать	1	1
442	однако еще	1	1
443	эти очень	1	1
444	здесь говорится	1	1
445	из сказки	1	1
446	весь ход	1	1
447	дает в	1	1
448	но эта	1	1
449	которые в	1	1
450	начнем с	1	1
451	при рассмотрении	1	1
452	что было	1	1
453	тем не	3	1
454	а а	25	1
455	с такими	1	1
456	более древних	1	1
457	известно и	1	1
458	и под	1	1
459	связь этого	1	1
460	и связанные	2	1
461	нас к	2	1
462	других народов	2	1
463	как акт	1	1
464	не менее	3	1
465	вплоть до	4	1
466	а иногда	4	1
467	как можно	2	1
468	виду что	1	1
469	что их	1	1
470	в то	1	1
471	к этим	1	1
472	совершает над	1	1
473	в самых	1	1
474	можем предположить	1	1
475	подошел к	1	1
476	связанными с	1	1
477	но чаще	1	1
478	с перенесением	1	1
479	на землю	1	1
480	и воскресения	1	1
481	в три	1	1
482	детей и	2	1
483	сообщает что	4	1
484	особое значение	1	1
485	до того	2	1
486	не вполне	1	1
487	что на	4	1
488	тех случаях	1	1
489	и подражали	1	1
490	с другом	1	1
491	в детстве	1	1
492	у нас	8	1
493	такие же	1	1
494	год на	1	1
495	разнообразны и	1	1
496	в городе	1	1
497	не могут	1	1
498	для детей	1	1
499	как только	1	1
500	на путь	1	1
501	его с	4	1
502	в поле	3	1
503	в эти	4	1
504	они и	2	1
505	например на	1	1
506	если же	1	1
507	для дальнейшего	1	1
508	можно судить	1	1
509	славянских языках	1	1
510	приходит к	1	1
511	из всего	1	1
512	как мы	10	1
513	обряды в	1	1
514	в золотой	2	1
515	ни одно	2	1
516	всего этого	1	1
517	тогда как	2	1
518	к нам	2	1
519	необходимо еще	1	1
520	можно показать	1	1
521	при котором	1	1
522	в пределах	1	1
523	в дальнейшем	2	1
524	брачной жизни	1	1
525	собственно не	1	1
526	здесь он	1	1
527	иногда в	2	1
528	этим в	1	1
529	к тем	3	1
530	думает что	1	1
531	о котором	1	1
532	древнейшая форма	1	1
533	с ним	2	1
534	вот почему	1	1
535	предметом культа	1	1
536	там же	5	1
537	приводят нас	1	1
538	и во	1	1
539	от него	1	1
540	связь между	2	1
541	все на	1	1
542	чтобы получить	1	1
543	этому поводу	2	1
544	за стол	2	1
545	полагали что	2	1
546	нуждается в	1	1
547	к поздним	1	1
548	в середине	3	1
549	и следовательно	1	1
550	значит что	2	1
551	бросается в	1	1
552	в частности	2	1
553	дело так	1	1
554	быть и	2	1
555	сообщает из	3	1
556	день они	1	1
557	в двух	1	1
558	всякого рода	3	1
559	приведенных выше	1	1
560	тот же	1	1
561	этот вопрос	2	1
562	собой не	1	1
563	в какой	2	1
564	на природу	1	1
565	к их	1	1
566	и действительно	1	1
567	ему соответствует	1	1
568	это означает	1	1
569	случаи когда	1	1
570	который в	1	1
571	по этому	3	1
572	с которыми	1	1
573	рассматриваться как	1	1
574	уже не	6	1
575	не можем	3	1
576	изображали их	1	1
577	только на	3	1
578	свидетельствует о	1	1
579	и других	7	1
580	и один	1	1
581	даже к	1	1
582	в прошлом	2	1
583	ознакомимся ниже	1	1
584	они сами	1	1
585	что еда	1	1
586	но что	2	1
587	много и	3	1
588	еду и	1	1
589	каждый из	1	1
590	то сразу	1	1
591	ее на	1	1
592	которые как	1	1
593	к самым	1	1
594	культ мертвых	1	1
595	не были	2	1
596	они известны	1	1
597	формах в	1	1
598	связаны с	3	1
599	такое же	2	1
600	мы еще	1	1
601	этой роли	1	1
602	что не	1	1
603	к умершим	1	1
604	только по	2	1
605	этому времени	1	1
606	на которых	1	1
607	до конца	2	1
608	ниже в	1	1
609	и непосредственно	2	1
610	своего рода	3	1
611	жизнь в	1	1
612	на весь	2	1
613	подобного рода	1	1
614	о чем	3	1
615	пользуются особым	1	1
616	место на	1	1
617	в одно	1	1
618	другие виды	2	1
619	и пришли	1	1
620	говорится о	2	1
621	его по	1	1
622	видели в	1	1
623	материал на	1	1
624	состояла в	1	1
625	и потому	2	1
626	подтверждается материалами	1	1
627	их к	2	1
628	по своему	1	1
629	к жизни	3	1
630	на колени	2	1
631	чем в	2	1
632	в той	1	1
633	друг с	1	1
634	к зеленина	1	1
635	и дети	1	1
636	там где	2	1
637	исходя из	1	1
638	в уже	3	1
639	быть не	1	1
640	будем останавливаться	2	1
641	в это	3	1
642	останавливаться на	2	1
643	этого слова	3	1
644	к понятию	1	1
645	только для	2	1
646	через них	1	1
647	можно назвать	1	1
648	из ряда	1	1
649	же значение	1	1
650	содержится в	1	1
651	на одной	1	1
652	по дороге	1	1
653	в более	2	1
654	очень интересный	1	1
655	только одна	1	1
656	случаях когда	1	1
657	путь изучения	1	1
658	почему именно	1	1
659	хотя они	1	1
660	при таком	1	1
661	думается что	1	1
662	нам что	1	1
663	это как	1	1
664	к зиме	1	1
665	в сказку	1	1
666	отсюда же	1	1
667	на более	1	1
668	люди которые	1	1
669	этом можно	1	1
670	будет ниже	1	1
671	же в	1	1
672	русский материал	1	1
673	е в	8	1
674	его к	2	1
675	в свою	3	1
676	но можно	1	1
677	полагает что	6	1
678	является и	1	1
679	в отдельности	2	1
680	у которых	2	1
681	только о	1	1
682	такой еды	1	1
683	нами как	1	1
684	что обряд	2	1
685	ней с	1	1
686	и состоит	1	1
687	покажет нам	1	1
688	к этому	4	1
689	в таком	1	1
690	после чего	2	1
691	и вновь	1	1
