N	2gram	Vygotskiy__4	VrazhdaK
225	от нас	1	1
226	не имеет	2	1
227	в процессе	27	1
228	как о	1	1
229	в уме	5	1
230	только не	5	1
231	автора к	1	1
232	ничего не	1	1
233	того как	2	1
234	это то	1	1
235	он оказался	1	1
236	и лишь	1	1
237	того в	1	1
238	в другую	3	1
239	по своей	6	1
240	это слово	2	1
241	потому что	12	1
242	что самые	1	1
243	до того	1	1
244	существуют в	1	1
245	этом отношении	7	1
246	в каком	2	1
247	такие же	1	1
248	этот факт	1	1
249	могут быть	7	1
250	во все	1	1
251	ли не	2	1
252	отличается от	2	1
253	сходство с	4	1
254	не есть	2	1
255	уже на	1	1
256	ничего общего	3	1
257	не совсем	2	1
258	свою очередь	2	1
259	из сильнейших	1	1
260	другой раз	1	1
261	но мы	1	1
262	то время	1	1
263	роль в	4	1
264	и сам	1	1
265	так и	5	1
266	ясно что	2	1
267	было в	1	1
268	том как	1	1
269	а поскольку	1	1
270	во всяком	4	1
271	до сих	1	1
272	нас в	3	1
273	вопросу о	1	1
274	к нему	2	1
275	во всех	1	1
276	я думаю	1	1
277	и повторяя	1	1
278	во всей	4	1
279	в форме	1	1
280	в другой	2	1
281	возникает вопрос	1	1
282	вслед за	2	1
283	получается что	1	1
284	также в	1	1
285	если это	1	1
286	к которому	3	1
287	нас интересует	2	1
288	этом смысле	8	1
289	один из	3	1
290	что только	1	1
291	во всем	3	1
292	то он	1	1
293	начало в	1	1
294	в качестве	21	1
295	себя в	3	1
296	истории человечества	1	1
297	указания на	1	1
298	целого ряда	2	1
299	этот раз	1	1
300	между обоими	1	1
301	с различными	1	1
302	в одном	1	1
303	считать что	1	1
304	друг друга	4	1
305	не просто	2	1
306	от того	3	1
307	перед ними	1	1
308	из двух	1	1
309	и речи	2	1
310	с другой	12	1
311	именно в	3	1
312	все равно	1	1
313	характерно для	1	1
314	прежде всего	2	1
315	только по	1	1
316	при участии	1	1
317	на этот	3	1
318	нашему мнению	2	1
319	целым рядом	1	1
320	и самый	1	1
321	из высших	1	1
322	обычно не	1	1
323	что из	1	1
324	себя на	1	1
325	с помощью	31	1
326	нет ничего	1	1
327	в частности	5	1
328	с первого	3	1
329	или по	1	1
330	из которых	1	1
331	предположить что	1	1
332	того что	10	1
333	указанием на	1	1
334	в свое	2	1
335	еще к	1	1
336	в условиях	3	1
337	сих пор	1	1
338	в основном	1	1
339	но для	2	1
340	под влиянием	2	1
341	общие черты	1	1
342	и от	3	1
343	но на	1	1
344	и другими	1	1
345	о котором	1	1
346	хотя и	1	1
347	бы в	3	1
348	еще более	1	1
349	конце концов	1	1
350	только что	4	1
351	в обоих	3	1
352	отношении к	1	1
353	в родстве	1	1
354	нам не	2	1
355	другой стороны	9	1
356	из этого	1	1
357	за шагом	1	1
358	которому в	1	1
359	помощью которых	1	1
360	который не	2	1
361	в таком	2	1
362	точно так	3	1
363	они не	2	1
