N	2gram	Bakhtin_Fr_4	PoTuStor
99	и этот	1	2
100	мы уже	10	2
101	мы не	1	2
102	и о	5	2
103	говорить о	1	2
104	того же	5	2
105	на них	2	2
106	но как	3	2
107	конечном счете	1	2
108	нет и	1	2
109	за пределы	1	2
110	с этим	1	2
111	в этот	1	2
112	что это	5	2
113	в переводе	1	2
114	он не	3	2
115	момента в	1	2
116	и по	5	2
117	то же	10	2
118	по своему	4	2
119	связанные с	4	2
120	связанных с	2	2
121	на протяжении	1	2
122	и мы	2	2
123	в жизни	2	2
124	по всему	2	2
125	в них	7	2
126	как и	12	2
127	на первый	2	2
128	в своей	5	2
129	все и	1	2
130	знаем что	1	2
131	можем сказать	1	2
132	и вся	1	2
133	никогда не	2	2
134	только и	1	2
135	и исторического	1	2
136	что на	1	2
137	т.е в	1	2
138	не будет	1	2
139	и этим	2	2
140	быть может	2	2
141	и вообще	1	2
142	с ним	2	2
143	находится в	1	2
144	не существовало	1	2
145	о том	2	2
146	другими словами	2	2
147	для нас	1	2
148	что и	1	2
149	один из	4	2
150	оно и	1	2
151	образов и	2	2
152	мы видим	3	2
153	что он	4	2
154	и так	3	2
155	поэтому и	5	2
156	со всеми	1	2
157	есть в	2	2
158	в итоге	1	2
159	за счет	3	2
160	на этих	1	2
161	и других	3	2
162	у него	5	2
163	момент в	1	2
164	и т.п	12	2
165	не на	2	2
166	что мы	1	2
167	с помощью	4	2
168	в частности	3	2
169	так же	7	2
170	с этой	1	2
171	но это	4	2
172	и для	2	2
173	и образы	9	2
174	все остальные	3	2
175	всех других	1	2
176	есть и	4	2
177	к этому	2	2
178	они не	2	2
179	с новыми	1	1
180	но вернемся	2	1
181	человека и	1	1
182	мы здесь	2	1
183	и то	2	1
184	это и	5	1
185	смерть в	1	1
186	что эти	1	1
187	сюда входит	1	1
188	века в	1	1
189	в году	3	1
190	со всех	1	1
191	и посвящена	1	1
192	теперь мы	1	1
193	на место	1	1
194	его современников	2	1
195	это достигается	1	1
196	но даже	1	1
197	конечно и	3	1
198	всех сторон	1	1
199	в ней	3	1
200	он был	2	1
201	первый план	1	1
202	и различными	1	1
203	думая что	1	1
204	на сторону	1	1
205	знаменитом споре	1	1
206	но не	2	1
207	понятной и	1	1
208	право на	1	1
209	что они	2	1
210	к сожалению	1	1
211	первый взгляд	1	1
212	дает нам	2	1
213	все же	3	1
214	всей этой	1	1
215	хотя и	2	1
216	что по	1	1
217	его к	2	1
218	в ужас	1	1
219	уже не	2	1
220	под ним	1	1
221	в нашем	4	1
222	знаем в	1	1
223	всего к	1	1
224	было связано	1	1
225	как он	2	1
226	человек не	1	1
227	на его	2	1
228	что она	1	1
229	что было	1	1
230	главным образом	1	1
231	время и	2	1
232	различные формы	1	1
233	образом и	3	1
234	эдипа и	1	1
235	подобно тому	3	1
236	них почти	1	1
237	создается чрезвычайно	1	1
238	как они	1	1
239	в мире	1	1
240	конечно в	1	1
241	той же	3	1
242	первый и	1	1
243	в единую	1	1
244	входит в	1	1
245	это было	1	1
246	уже знаем	1	1
247	мы сказали	2	1
248	весь мир	5	1
249	были в	4	1
250	в самую	1	1
251	мир в	2	1
252	значение как	1	1
253	и того	1	1
254	одного и	1	1
255	в ходу	1	1
256	что я	2	1
257	значение для	1	1
258	которые в	1	1
259	страха и	1	1
260	времени не	1	1
261	друг другу	1	1
262	и почти	1	1
263	государство и	1	1
264	вернемся к	3	1
265	характер носят	2	1
266	в атмосфере	6	1
267	можно ли	1	1
268	в эпоху	15	1
269	дело в	2	1
270	только из	1	1
271	в сущности	6	1
272	в самых	1	1
273	того чтобы	3	1
274	не их	1	1
275	ничего не	1	1
276	во всем	1	1
277	связи с	2	1
278	в виду	2	1
279	уже и	2	1
280	и делает	1	1
281	тела и	4	1
282	и со	2	1
283	от того	1	1
284	в образах	8	1
285	у меня	2	1
286	т.п и	1	1
287	нам что	1	1
288	в духе	1	1
289	похож на	1	1
290	его за	1	1
291	же самое	1	1
292	к тому	2	1
293	содержание их	1	1
294	бы он	1	1
295	на это	1	1
296	как известно	2	1
297	своего развития	1	1
298	всем этим	1	1
299	данном случае	1	1
300	в себя	2	1
301	половые органы	2	1
302	роль в	3	1
303	и что	1	1
304	касается не	1	1
305	и сам	3	1
306	можно было	1	1
307	времени и	2	1
308	врача с	1	1
309	еще в	1	1
310	частей тела	3	1
311	если бы	1	1
312	остановимся на	1	1
313	новых и	1	1
314	в разных	3	1
315	и здесь	3	1
316	два момента	2	1
317	но к	1	1
318	характер этого	4	1
319	и та	1	1
320	значение имеют	1	1
321	как наиболее	1	1
322	нас в	1	1
323	борьба с	1	1
324	эти два	1	1
325	отметить что	3	1
326	не более	1	1
327	в другой	2	1
328	из одних	1	1
329	в свете	1	1
330	все время	3	1
331	и были	2	1
332	вся жизнь	1	1
333	для самого	1	1
334	к нему	3	1
335	что здесь	3	1
336	от законов	1	1
337	самые основы	1	1
338	о двух	1	1
339	тот же	3	1
340	к современной	1	1
341	дело с	1	1
342	мы увидим	2	1
343	каждый момент	1	1
344	это же	2	1
345	делает его	1	1
346	с одной	2	1
347	в качестве	3	1
348	себя в	2	1
349	образов в	1	1
350	же и	3	1
351	события и	1	1
352	в знаменитом	1	1
353	утверждают что	1	1
354	уже в	2	1
355	др но	1	1
356	и они	3	1
357	это значение	2	1
358	веры и	1	1
359	не дает	1	1
360	плана в	1	1
361	конечно нет	1	1
362	его и	2	1
363	ведь это	3	1
364	в известной	3	1
365	в конце	9	1
366	вовсе не	9	1
367	с этими	1	1
368	те формы	1	1
369	ее не	1	1
370	как его	1	1
371	не случайно	3	1
372	как раз	2	1
373	этом отношении	1	1
374	они становятся	1	1
375	даже и	2	1
376	необходимо остановиться	1	1
377	перейти к	1	1
378	для того	3	1
379	широко пользуется	1	1
380	правда по	1	1
381	до мельчайших	2	1
382	со всем	1	1
383	без всякой	1	1
384	со стороны	2	1
385	имеет и	1	1
386	с другой	4	1
387	здесь в	6	1
388	в свою	1	1
389	а с	1	1
390	мы еще	1	1
391	говорит о	1	1
392	в некоторых	1	1
393	них и	1	1
394	у нас	1	1
395	одной стороны	2	1
396	на этот	1	1
397	а наоборот	1	1
398	и самый	1	1
399	власти и	2	1
400	с которым	1	1
401	жизнь в	1	1
402	материнское лоно	1	1
403	в руках	1	1
404	имеют какой-нибудь	1	1
405	художественной формы	1	1
406	разных местах	2	1
407	в связи	1	1
408	этой же	3	1
409	но особенно	1	1
410	этот мотив	1	1
411	и столь	1	1
412	влияния на	1	1
413	в данном	1	1
414	правда он	1	1
415	тому как	3	1
416	и основной	1	1
417	у самого	1	1
418	из этой	1	1
419	нового мира	1	1
420	в уже	1	1
421	спрятаться в	1	1
422	о его	2	1
423	нужно отметить	3	1
424	этом и	1	1
425	которые были	1	1
426	под названием	1	1
427	в более	1	1
428	известной степени	1	1
429	мышления в	1	1
430	формы и	2	1
431	и другими	1	1
432	которая в	1	1
433	широких кругах	1	1
434	в эту	3	1
435	было на	1	1
436	интерес к	1	1
437	еще более	1	1
438	все события	2	1
439	наконец все	1	1
440	самых широких	1	1
441	на языке	3	1
442	только что	1	1
443	не осталось	1	1
444	здесь только	2	1
445	жизни в	2	1
446	и начинается	1	1
447	нет ничего	2	1
448	это касается	1	1
449	от всех	2	1
450	что такие	2	1
451	ко всему	1	1
452	на свет	2	1
453	в своих	2	1
454	и эта	2	1
455	это в	2	1
456	как на	2	1
