N	2gram	Vinokur_Vv_1	Komedia
127	только в	13	3
128	и у	1	3
129	в виде	4	3
130	в начале	3	3
131	отношение к	3	3
132	у него	1	3
133	каждый из	2	3
134	как раз	4	3
135	после смерти	1	3
136	к которому	1	3
137	в гг	1	3
138	дошедших до	1	3
139	н э	6	3
140	все более	3	3
141	так же	3	3
142	как это	5	3
143	по своему	5	3
144	одной стороны	4	3
145	в течение	5	3
146	не мог	2	3
147	здесь в	1	3
148	всего в	1	3
149	в более	2	3
150	и все	1	3
151	г и	1	3
152	отношению к	4	3
153	это однако	2	2
154	того же	3	2
155	тех же	1	2
156	на две	1	2
157	видеть в	1	2
158	в и	4	2
159	том насколько	1	2
160	в сущности	3	2
161	слова о	1	2
162	в древности	1	2
163	большей частью	1	2
164	которую можно	1	2
165	которые он	1	2
166	он был	1	2
167	бы то	1	2
168	совсем не	3	2
169	отличие от	3	2
170	в настоящем	1	2
171	чем же	3	2
172	наряду с	2	2
173	независимо от	3	2
174	что к	1	2
175	что по	1	2
176	к числу	1	2
177	в самом	12	2
178	меньшей мере	2	2
179	в известном	3	2
180	раз в	1	2
181	в себе	4	2
182	только один	1	2
183	не следует	2	2
184	время и	1	2
185	в первой	1	2
186	в принципе	2	2
187	не к	2	2
188	в силу	3	2
189	на этом	3	2
190	то ни	1	2
191	в число	2	2
192	было бы	5	2
193	и тем	5	2
194	для них	1	2
195	ни одной	1	2
196	были в	1	2
197	как видно	1	2
198	этим и	1	2
199	мы видели	2	2
200	была уже	1	2
201	в следующем	1	2
202	и без	2	2
203	всяком случае	3	2
204	почти не	1	2
205	но он	1	2
206	тем не	8	2
207	не раз	1	2
208	правда в	1	2
209	одна из	2	2
210	по меньшей	2	2
211	это еще	2	2
212	судя по	1	2
213	нельзя не	4	2
214	на те	1	2
215	как будто	3	2
216	в области	4	2
217	ли это	1	2
218	уже о	1	2
219	же самое	2	2
220	для себя	1	2
221	второй половине	2	2
222	только при	1	2
223	первой половине	1	2
224	в себя	1	2
225	что у	1	2
226	времени и	4	2
227	из всего	1	2
228	мог бы	2	2
229	для этого	3	2
230	образом в	1	2
231	до н	6	2
232	в форме	2	2
233	войны в	1	2
234	также в	1	2
235	еще не	4	2
236	платона в	1	2
237	именно на	2	2
238	в до	2	2
239	из которых	2	2
240	мы знаем	1	2
241	вовсе не	6	2
242	со стороны	12	2
243	и из	1	2
244	до сих	5	2
245	согласуется и	1	2
246	еще и	3	2
247	на которые	1	2
248	которых мы	1	2
249	до конца	3	2
250	из наиболее	4	2
251	одну из	1	2
252	должна была	2	2
253	не может	13	2
254	вместе с	6	2
255	или по	1	2
256	но не	7	2
257	это были	1	2
258	говоря уже	2	2
259	с критикой	1	2
260	к нему	2	2
261	сих пор	5	2
262	но это	1	2
263	об отношении	2	2
264	или в	1	2
265	видно из	1	2
266	а к	1	2
267	будто бы	2	2
268	только что	4	2
269	ни было	1	2
270	вв в	1	2
271	то что	17	2
272	е в	4	2
273	не говоря	2	2
274	для исследования	1	2
275	в свою	1	2
276	греции и	3	2
277	в действительности	1	2
278	ее в	1	2
279	в своих	2	2
280	во всяком	3	2
281	все что	1	2
282	которых не	3	1
283	а между	1	1
284	можно говорить	1	1
285	в применении	6	1
286	также и	16	1
287	чтобы не	1	1
288	в этот	2	1
289	не остается	1	1
290	сам по	1	1
291	и имел	1	1
292	на самом	1	1
293	не что	4	1
294	по времени	2	1
295	оказывались в	1	1
296	из самых	1	1
297	ок гг	1	1
298	в основании	3	1
299	от которых	2	1
300	объясняется и	1	1
301	в зависимости	1	1
302	и за	1	1
303	по его	2	1
304	одним из	5	1
305	мы уже	1	1
306	той же	4	1
307	и была	1	1
308	а уж	1	1
309	каким был	1	1
310	ответить на	1	1
311	из дошедших	1	1
312	который был	1	1
313	что иное	4	1
314	из того	2	1
315	вв до	1	1
316	то это	3	1
317	похожи на	1	1
318	зависимости от	1	1
319	в ней	3	1
320	собой в	2	1
321	с двумя	1	1
322	работы в	3	1
323	иное как	5	1
324	ответа на	2	1
325	быть в	4	1
326	к целому	1	1
327	а только	8	1
328	во всех	2	1
329	общих чертах	1	1
330	при жизни	2	1
331	общественной жизни	1	1
332	ответ на	3	1
333	очевидно что	1	1
334	а и	1	1
335	столько раз	1	1
336	в поисках	1	1
337	основная мысль	1	1
338	государства и	2	1
339	каждая из	1	1
340	с этим	2	1
341	так называемая	2	1
342	мира в	1	1
343	дает нам	1	1
344	искусстве и	1	1
345	в своем	3	1
346	потребность в	1	1
347	смысле этого	8	1
348	говорит что	1	1
349	его к	2	1
350	и к	1	1
351	говорится в	1	1
352	цельную картину	1	1
353	то в	1	1
354	за собой	3	1
355	и этим	1	1
356	культуры и	1	1
357	что это	3	1
358	прием как	1	1
359	так или	4	1
360	представляет собой	12	1
361	что же	3	1
362	из этих	5	1
363	одном случае	1	1
364	только на	3	1
365	остановиться на	1	1
366	и тот	1	1
367	бы только	1	1
368	особенно важно	1	1
369	и те	2	1
370	как он	6	1
371	не могла	1	1
372	что эти	1	1
373	к выводу	6	1
374	идей и	1	1
375	платона и	1	1
376	с именем	1	1
377	состоит в	2	1
378	по существу	2	1
379	действительности к	2	1
380	европейской культуры	1	1
381	нашего времени	2	1
382	основании которого	2	1
383	не могли	2	1
384	чтобы в	1	1
385	д все	2	1
386	из него	1	1
387	его от	1	1
388	подобно тому	1	1
389	их истории	1	1
390	что она	3	1
391	форме не	1	1
392	но все	3	1
393	такого же	2	1
394	значительной степени	1	1
395	всех отношениях	1	1
396	что все	1	1
397	половине iv	1	1
398	они должны	1	1
399	им как	1	1
400	же касается	2	1
401	в каком-нибудь	1	1
402	об этом	5	1
403	был первым	1	1
404	на этой	3	1
405	это было	1	1
406	обоих случаях	1	1
407	уже знаем	1	1
408	должен был	4	1
409	любовь к	4	1
410	после этого	2	1
411	между отдельными	1	1
412	на античных	1	1
413	в жизни	1	1
414	говорить в	1	1
415	античной культуры	2	1
416	заинтересованных в	1	1
417	все равно	1	1
418	соответствии с	2	1
419	как об	9	1
420	поэтов и	2	1
421	с тем	6	1
422	и уже	3	1
423	всегда и	1	1
424	как целое	3	1
425	слова и	1	1
426	относительно которых	1	1
427	в эту	1	1
428	в этих	3	1
429	можно только	2	1
430	но если	3	1
431	в ходе	1	1
432	а как	3	1
433	не последнее	1	1
434	наших дней	1	1
435	из которой	1	1
436	издания авторов	1	1
437	его современников	1	1
438	от времени	1	1
439	в отличие	3	1
440	в которых	6	1
441	что уже	3	1
442	время была	1	1
443	том каким	1	1
444	однако не	4	1
445	надо сказать	1	1
446	и более	1	1
447	том же	2	1
448	по себе	9	1
449	не была	1	1
450	это особенно	1	1
451	тому что	2	1
452	и очень	1	1
453	значительное место	1	1
454	этой области	3	1
455	если и	1	1
456	уже выше	1	1
457	в сообщениях	1	1
458	у платона	1	1
459	она могла	1	1
460	в обоих	2	1
461	самого начала	1	1
462	к новым	1	1
463	и сама	1	1
464	не по	1	1
465	которого он	1	1
466	также что	1	1
467	в самых	1	1
468	того чтобы	21	1
469	следовательно и	1	1
470	под этим	1	1
471	которые и	1	1
472	в какой-то	1	1
473	к концу	1	1
474	в тексте	4	1
475	во всем	2	1
476	убедиться в	1	1
477	мере две	1	1
478	так например	6	1
479	следует что	2	1
480	до того	2	1
481	мы помним	1	1
482	как следует	2	1
483	своим собственным	1	1
484	что на	1	1
485	ему не	1	1
486	и для	4	1
487	способы ее	1	1
488	в специальном	1	1
489	к сфере	1	1
490	не могут	5	1
491	да рядом	1	1
492	принято считать	1	1
493	это конечно	1	1
494	к характеру	1	1
495	становится возможным	1	1
496	с полной	1	1
497	стремлением к	1	1
498	по возможности	3	1
499	даже и	3	1
500	в каждом	4	1
501	это потребность	1	1
502	в латинской	1	1
503	и это	6	1
504	сомнений что	1	1
505	это только	4	1
506	как один	1	1
507	данном случае	5	1
508	что иной	1	1
509	с самого	1	1
510	во главе	1	1
511	говорить о	3	1
512	в дальнейшем	2	1
513	разной мере	1	1
514	идет речь	2	1
515	ли есть	1	1
516	что могло	3	1
517	можно было	7	1
518	далеком прошлом	1	1
519	к изданию	1	1
520	участия в	1	1
521	относящегося к	1	1
522	в изображении	1	1
523	по ее	1	1
524	жизнь и	1	1
525	и трудно	1	1
526	же рода	1	1
527	указывает сам	1	1
528	с ним	1	1
529	в каждой	2	1
530	них не	1	1
531	о ней	1	1
532	познания и	2	1
533	еще при	2	1
534	на вопрос	6	1
535	не означает	1	1
536	и что	4	1
537	объяснение в	1	1
538	к действительности	2	1
539	в дополнение	1	1
540	в значительной	2	1
541	ее от	2	1
542	поводу того	1	1
543	может и	1	1
544	говорит он	2	1
545	непосредственно в	1	1
546	наконец в	1	1
547	конфликта в	1	1
548	глубокого кризиса	1	1
549	если это	2	1
550	различия между	1	1
551	которая как	2	1
552	места и	1	1
553	в литературе	1	1
554	того что	12	1
555	большей или	2	1
556	тех пор	1	1
557	и сообщений	1	1
558	дело с	6	1
559	этого можно	1	1
560	нуждается в	2	1
561	всю ее	1	1
562	явления в	1	1
563	хотя бы	5	1
564	представления в	1	1
565	в стороне	1	1
566	согласно которой	1	1
567	самые разнообразные	1	1
568	этот факт	1	1
569	вопрос об	1	1
570	до наших	1	1
571	себя в	2	1
572	так что	5	1
573	человеческой личности	1	1
574	он поставил	1	1
575	каким образом	1	1
576	речь в	4	1
577	не дает	1	1
578	на эту	1	1
579	за ним	1	1
580	которым в	1	1
581	представить себе	5	1
582	и этику	1	1
583	содержания и	1	1
584	перед собой	1	1
585	о которой	2	1
586	ее не	1	1
587	не видеть	1	1
588	может служить	3	1
589	заметить что	1	1
590	в руки	6	1
591	от того	3	1
592	на том	3	1
593	само собой	2	1
594	для того	21	1
595	для нужд	1	1
596	в особенности	4	1
597	из двух	2	1
598	представление о	1	1
599	нам не	1	1
600	или иначе	4	1
601	с известным	1	1
602	на этот	4	1
603	и прежде	1	1
604	в ряде	2	1
605	месте в	1	1
606	жизнь была	1	1
607	и др	2	1
608	этому времени	2	1
609	его из	1	1
610	к человеку	1	1
611	в соответствии	2	1
612	превращается в	1	1
613	к науке	1	1
614	чтобы убедиться	1	1
615	а наоборот	1	1
616	высшего расцвета	1	1
617	именно так	1	1
618	по тем	1	1
619	долгое время	1	1
620	следует только	1	1
621	о чем	4	1
622	по другому	1	1
623	и своим	1	1
624	что из	1	1
625	ближе к	2	1
626	для этой	1	1
627	так называемых	4	1
628	имеет свои	1	1
629	материалом для	1	1
630	не осталось	1	1
631	в примечаниях	1	1
632	сплошь да	1	1
633	в далеком	1	1
634	зрения должен	1	1
635	во-вторых и	1	1
636	отсюда и	2	1
637	всем что	1	1
638	в разной	2	1
639	что именно	2	1
640	предисловии к	1	1
641	в данном	11	1
642	в той	7	1
643	применении к	6	1
644	которая стала	1	1
645	тому как	1	1
646	как бы	5	1
647	критики и	2	1
648	как две	3	1
649	материал для	3	1
650	этого слова	2	1
651	с этой	4	1
652	действительности дело	1	1
653	впрочем не	1	1
654	мере не	1	1
655	что нет	2	1
656	из чего	1	1
657	которые были	2	1
658	со всей	3	1
659	в предисловии	1	1
660	культурной жизни	2	1
661	только одна	1	1
662	этого рода	8	1
663	образом по	2	1
664	еще двух	1	1
665	как надо	1	1
666	понять что	1	1
667	чтобы понять	2	1
668	это уже	1	1
669	к одной	1	1
670	у них	1	1
671	в духе	1	1
672	или нет	1	1
673	бы в	1	1
674	еще более	1	1
675	но зато	2	1
676	с понятием	3	1
677	в правление	1	1
678	или меньшей	2	1
679	хотя в	2	1
680	бы на	1	1
681	об основных	1	1
682	отношении к	2	1
683	же собственно	1	1
684	в общем	12	1
685	бы с	1	1
686	мог не	1	1
687	слово в	1	1
688	сведения о	1	1
689	с ней	2	1
690	сказать что	5	1
691	понимать как	1	1
692	последний вопрос	1	1
693	связей и	1	1
694	совершенно не	1	1
695	больше всего	1	1
696	и художественного	1	1
697	автора в	1	1
698	в явление	1	1
699	ко всему	1	1
700	культуры в	5	1
701	время не	1	1
702	этим объясняется	1	1
703	в каком	1	1
704	жизни и	2	1
705	человека к	1	1
706	и другие	1	1
707	того времени	1	1
708	и эта	1	1
709	это в	2	1
710	гораздо более	3	1
711	как на	11	1
712	этой точки	1	1
713	они не	1	1
