N	2gram	Vinokur_Ku_2	Analitik
352	ровным счетом	1	1
353	ведет к	1	1
354	ином значении	1	1
355	такой же	1	1
356	нисколько не	3	1
357	являются наиболее	1	1
358	но я	1	1
359	и при	1	1
360	таким же	2	1
361	в следующем	1	1
362	в такой	1	1
363	не становится	1	1
364	что о	1	1
365	от себя	1	1
366	что я	4	1
367	в синтаксисе	1	1
368	и уж	1	1
369	для данного	2	1
370	и более	2	1
371	мере в	1	1
372	внимание и	2	1
373	однако в	1	1
374	том же	1	1
375	что этот	1	1
376	ни одна	1	1
377	такой смысл	1	1
378	а вот	1	1
379	и вся	1	1
380	тому что	1	1
381	стилистикой и	1	1
382	виду что	1	1
383	таких случаях	2	1
384	хотелось бы	2	1
385	тогда когда	1	1
386	одна из	1	1
387	первая половина	1	1
388	но только	4	1
389	иное дело	1	1
390	для всего	1	1
391	имеет отношение	1	1
392	именно с	3	1
393	слова как	3	1
394	на внешних	1	1
395	как традиция	1	1
396	от голоса	1	1
397	это слово	4	1
398	убедиться в	1	1
399	потому что	25	1
400	связи с	3	1
401	понимать под	1	1
402	только с	1	1
403	же до	1	1
404	и речь	2	1
405	конечно и	2	1
406	у нас	12	1
407	языка в	3	1
408	и далее	2	1
409	выход из	1	1
410	и такие	1	1
411	с явным	1	1
412	далеко за	1	1
413	отличается от	3	1
414	должны быть	2	1
415	указывает на	1	1
416	это первая	1	1
417	если же	1	1
418	некоторой степени	2	1
419	синтаксической конструкции	2	1
420	и о	4	1
421	то она	1	1
422	в виду	3	1
423	свою очередь	2	1
424	в ее	1	1
425	по земле	1	1
426	характер и	2	1
427	только то	1	1
428	не осознается	1	1
429	в совершенно	1	1
430	это путь	1	1
431	слова а	1	1
432	в отношении	2	1
433	связан с	1	1
434	речи как	1	1
435	наше внимание	1	1
436	ли и	1	1
437	поэтому в	1	1
438	разговорного языка	1	1
439	различного рода	1	1
440	словно в	1	1
441	это мне	1	1
442	и здесь	5	1
443	мы могли	2	1
444	в другом	2	1
445	на вопрос	1	1
446	таков например	1	1
447	единственный в	1	1
448	и что	8	1
449	синтаксис в	1	1
450	все его	1	1
451	к нему	2	1
452	с его	1	1
453	или иначе	3	1
454	от них	1	1
455	слов и	2	1
456	с а	1	1
457	что здесь	1	1
458	известном смысле	1	1
459	воздействия на	1	1
460	оно и	1	1
461	что очень	1	1
462	тот же	5	1
463	дело с	1	1
464	нуждается в	2	1
465	в какой	1	1
466	хотя бы	9	1
467	реагирует на	1	1
468	одних и	1	1
469	которого является	1	1
470	в уста	1	1
471	все они	2	1
472	же и	2	1
473	внимание в	1	1
474	можно на	1	1
475	этот вопрос	6	1
476	строя в	1	1
477	уже в	3	1
478	вопроса о	6	1
479	то и	3	1
480	как более	1	1
481	этого процесса	1	1
482	его и	1	1
483	представить себе	2	1
484	слова в	6	1
485	сами по	1	1
486	так как	15	1
487	к ним	1	1
488	может служить	2	1
489	себе и	1	1
490	до некоторой	2	1
491	не говорит	2	1
492	бы ничего	1	1
493	имеет тот	1	1
494	в данный	1	1
495	функцией в	1	1
496	нам не	2	1
497	читатель в	1	1
498	и точно	1	1
499	на примере	2	1
500	который не	1	1
501	как у	2	1
502	хоть и	1	1
503	я был	1	1
504	в свою	2	1
505	еще и	2	1
506	другого что	1	1
507	исходит из	1	1
508	противном случае	1	1
509	а главное	3	1
510	более того	1	1
511	непосредственно к	1	1
512	а так	1	1
513	а своего	1	1
514	в том-то	1	1
515	которая является	1	1
516	в ряду	1	1
517	не допускает	1	1
518	что существенно	1	1
519	если не	1	1
520	в связи	4	1
521	материал для	2	1
522	но оно	2	1
523	такой степени	1	1
524	поскольку за	1	1
525	эти слова	1	1
526	и потому	2	1
527	это своего	1	1
528	для обозначения	2	1
529	который мы	2	1
530	такими словами	1	1
531	здесь совершенно	1	1
532	за рамки	2	1
533	да и	6	1
534	указание на	3	1
535	как нельзя	1	1
536	и богатство	1	1
537	том смысле	1	1
538	и там	1	1
539	что же	5	1
540	с этой	2	1
541	этот не	1	1
542	слова и	5	1
543	еще раз	1	1
544	только для	2	1
545	и действия	1	1
546	между прочим	2	1
547	так ли	1	1
548	перед нами	4	1
549	фигуры и	1	1
550	случае он	1	1
551	фразы и	1	1
552	речи вообще	2	1
553	наоборот в	1	1
554	прежде чем	1	1
555	именно здесь	1	1
556	как на	1	1
557	а все	1	1
558	своей собственной	3	1
559	для нас	4	1
560	и оба	1	1
561	в литературной	1	1
562	к этой	3	1
563	тем более	1	1
564	и как	1	1
565	мы должны	2	1
566	ни к	15	1
567	зрения в	3	1
568	будто бы	2	1
569	но это	3	1
570	только что	1	1
571	же в	3	1
572	это естественно	1	1
573	мысли о	1	1
574	может и	1	1
575	слово в	1	1
576	отношением к	1	1
577	совершенно не	3	1
578	не что	1	1
579	у которых	1	1
580	языка то	1	1
581	в свое	2	1
582	на это	3	1
583	во-первых не	1	1
584	этой точки	2	1
585	это в	2	1
586	точно так	3	1
587	смысле что	1	1
