N	2gram	Tiupa_Teor_1	Psycholo
417	искусства только	1	1
418	в стихах	1	1
419	как об	1	1
420	не узнает	1	1
421	жизни но	2	1
422	духовной жизни	1	1
423	должно быть	1	1
424	и того	3	1
425	голосов в	1	1
426	удовольствием от	1	1
427	таким же	1	1
428	не столько	1	1
429	на каждом	1	1
430	на свою	1	1
431	в отличие	6	1
432	стоит в	1	1
433	как музыка	1	1
434	от его	1	1
435	она оперирует	1	1
436	строго говоря	1	1
437	сам же	1	1
438	этого переживания	1	1
439	по крайней	1	1
440	однако в	7	1
441	произведений искусства	2	1
442	в повести	2	1
443	зрения и	2	1
444	при чтении	2	1
445	вбирает в	1	1
446	к такой	2	1
447	в русской	6	1
448	дело не	2	1
449	некоторого рода	1	1
450	на котором	1	1
451	дело в	2	1
452	не по	1	1
453	без остатка	2	1
454	материала в	2	1
455	художественной деятельности	1	1
456	только не	2	1
457	на язык	1	1
458	народной жизни	1	1
459	в качестве	24	1
460	жизни не	1	1
461	имеем дело	2	1
462	и является	2	1
463	связи с	1	1
464	ничто не	1	1
465	о чем-то	1	1
466	комизм и	1	1
467	обладает двумя	1	1
468	и делает	1	1
469	в области	4	1
470	называют искусством	1	1
471	все то	1	1
472	принадлежит к	3	1
473	с логической	1	1
474	фактов биографии	1	1
475	и другим	1	1
476	всего что	1	1
477	жизни когда	1	1
478	он оказывается	1	1
479	в каждой	1	1
480	для зрителя	1	1
481	должен быть	1	1
482	деятельности в	2	1
483	для себя	1	1
484	то во	1	1
485	из всего	1	1
486	в из	1	1
487	именно эту	1	1
488	как мы	1	1
489	и о	4	1
490	к такому	1	1
491	от друга	1	1
492	мы конечно	1	1
493	и служит	1	1
494	для читателя	2	1
495	существенное значение	1	1
496	в собственном	1	1
497	нет никаких	1	1
498	в себя	3	1
499	приводит к	5	1
500	на нее	1	1
501	произведение искусства	5	1
502	времени и	2	1
503	не с	3	1
504	здесь как	1	1
505	с собой	1	1
506	разного рода	1	1
507	является в	1	1
508	быть может	1	1
509	как у	1	1
510	собой и	1	1
511	переживаний если	1	1
512	в поэтической	1	1
513	означает что	1	1
514	не художественный	1	1
515	иное как	1	1
516	является весьма	1	1
517	художника в	1	1
518	что каждый	2	1
519	не ту	1	1
520	и сделать	1	1
521	можно сказать	3	1
522	основе своей	1	1
523	восходит к	1	1
524	под именем	1	1
525	однако что	1	1
526	а у	1	1
527	и приходит	1	1
528	эти два	1	1
529	я думаю	1	1
530	только такие	1	1
531	крайней мере	1	1
532	которую в	1	1
533	познания или	1	1
534	нет на	1	1
535	этом смысле	2	1
536	на которой	1	1
537	для таких	1	1
538	обе эти	1	1
539	в двух	1	1
540	художественного восприятия	1	1
541	с ними	1	1
542	природой и	1	1
543	языка на	1	1
544	что даже	1	1
545	образа в	1	1
546	тех объектов	1	1
547	русской литературе	2	1
548	по этому	1	1
549	бы вбирает	1	1
550	человеком который	1	1
551	в таких	1	1
552	этом что	1	1
553	же явления	1	1
554	свидетельствует о	1	1
555	как более	1	1
556	основе его	1	1
557	для него	2	1
558	автором в	1	1
559	ведь это	1	1
560	прежде всего	2	1
561	искусство никогда	1	1
562	у нее	1	1
563	относится не	1	1
564	ее не	1	1
565	литературного произведения	7	1
566	случае не	2	1
567	человек как	1	1
568	что эстетическое	1	1
569	ее на	1	1
570	в другой	1	1
571	со стороны	2	1
572	для художника	1	1
573	все человеческие	1	1
574	в данный	2	1
575	нам не	1	1
576	между которыми	1	1
577	русской поэзии	2	1
578	и ему	1	1
579	именно в	3	1
580	мяса но	1	1
581	написано и	1	1
582	себя и	1	1
583	только к	1	1
584	больше и	1	1
585	к более	1	1
586	в соответствии	3	1
587	смысла и	1	1
588	и составляет	3	1
589	виды искусства	1	1
590	жизнь в	1	1
591	человеческой жизни	1	1
592	понятие о	2	1
593	с которым	1	1
594	теоретической и	1	1
595	не об	1	1
596	в связи	1	1
597	для основного	1	1
598	с помощью	1	1
599	деятельности и	1	1
600	в соотношении	1	1
601	которое в	1	1
602	из его	1	1
603	мы говорим	1	1
604	быть это	1	1
605	одной стороны	2	1
606	для установления	1	1
607	в той	2	1
608	такого рода	8	1
609	в европейской	1	1
610	когда же	1	1
611	аллегории и	1	1
612	или менее	2	1
613	вокруг себя	1	1
614	в первой	5	1
615	скрытое под	1	1
616	для понимания	2	1
617	этого слова	3	1
618	по поверхности	1	1
619	бы можно	1	1
620	писателя в	1	1
621	о его	1	1
622	произведении искусства	2	1
623	в противном	1	1
624	самое существенное	1	1
625	вы говорите	1	1
626	переживания и	1	1
627	в более	1	1
628	обычной речи	1	1
629	в область	1	1
630	или в	3	1
631	и другими	1	1
632	в результате	1	1
633	мира и	1	1
634	обращается к	2	1
635	менее чем	1	1
636	из своего	1	1
637	бы в	1	1
638	не более	1	1
639	что из	1	1
640	художественную деятельность	1	1
641	с не	1	1
642	ни к	3	1
643	практическую деятельность	1	1
644	ни было	1	1
645	по пути	3	1
646	а о	1	1
647	слово в	1	1
648	сообщения о	1	1
649	между ними	4	1
650	от своего	2	1
651	речи и	2	1
652	быть признано	1	1
653	это на	1	1
654	первом случае	1	1
655	не что	1	1
656	же природы	1	1
657	только о	1	1
658	существенная сторона	1	1
659	имеет в	2	1
660	делает их	1	1
661	и другие	2	1
662	по поводу	1	1
663	с пустыми	1	1
664	тем самым	4	1
665	они не	1	1
