N	2gram	Ircho_Kome_2	TeoriaLi
490	со словом	1	1
491	персонажи не	1	1
492	некий общий	1	1
493	к своему	1	1
494	целом ряде	1	1
495	одновременно с	2	1
496	но вы	1	1
497	случае еще	1	1
498	да и	3	1
499	персонажей в	1	1
500	в это	2	1
501	в контексте	1	1
502	с этой	3	1
503	каждого из	1	1
504	о его	4	1
505	все это	3	1
506	характерные для	1	1
507	вместо него	1	1
508	о мире	1	1
509	при всем	3	1
510	является как	1	1
511	каждой из	2	1
512	это уже	1	1
513	отношений и	1	1
514	и частной	1	1
515	и от	4	1
516	видно из	2	1
517	в результате	1	1
518	о котором	1	1
519	бы в	2	1
520	значительное место	1	1
521	не более	2	1
522	ни было	2	1
523	же в	4	1
524	мы видим	1	1
525	но всегда	1	1
526	в стихах	1	1
527	к самому	1	1
528	является его	1	1
529	в существовании	1	1
530	от первого	1	1
531	сообщения о	1	1
532	речь о	2	1
533	от всех	2	1
534	поэт не	1	1
535	из этого	2	1
536	если она	1	1
537	жизни и	3	1
538	котором по	1	1
539	и другие	2	1
540	случае если	1	1
541	по поводу	3	1
542	точно так	1	1
543	все что	1	1
