N	2gram	Propp_Russ_1	KFilosof
217	время от	1	1
218	имеет смысла	1	1
219	бы ни	1	1
220	и ее	1	1
221	и он	1	1
222	не был	1	1
223	в различных	2	1
224	этих случаях	1	1
225	в нашем	2	1
226	жизни основы	1	1
227	землю и	1	1
228	имеем здесь	1	1
229	не просто	2	1
230	в истории	1	1
231	с этим	2	1
232	от до	1	1
233	оторванное от	1	1
234	относятся к	2	1
235	хотя и	2	1
236	и наконец	1	1
237	и к	3	1
238	в этот	10	1
239	в первом	1	1
240	значения как	1	1
241	и неясно	1	1
242	в которой	1	1
243	из жизни	1	1
244	при различных	1	1
245	на некоторых	1	1
246	вообще а	1	1
247	на то	1	1
248	к выводу	2	1
249	что она	2	1
250	главным образом	2	1
251	оно было	1	1
252	только себя	1	1
253	все другие	1	1
254	с нашим	1	1
255	не к	1	1
256	их в	3	1
257	его от	2	1
258	и по	8	1
259	на этом	3	1
260	темно и	1	1
261	эта же	1	1
262	том же	2	1
263	а затем	1	1
264	же не	2	1
265	об этом	9	1
266	связанных с	1	1
267	и с	2	1
268	но ему	1	1
269	то есть	3	1
270	с целью	2	1
271	на почве	1	1
272	должен был	1	1
273	который по	1	1
274	одна и	1	1
275	несмотря на	3	1
276	чем в	2	1
277	и было	1	1
278	такой же	2	1
279	в один	2	1
280	в этих	3	1
281	автора его	1	1
282	еще менее	1	1
283	он должен	1	1
284	всяком случае	1	1
285	она в	3	1
286	от времени	1	1
287	не путем	1	1
288	однако он	1	1
289	не будем	3	1
290	быть правильно	1	1
291	любви и	1	1
292	все для	1	1
293	говорят об	1	1
294	при всех	1	1
295	эта картина	1	1
296	она не	2	1
297	что ему	2	1
298	для каждого	1	1
299	одна из	4	1
300	здесь на	1	1
301	это хорошо	1	1
302	из их	1	1
303	не могло	1	1
304	следовательно и	1	1
305	все свои	1	1
306	и некоторое	1	1
307	впрочем в	1	1
308	между прочим	2	1
309	это слово	1	1
310	к этим	1	1
311	и теперь	1	1
312	до того	2	1
313	не является	1	1
314	и говорят	1	1
315	к таким	3	1
316	ни о	1	1
317	нет даже	1	1
318	и другой	3	1
319	том кто	1	1
320	и всех	1	1
321	зависимости от	1	1
322	содержанием и	1	1
323	к тому	4	1
324	имеет место	2	1
325	и о	1	1
326	что все	1	1
327	как не	2	1
328	свою очередь	2	1
329	всего этого	1	1
330	можно сделать	3	1
331	но мы	1	1
332	приводит к	3	1
333	можно говорить	2	1
334	на том	1	1
335	с собой	4	1
336	не с	3	1
337	и каждый	1	1
338	подойти к	2	1
339	основана на	1	1
340	собой и	1	1
341	приводит его	1	1
342	в настоящее	3	1
343	тенденция в	1	1
344	находится в	2	1
345	и начало	2	1
346	при такой	1	1
347	только так	1	1
348	на все	2	1
349	настоящее время	3	1
350	второй половине	1	1
351	можно сказать	1	1
352	и цели	1	1
353	и во	1	1
354	связь между	2	1
355	от них	3	1
356	не отличаются	1	1
357	во втором	1	1
358	нуждается в	1	1
359	себя но	1	1
360	к ней	2	1
361	нет он	1	1
362	это приводит	1	1
363	значит что	2	1
364	один из	8	1
365	содержится в	1	1
366	или нет	1	1
367	мы видим	2	1
368	согласиться с	1	1
369	в какой	2	1
370	и так	1	1
371	поэтому и	1	1
372	их не	2	1
373	а только	1	1
374	только при	1	1
375	быть лучше	1	1
376	можно установить	1	1
377	не можем	3	1
378	в большинстве	2	1
379	только на	3	1
380	только тогда	1	1
381	как этот	1	1
382	первые три	1	1
383	большинстве случаев	2	1
384	только одно	1	1
385	него нет	1	1
386	одно из	5	1
387	христа в	2	1
388	говорить об	1	1
389	даже к	1	1
390	так как	15	1
391	может служить	1	1
392	мы можем	2	1
393	много и	3	1
394	смерти и	1	1
395	не противоречит	1	1
396	которые как	1	1
397	точек зрения	1	1
398	не единственное	1	1
399	и из	3	1
400	отличаются от	1	1
401	во второй	1	1
402	по всей	1	1
403	и др	4	1
404	противном случае	1	1
405	и своего	1	1
406	уже давно	1	1
407	с которым	1	1
408	чем ближе	1	1
409	пр и	1	1
410	что мы	1	1
411	вместе с	10	1
412	смысл который	1	1
413	в духе	1	1
414	что именно	2	1
415	этого момента	3	1
416	но такое	1	1
417	из которых	1	1
418	где под	1	1
419	и смысла	1	1
420	и всей	2	1
421	в первой	1	1
422	и менее	1	1
423	время вместе	1	1
424	как из	1	1
425	только для	2	1
426	в противном	1	1
427	должны быть	1	1
428	одного и	1	1
429	и сама	1	1
430	к пониманию	1	1
431	при таком	1	1
432	или в	2	1
433	а к	1	1
434	когда он	2	1
435	в третьем	1	1
436	не более	1	1
437	другими и	1	1
438	мы должны	2	1
439	или не	1	1
440	же в	1	1
441	оно употребляется	1	1
442	но оно	1	1
443	между ними	1	1
444	с ней	2	1
445	другой в	1	1
446	в иной	1	1
447	того же	1	1
448	день и	2	1
449	является и	1	1
450	нет но	1	1
451	и необходимое	1	1
452	но эти	3	1
453	по поводу	1	1
454	во всяком	1	1
455	все что	1	1
456	они не	1	1
