N	2gram	Tiupa_Anal_2	Marksizm
148	не имеет	2	3
149	для всего	1	3
150	же слова	1	3
151	у нас	1	3
152	языка в	1	3
153	могут быть	10	3
154	бы он	1	3
155	не есть	2	3
156	значения и	1	3
157	на основе	2	3
158	о том	7	3
159	что и	3	3
160	же является	2	3
161	слов и	1	3
162	в двух	2	3
163	одной из	3	3
164	в какой	1	3
165	с одной	5	3
166	в качестве	11	3
167	его и	1	3
168	его из	1	3
169	так как	1	3
170	с другой	6	3
171	к которым	1	3
172	одной стороны	4	3
173	да и	1	3
174	как система	5	3
175	только что	1	3
176	их модификации	1	3
177	а в	3	3
178	отношения к	2	2
179	выражения в	1	2
180	принадлежит только	1	2
181	от своего	2	2
182	случае это	1	2
183	почти исключительно	1	2
184	конечно и	1	2
185	имеют место	2	2
186	и он	2	2
187	и самого	1	2
188	он был	2	2
189	иное как	1	2
190	ответ на	3	2
191	контексте и	1	2
192	независимо от	1	2
193	стороны и	1	2
194	в своем	4	2
195	в противном	1	2
196	вступает в	2	2
197	его к	1	2
198	более или	1	2
199	речевого потока	2	2
200	в нашем	3	2
201	бы не	1	2
202	в тех	1	2
203	данном контексте	1	2
204	тому же	4	2
205	не следует	2	2
206	без исключения	1	2
207	значительной степени	2	2
208	оно становится	1	2
209	то есть	9	2
210	это было	2	2
211	на протяжении	2	2
212	делает его	1	2
213	в жизни	1	2
214	далеко не	1	2
215	и потому	1	2
216	всегда и	1	2
217	он и	2	2
218	и тогда	1	2
219	или менее	1	2
220	место в	3	2
221	по крайней	3	2
222	диалога в	1	2
223	как о	3	2
224	слова как	1	2
225	и является	4	2
226	только с	1	2
227	настоящего времени	1	2
228	должны быть	1	2
229	одним и	1	2
230	если же	1	2
231	и о	1	2
232	приводит к	3	2
233	не с	4	2
234	поэтому в	1	2
235	и даже	9	2
236	сводится к	3	2
237	но к	1	2
238	все его	1	2
239	в значительной	2	2
240	крайней мере	3	2
241	но не	4	2
242	они могут	1	2
243	себя в	2	2
244	уже в	1	2
245	свидетельствует о	2	2
246	не так	4	2
247	ведь это	2	2
248	в диалоге	2	2
249	чужой и	1	2
250	у него	4	2
251	тем что	3	2
252	и речь	1	2
253	на границе	1	2
254	бы это	1	2
255	и речи	1	2
256	мы это	1	2
257	именно в	3	2
258	здесь в	2	2
259	противном случае	1	2
260	во внутренней	1	2
261	о чем	2	2
262	оно ни	1	2
263	в речи	3	2
264	вместе с	2	2
265	и особенно	4	2
266	границы между	1	2
267	ко всем	1	2
268	к его	2	2
269	установкой на	1	2
270	того или	3	2
271	в начале	1	2
272	или в	3	2
273	себя самого	1	2
274	от него	1	2
275	еще более	2	2
276	в системе	1	2
277	не знает	3	2
278	или иного	3	2
279	выходят за	2	2
280	что в	2	2
281	именно здесь	1	2
282	как на	1	2
283	как известно	1	1
284	речь идет	2	1
285	также и	1	1
286	это рефлексия	1	1
287	между двумя	4	1
288	проникает в	1	1
289	и за	3	1
290	основном соответствует	1	1
291	его не	1	1
292	то эти	1	1
293	не приходится	1	1
294	именно к	1	1
295	сущности это	1	1
296	почти все	1	1
297	совпадает с	4	1
298	говорить о	6	1
299	что иное	1	1
300	из того	1	1
301	но при	1	1
302	что его	1	1
303	там и	1	1
304	слова часто	2	1
305	из этих	1	1
306	совсем не	1	1
307	то он	1	1
308	не все	1	1
309	при условии	1	1
310	и устойчивые	1	1
311	и я	2	1
312	в центре	3	1
313	как в	4	1
314	данный момент	1	1
315	так называемая	1	1
316	в художественном	1	1
317	когда он	1	1
318	и наконец	1	1
319	диалог в	2	1
320	себе не	2	1
321	следующим образом	1	1
322	которого только	1	1
323	искусство и	1	1
324	в которой	1	1
325	как это	6	1
326	бы с	1	1
327	так или	1	1
328	в ответ	2	1
329	лишь одной	3	1
330	но без	1	1
331	ни одна	1	1
332	смысл целого	1	1
333	с их	2	1
334	за порогом	1	1
335	как основной	2	1
336	как он	1	1
337	и если	3	1
338	вообще не	2	1
339	что она	2	1
340	в статье	1	1
341	всё это	1	1
342	и взаимодействие	1	1
343	всех этих	1	1
344	в первую	1	1
345	или иному	1	1
346	к одному	1	1
347	и читателя	3	1
348	далека от	1	1
349	художественного высказывания	2	1
350	в силу	1	1
351	так например	2	1
352	речь его	1	1
353	человека в	1	1
354	в каждом	1	1
355	же не	2	1
356	в совершенно	1	1
357	самого автора	1	1
358	ситуацией и	1	1
359	и второй	2	1
360	этого процесса	1	1
361	входит в	1	1
362	заключается в	1	1
363	первую очередь	1	1
364	воспринимается как	1	1
365	ко второму	1	1
366	именно та	1	1
367	не совпадает	1	1
368	только одно	1	1
369	однако при	3	1
370	в них	1	1
371	место и	1	1
372	которой он	1	1
373	несмотря на	3	1
374	и репликами	1	1
375	однажды в	1	1
376	в начальных	2	1
377	все это	4	1
378	остается в	1	1
379	в восприятии	1	1
380	автором и	1	1
381	свою собственную	1	1
382	или точнее	2	1
383	сочетании с	7	1
384	и помимо	1	1
385	только для	1	1
386	с идеей	1	1
387	к предмету	2	1
388	не столько	3	1
389	конечном счете	2	1
390	не менее	4	1
391	особого рода	2	1
392	тем не	3	1
393	произведения в	5	1
394	решительно и	1	1
395	произведение совершается	1	1
396	и вся	1	1
397	до известной	1	1
398	речь самого	2	1
399	что с	2	1
400	мышления и	1	1
401	тогда когда	1	1
402	и сама	1	1
403	было не	1	1
404	текста но	2	1
405	и внутренней	1	1
406	но только	1	1
407	это еще	1	1
408	или еще	1	1
409	в разных	1	1
410	тому или	1	1
411	на себя	5	1
412	в противоречие	1	1
413	которые и	2	1
414	всего на	1	1
415	это слово	1	1
416	убедиться в	1	1
417	внешней и	1	1
418	что впрочем	1	1
419	этом отношении	3	1
420	с другом	1	1
421	в действительности	3	1
422	его внутренней	1	1
423	места для	1	1
424	мы узнаем	2	1
425	что все	2	1
426	и другой	1	1
427	и такие	1	1
428	ли не	2	1
429	уже было	1	1
430	конца и	1	1
431	речь персонажей	1	1
432	речи ее	1	1
433	бы независимо	1	1
434	в себя	4	1
435	сохраняет свою	1	1
436	роль в	2	1
437	и исторически	1	1
438	наибольший интерес	1	1
439	слова а	1	1
440	обращаясь к	2	1
441	и сам	3	1
442	об устойчивых	1	1
443	внутреннюю речь	1	1
444	было в	1	1
445	еще в	2	1
446	в сочетании	7	1
447	все остальные	1	1
448	в синтаксисе	1	1
449	с ним	2	1
450	только и	1	1
451	значимости в	1	1
452	приводящей к	1	1
453	знаков а	1	1
454	внимание на	2	1
455	и внутреннее	1	1
456	и что	1	1
457	речи то	1	1
458	можно сказать	4	1
459	другому в	2	1
460	конститутивный признак	1	1
461	этих двух	1	1
462	с одним	1	1
463	в конечном	3	1
464	нуждается в	1	1
465	утрачивает свою	1	1
466	самим автором	1	1
467	ни к	1	1
468	что здесь	1	1
469	оно и	1	1
470	мы видим	1	1
471	тот же	1	1
472	менее в	1	1
473	дело с	1	1
474	из значений	1	1
475	целого и	2	1
476	система знаков	1	1
477	для нее	2	1
478	место лишь	1	1
479	так что	3	1
480	же и	1	1
481	есть в	3	1
482	уже не	4	1
483	вопроса о	1	1
484	в следующих	1	1
485	оно в	1	1
486	же в	1	1
487	или даже	2	1
488	в борьбу	1	1
489	из них	3	1
490	и сознания	1	1
491	одно из	2	1
492	в одном	2	1
493	сами по	1	1
494	себя от	1	1
495	к ним	1	1
496	не о	2	1
497	на меня	1	1
498	его внутренний	1	1
499	нам уже	1	1
500	со стороны	3	1
501	в данный	1	1
502	и точно	1	1
503	и из	1	1
504	или иначе	1	1
505	соответствии с	2	1
506	я был	1	1
507	с той	2	1
508	характерно для	1	1
509	еще и	1	1
510	себя и	1	1
511	говорит о	5	1
512	в соответствии	2	1
513	превращается в	2	1
514	для передачи	1	1
515	этого не	1	1
516	литературное произведение	3	1
517	другой стороны	2	1
518	другой в	1	1
519	его как	2	1
520	для человека	1	1
521	или с	1	1
522	реальности в	2	1
523	душевной жизни	1	1
524	если не	1	1
525	себя на	1	1
526	на фоне	3	1
527	но оно	1	1
528	конечно мы	1	1
529	событие речевого	1	1
530	продуктивной для	1	1
531	противоречие с	1	1
532	нашем понимании	2	1
533	только его	1	1
534	и иной	2	1
535	чужой для	1	1
536	к самому	1	1
537	этих случаях	2	1
538	для обозначения	1	1
539	высказывания с	1	1
540	это приводит	1	1
541	слова он	1	1
542	что же	1	1
543	и всей	1	1
544	реплике в	1	1
545	друг с	1	1
546	исходя из	1	1
547	в состоянии	2	1
548	и носит	1	1
549	этом случае	4	1
550	быть признано	1	1
551	в целом	8	1
552	на которой	1	1
553	но это	1	1
554	естественно не	1	1
555	однако не	1	1
556	и выражение	1	1
557	достигает здесь	1	1
558	известной степени	1	1
559	этого рода	2	1
560	прежде чем	1	1
561	об отношении	1	1
562	но отнюдь	1	1
563	хотя и	4	1
564	но когда	1	1
565	или нет	1	1
566	речевой ткани	1	1
567	мы должны	1	1
568	зрения в	1	1
569	потому что	1	1
570	все они	1	1
571	однако на	1	1
572	в равной	1	1
573	чтобы прийти	1	1
574	к ее	1	1
575	нам не	1	1
576	которая на	1	1
577	героя и	1	1
578	самой своей	1	1
579	не сами	1	1
580	не что	1	1
581	из этого	1	1
582	языка то	1	1
583	к моменту	1	1
584	самое что	1	1
585	речи как	1	1
586	ее в	1	1
587	по поводу	3	1
588	с чужой	1	1
589	смысле что	1	1
