N	2gram	Losev_Prob_5	Literetu
225	к свету	1	2
226	не говоря	1	2
227	из тех	2	2
228	и судьба	1	2
229	в сравнении	3	2
230	в роли	2	2
231	в своих	1	2
232	все что	2	2
233	том числе	2	2
234	и вновь	1	2
235	в ссылке	1	1
236	другом стихотворении	1	1
237	знает как	1	1
238	отношения к	1	1
239	это и	1	1
240	не слышали	1	1
241	если б	1	1
242	из всех	2	1
243	мы имеем	2	1
244	он знает	1	1
245	как мы	2	1
246	на место	1	1
247	но даже	4	1
248	ему в	1	1
249	начала в	1	1
250	пребывания в	1	1
251	с большой	1	1
252	оказывается что	4	1
253	не от	1	1
254	и этого	1	1
255	он был	2	1
256	он сам	3	1
257	этот текст	1	1
258	за это	5	1
259	бы то	2	1
260	в чем	2	1
261	говорит у	1	1
262	самом деле	2	1
263	то он	1	1
264	у н	2	1
265	свою жизнь	1	1
266	а он	1	1
267	к творчеству	1	1
268	в новом	1	1
269	он пишет	2	1
270	земле в	1	1
271	которые не	1	1
272	и вовсе	1	1
273	как в	2	1
274	этой точки	1	1
275	есть в	2	1
276	однако не	1	1
277	в полном	1	1
278	же автор	1	1
279	звезд тогда	1	1
280	огонь и	4	1
281	когда он	2	1
282	победы над	1	1
283	что по	1	1
284	о нет	1	1
285	это тоже	1	1
286	появляется у	1	1
287	а перед	1	1
288	от этого	3	1
289	и хотя	1	1
290	в этот	1	1
291	поэтому он	1	1
292	для которого	1	1
293	в самом	5	1
294	героя и	1	1
295	что это	1	1
296	все эти	2	1
297	рассказ о	1	1
298	в литературный	1	1
299	за горами	1	1
300	величие в	1	1
301	но он	5	1
302	и те	1	1
303	двух других	1	1
304	на то	2	1
305	над землей	1	1
306	оказывается на	1	1
307	а скорее	2	1
308	конце концов	6	1
309	земли а	1	1
310	всех этих	1	1
311	же это	1	1
312	и вот	1	1
313	никак не	8	1
314	на земле	9	1
315	что ни	1	1
316	и по	1	1
317	или иных	2	1
318	таким образом	13	1
319	здесь мы	1	1
320	то ни	2	1
321	что такой	2	1
322	и сделал	1	1
323	со всеми	2	1
324	его не	2	1
325	а по	1	1
326	по выражению	1	1
327	искусства в	1	1
328	это не	2	1
329	с неба	3	1
330	этой силы	1	1
331	это свидетельствует	1	1
332	всю свою	3	1
333	меняет в	1	1
334	по мысли	2	1
335	должен был	1	1
336	например с	1	1
337	свобода от	1	1
338	поведения и	1	1
339	божество и	1	1
340	вяч иванов	1	1
341	далеко не	4	1
342	между собою	1	1
343	со всей	2	1
344	в своей	22	1
345	как сама	1	1
346	он должен	1	1
347	теперь эта	1	1
348	себе а	2	1
349	есть способ	1	1
350	сам же	3	1
351	домашний очаг	1	1
352	их в	1	1
353	что этот	5	1
354	того кто	1	1
355	тому что	1	1
356	выступает здесь	1	1
357	в отношении	3	1
358	знал что	1	1
359	не имеет	1	1
360	того как	5	1
361	и притом	5	1
362	вообще является	1	1
363	свободы и	4	1
364	начале стихотворения	1	1
365	в фигуре	1	1
366	и автор	1	1
367	по своей	2	1
368	во всем	1	1
369	у кого	1	1
370	со своим	1	1
371	связи с	7	1
372	путь он	1	1
373	и оказывается	1	1
374	этот образ	2	1
375	вся картина	1	1
376	мы и	2	1
377	за ними	2	1
378	а мы	1	1
379	сделать в	1	1
380	свое собственное	2	1
381	которых он	1	1
382	не могут	2	1
383	и вполне	4	1
384	над тобою	1	1
385	это конечно	2	1
386	в других	3	1
387	числе и	1	1
388	к тому	2	1
389	как для	1	1
390	вновь и	1	1
391	ничего общего	1	1
392	у поэта	1	1
393	не уверен	1	1
394	и о	5	1
395	но по	1	1
396	того чтобы	2	1
397	здесь не	7	1
398	говорит и	1	1
399	на основе	1	1
400	и всякой	1	1
401	это путь	1	1
402	и когда	1	1
403	которого нет	1	1
404	художественное творчество	5	1
405	в образе	1	1
406	можно было	2	1
407	искусство как	1	1
408	на нее	1	1
409	не за	2	1
410	мог бы	1	1
411	остается только	1	1
412	жизнь и	3	1
413	же мере	1	1
414	основана на	1	1
415	поэтому в	1	1
416	же автора	1	1
417	нас и	2	1
418	в таком	2	1
419	сводится к	1	1
420	с полным	1	1
421	все дары	1	1
422	искусства и	1	1
423	все прочие	1	1
424	притом в	1	1
425	не помню	1	1
426	даже у	1	1
427	после того	3	1
428	и просто	2	1
429	можно сказать	6	1
430	любви к	2	1
431	времени в	1	1
432	второй половины	1	1
433	должно было	1	1
434	нет у	2	1
435	под именем	1	1
436	те или	1	1
437	во втором	2	1
438	здесь мыслится	2	1
439	теперь сам	1	1
440	бы в	1	1
441	именно она	2	1
442	выступает как	1	1
443	в ту	1	1
444	в литературе	1	1
445	все на	1	1
446	же можно	1	1
447	тех пор	1	1
448	землю и	2	1
449	и страшной	1	1
450	в новой	1	1
451	что только	2	1
452	но зато	1	1
453	кстати сказать	1	1
454	простой и	1	1
455	всей жизни	1	1
456	в обществе	1	1
457	а после	1	1
458	вопроса о	1	1
459	только на	1	1
460	видя его	1	1
461	красоты и	1	1
462	творчества в	1	1
463	не все	2	1
464	слова не	1	1
465	у того	1	1
466	искусство в	1	1
467	него нет	1	1
468	земли и	2	1
469	себе в	1	1
470	тогда он	1	1
471	личности и	1	1
472	мы находим	7	1
473	в землю	1	1
474	не для	1	1
475	бытия и	1	1
476	нас как	1	1
477	нет и	1	1
478	в финале	1	1
479	впоследствии в	1	1
480	человеческая масса	1	1
481	и стал	1	1
482	или иной	1	1
483	как у	1	1
484	что человек	1	1
485	не просто	5	1
486	именно в	3	1
487	человека а	2	1
488	еще и	4	1
489	а с	4	1
490	души и	1	1
491	по всей	1	1
492	в романе	1	1
493	говорит о	7	1
494	к более	1	1
495	только по	1	1
496	не таков	1	1
497	однако и	1	1
498	утешение и	1	1
499	человек в	1	1
500	все время	3	1
501	подобного рода	7	1
502	а так	1	1
503	когда же	1	1
504	не всегда	3	1
505	человеческого но	1	1
506	имея в	1	1
507	по праву	1	1
508	так же	5	1
509	в перспективе	1	1
510	и потому	1	1
511	место у	1	1
512	дня и	1	1
513	имя той	1	1
514	быть это	1	1
515	для искусства	1	1
516	он говорит	2	1
517	на рубеже	1	1
518	наряду с	2	1
519	на которое	1	1
520	одновременно с	1	1
521	с тех	1	1
522	трактуется как	1	1
523	но одна	1	1
524	в своем	11	1
525	в это	2	1
526	и свет	1	1
527	для тех	1	1
528	его в	6	1
529	и от	1	1
530	и некоторые	1	1
531	лучшее в	1	1
532	своей жизни	1	1
533	художественным творчеством	1	1
534	на существование	1	1
535	что выше	1	1
536	силу и	1	1
537	меня я	1	1
538	в смысле	4	1
539	я с	1	1
540	не мог	4	1
541	тех или	2	1
542	задолго до	1	1
543	этом же	1	1
544	на самом	1	1
545	всего мира	1	1
546	представляется что	1	1
547	это он	1	1
548	мира и	2	1
549	от него	1	1
550	и все	9	1
551	той или	1	1
552	еще более	3	1
553	тебя за	1	1
554	свет и	1	1
555	о своем	2	1
556	в ночь	1	1
557	от своего	1	1
558	только и	3	1
559	только как	1	1
560	то здесь	1	1
561	в свою	2	1
562	и живет	2	1
563	к его	1	1
564	сказали бы	1	1
565	из этого	4	1
566	который в	9	1
567	и состоит	1	1
568	а я	1	1
569	ее в	2	1
570	как своих	1	1
571	все того	2	1
572	у людей	4	1
573	к этому	2	1
574	они не	2	1
575	гораздо более	4	1
