N	2gram	Vinokur_Vv_1	Myshleni
144	все это	6	4
145	а в	5	4
146	по поводу	1	4
147	человека и	1	3
148	на самом	1	3
149	отношения между	1	3
150	и до	2	3
151	собственном смысле	2	3
152	для которого	1	3
153	действительности и	1	3
154	мы имеем	3	3
155	и ее	4	3
156	что можно	2	3
157	он сам	3	3
158	в общем	12	3
159	должны были	1	3
160	очевидно что	1	3
161	языка и	12	3
162	что именно	2	3
163	с этим	2	3
164	смысле этого	8	3
165	бы и	2	3
166	все эти	3	3
167	что она	3	3
168	при этом	3	3
169	что у	1	3
170	состоит в	2	3
171	об этом	5	3
172	лишь в	1	3
173	с другими	1	3
174	уже сказано	1	3
175	о которых	2	3
176	во время	1	3
177	в которых	6	3
178	для этого	3	3
179	из которых	2	3
180	вытекает из	1	3
181	в самой	1	3
182	этом отношении	3	3
183	что при	1	3
184	для себя	1	3
185	и это	6	3
186	данном случае	5	3
187	в собственном	2	3
188	и сам	2	3
189	из двух	2	3
190	с ним	1	3
191	ничего не	2	3
192	этому поводу	2	3
193	тем более	2	3
194	все время	1	3
195	значение в	2	3
196	философии и	2	3
197	одной из	3	3
198	но не	7	3
199	в следующем	1	3
200	вот почему	3	3
201	речь в	4	3
202	из них	3	3
203	для него	1	3
204	отличие от	3	3
205	со стороны	12	3
206	в отличие	3	3
207	только что	4	3
208	а не	3	3
209	и особенно	1	3
210	в данном	11	3
211	этого слова	2	3
212	которых он	1	3
213	не существует	2	3
214	об отношении	2	3
215	или в	1	3
216	в результате	3	3
217	гораздо менее	1	3
218	и все	1	3
219	действительно не	1	3
220	лежит в	2	3
221	бы с	1	3
222	того же	3	3
223	типа и	1	3
224	они не	1	3
225	речь идет	2	2
226	также и	16	2
227	же как	3	2
228	и есть	3	2
229	в котором	4	2
230	той же	4	2
231	что между	1	2
232	что если	2	2
233	имеет свою	2	2
234	речи правда	1	2
235	есть нечто	1	2
236	говорить о	3	2
237	в их	11	2
238	развития с	1	2
239	которые он	1	2
240	во всех	2	2
241	этом пункте	1	2
242	не то	1	2
243	только тогда	1	2
244	нет и	1	2
245	сама по	3	2
246	которые не	1	2
247	в течение	5	2
248	наряду с	2	2
249	общего с	1	2
250	каждая из	1	2
251	стороны и	3	2
252	целом но	1	2
253	как уже	2	2
254	и как	9	2
255	его к	2	2
256	увидим что	1	2
257	есть ли	1	2
258	от этого	5	2
259	за собой	3	2
260	понятия о	1	2
261	представляет собой	12	2
262	в известном	3	2
263	само по	3	2
264	раз в	1	2
265	с их	5	2
266	в себе	4	2
267	но ведь	4	2
268	не следует	2	2
269	после этого	2	2
270	он должен	1	2
271	же это	2	2
272	в силу	3	2
273	и более	1	2
274	что каждая	2	2
275	для данной	1	2
276	подобно тому	1	2
277	подход к	1	2
278	в другом	3	2
279	на этой	3	2
280	развития на	1	2
281	по различным	1	2
282	этом смысле	11	2
283	все равно	1	2
284	должно быть	2	2
285	иначе говоря	1	2
286	и тогда	3	2
287	нисколько не	3	2
288	т.д и	1	2
289	в этих	3	2
290	но если	3	2
291	том же	2	2
292	в такой	1	2
293	как увидим	2	2
294	прийти к	1	2
295	о языке	3	2
296	и той	2	2
297	этом ее	1	2
298	и вообще	3	2
299	этого же	1	2
300	не могло	1	2
301	под этим	1	2
302	этих двух	1	2
303	или как	3	2
304	иными словами	1	2
305	во всем	2	2
306	следует что	2	2
307	уже и	7	2
308	языков в	3	2
309	что на	1	2
310	не потому	1	2
311	не могут	5	2
312	могут быть	4	2
313	но все	3	2
314	как только	1	2
315	же самое	2	2
316	все свое	1	2
317	той или	1	2
318	к речи	1	2
319	в применении	6	2
320	должен быть	4	2
321	без всякого	1	2
322	в себя	1	2
323	на том	3	2
324	которую можно	1	2
325	понятно что	3	2
326	можно сказать	3	2
327	другом месте	2	2
328	а также	3	2
329	корни и	1	2
330	отрицательный ответ	1	2
331	судить о	1	2
332	раньше чем	3	2
333	в его	10	2
334	что и	3	2
335	что здесь	2	2
336	как например	5	2
337	как нечто	8	2
338	в стороне	1	2
339	и тем	5	2
340	вопрос об	1	2
341	нас с	1	2
342	на всем	1	2
343	положение что	1	2
344	на протяжении	2	2
345	каким образом	1	2
346	не дает	1	2
347	и других	3	2
348	в одном	4	2
349	но что	3	2
350	у него	1	2
351	заметить что	1	2
352	тем что	6	2
353	от того	3	2
354	были бы	1	2
355	или иной	1	2
356	и обратно	4	2
357	и из	1	2
358	именно в	8	2
359	с ней	2	2
360	и составляет	1	2
361	на эту	1	2
362	человека к	1	2
363	речь не	1	2
364	видит в	4	2
365	чем в	3	2
366	тому как	1	2
367	это есть	2	2
368	что же	3	2
369	в первой	1	2
370	можно считать	1	2
371	с этой	4	2
372	пункт в	1	2
373	на которой	1	2
374	самое что	2	2
375	общественной жизни	1	2
376	но для	1	2
377	но с	4	2
378	на одной	1	2
379	в более	2	2
380	условий в	1	2
381	и для	4	2
382	однако и	1	2
383	так называемых	4	2
384	у них	1	2
385	вообще в	2	2
386	он представляет	1	2
387	и другой	1	2
388	другого рода	2	2
389	ее в	1	2
390	и эта	1	2
391	направленности на	1	1
392	объяснения того	1	1
393	я и	1	1
394	от этой	1	1
395	двух разнородных	1	1
396	сам по	1	1
397	проблемы в	1	1
398	связи между	4	1
399	тех же	1	1
400	науки о	9	1
401	но действительность	1	1
402	его содержание	1	1
403	что эти	1	1
404	к фактам	1	1
405	видеть в	1	1
406	и последовательные	1	1
407	по его	2	1
408	своих исследованиях	1	1
409	с наукой	1	1
410	есть не	3	1
411	всего того	2	1
412	в нерасчлененном	1	1
413	до него	1	1
414	изложения и	2	1
415	и о	1	1
416	что уже	3	1
417	ответить на	1	1
418	исследования в	1	1
419	так чтобы	3	1
420	которого мы	2	1
421	а для	1	1
422	пункте и	1	1
423	свою особую	1	1
424	этот факт	1	1
425	идеализма и	1	1
426	момента может	1	1
427	этого термина	2	1
428	и со	1	1
429	есть совершенно	1	1
430	так называемые	1	1
431	в ней	3	1
432	и то	5	1
433	быть понято	1	1
434	и на	3	1
435	он был	1	1
436	между собой	1	1
437	заключенное в	1	1
438	здесь не	2	1
439	время в	2	1
440	знания с	1	1
441	бы то	1	1
442	в чем	4	1
443	которое он	1	1
444	действительно все	1	1
445	то мы	1	1
446	в ее	11	1
447	но как	2	1
448	что способно	1	1
449	в противовес	1	1
450	ответ на	3	1
451	а и	1	1
452	себе и	2	1
453	это и	1	1
454	чем же	3	1
455	при известных	1	1
456	нет надобности	3	1
457	в той	7	1
458	так называемая	2	1
459	смежных областей	1	1
460	с удивительной	1	1
461	того не	2	1
462	однако не	4	1
463	и тот	1	1
464	коренным образом	1	1
465	духовного развития	1	1
466	себе не	1	1
467	образом отношения	1	1
468	и принципиально	1	1
469	этой идеи	1	1
470	с той	1	1
471	еще на	1	1
472	та же	1	1
473	бы сказать	1	1
474	действительности а	1	1
475	учение о	2	1
476	то обстоятельство	1	1
477	бы только	1	1
478	особенно важно	1	1
479	только один	1	1
480	имеем в	1	1
481	тому же	1	1
482	так сказать	1	1
483	с чем	2	1
484	по словам	1	1
485	его исследования	1	1
486	в нем	13	1
487	время и	1	1
488	что представляет	3	1
489	о которой	2	1
490	в реальной	1	1
491	момента в	2	1
492	не к	2	1
493	собой не	1	1
494	и вот	3	1
495	так называемое	1	1
496	существует и	1	1
497	свое время	2	1
498	мысли как	1	1
499	приходим к	3	1
500	к книге	2	1
501	на этом	3	1
502	что признание	1	1
503	но дело	3	1
504	одно и	1	1
505	и заключается	4	1
506	в основу	2	1
507	в германии	3	1
508	то ни	1	1
509	как они	1	1
510	фокусом в	1	1
511	а затем	1	1
512	факт что	1	1
513	мысли автора	1	1
514	им как	1	1
515	и никакого	1	1
516	проблем и	1	1
517	материала и	1	1
518	его в	6	1
519	входит в	2	1
520	того или	1	1
521	как две	3	1
522	оставляя в	1	1
523	которая как	2	1
524	известно что	1	1
525	что стоит	1	1
526	должен был	4	1
527	с самого	1	1
528	нам по	1	1
529	в жизни	1	1
530	материал для	3	1
531	который по	2	1
532	для них	1	1
533	рядом с	2	1
534	как об	9	1
535	на основании	5	1
536	что не	5	1
537	с тем	6	1
538	не всегда	1	1
539	из которой	1	1
540	значит не	1	1
541	автора и	1	1
542	это очевидно	2	1
543	не больше	1	1
544	моментом в	1	1
545	они говорят	1	1
546	ничего сверх	1	1
547	не выдерживает	1	1
548	в ходе	1	1
549	и при	2	1
550	эта черта	1	1
551	что такое	10	1
552	прямо к	1	1
553	сходных с	1	1
554	практической деятельностью	1	1
555	но которые	1	1
556	совершенно понятно	1	1
557	из анализа	1	1
558	не от	1	1
559	мысли и	2	1
560	действительность в	3	1
561	содержания и	1	1
562	и другого	1	1
563	для объяснения	2	1
564	многих лет	1	1
565	а есть	1	1
566	то это	3	1
567	тесно связаны	1	1
568	есть еще	2	1
569	ни было	1	1
570	однако в	3	1
571	и наоборот	2	1
572	бы нас	1	1
573	тому что	2	1
574	уже выше	1	1
575	а от	1	1
576	в таких	1	1
577	в обоих	2	1
578	самого начала	1	1
579	как о	4	1
580	непосредственно и	1	1
581	которой находится	1	1
582	мысли в	1	1
583	дело не	3	1
584	отдельных этапов	1	1
585	при изложении	1	1
586	много общего	1	1
587	к этим	1	1
588	целого к	1	1
589	не по	1	1
590	определяет как	2	1
591	которого он	1	1
592	в самых	1	1
593	но здесь	1	1
594	языком и	1	1
595	о природе	7	1
596	почему в	1	1
597	с материалом	1	1
598	других человеческих	1	1
599	слова как	2	1
600	по вопросу	1	1
601	связано с	1	1
602	два различных	1	1
603	показывает как	1	1
604	действительно в	1	1
605	своей природе	3	1
606	связь и	1	1
607	убедиться в	1	1
608	о чем-то	1	1
609	и специальные	1	1
610	всякий кто	1	1
611	только с	3	1
612	в области	4	1
613	которая по	1	1
614	факта что	1	1
615	эту схему	1	1
616	представлять себе	1	1
617	у нас	2	1
618	к таким	1	1
619	обстоятельство что	1	1
620	не задает	1	1
621	в момент	1	1
622	которое в	2	1
623	прямо говорит	1	1
624	когда мы	2	1
625	в среде	1	1
626	чтобы увидеть	1	1
627	отличается от	1	1
628	мы по	1	1
629	всего в	1	1
630	что остается	2	1
631	что исследования	1	1
632	не есть	4	1
633	свое значение	2	1
634	оно не	1	1
635	отсюда следует	1	1
636	тех областях	1	1
637	слово которое	1	1
638	на нечто	1	1
639	приходит к	1	1
640	чтобы быть	1	1
641	закономерности которые	1	1
642	только то	1	1
643	в дальнейшем	2	1
644	ли есть	1	1
645	нельзя не	4	1
646	первостепенное значение	1	1
647	и которые	1	1
648	сознание а	1	1
649	не исчерпывается	2	1
650	это как	1	1
651	после того	2	1
652	по мере	4	1
653	выводу что	5	1
654	и потребность	1	1
655	а к	1	1
656	о ней	1	1
657	слова а	1	1
658	в известных	2	1
659	и должно	1	1
660	имеет еще	1	1
661	к проблемам	2	1
662	другими словами	1	1
663	язык и	3	1
664	исследования и	2	1
665	научила бы	1	1
666	на какой-нибудь	1	1
667	для целей	1	1
668	одного из	1	1
669	до сих	5	1
670	теперь и	1	1
671	с соответствующими	1	1
672	слов с	1	1
673	вопросу о	2	1
674	этой ошибки	1	1
675	это может	2	1
676	к нему	2	1
677	возникает и	1	1
678	при исследовании	1	1
679	нужда в	1	1
680	развитом виде	1	1
681	а потому	3	1
682	интерес к	1	1
683	заключается вовсе	1	1
684	вообще и	3	1
685	по причинам	1	1
686	также в	1	1
687	оторванной от	1	1
688	в свете	1	1
689	на других	1	1
690	места и	1	1
691	есть продукт	1	1
692	с неизбежностью	1	1
693	вопрос который	1	1
694	известном смысле	3	1
695	своим источником	1	1
696	один из	6	1
697	обе эти	2	1
698	том как	1	1
699	культурного развития	3	1
700	ответа на	2	1
701	различных областей	1	1
702	что даже	2	1
703	известных условиях	1	1
704	и является	1	1
705	и так	1	1
706	и внутри	1	1
707	в самое	1	1
708	между тем	8	1
709	какой-либо специфической	1	1
710	которых в	1	1
711	имеет своим	1	1
712	распространенного в	1	1
713	именно на	2	1
714	с которыми	1	1
715	известное значение	1	1
716	так что	5	1
717	это остается	1	1
718	одном и	1	1
719	вопроса о	1	1
720	только на	3	1
721	имеют не	1	1
722	слова в	1	1
723	одном отношении	1	1
724	в виде	4	1
725	научного знания	1	1
726	на определенной	1	1
727	этого процесса	1	1
728	или даже	1	1
729	за ним	1	1
730	ни с	2	1
731	одно из	5	1
732	к мысли	1	1
733	ведь это	1	1
734	выяснить как	1	1
735	в языке	1	1
736	постоянном взаимодействии	1	1
737	который можно	1	1
738	течение многих	2	1
739	можно с	1	1
740	у этих	1	1
741	к ним	1	1
742	при всей	1	1
743	выше чем	1	1
744	увидеть что	1	1
745	более сложной	1	1
746	их по	1	1
747	нее не	1	1
748	в очень	3	1
749	речь он	1	1
750	в особенности	4	1
751	но вместе	2	1
752	две различные	1	1
753	в соответствующих	2	1
754	ростом и	1	1
755	однако что	1	1
756	тем мы	1	1
757	и тех	1	1
758	здесь в	1	1
759	а именно	6	1
760	а наоборот	1	1
761	дело в	3	1
762	о котором	8	1
763	фантазии и	1	1
764	еще и	3	1
765	на которые	1	1
766	показывает что	1	1
767	вообще не	3	1
768	ближайшую задачу	1	1
769	этой форме	1	1
770	обратиться к	1	1
771	сомнений в	1	1
772	только по	3	1
773	по тем	1	1
774	самом же	1	1
775	могут привести	1	1
776	поставить в	1	1
777	момент он	1	1
778	до конца	3	1
779	бы назвать	1	1
780	основной вопрос	1	1
781	зависит от	3	1
782	своих потребностей	1	1
783	самое понятие	1	1
784	в руках	1	1
785	языке здесь	1	1
786	развития человеческой	1	1
787	бы ее	2	1
788	долгое время	1	1
789	чем на	1	1
790	этой точки	1	1
791	для начала	1	1
792	во внимание	2	1
793	языка не	1	1
794	ближе к	2	1
795	то она	1	1
796	для этой	1	1
797	этого можно	1	1
798	народов и	2	1
799	как именно	1	1
800	виде в	2	1
801	не видит	1	1
802	все более	3	1
803	природе и	2	1
804	как эти	1	1
805	эта идея	1	1
806	мы говорим	2	1
807	тот факт	1	1
808	нет еще	1	1
809	о возможности	1	1
810	как если	1	1
811	именно для	1	1
812	это были	1	1
813	применении к	6	1
814	в тех	2	1
815	что действительно	1	1
816	да и	4	1
817	ли все	1	1
818	с рядом	1	1
819	понятии которое	1	1
820	и от	1	1
821	говорим об	1	1
822	сих пор	5	1
823	этого говорит	1	1
824	в одних	1	1
825	становится возможным	1	1
826	должны быть	1	1
827	расширять свой	1	1
828	более того	1	1
829	одна из	2	1
830	деятельность есть	1	1
831	именно это	1	1
832	должна была	2	1
833	этой книги	2	1
834	от той	1	1
835	общем понятии	1	1
836	действительности который	1	1
837	с научной	2	1
838	он по	1	1
839	как она	4	1
840	значило бы	1	1
841	результаты в	1	1
842	из себя	1	1
843	или нет	1	1
844	бы в	1	1
845	возникает вопрос	2	1
846	еще более	1	1
847	но это	1	1
848	у разных	1	1
849	существует ли	1	1
850	или не	1	1
851	что вообще	1	1
852	сверх того	1	1
853	в системе	1	1
854	из врожденных	1	1
855	поскольку это	1	1
856	между ними	2	1
857	и каждая	1	1
858	другой стороны	5	1
859	и внутренне	1	1
860	жизни а	1	1
861	же мы	1	1
862	не признать	3	1
863	него в	2	1
864	разных народов	1	1
865	в свое	2	1
866	эти данные	1	1
867	мысли но	1	1
868	к числу	1	1
869	частности в	1	1
870	далее в	1	1
871	также не	1	1
872	аппаратом и	1	1
873	это было	1	1
874	в своих	2	1
875	спросить себя	2	1
876	для дальнейшего	1	1
877	как на	11	1
878	точно так	2	1
879	гораздо более	3	1
