N	2gram	Losev_Dial_2	NovoeSre
152	как будто	7	2
153	как это	7	2
154	глубины и	1	2
155	но для	1	2
156	равно как	1	2
157	в смысле	5	2
158	в то	6	2
159	одна из	1	2
160	и от	3	2
161	приближаемся к	1	2
162	хотя бы	4	2
163	все они	1	2
164	познания и	1	2
165	а в	4	2
166	и начинается	1	2
167	ли это	1	2
168	когда мы	3	2
169	могут быть	4	2
170	сама жизнь	2	2
171	можно назвать	1	2
172	из ее	1	2
173	я ни	1	1
174	от этой	1	1
175	также что	2	1
176	оно может	1	1
177	религия не	5	1
178	бытия а	1	1
179	он может	2	1
180	тут нет	2	1
181	только потому	2	1
182	часто совершенно	1	1
183	не через	1	1
184	всей жизнью	1	1
185	перед лицом	1	1
186	чтобы быть	1	1
187	духа есть	1	1
188	и тьмой	1	1
189	по преимуществу	1	1
190	приводит к	1	1
191	и до	1	1
192	слова а	1	1
193	в образе	1	1
194	на нее	1	1
195	мы уже	8	1
196	и извне	1	1
197	и которые	1	1
198	и религии	3	1
199	во многом	1	1
200	он также	1	1
201	еще в	1	1
202	пустоте и	1	1
203	начинается в	1	1
204	мы приближаемся	1	1
205	совершенно невозможно	2	1
206	с ним	4	1
207	можно сказать	5	1
208	смысле и	1	1
209	говорить о	5	1
210	оно есть	3	1
211	мы всегда	1	1
212	как я	2	1
213	то это	2	1
214	только так	1	1
215	не был	1	1
216	в виду	5	1
217	зависимости от	2	1
218	это я	2	1
219	что религия	6	1
220	это время	3	1
221	теми которые	1	1
222	думаю что	3	1
223	вопрос об	4	1
224	на них	1	1
225	в покое	1	1
226	в чем	3	1
227	не могу	6	1
228	тоски невыразимой	1	1
229	это была	1	1
230	и во	1	1
231	нет у	1	1
232	на всех	1	1
233	все в	2	1
234	не могут	4	1
235	в которую	1	1
236	к нему	4	1
237	нем не	1	1
238	есть своя	1	1
239	в его	1	1
240	в эти	1	1
241	есть по	1	1
242	я думаю	1	1
243	при нем	1	1
244	нужно быть	1	1
245	себе и	3	1
246	отличие от	1	1
247	не хотел	1	1
248	и только	4	1
249	каком-то новом	1	1
250	и она	2	1
251	нет надобности	1	1
252	времени которое	1	1
253	но тут	3	1
254	к которому	1	1
255	в своем	4	1
256	и нет	2	1
257	несомненный факт	1	1
258	что он	6	1
259	в каком-то	4	1
260	только в	5	1
261	во всем	1	1
262	по своей	4	1
263	от этого	3	1
264	то нет	1	1
265	в самом	5	1
266	к чему	1	1
267	началом нового	1	1
268	этот конец	1	1
269	личность человека	1	1
270	и воли	1	1
271	но под	1	1
272	то время	4	1
273	он в	1	1
274	из этих	1	1
275	культуры религия	1	1
276	к достижению	1	1
277	же и	9	1
278	уже говорил	1	1
279	если есть	1	1
280	и хочет	1	1
281	это показывает	1	1
282	уже в	4	1
283	существу своему	1	1
284	существования и	1	1
285	вообще не	1	1
286	религия и	1	1
287	из них	3	1
288	сами эти	1	1
289	одному из	1	1
290	и их	3	1
291	всяком случае	2	1
292	и когда	4	1
293	нуждается в	3	1
294	сами по	3	1
295	в конце	2	1
296	говорим что	1	1
297	но ведь	2	1
298	не ставится	1	1
299	друг друга	1	1
300	бытия и	1	1
301	вот отчего	1	1
302	которые могут	1	1
303	смысле как	1	1
304	всех своих	1	1
305	тем что	2	1
306	в глубину	3	1
307	от того	4	1
308	и вместе	1	1
309	в основу	1	1
310	но все	2	1
311	это конечно	4	1
312	жить в	1	1
313	от нее	1	1
314	это значит	8	1
315	значение в	1	1
316	в глубине	1	1
317	говорим о	1	1
318	и из	3	1
319	нашей жизни	1	1
320	знает что	1	1
321	общества в	1	1
322	был в	2	1
323	нельзя сказать	4	1
324	кончается и	1	1
325	было бы	3	1
326	в каких	2	1
327	он есть	3	1
328	сам себя	1	1
329	а это	1	1
330	лишь на	1	1
331	весь мир	1	1
332	было и	1	1
333	себя и	1	1
334	что не	6	1
335	что будет	1	1
336	связано с	1	1
337	их не	1	1
338	но личность	1	1
339	превращается в	1	1
340	держится не	1	1
341	они не	3	1
342	в этой	3	1
343	ничем не	1	1
344	не на	2	1
345	всю жизнь	1	1
346	не всегда	1	1
347	единого центра	1	1
348	нельзя будет	1	1
349	жизнь в	2	1
350	не быть	2	1
351	как ни	2	1
352	была уже	1	1
353	человеческой жизни	2	1
354	ее на	1	1
355	философской мысли	1	1
356	времена которые	1	1
357	в боге	1	1
358	и вечное	2	1
359	что мы	2	1
360	не больше	4	1
361	одного и	1	1
362	и ему	1	1
363	и еще	1	1
364	которые будут	1	1
365	в эту	1	1
366	иному принципу	1	1
367	в этих	3	1
368	может иметь	3	1
369	во время	2	1
370	уже давно	1	1
371	но до	1	1
372	имея в	1	1
373	но если	1	1
374	и сейчас	1	1
375	она сама	3	1
376	в недра	1	1
377	ее судьбы	1	1
378	в котором	1	1
379	только для	1	1
380	мы в	2	1
381	нет ни	3	1
382	пр в	1	1
383	не должно	2	1
384	жизни с	2	1
385	в зависимости	2	1
386	в силу	5	1
387	оно должно	2	1
388	времени не	1	1
389	но он	4	1
390	творчества и	1	1
391	быть только	2	1
392	мы должны	2	1
393	и более	3	1
394	их в	2	1
395	что этот	3	1
396	времени а	3	1
397	в состоянии	2	1
398	во времени	4	1
399	том смысле	4	1
400	по себе	18	1
401	есть всегда	11	1
402	в это	3	1
403	в той	3	1
404	нас к	1	1
405	и очень	1	1
406	ему все	1	1
407	будто бы	3	1
408	оказывается совершенно	1	1
409	нет никакого	2	1
410	и истории	1	1
411	от своих	2	1
412	сих пор	2	1
413	так как	14	1
414	оба они	1	1
415	привела к	1	1
416	есть прежде	1	1
417	должны быть	3	1
418	окончательно и	1	1
419	в сущности	2	1
420	временному и	1	1
421	не по	2	1
422	это уже	2	1
423	и энергии	1	1
424	и бытия	3	1
425	времени его	1	1
426	до сих	2	1
427	из их	1	1
428	реакция в	1	1
429	того и	2	1
430	ни иудея	1	1
431	а к	1	1
432	или иная	2	1
433	или нет	3	1
434	своей природе	2	1
435	событиях и	1	1
436	я хочу	1	1
437	пора перестать	1	1
438	и его	5	1
439	тут мы	2	1
440	или не	2	1
441	не утверждение	1	1
442	есть уже	2	1
443	все более	1	1
444	речи о	1	1
445	вступает в	1	1
446	в области	2	1
447	нет ничего	1	1
448	в каком	4	1
449	та или	2	1
450	ему не	1	1
451	личности с	1	1
452	и оно	1	1
453	воспринимаются как	1	1
454	время но	3	1
455	того же	1	1
456	есть только	4	1
457	во все	2	1
458	есть и	6	1
459	и всех	1	1
460	ли он	1	1
461	когда само	1	1
462	в которой	2	1
463	всегда есть	2	1
464	например во	1	1
465	во всяком	2	1
466	оно не	1	1
467	вечности но	1	1
468	который не	1	1
469	как на	1	1
470	и личности	1	1
471	все что	1	1
