N	2gram	Tiupa_Hudo_2	EvropaiE
279	в одной	1	1
280	человеческого бытия	2	1
281	на минуту	1	1
282	ней в	1	1
283	что нет	1	1
284	все же	2	1
285	в полном	1	1
286	его к	1	1
287	и детей	1	1
288	характер как	1	1
289	та же	2	1
290	как некий	1	1
291	бы с	2	1
292	он в	1	1
293	в нашем	2	1
294	поскольку в	1	1
295	вне пределов	1	1
296	один и	1	1
297	нами в	1	1
298	и тот	1	1
299	о соотношении	1	1
300	тому же	2	1
301	жизнью и	1	1
302	все ее	1	1
303	отцов и	1	1
304	при этом	11	1
305	т д	2	1
306	принятия на	1	1
307	и когда	1	1
308	в принципе	2	1
309	состоит в	7	1
310	пределах одного	1	1
311	не как	2	1
312	в корне	1	1
313	в новой	1	1
314	то как	1	1
315	ли не	1	1
316	на земле	1	1
317	на этом	2	1
318	но все	1	1
319	значительной степени	1	1
320	от нее	1	1
321	а затем	1	1
322	в нем	3	1
323	том случае	1	1
324	не случайны	1	1
325	лишь в	2	1
326	и иных	1	1
327	которая как	1	1
328	в жизни	8	1
329	который по	1	1
330	к области	1	1
331	о которых	2	1
332	рядом с	5	1
333	она и	1	1
334	соответствии с	3	1
335	жизни но	1	1
336	и было	2	1
337	мы стремились	1	1
338	если можно	2	1
339	от себя	1	1
340	признать что	1	1
341	свое существование	1	1
342	своей судьбой	1	1
343	том же	1	1
344	в духовной	1	1
345	для нее	4	1
346	освободиться от	1	1
347	тому что	4	1
348	о будущем	1	1
349	все эти	1	1
350	не менее	5	1
351	что с	1	1
352	и другое	1	1
353	в определении	1	1
354	одна из	2	1
355	где в	1	1
356	можно судить	1	1
357	та или	1	1
358	он мог	1	1
359	для всего	1	1
360	земли в	1	1
361	казалось бы	6	1
362	в разных	1	1
363	таковой не	1	1
364	в самой	1	1
365	или иная	1	1
366	к определенному	1	1
367	к концу	1	1
368	такая же	1	1
369	на себе	1	1
370	и его	5	1
371	для осуществления	1	1
372	следует что	1	1
373	в основе	2	1
374	настоящего времени	1	1
375	числе и	1	1
376	все еще	1	1
377	мы остановились	1	1
378	для себя	6	1
379	приходит к	2	1
380	и о	4	1
381	людей в	2	1
382	то или	1	1
383	мысль о	2	1
384	ли с	1	1
385	то время	1	1
386	на свой	2	1
387	а другие	1	1
388	и сам	5	1
389	с собой	2	1
390	также о	1	1
391	те же	2	1
392	это состояние	1	1
393	каждого из	1	1
394	когда его	1	1
395	об этом	7	1
396	еще в	1	1
397	когда в	3	1
398	по ее	1	1
399	является в	1	1
400	был не	1	1
401	с ним	7	1
402	не случайна	1	1
403	сводится к	6	1
404	только бы	1	1
405	внимание на	3	1
406	ее собственного	2	1
407	его жизни	5	1
408	любви к	2	1
409	времени в	1	1
410	нас в	1	1
411	из себя	1	1
412	а у	1	1
413	и всякая	1	1
414	эти два	1	1
415	того в	1	1
416	скажем на	1	1
417	способность к	2	1
418	различия между	2	1
419	на будущее	1	1
420	чтобы ответить	1	1
421	быть и	1	1
422	один из	2	1
423	ибо в	2	1
424	в двух	2	1
425	с ними	3	1
426	дело с	2	1
427	ли он	2	1
428	страх перед	2	1
429	являет собой	2	1
430	который в	2	1
431	и ее	3	1
432	происходит ли	1	1
433	со своим	3	1
434	уже не	10	1
435	уже в	1	1
436	то и	4	1
437	только тогда	1	1
438	в начале	1	1
439	что не	2	1
440	например к	1	1
441	одно из	5	1
442	для него	5	1
443	представить себе	1	1
444	не о	1	1
445	от того	1	1
446	или иное	1	1
447	и неизвестно	1	1
448	а на	1	1
449	на примере	1	1
450	или иначе	1	1
451	сказал бы	1	1
452	напомним о	1	1
453	к которому	1	1
454	одних и	1	1
455	время многие	1	1
456	выступает в	1	1
457	в соответствии	3	1
458	не было	6	1
459	которых мы	1	1
460	же обстоит	1	1
461	на которых	1	1
462	человеческой жизни	6	1
463	с которым	1	1
464	к осознанию	1	1
465	мы знаем	2	1
466	нет ничего	2	1
467	как одно	1	1
468	к жизни	1	1
469	для всех	1	1
470	что за	1	1
471	а если	1	1
472	это были	1	1
473	есть только	1	1
474	в состоянии	3	1
475	возможность такого	1	1
476	с ее	5	1
477	слова и	1	1
478	в аспекте	1	1
479	к двум	1	1
480	себя с	2	1
481	более того	1	1
482	лицо и	2	1
483	она может	2	1
484	нельзя сказать	1	1
485	и среди	1	1
486	ее и	1	1
487	но когда	1	1
488	в третьем	1	1
489	но это	1	1
490	и другие	5	1
491	отрекается от	1	1
492	в отношениях	1	1
493	с ней	1	1
494	существует в	1	1
495	с такой	2	1
496	оно не	2	1
497	что даже	2	1
498	к числу	2	1
499	но сама	1	1
500	к этой	1	1
501	случае если	1	1
502	это в	1	1
503	который не	1	1
504	можно назвать	1	1
505	все что	3	1
506	том числе	1	1
507	гораздо более	2	1
508	смысле что	1	1
