N	2gram	Vygotskiy__1	Poddanst
110	в ряду	1	2
111	должно быть	2	2
112	нужно было	1	2
113	в эту	1	2
114	не столько	4	2
115	друг другу	3	2
116	для тех	1	2
117	что из	1	2
118	не менее	1	2
119	все это	6	2
120	между прочим	1	2
121	слова но	1	2
122	она ни	1	2
123	тем более	5	2
124	заключает в	1	2
125	в частности	2	2
126	как на	4	2
127	том числе	1	2
128	гласит что	2	1
129	не исчезнет	1	1
130	с утверждением	1	1
131	также и	1	1
132	же как	6	1
133	с другом	4	1
134	не очень	1	1
135	связана с	2	1
136	применительно к	1	1
137	происходит и	1	1
138	и то	3	1
139	тем и	3	1
140	как известно	3	1
141	на основе	1	1
142	есть путь	1	1
143	к жизни	1	1
144	на две	3	1
145	зрения той	1	1
146	уяснить себе	1	1
147	собственном смысле	5	1
148	и утверждается	1	1
149	и центральной	1	1
150	на нее	2	1
151	не с	2	1
152	в борьбе	1	1
153	должна заменить	1	1
154	как таковую	1	1
155	еще в	1	1
156	бы что	2	1
157	для этого	5	1
158	чем другие	1	1
159	в собственном	5	1
160	находится в	1	1
161	не вполне	1	1
162	оно есть	2	1
163	почти исключительно	2	1
164	с ее	1	1
165	и ее	7	1
166	том виде	1	1
167	в некотором	1	1
168	именно потому	1	1
169	мы и	3	1
170	эти явления	1	1
171	и здесь	1	1
172	вопроса и	3	1
173	последней в	1	1
174	может не	3	1
175	и что	5	1
176	еще не	1	1
177	и на	8	1
178	и который	3	1
179	ответа на	2	1
180	оно ни	1	1
181	в различных	1	1
182	с его	4	1
183	вопросу о	1	1
184	и главное	1	1
185	связь между	6	1
186	что и	1	1
187	отличие от	1	1
188	да в	1	1
189	не просто	1	1
190	привести некоторые	1	1
191	также в	1	1
192	мы хотим	2	1
193	в истории	1	1
194	что во	1	1
195	сущность которого	1	1
196	на будущее	1	1
197	в современной	2	1
198	известном смысле	2	1
199	мысль и	3	1
200	все же	3	1
201	основном и	1	1
202	обе эти	3	1
203	и слова	1	1
204	вопросом о	1	1
205	мы видим	4	1
206	и критика	1	1
207	отождествлять с	1	1
208	в какой	5	1
209	бы из	1	1
210	с определенной	1	1
211	должен быть	4	1
212	не связаны	2	1
213	в самом	7	1
214	только то	1	1
215	в которой	3	1
216	бы и	2	1
217	что это	3	1
218	могли бы	6	1
219	вопрос об	6	1
220	представляет собой	11	1
221	у каждого	1	1
222	из этих	3	1
223	если мы	2	1
224	именно на	1	1
225	в эти	1	1
226	показания и	1	1
227	человека с	2	1
228	отчасти и	1	1
229	в известном	2	1
230	и действуют	2	1
231	оказывается в	1	1
232	что его	2	1
233	уже в	3	1
234	на то	5	1
235	но на	1	1
236	в наших	3	1
237	как оно	1	1
238	не могла	1	1
239	т д	1	1
240	из этой	2	1
241	тем чтобы	1	1
242	выражена в	1	1
243	мы знаем	1	1
244	мир в	1	1
245	одно из	2	1
246	разрешить проблему	1	1
247	иначе как	1	1
248	значения но	1	1
249	пути который	1	1
250	наших глазах	1	1
251	к ним	1	1
252	мы можем	6	1
253	само по	1	1
254	какой бы	1	1
255	с собой	2	1
256	одно и	2	1
257	не хотим	2	1
258	значительной части	1	1
259	представляют собой	2	1
260	а затем	5	1
261	тем в	1	1
262	связанные с	1	1
263	о явлениях	1	1
264	не были	1	1
265	ней и	1	1
266	или иной	1	1
267	из всех	2	1
268	развития в	2	1
269	на этой	1	1
270	предостерегает от	1	1
271	ясно что	2	1
272	связаны с	1	1
273	отдельные черты	1	1
274	живет в	1	1
275	некотором смысле	1	1
276	а с	4	1
277	в природе	3	1
278	качестве общего	1	1
279	что не	1	1
280	в это	1	1
281	обратиться к	3	1
282	них и	1	1
283	различных формах	1	1
284	в этой	7	1
285	отношения в	1	1
286	на основании	5	1
287	как и	14	1
288	как ни	1	1
289	в свете	4	1
290	явления которые	1	1
291	и я	2	1
292	ведет к	1	1
293	и многие	1	1
294	в развитии	12	1
295	положение с	1	1
296	нисколько не	1	1
297	в одно	1	1
298	должна была	1	1
299	и еще	1	1
300	но до	2	1
301	что если	2	1
302	в ходе	8	1
303	и при	2	1
304	в которые	1	1
305	так же	16	1
306	представить себе	5	1
307	всяком случае	3	1
308	и поставить	2	1
309	все основные	2	1
310	ли они	1	1
311	что именно	3	1
312	на каждом	1	1
313	всей полноте	1	1
314	можно быть	1	1
315	в отличие	1	1
316	мысли и	6	1
317	знаем что	1	1
318	бы мы	1	1
319	в данном	2	1
320	вопрос о	7	1
321	сравнению с	5	1
322	чем к	2	1
323	исключительно на	1	1
324	науки и	1	1
325	думается что	5	1
326	что было	1	1
327	из авторов	1	1
328	и эти	2	1
329	эти черты	2	1
330	как к	1	1
331	и более	5	1
332	там где	2	1
333	друг с	4	1
334	того кто	2	1
335	распадается на	1	1
336	ее части	1	1
337	и менее	1	1
338	и великого	1	1
339	как проблема	1	1
340	и вся	1	1
341	этой области	1	1
342	и другим	2	1
343	в основном	1	1
344	эта мысль	2	1
345	что эта	2	1
346	она не	3	1
347	что с	2	1
348	есть прежде	2	1
349	но для	1	1
350	более раннего	1	1
351	тогда когда	3	1
352	этом смысле	1	1
353	значительная часть	1	1
354	она должна	4	1
355	исключает всякую	1	1
356	случаях когда	1	1
357	того чтобы	17	1
358	проблема и	1	1
359	об отношении	12	1
360	не имеет	2	1
361	рассматривать как	1	1
362	никогда не	2	1
363	наука и	1	1
364	и всегда	1	1
365	в результате	4	1
366	о котором	2	1
367	находятся в	1	1
368	пр в	1	1
369	этих двух	3	1
370	и которая	2	1
371	как явление	2	1
372	более что	1	1
373	в наши	2	1
374	другой стороны	9	1
375	только что	4	1
376	в этих	2	1
377	чрезвычайно существенным	1	1
378	без затруднений	1	1
379	в каком	3	1
380	в психологии	10	1
381	только как	1	1
382	и именно	1	1
383	что все	4	1
384	есть и	1	1
385	ли не	1	1
386	в других	1	1
387	ни к	1	1
388	числе и	1	1
389	мысли но	2	1
390	что оно	3	1
391	к сожалению	2	1
392	ранее в	1	1
393	к этой	1	1
394	упреков в	1	1
395	и другие	1	1
396	вместе с	9	1
397	это в	1	1
398	что от	1	1
399	что при	1	1
400	который не	1	1
401	во всяком	3	1
402	гораздо более	1	1
