N	2gram	Bakhtin_Fr_1	Vvedenie
493	показывает как	1	1
494	именно она	1	1
495	на те	1	1
496	во всем	2	1
497	убедиться в	1	1
498	литературного развития	2	1
499	и первых	2	1
500	из существенных	1	1
501	что на	1	1
502	ему не	1	1
503	не потому	1	1
504	на соответствующие	1	1
505	превращается в	5	1
506	в духе	8	1
507	человека в	1	1
508	отличается от	1	1
509	языках и	2	1
510	романтического и	3	1
511	оно не	1	1
512	что при	1	1
513	объем и	2	1
514	в эпоху	9	1
515	достаточно в	1	1
516	вещей в	1	1
517	и которая	1	1
518	значения и	1	1
519	он вовсе	1	1
520	и многие	2	1
521	без всякого	1	1
522	быть никакой	1	1
523	он определяет	1	1
524	то или	1	1
525	и этим	2	1
526	культуры и	8	1
527	как с	1	1
528	сущность этой	1	1
529	германии в	1	1
530	еще в	1	1
531	можно только	4	1
532	и многое	1	1
533	их содержание	1	1
534	жизнь и	1	1
535	отрицательный характер	1	1
536	и классического	1	1
537	образом в	2	1
538	но здесь	1	1
539	сложившиеся в	1	1
540	дальнейшего развития	1	1
541	из основных	2	1
542	именно потому	1	1
543	и та	1	1
544	они принадлежат	1	1
545	настоящее время	1	1
546	говорит об	1	1
547	ним должно	1	1
548	в риме	2	1
549	и объяснить	1	1
550	теми или	1	1
551	должно было	1	1
552	это было	2	1
553	на отдельные	2	1
554	вся эта	3	1
555	или иными	1	1
556	но нет	1	1
557	во всей	3	1
558	них в	1	1
559	наконец в	1	1
560	в свете	2	1
561	и стилистические	1	1
562	наук и	1	1
563	нет он	1	1
564	как ее	1	1
565	сложностью и	1	1
566	в литературе	6	1
567	рассуждение о	1	1
568	и воспринимать	1	1
569	в новой	1	1
570	мы видим	2	1
571	и особые	2	1
572	приводил к	1	1
573	героического эпоса	1	1
574	иной степени	1	1
575	всех его	2	1
576	с которыми	1	1
577	роста и	2	1
578	без этого	1	1
579	есть в	5	1
580	и у	6	1
581	кризиса и	1	1
582	целого ряда	1	1
583	этого процесса	1	1
584	или даже	2	1
585	языка но	1	1
586	за ним	1	1
587	и понимание	1	1
588	должны сейчас	1	1
589	новых европейских	1	1
590	в так	1	1
591	для него	5	1
592	к ним	1	1
593	при всей	2	1
594	у него	1	1
595	и конечной	1	1
596	дошедших до	2	1
597	самом же	3	1
598	их непосредственной	1	1
599	момент в	1	1
600	трактат по	1	1
601	этот последний	1	1
602	народности и	1	1
603	одном месте	1	1
604	самом его	1	1
605	и т.п	17	1
606	объяснение в	1	1
607	эпоху возрождения	3	1
608	здесь в	8	1
609	к которому	1	1
610	и прежде	3	1
611	фантазии и	1	1
612	в настоящем	1	1
613	очень сильно	1	1
614	без особых	1	1
615	к человеку	1	1
616	не на	1	1
617	нужно сказать	4	1
618	чтобы убедиться	1	1
619	он только	1	1
620	которые не	1	1
621	однако и	1	1
622	и своим	1	1
623	его собственной	1	1
624	в ряду	3	1
625	на время	3	1
626	всегда и	2	1
627	жизнь в	1	1
628	мира в	3	1
629	для этой	1	1
630	во франции	3	1
631	как именно	1	1
632	проникновения в	1	1
633	имея в	1	1
634	все то	1	1
635	и особенно	2	1
636	эта идея	1	1
637	и потому	10	1
638	здесь уже	1	1
639	рода и	1	1
640	например когда	1	1
641	не одно	1	1
642	именно для	1	1
643	понимает как	1	1
644	в изображении	2	1
645	это были	1	1
646	наряду с	2	1
647	культурой в	1	1
648	а между	1	1
649	понятия о	1	1
650	в тех	3	1
651	подлинном смысле	1	1
652	что одним	1	1
653	быть только	2	1
654	ее традиции	1	1
655	объединяются в	1	1
656	такие явления	1	1
657	и судьбы	2	1
658	слова и	1	1
659	не касается	1	1
660	времени вполне	1	1
661	и была	1	1
662	становится возможным	1	1
663	но для	3	1
664	но разумеется	1	1
665	этот образ	1	1
666	и часто	2	1
667	и более	1	1
668	искусства как	1	1
669	новому времени	1	1
670	и от	2	1
671	это можно	2	1
672	это как	4	1
673	в настоящее	1	1
674	для нас	4	1
675	как эта	1	1
676	и все	5	1
677	по одной	1	1
678	находит свое	1	1
679	еще более	5	1
680	на других	1	1
681	разной степени	2	1
682	только литературные	1	1
683	и искусств	1	1
684	же в	2	1
685	разных сторон	1	1
686	самому и	1	1
687	на части	1	1
688	отношении к	1	1
689	в системе	3	1
690	не осталось	1	1
691	становления и	1	1
692	и глубокого	2	1
693	от своего	2	1
694	смысле они	1	1
695	средние века	4	1
696	совершенно не	4	1
697	себе самому	2	1
698	типа и	1	1
699	одновременно и	2	1
700	в заключение	2	1
701	включает в	1	1
702	просто не	1	1
703	но еще	1	1
704	также не	1	1
705	того времени	1	1
706	в своих	5	1
707	и эта	3	1
708	в таком	2	1
709	все что	1	1
710	они не	1	1
