N	2gram	Tiupa_Hudo_1	Istorich
280	жизнью и	1	1
281	не следует	4	1
282	к миру	1	1
283	в узком	3	1
284	не как	2	1
285	уже говорилось	1	1
286	мир как	1	1
287	подобно тому	1	1
288	одно и	3	1
289	бы они	1	1
290	и может	1	1
291	чем состоит	1	1
292	дома и	2	1
293	войны и	1	1
294	в них	2	1
295	сторону его	1	1
296	рода и	1	1
297	иначе говоря	4	1
298	и становится	1	1
299	точки зрения	10	1
300	или точнее	1	1
301	представить себе	1	1
302	в котором	1	1
303	принадлежностью к	1	1
304	и процесс	1	1
305	на свою	1	1
306	момент в	1	1
307	образом и	2	1
308	друг другу	1	1
309	именно к	1	1
310	не должно	1	1
311	тому что	2	1
312	так он	1	1
313	в то	6	1
314	не своей	1	1
315	между жизнью	1	1
316	которого он	1	1
317	виду не	3	1
318	облекается в	2	1
319	имеются и	2	1
320	или иная	1	1
321	в русском	1	1
322	с этих	1	1
323	можно сказать	5	1
324	и является	1	1
325	же этот	1	1
326	своей цели	1	1
327	до того	1	1
328	и делает	1	1
329	труда а	1	1
330	в основе	4	1
331	или иных	2	1
332	однако это	1	1
333	ему не	1	1
334	одним из	1	1
335	мира а	1	1
336	обращается к	1	1
337	в момент	2	1
338	когда мы	1	1
339	предметов в	1	1
340	его за	1	1
341	в своего	1	1
342	к тому	4	1
343	и это	2	1
344	именно эту	1	1
345	с ее	5	1
346	меня в	1	1
347	и выступает	1	1
348	и служит	1	1
349	говорит и	3	1
350	на основе	2	1
351	только при	1	1
352	что делает	1	1
353	ногами и	1	1
354	то время	1	1
355	всей своей	2	1
356	в пределах	3	1
357	приводит к	5	1
358	роль в	1	1
359	внешне не	1	1
360	является необходимой	1	1
361	как с	1	1
362	в глаза	2	1
363	на нее	1	1
364	стороны не	1	1
365	не всякий	1	1
366	с героем	1	1
367	в последней	1	1
368	между собой	2	1
369	для этого	1	1
370	с ним	2	1
371	с некоторыми	1	1
372	в виду	5	1
373	внимание на	1	1
374	мог бы	3	1
375	основе своей	1	1
376	этих двух	2	1
377	если с	1	1
378	путь к	1	1
379	а через	1	1
380	данного текста	3	1
381	бы в	1	1
382	тем более	1	1
383	по содержанию	1	1
384	быть и	2	1
385	один из	2	1
386	но с	1	1
387	чем это	2	1
388	тот же	1	1
389	одной из	2	1
390	что даже	1	1
391	соответствующих ему	1	1
392	могло быть	2	1
393	мастер и	1	1
394	может оказаться	2	1
395	до нас	1	1
396	или его	1	1
397	а только	4	1
398	и жизни	1	1
399	чаще всего	1	1
400	из которого	4	1
401	своего рода	5	1
402	топором по	1	1
403	одно из	2	1
404	говорит ему	1	1
405	ею как	1	1
406	как раз	3	1
407	отношении что	1	1
408	ему угрожает	1	1
409	толстым в	1	1
410	со стороны	2	1
411	как у	1	1
412	на ее	1	1
413	или иначе	4	1
414	не обязательно	2	1
415	именно в	2	1
416	по своим	1	1
417	к которому	4	1
418	при всей	1	1
419	до смерти	1	1
420	а с	2	1
421	по большей	2	1
422	если мы	2	1
423	что не	1	1
424	том отношении	1	1
425	прежде всего	4	1
426	к каким	1	1
427	не было	1	1
428	зависит от	1	1
429	человеческой жизни	2	1
430	с которым	1	1
431	могут служить	2	1
432	он и	1	1
433	делает то	1	1
434	вступает в	1	1
435	в центре	1	1
436	до этого	1	1
437	в иных	1	1
438	например если	1	1
439	на руках	1	1
440	все люди	1	1
441	после его	1	1
442	к жизни	2	1
443	такого отношения	1	1
444	тому как	1	1
445	в мир	1	1
446	никем не	1	1
447	как будто	1	1
448	в это	1	1
449	сказать не	1	1
450	от нас	1	1
451	в более	1	1
452	к пониманию	1	1
453	а своей	1	1
454	сколько бы	1	1
455	в результате	1	1
456	жизни и	1	1
457	не будучи	1	1
458	за него	1	1
459	ни к	2	1
460	но если	1	1
461	две стороны	1	1
462	не знает	3	1
463	живые существа	1	1
464	к его	2	1
465	одновременно и	1	1
466	вторичное и	1	1
467	собой лишь	1	1
468	видим в	2	1
469	в своих	1	1
470	по поводу	1	1
471	героя как	1	1
472	тем самым	4	1
473	или индивидуального	1	1
474	том числе	2	1
475	они не	1	1
