N	2gram	Savitsky_E_1	Psycholo
124	говорить о	1	3
125	с но	1	3
126	то это	1	3
127	что его	1	3
128	но не	5	3
129	к которой	1	3
130	в сторону	2	3
131	значение имеет	1	3
132	как в	3	3
133	увидим что	1	3
134	от этого	5	3
135	не можем	2	3
136	та же	1	3
137	кажется нам	1	3
138	какой бы	2	3
139	что может	1	3
140	на этом	1	3
141	этого слова	1	3
142	далеко не	2	3
143	должно быть	1	3
144	всех этих	1	3
145	но если	5	3
146	и сейчас	2	3
147	в которых	3	3
148	тому чтобы	2	3
149	тем самым	5	3
150	она не	2	3
151	в то	16	3
152	в основе	1	3
153	мы все	1	3
154	ли это	3	3
155	и для	3	3
156	во все	3	3
157	с ее	1	3
158	в пределах	25	3
159	мнение что	1	3
160	в мире	2	3
161	так и	10	3
162	что и	3	3
163	во всей	2	3
164	вслед за	6	3
165	дело с	1	3
166	с одной	8	3
167	конечно не	1	3
168	в виде	5	3
169	был бы	1	3
170	тому же	1	3
171	всяком случае	3	3
172	в одном	2	3
173	тем что	3	3
174	но и	14	3
175	на этот	2	3
176	и затем	1	3
177	обратиться к	1	3
178	не было	1	3
179	одной стороны	8	3
180	совершенно одинаково	1	3
181	в той	5	3
182	смысле этого	1	3
183	при таком	1	3
184	что оно	1	3
185	тот же	1	3
186	к этой	1	3
187	в своих	2	3
188	во всяком	3	3
189	также и	7	2
190	и то	2	2
191	силы и	1	2
192	что эти	2	2
193	с таким	1	2
194	время как	1	2
195	и ее	1	2
196	литературы и	1	2
197	столь же	5	2
198	бы то	4	2
199	с его	1	2
200	во всех	6	2
201	точка зрения	2	2
202	со стороны	5	2
203	она есть	1	2
204	в одной	1	2
205	что нет	1	2
206	однако не	1	2
207	нам кажется	7	2
208	и наконец	2	2
209	не в	5	2
210	и к	3	2
211	но в	14	2
212	чтобы превратить	1	2
213	бы и	3	2
214	представляет собой	3	2
215	думать что	8	2
216	нами в	1	2
217	при этом	1	2
218	т д	1	2
219	то чтобы	1	2
220	только одно	2	2
221	в них	3	2
222	о которых	1	2
223	иначе говоря	2	2
224	такой же	2	2
225	в такой	1	2
226	в котором	2	2
227	в их	11	2
228	место в	3	2
229	или вернее	2	2
230	вопрос о	4	2
231	даже в	4	2
232	и другое	1	2
233	не имеет	4	2
234	больше чем	1	2
235	же время	14	2
236	во всем	1	2
237	вместо того	1	2
238	в англию	2	2
239	бы по	1	2
240	только одна	1	2
241	есть только	1	2
242	но все	1	2
243	что при	1	2
244	могли бы	1	2
245	в ее	8	2
246	то время	1	2
247	и когда	1	2
248	то как	1	2
249	те же	1	2
250	когда его	1	2
251	и с	2	2
252	мире в	1	2
253	можно сказать	4	2
254	сводится к	1	2
255	внимание на	1	2
256	и та	2	2
257	один из	1	2
258	мы увидим	1	2
259	ли он	1	2
260	почти все	1	2
261	нужно и	1	2
262	никак нельзя	1	2
263	связи с	1	2
264	уже в	1	2
265	кажется что	2	2
266	мы знаем	1	2
267	одно из	1	2
268	много раз	1	2
269	значении которое	1	2
270	двух противоположных	1	2
271	даже не	1	2
272	на примере	1	2
273	с другой	7	2
274	именно в	4	2
275	соединено с	1	2
276	в каких	1	2
277	с той	1	2
278	прежде всего	9	2
279	а на	1	2
280	не на	4	2
281	одна и	2	2
282	ни на	3	2
283	другой можно	1	2
284	если взять	1	2
285	и потому	5	2
286	некоторые из	1	2
287	с такой	1	2
288	в тех	1	2
289	для понимания	2	2
290	на пути	1	2
291	не является	3	2
292	и от	3	2
293	в результате	3	2
294	ее и	1	2
295	хотя бы	15	2
296	и эта	2	2
297	другой стороны	2	2
298	в характере	1	2
299	который не	1	2
300	себя как	1	1
301	он считает	1	1
302	связана с	1	1
303	того же	3	1
304	отдельных элементов	1	1
305	от которых	1	1
306	к созданию	1	1
307	каком они	1	1
308	есть не	2	1
309	смотреть на	1	1
310	из всего	1	1
311	которую мы	5	1
312	и тут	2	1
313	ставить вопрос	1	1
314	в деле	3	1
315	и другая	2	1
316	мы получаем	1	1
317	но даже	4	1
318	и со	3	1
319	которое в	2	1
320	совершенно определенных	1	1
321	тем как	1	1
322	то мы	1	1
323	друг к	1	1
324	чем это	1	1
325	они должны	1	1
326	в грехе	1	1
327	признать что	1	1
328	обстояло дело	1	1
329	но как	2	1
330	значение и	1	1
331	если в	2	1
332	по отношению	1	1
333	в общем	3	1
334	очевидно что	3	1
335	а через	1	1
336	и будет	1	1
337	остановились на	1	1
338	несмотря на	4	1
339	которые они	2	1
340	за пределы	1	1
341	и чем	2	1
342	относится к	1	1
343	которые не	1	1
344	показать в	1	1
345	же мало	2	1
346	в истории	2	1
347	более чем	2	1
348	что во	1	1
349	независимо от	4	1
350	дает нам	1	1
351	стороны и	6	1
352	в полном	1	1
353	и всецело	2	1
354	имеет в	2	1
355	в этот	1	1
356	значения как	1	1
357	этот новый	1	1
358	все так	1	1
359	в нашем	1	1
360	и те	1	1
361	эту мысль	1	1
362	на его	1	1
363	к выводу	1	1
364	главным образом	2	1
365	своем развитии	1	1
366	и совершенной	2	1
367	имело бы	1	1
368	к некоторому	1	1
369	получила свое	1	1
370	в корне	1	1
371	вообще не	3	1
372	и сам	1	1
373	отцов и	1	1
374	их из	2	1
375	наконец его	1	1
376	мы обнаруживаем	1	1
377	не станем	1	1
378	то ни	4	1
379	как они	1	1
380	тем в	3	1
381	имеют в	1	1
382	в совершенно	1	1
383	что произошло	1	1
384	к другу	1	1
385	в глубине	1	1
386	она получила	1	1
387	подходит к	2	1
388	этом смысле	3	1
389	но нам	1	1
390	истории и	1	1
391	например с	2	1
392	с равным	1	1
393	мы обозначили	1	1
394	даже что	2	1
395	она и	1	1
396	пребывает в	1	1
397	одна другую	1	1
398	мы хотели	1	1
399	в не	2	1
400	можно считать	3	1
401	и было	1	1
402	и некоторые	3	1
403	это имело	1	1
404	народа и	1	1
405	перед собой	1	1
406	и еще	2	1
407	в эту	2	1
408	в этих	2	1
409	для него	1	1
410	она в	3	1
411	которые лежат	1	1
412	которое дает	1	1
413	для всякого	1	1
414	ответить на	1	1
415	значение для	1	1
416	является та	1	1
417	одном из	2	1
418	которые в	1	1
419	и более	2	1
420	с такими	1	1
421	с так	1	1
422	можем сказать	2	1
423	как нелепо	1	1
424	в отношении	32	1
425	но они	1	1
426	что с	1	1
427	тогда когда	2	1
428	правда в	1	1
429	здесь на	1	1
430	как его	1	1
431	значит ли	1	1
432	с то	1	1
433	подходят к	1	1
434	и изучение	1	1
435	это мы	1	1
436	на язык	2	1
437	дело в	3	1
438	находятся в	1	1
439	к концу	1	1
440	к ней	4	1
441	такая же	1	1
442	связь и	1	1
443	за исключением	1	1
444	совершенно прав	2	1
445	не находим	1	1
446	к традиционному	1	1
447	и направляет	1	1
448	в сознании	1	1
449	так называемый	1	1
450	из того	2	1
451	техники и	4	1
452	считать что	1	1
453	так то	1	1
454	что на	2	1
455	есть к	1	1
456	отмечено выше	1	1
457	он называет	1	1
458	уже о	1	1
459	начиная с	2	1
460	им но	2	1
461	одну и	2	1
462	подтверждение в	1	1
463	мы остановились	1	1
464	видимо не	1	1
465	оно может	1	1
466	но по	2	1
467	как не	2	1
468	свою очередь	2	1
469	всего этого	1	1
470	техника и	3	1
471	он мог	1	1
472	мы думаем	1	1
473	лежащих в	1	1
474	мысль о	1	1
475	как с	1	1
476	с собой	1	1
477	взаимная связь	1	1
478	каждого из	1	1
479	почти всей	1	1
480	чем все	1	1
481	является в	1	1
482	был не	1	1
483	он сам	2	1
484	и вообще	1	1
485	этом отсутствии	1	1
486	жизни которое	1	1
487	быть в	1	1
488	тех кто	1	1
489	а также	7	1
490	может не	1	1
491	сознания что	1	1
492	время не	1	1
493	связанной с	1	1
494	и во	2	1
495	в которую	1	1
496	к нему	2	1
497	которые мы	1	1
498	в другой	2	1
499	от нее	1	1
500	мы хотим	1	1
501	с а	2	1
502	следовало бы	2	1
503	раз на	1	1
504	чтобы ответить	1	1
505	но так	1	1
506	но с	2	1
507	этой точки	5	1
508	одной из	5	1
509	в свой	1	1
510	что даже	1	1
511	в стороне	3	1
512	которое мы	1	1
513	природе вещей	1	1
514	между тем	8	1
515	ее от	2	1
516	бы ни	3	1
517	случаи когда	1	1
518	играет роль	1	1
519	с которыми	1	1
520	есть в	2	1
521	и насколько	1	1
522	всем его	1	1
523	ни было	4	1
524	от других	1	1
525	не из	3	1
526	но от	1	1
527	протекать в	1	1
528	эти два	1	1
529	понимали что	1	1
530	будто к	1	1
531	себе в	3	1
532	и их	1	1
533	психологии и	1	1
534	в обстановке	1	1
535	следует понимать	1	1
536	рядом с	1	1
537	своем значении	1	1
538	и даже	6	1
539	или иначе	1	1
540	по своим	3	1
541	эти две	1	1
542	к которому	1	1
543	во второй	3	1
544	которое имеет	1	1
545	примкнуть к	3	1
546	в некоторых	2	1
547	может жить	1	1
548	которых мы	1	1
549	на которых	1	1
550	в ту	1	1
551	с которым	1	1
552	вопрос можно	1	1
553	него не	1	1
554	которое существует	2	1
555	мы поймем	1	1
556	совершенно очевидно	2	1
557	на которые	1	1
558	ближе к	1	1
559	бы как	1	1
560	за тем	2	1
561	долгое время	2	1
562	которого мы	2	1
563	то можно	1	1
564	чем то	1	1
565	что за	1	1
566	в течение	5	1
567	в европейской	2	1
568	это есть	1	1
569	и искусства	1	1
570	которые по	1	1
571	там где	3	1
572	это значит	2	1
573	понимать как	1	1
574	или хотя	2	1
575	во власти	2	1
576	осуществление в	1	1
577	в гораздо	2	1
578	но это	1	1
579	и таким	2	1
580	к двум	1	1
581	в смысле	9	1
582	рассматривать как	1	1
583	себя с	1	1
584	является ли	3	1
585	может этого	1	1
586	с мы	2	1
587	в связи	1	1
588	только внешнюю	1	1
589	в точном	1	1
590	это можно	1	1
591	или в	2	1
592	та и	1	1
593	которая в	1	1
594	технических или	1	1
595	и однако	1	1
596	из себя	1	1
597	бы в	2	1
598	как сказал	1	1
599	сказать даже	1	1
600	поскольку он	2	1
601	по самой	1	1
602	все остальные	1	1
603	же в	2	1
604	и другие	1	1
605	помощи этого	1	1
606	жизни в	3	1
607	нет ничего	1	1
608	существование и	1	1
609	в свою	3	1
610	народом в	1	1
611	с ней	1	1
612	не быть	1	1
613	приблизительно в	1	1
614	целей и	1	1
615	упираются в	1	1
616	на практике	1	1
617	это так	3	1
618	но еще	2	1
619	мы приходим	1	1
620	гораздо более	1	1
