N	2gram	Voloshinov_2	OGranits
202	конечно мы	1	2
203	и ее	4	2
204	так же	5	2
205	в отношении	4	2
206	и помимо	1	2
207	в языковом	3	2
208	в течение	1	2
209	в тех	2	2
210	слова и	6	2
211	интонации в	3	2
212	выбор и	1	2
213	не менее	1	2
214	что эта	1	2
215	самого начала	5	2
216	не имеет	3	2
217	социальной оценки	1	2
218	оценка и	3	2
219	форм и	1	2
220	в структуре	1	2
221	сознания и	3	2
222	не касаемся	1	2
223	пути к	1	2
224	бы в	4	2
225	и является	2	2
226	а в	3	2
227	еще в	1	2
228	нет ничего	1	2
229	героя и	1	2
230	могут быть	3	2
231	каждое слово	1	2
232	к тому	6	2
233	данную эпоху	2	1
234	и это	3	1
235	можно говорить	1	1
236	оно может	3	1
237	категорий мы	1	1
238	одним из	2	1
239	также и	1	1
240	xvii века	1	1
241	совершенно справедливо	2	1
242	человека и	1	1
243	наложила свой	1	1
244	родного языка	3	1
245	того же	5	1
246	на нем	1	1
247	в некоторых	1	1
248	шансов на	1	1
249	выражения в	2	1
250	как известно	1	1
251	на основе	3	1
252	абстрактно выделенных	1	1
253	уже к	1	1
254	речи во	2	1
255	словами и	1	1
256	науки о	2	1
257	это и	1	1
258	элемент его	1	1
259	в собственном	2	1
260	но тем	1	1
261	последнее время	1	1
262	нам кажется	1	1
263	в себя	1	1
264	и до	3	1
265	с языком	1	1
266	не имеют	3	1
267	собственном смысле	2	1
268	на том	1	1
269	отсюда и	1	1
270	здесь нет	1	1
271	или на	1	1
272	монологического высказывания	5	1
273	на материале	3	1
274	когда в	1	1
275	овладеть только	1	1
276	остается только	1	1
277	и о	2	1
278	возможно только	1	1
279	мы в	1	1
280	вопрос о	2	1
281	в синтаксисе	1	1
282	интонация не	2	1
283	из одного	4	1
284	является необходимым	1	1
285	первого направления	5	1
286	по себе	3	1
287	по мере	4	1
288	функции оценки	1	1
289	как выражение	1	1
290	но может	1	1
291	подхода к	3	1
292	связанное с	1	1
293	превращения его	1	1
294	на себя	1	1
295	сводится к	2	1
296	из того	1	1
297	то это	1	1
298	приближается к	1	1
299	не совсем	1	1
300	другом месте	1	1
301	общения в	3	1
302	и он	2	1
303	слово не	1	1
304	рассчитана на	1	1
305	внимание на	1	1
306	следовательно в	1	1
307	индивидуальной психики	1	1
308	другими словами	2	1
309	язык еще	1	1
310	и являются	2	1
311	и что	1	1
312	социальной аудитории	1	1
313	рождения и	1	1
314	отвечает и	1	1
315	еще не	3	1
316	связи со	1	1
317	этого общения	1	1
318	в широком	1	1
319	установка в	1	1
320	столь же	3	1
321	время в	1	1
322	единству языка	1	1
323	в различных	3	1
324	уже самое	1	1
325	пока сознание	1	1
326	является таким	1	1
327	в конечном	1	1
328	то мы	2	1
329	данного языка	2	1
330	и существенного	1	1
331	к нему	5	1
332	на самом	7	1
333	которым противостоит	1	1
334	совсем не	1	1
335	взаимодействия и	1	1
336	но не	2	1
337	то он	1	1
338	данной ситуации	1	1
339	переходит в	1	1
340	нормативная тождественность	1	1
341	эта особенность	1	1
342	что данное	1	1
343	же является	3	1
344	шаблонов и	2	1
345	или иное	1	1
346	в другой	1	1
347	значение имеет	1	1
348	и речи	2	1
349	всего является	1	1
350	на то	4	1
351	язык есть	1	1
352	в истории	3	1
353	в одной	2	1
354	эта связь	1	1
355	и последнее	1	1
356	статье о	1	1
357	языковой формы	4	1
358	эта проблема	1	1
359	лингвистике но	1	1
360	в своем	2	1
361	ее значения	1	1
362	как из	2	1
363	то или	1	1
364	языкового знака	1	1
365	и законченное	2	1
366	которые и	1	1
367	социальных взаимоотношений	2	1
368	моменты в	1	1
369	и размещение	1	1
370	действительной природе	1	1
371	и как	6	1
372	характер носит	1	1
373	несобственная прямая	3	1
374	еще тем	1	1
375	его к	2	1
376	одной из	3	1
377	что он	4	1
378	более или	2	1
379	звука и	1	1
380	и классификацией	1	1
381	что слово	1	1
382	в значительной	2	1
383	не приходится	1	1
384	исторической ситуацией	1	1
385	всех социальных	1	1
386	перекинутый между	1	1
387	моментом является	1	1
388	или же	2	1
389	под ним	1	1
390	в целое	2	1
391	в выражении	1	1
392	чуть ли	1	1
393	со всеми	1	1
394	интонация может	1	1
395	социальное событие	1	1
396	является лишь	4	1
397	так в	1	1
398	выражение в	5	1
399	ни одна	1	1
400	в этой	3	1
401	в последнее	1	1
402	с их	1	1
403	о слове	4	1
404	слушателя и	2	1
405	значение так	2	1
406	элементов в	1	1
407	сюда относятся	1	1
408	с одним	1	1
409	конечно не	4	1
410	языковую форму	3	1
411	мы принуждены	1	1
412	и у	2	1
413	и правильное	1	1
414	только на	4	1
415	философия языка	3	1
416	себя и	1	1
417	в нашей	1	1
418	и если	1	1
419	к слову	1	1
420	является не	5	1
421	что она	1	1
422	чужого языка	4	1
423	не из	1	1
424	в статье	1	1
425	речь в	4	1
426	путем абстракции	2	1
427	этого процесса	1	1
428	или даже	1	1
429	и других	1	1
430	именно та	1	1
431	на эту	1	1
432	его и	3	1
433	категорий не	1	1
434	превращаются в	1	1
435	конечном счете	1	1
436	т.д и	1	1
437	одно из	1	1
438	а вовсе	1	1
439	социальных оценок	2	1
440	объективный факт	1	1
441	в узком	2	1
442	высказыванию как	2	1
443	в виде	2	1
444	художественного высказывания	1	1
445	внутренней речи	7	1
446	мы полагаем	2	1
447	и должна	1	1
448	привела к	2	1
449	лингвистического мышления	6	1
450	сильнее и	1	1
451	но что	2	1
452	только с	2	1
453	данное слово	4	1
454	из него	2	1
455	своего идеологического	1	1
456	отличие от	3	1
457	лишь с	2	1
458	в изолированном	1	1
459	идеологическое выражение	1	1
460	входящих в	1	1
461	зрения своего	2	1
462	социально-экономической основы	1	1
463	и всякое	2	1
464	даже и	2	1
465	для того	6	1
466	же не	1	1
467	косвенной речи	13	1
468	в особенности	2	1
469	в совершенно	1	1
470	к другому	5	1
471	данной интонации	1	1
472	значимое в	1	1
473	конечно если	1	1
474	на все	2	1
475	мы это	2	1
476	не нашел	1	1
477	и здесь	5	1
478	его в	7	1
479	внутренней интонации	2	1
480	и сложнее	1	1
481	от одного	3	1
482	ко второму	1	1
483	форм их	1	1
484	если только	1	1
485	и иных	1	1
486	всякое высказывание	3	1
487	к которому	1	1
488	ориентируется на	3	1
489	свое идеологическое	1	1
490	как же	1	1
491	заключается в	1	1
492	второго направления	4	1
493	указанных двух	1	1
494	лежит в	2	1
495	еще одно	1	1
496	в живом	3	1
497	слово но	1	1
498	только одно	1	1
499	больше и	1	1
500	к более	1	1
501	этом мы	1	1
502	полагаем что	1	1
503	из нее	1	1
504	о которых	1	1
505	не было	3	1
506	а на	1	1
507	соприкасается с	2	1
508	должны различать	1	1
509	далеко не	2	1
510	из наиболее	1	1
511	и самый	1	1
512	самое слово	1	1
513	у такого	2	1
514	которой он	1	1
515	он и	2	1
516	и вне	1	1
517	как ни	1	1
518	памятник как	3	1
519	фигурирует в	2	1
520	все время	2	1
521	отнюдь не	8	1
522	а всякое	1	1
523	отражается в	2	1
524	выйти за	1	1
525	общения конечно	1	1
526	до законченного	1	1
527	социальную ситуацию	2	1
528	отпечаток на	1	1
529	для человека	1	1
530	и дифференцированнее	1	1
531	должно быть	3	1
532	него не	1	1
533	менее всего	3	1
534	синтаксиса все	1	1
535	они-то и	2	1
536	единичного высказывания	1	1
537	теоретической и	1	1
538	является бесспорным	1	1
539	и тогда	2	1
540	здесь она	1	1
541	дифференциации и	2	1
542	если не	1	1
543	момента в	1	1
544	или менее	2	1
545	исследования уже	1	1
546	но при	1	1
547	вступает в	2	1
548	связь с	4	1
549	и стилистики	1	1
550	абстрактно выделенным	1	1
551	на который	1	1
552	себе в	1	1
553	контекста и	4	1
554	одно слово	2	1
555	быть объяснено	1	1
556	и особенно	2	1
557	ко всем	2	1
558	к истории	1	1
559	но там	1	1
560	на изолированное	2	1
561	как это	1	1
562	теперь мы	2	1
563	системе языка	5	1
564	памятник является	1	1
565	и синтаксические	1	1
566	основные и	1	1
567	сознание филолога	1	1
568	является социальной	1	1
569	напр в	1	1
570	языке но	1	1
571	себе а	1	1
572	и синтаксической	1	1
573	между языком	1	1
574	в отличие	3	1
575	мысли и	3	1
576	и глубоко	1	1
577	бы что	1	1
578	он говорит	1	1
579	proton pseudos	2	1
580	к этому	5	1
581	что имеет	1	1
582	может овладеть	1	1
583	должно было	1	1
584	социологическую структуру	1	1
585	и вот	1	1
586	наполнения и	1	1
587	высказывания и	11	1
588	вне этой	2	1
589	работа лингвиста	1	1
590	тем не	1	1
591	прямая речь	10	1
592	речи в	10	1
593	и более	7	1
594	для понимания	3	1
595	отношения не	1	1
596	этой внутренней	1	1
597	материале внутренней	1	1
598	в последнем	1	1
599	звуковых комплексов	1	1
600	т.е на	1	1
601	может идти	1	1
602	динамическая система	1	1
603	указанных нами	1	1
604	быть не	1	1
605	этого слова	5	1
606	что такое	1	1
607	же такое	1	1
608	в контексте	5	1
609	тому что	4	1
610	необходимо учитывать	1	1
611	слово выражает	1	1
612	нет никакого	1	1
613	быть и	6	1
614	является для	2	1
615	важная проблема	1	1
616	в условиях	1	1
617	до конца	2	1
618	но это	1	1
619	слово для	3	1
620	и свободной	1	1
621	о значении	1	1
622	в начале	2	1
623	к двум	1	1
624	в то	8	1
625	как о	2	1
626	мысли в	1	1
627	в определении	2	1
628	одна из	7	1
629	нет переживания	2	1
630	она ни	1	1
631	всю совокупность	1	1
632	понимания истории	1	1
633	сложнее его	1	1
634	социальной ситуацией	2	1
635	данной группы	1	1
636	речь может	1	1
637	мы все	1	1
638	того чтобы	6	1
639	тождественность языковой	1	1
640	само по	1	1
641	и чем	1	1
642	не существует	3	1
643	вопросы композиции	1	1
644	формы и	2	1
645	в разных	1	1
646	как система	3	1
647	и определяют	2	1
648	никакого отношения	1	1
649	однако если	1	1
650	связанный с	1	1
651	или в	2	1
652	индивидуалистического субъективизма	7	1
653	его социальной	1	1
654	узком смысле	2	1
655	языковые особенности	1	1
656	в самой	1	1
657	находятся в	2	1
658	же время	8	1
659	вождя в	1	1
660	данной социальной	4	1
661	лишь как	2	1
662	или как	2	1
663	в основе	9	1
664	находит свое	1	1
665	тем более	5	1
666	от него	2	1
667	а лишь	1	1
668	это слово	1	1
669	только что	3	1
670	творчества но	1	1
671	законченное монологическое	1	1
672	потому что	1	1
673	в новых	1	1
674	связи с	13	1
675	же слова	3	1
676	всех исторических	2	1
677	эти три	1	1
678	его proton	1	1
679	в системе	2	1
680	этом отношении	1	1
681	тесно связана	1	1
682	никакого идеологического	1	1
683	понимания и	2	1
684	его аудиторией	1	1
685	речи т.е	1	1
686	не знает	2	1
687	языка в	3	1
688	сказать что	4	1
689	интонации и	3	1
690	ведь именно	1	1
691	речи и	13	1
692	работы и	1	1
693	все то	2	1
694	речевого взаимодействия	5	1
695	мы здесь	2	1
696	но когда	1	1
697	поэтому не	1	1
698	которого только	1	1
699	и именно	2	1
700	языкового сознания	3	1
701	и часто	1	1
702	когда мы	1	1
703	явления языка	1	1
704	речь которая	1	1
705	ли не	1	1
706	с его	8	1
707	социально-политического строя	1	1
708	же самое	6	1
709	следовательно не	1	1
710	должны быть	2	1
711	вместе с	2	1
712	особенно уясняется	1	1
713	как для	1	1
714	к живому	1	1
715	иного слова	1	1
716	в данную	3	1
717	например в	1	1
718	совсем иначе	1	1
719	по поводу	1	1
720	социальной среде	1	1
721	как некая	1	1
722	социологическое значение	1	1
723	они не	2	1
