N	2gram	Bakhtin_sl_1	KulturaY
233	не дает	1	2
234	так в	2	2
235	значение в	1	2
236	в одном	2	2
237	а потому	1	2
238	его в	3	2
239	последнего времени	2	2
240	на протяжении	2	2
241	и специфической	1	2
242	речи эта	1	2
243	вместе с	1	2
244	один и	1	2
245	еще на	1	2
246	быть не	1	2
247	еще более	5	2
248	и формами	1	2
249	не с	2	2
250	в этих	2	2
251	первом случае	2	2
252	поэтическое слово	3	2
253	за пределы	4	2
254	в лингвистическом	1	2
255	в большей	3	2
256	речь в	2	2
257	дано в	1	2
258	и через	1	2
259	то и	1	2
260	в качестве	3	2
261	подхода к	5	2
262	смысле слова	2	2
263	лишены внутренней	1	2
264	не все	1	2
265	лишь до	1	2
266	известном смысле	2	2
267	отличие от	1	2
268	мы называем	1	2
269	моменты в	1	2
270	о чем	1	2
271	или менее	3	2
272	мы имеем	1	2
273	от языка	3	2
274	что все	2	2
275	сам же	1	2
276	и следует	3	2
277	по своему	2	2
278	в особенности	8	2
279	для большинства	1	2
280	литературном языке	2	2
281	равно как	1	2
282	в котором	2	2
283	точку зрения	3	2
284	на этом	2	2
285	к другому	1	2
286	он в	5	2
287	так сказать	5	2
288	язык и	10	2
289	можно рассматривать	1	2
290	чтобы не	1	2
291	в отличие	1	2
292	то или	1	2
293	и если	1	2
294	как к	2	2
295	не просто	1	2
296	не как	4	2
297	в различных	1	2
298	но в	8	2
299	в известном	2	2
300	однако в	1	2
301	все они	7	2
302	стилистика в	2	2
303	в частности	2	2
304	эти слова	2	2
305	более или	3	2
306	слова как	6	2
307	все это	5	2
308	чем в	1	2
309	язык не	2	2
310	здесь как	1	2
311	конечно не	3	2
312	и самый	1	2
313	этих форм	1	2
314	в пределах	14	2
315	такая же	2	2
316	то у	1	2
317	что мы	1	2
318	письменный язык	1	2
319	и такой	1	2
320	может не	8	1
321	например и	1	1
322	самый язык	2	1
323	языка который	1	1
324	не могла	2	1
325	тому или	1	1
326	свои особые	1	1
327	о которых	1	1
328	понятности и	1	1
329	каждый из	1	1
330	эти особенности	1	1
331	и стихи	1	1
332	лингвистикой и	1	1
333	и непосредственно	5	1
334	в себе	3	1
335	под эти	1	1
336	нуждается в	1	1
337	или иных	1	1
338	между словом	2	1
339	но она	1	1
340	почву для	1	1
341	ведь в	1	1
342	у тургенева	7	1
343	входить в	1	1
344	форм в	1	1
345	на себе	1	1
346	поэзии и	4	1
347	же время	12	1
348	от всякого	2	1
349	в другом	2	1
350	входит в	4	1
351	например на	1	1
352	мы и	2	1
353	границ между	1	1
354	в которой	4	1
355	именно к	1	1
356	но он	2	1
357	своем месте	1	1
358	но что	1	1
359	поэтической речи	1	1
360	иным путем	1	1
361	о котором	1	1
362	только не	1	1
363	мир и	1	1
364	бы то	1	1
365	одной из	3	1
366	а язык	1	1
367	меняются и	1	1
368	не умеет	1	1
369	то время	2	1
370	на эту	1	1
371	и стилистические	2	1
372	языке например	1	1
373	не должно	3	1
374	и для	4	1
375	разговорный язык	1	1
376	при правильном	1	1
377	рассматривать с	1	1
378	были до	1	1
379	не те	1	1
380	речи и	1	1
381	они как	2	1
382	со всем	1	1
383	не к	1	1
384	время как	2	1
385	которая в	1	1
386	п так	1	1
387	же языка	1	1
388	на своем	5	1
389	и ничего	1	1
390	и ее	3	1
391	лишь как	3	1
392	за ними	1	1
393	крайней мере	1	1
394	в поэтическом	7	1
395	и их	1	1
396	должны иметь	1	1
397	смысла и	3	1
398	и трагических	1	1
399	речи является	1	1
400	рядом с	4	1
401	друг другу	2	1
402	почти всегда	3	1
403	пользоваться языком	1	1
404	и делают	1	1
405	стиля не	1	1
406	в несколько	1	1
407	одновременно и	2	1
408	в стороне	1	1
409	поэтическом слове	2	1
410	и степени	1	1
411	автора или	2	1
412	в виде	2	1
413	науки о	1	1
414	себе место	1	1
415	для индивидуального	1	1
416	к нему	5	1
417	всех этих	4	1
418	конечно и	2	1
419	каждого из	1	1
420	те или	3	1
421	системы и	2	1
422	и так	1	1
423	далее и	1	1
424	даже в	2	1
425	ведь не	1	1
426	особенности в	1	1
427	иной степени	9	1
428	роман и	5	1
429	этой точки	1	1
430	и другие	1	1
431	над языком	1	1
432	но здесь	3	1
433	но с	1	1
434	речь и	3	1
435	связана с	2	1
436	как увидим	2	1
437	же как	2	1
438	их от	1	1
439	в понимании	3	1
440	в смысле	4	1
441	а только	1	1
442	а на	2	1
443	и те	2	1
444	разных точек	1	1
445	случае в	1	1
446	то ни	1	1
447	отношении к	6	1
448	и часто	4	1
449	так оно	1	1
450	на язык	2	1
451	между ними	2	1
452	и было	1	1
453	более того	3	1
454	язык как	3	1
455	такая точка	1	1
456	словесного стиля	1	1
457	менее всего	1	1
458	пояснений и	1	1
459	и становится	1	1
460	и стилистика	3	1
461	до этого	1	1
462	есть свой	2	1
463	вводит в	1	1
464	правда в	1	1
465	другими формами	1	1
466	от общего	1	1
467	с принципиальной	1	1
468	языка на	3	1
469	как поэзия	1	1
470	в эту	2	1
471	литературной и	1	1
472	или даже	2	1
473	который может	1	1
474	он действительно	1	1
475	по своей	1	1
476	языком в	1	1
477	сводится к	1	1
478	особенности и	1	1
479	и формы	4	1
480	словом в	4	1
481	связанные с	3	1
482	оба эти	1	1
483	этого не	1	1
484	между собой	2	1
485	пришлось бы	1	1
486	стоят на	1	1
487	но только	1	1
488	виду не	1	1
489	например в	2	1
490	с общим	1	1
491	для него	3	1
492	в него	3	1
493	определяется тем	1	1
494	мысли на	1	1
495	но вся	1	1
496	конечно в	1	1
497	бы для	1	1
498	приводит к	1	1
499	к слову	1	1
500	в начале	1	1
501	совершенно иное	1	1
502	себе как	1	1
503	случае должен	1	1
504	в чисто	2	1
505	следовательно и	3	1
506	связанное с	1	1
507	дело и	1	1
508	может вносить	1	1
509	сделать это	1	1
510	эта установка	2	1
511	слово может	1	1
512	состоит из	1	1
513	произведения как	3	1
514	дана в	1	1
515	это только	1	1
516	нет и	1	1
517	у них	2	1
518	для данного	1	1
519	с несколькими	1	1
520	конечно нет	1	1
521	и единственным	2	1
522	форм для	2	1
523	к конкретному	1	1
524	никогда не	3	1
525	отношении не	1	1
526	что для	1	1
527	языка так	3	1
528	примеры из	1	1
529	во всем	1	1
530	особой и	1	1
531	весь его	1	1
532	внутренних формах	1	1
533	и той	2	1
534	языке и	2	1
535	не выходит	3	1
536	и прежде	1	1
537	представим себе	1	1
538	фоне нормального	1	1
539	разговорного языка	1	1
540	прочим в	1	1
541	понимания и	1	1
542	противном случае	1	1
543	конечно совершенно	1	1
544	чаще всего	1	1
545	нет так	1	1
546	в самое	1	1
547	в ответе	1	1
548	в самой	1	1
549	слово столь	1	1
550	наше внимание	1	1
551	интерес к	2	1
552	все время	3	1
553	и слово	2	1
554	и его	14	1
555	переход к	1	1
556	жанра такой	1	1
557	выбор слов	1	1
558	от него	1	1
559	данного слова	1	1
560	речи причем	1	1
561	почти исключительно	1	1
562	нет никакой	1	1
563	зрения и	2	1
564	больших и	1	1
565	или иные	3	1
566	именно этими	1	1
567	не имеют	1	1
568	только теперь	1	1
569	и язык	1	1
570	лицо и	1	1
571	не входит	1	1
572	говорить как	1	1
573	в самых	2	1
574	какого-нибудь одного	1	1
575	языка все	1	1
576	европейских языков	2	1
577	именно как	2	1
578	подходе к	1	1
579	только с	1	1
580	такое значение	1	1
581	поэтому и	3	1
582	свою очередь	2	1
583	в противном	1	1
584	и от	4	1
585	слове а	1	1
586	с этим	3	1
587	создается в	1	1
588	ни о	2	1
589	котором в	1	1
590	сознание и	1	1
591	словом и	3	1
592	в одной	1	1
593	сколько в	1	1
594	правильного языка	1	1
595	выделения и	1	1
596	языковых форм	1	1
597	чем именно	1	1
598	ее с	1	1
599	и потому	4	1
600	месте и	1	1
601	в контексте	2	1
602	бы из	1	1
603	наших дней	1	1
604	к языковому	1	1
605	всяком случае	5	1
606	характер и	1	1
607	поэтического творчества	1	1
608	в последнем	1	1
609	именно эта	2	1
610	не могло	3	1
611	с различными	3	1
612	те моменты	1	1
613	в кавычки	5	1
614	в основе	5	1
615	столько в	1	1
616	ту же	4	1
617	по аналогии	1	1
618	со стороны	1	1
619	стилистикой как	2	1
620	же и	2	1
621	без всякого	1	1
622	который не	1	1
623	из самых	1	1
624	остановимся на	2	1
625	пользуется этой	1	1
626	каждое из	1	1
627	получает здесь	1	1
628	предметы и	1	1
629	письменная речь	1	1
630	по крайней	1	1
631	они могут	7	1
632	с таким	1	1
633	без исключения	1	1
634	на это	1	1
635	тех или	1	1
636	в основных	1	1
637	более сложных	1	1
638	отношении они	1	1
639	с этими	2	1
640	внимание сосредоточивается	1	1
641	не нужно	1	1
642	и роман	2	1
643	чем у	1	1
644	а вовсе	2	1
645	смысле не	1	1
646	все слова	3	1
647	тем и	2	1
648	как сказано	3	1
649	в сторону	1	1
650	этого общего	2	1
651	языке не	1	1
652	в иных	1	1
653	результате работы	1	1
654	и на	14	1
655	мы видим	2	1
656	формами языка	1	1
657	есть еще	1	1
658	возможно и	1	1
659	культуры и	1	1
660	в прямой	2	1
661	мнение о	2	1
662	не язык	2	1
663	формами и	1	1
664	с большой	1	1
665	они знают	1	1
666	в основу	1	1
667	на лингвистику	1	1
668	из всех	1	1
669	целого которое	1	1
670	или во	2	1
671	слово как	5	1
672	помощью которых	1	1
673	в английском	2	1
674	языка чем	1	1
675	таковы например	1	1
676	несмотря на	1	1
677	в свой	1	1
678	быть и	4	1
679	язык он	2	1
680	литературному языку	3	1
681	и специфичности	2	1
682	по своим	6	1
683	в отвлечении	1	1
684	и литературный	1	1
685	и такое	1	1
686	от них	1	1
687	котором можно	1	1
688	смысле но	1	1
689	язык только	1	1
690	языка его	3	1
691	отвлечении от	1	1
692	в действительной	1	1
693	слова который	1	1
694	и иных	2	1
695	или наоборот	1	1
696	есть и	1	1
697	этот рассказ	1	1
698	же просто	1	1
699	не внешне	1	1
700	оказываются в	1	1
701	от которого	1	1
702	в вопросах	1	1
703	в известной	2	1
704	же в	1	1
705	слова между	1	1
706	вернуться к	1	1
707	но по	2	1
708	и стилистической	1	1
709	его по	1	1
710	отличную от	1	1
711	в смысловых	1	1
712	всего в	1	1
713	языком так	1	1
714	звучат совершенно	1	1
715	для всего	1	1
716	что самое	1	1
717	и со	1	1
718	и где	1	1
719	которые не	1	1
720	же слово	3	1
721	с ними	3	1
722	таким же	1	1
723	на весь	1	1
724	тургенева в	1	1
725	к этому	2	1
726	лингвистики в	1	1
727	и др	14	1
728	подходит к	1	1
729	как оно	3	1
730	в стилистическом	1	1
731	и то	2	1
732	которых он	1	1
733	и уже	1	1
734	именно потому	1	1
735	нами в	2	1
736	и задачами	1	1
737	одного из	2	1
738	речи то	1	1
739	высказывания и	2	1
740	поэтического произведения	1	1
741	выходит за	3	1
742	одной и	1	1
743	одном из	1	1
744	языка не	1	1
745	литературе и	1	1
746	в каждом	4	1
747	те смысловые	1	1
748	слове которые	1	1
749	перед нами	4	1
750	укладывается в	2	1
751	которых мы	1	1
752	образ предмета	1	1
753	часто в	1	1
754	имеем в	1	1
755	впрочем не	1	1
756	могут не	2	1
757	формах и	3	1
758	языка это	2	1
759	жанра и	1	1
760	о нем	4	1
761	морфологических и	1	1
762	языке в	1	1
763	занимает в	1	1
764	лежит в	4	1
765	от его	3	1
766	эти понятия	1	1
767	характерно что	2	1
768	есть уже	1	1
769	в лучшем	2	1
770	и эта	2	1
771	такие стороны	1	1
772	важна здесь	1	1
773	стилистики но	1	1
774	самый предмет	1	1
775	все что	1	1
776	легко и	1	1
777	непосредственное отношение	1	1
778	языковой системы	4	1
779	самое слово	1	1
780	смысле в	3	1
781	жанра в	4	1
782	языка является	1	1
783	в свою	3	1
784	во втором	1	1
