N	2gram	Vygotskiy__3	OGranits
233	в свои	1	1
234	на то	16	1
235	даже для	1	1
236	один и	1	1
237	на словах	3	1
238	мы обязаны	1	1
239	в истории	2	1
240	что поэтический	1	1
241	в одной	2	1
242	внимание к	2	1
243	в своем	5	1
244	один из	6	1
245	моменты в	1	1
246	тех случаях	1	1
247	и как	8	1
248	через известный	1	1
249	его к	2	1
250	этот вопрос	1	1
251	что он	11	1
252	более или	1	1
253	не должна	2	1
254	что едва	1	1
255	или же	1	1
256	под ним	1	1
257	сам собой	2	1
258	он прекрасно	1	1
259	виде это	1	1
260	по которым	1	1
261	со всеми	2	1
262	то почему	1	1
263	в этой	13	1
264	для всех	2	1
265	остановиться на	2	1
266	само собой	1	1
267	и тот	1	1
268	конечно не	4	1
269	не можем	4	1
270	нам как	1	1
271	и у	1	1
272	только на	1	1
273	в действительном	1	1
274	если он	4	1
275	себя и	1	1
276	в нашей	1	1
277	и если	6	1
278	этот момент	1	1
279	если платон	1	1
280	что она	16	1
281	не из	1	1
282	наш анализ	1	1
283	и других	1	1
284	на эту	1	1
285	уже видели	1	1
286	одно из	2	1
287	не будут	1	1
288	в понимании	1	1
289	а вовсе	2	1
290	не сумеет	1	1
291	состоит в	3	1
292	в виде	2	1
293	переходит от	1	1
294	он весь	1	1
295	в конце	2	1
296	что без	1	1
297	но что	2	1
298	самые слова	1	1
299	из него	4	1
300	каждый из	1	1
301	подобно тому	1	1
302	ошибкой думать	1	1
303	отличие от	1	1
304	на этом	5	1
305	ее жизни	1	1
306	и вместе	2	1
307	это конечно	1	1
308	и всякое	1	1
309	для того	8	1
310	мы слышим	2	1
311	ни о	1	1
312	на всю	2	1
313	в совершенно	2	1
314	его определение	1	1
315	бы быть	1	1
316	для своей	1	1
317	и здесь	6	1
318	его в	3	1
319	как к	2	1
320	к которому	1	1
321	и дает	2	1
322	в предисловии	1	1
323	как же	2	1
324	заключается в	7	1
325	он все	2	1
326	лежит в	2	1
327	что мы	1	1
328	только одно	1	1
329	обратиться к	4	1
330	больше и	3	1
331	отнесена к	1	1
332	для них	1	1
333	образом мы	4	1
334	из нее	2	1
335	в интонациях	1	1
336	о которых	9	1
337	не было	1	1
338	она и	1	1
339	а на	1	1
340	которые не	1	1
341	все равно	1	1
342	далеко не	3	1
343	он действительно	2	1
344	и самый	1	1
345	которые с	2	1
346	он и	1	1
347	когда я	1	1
348	же точно	2	1
349	все время	30	1
350	уже у	1	1
351	отнюдь не	2	1
352	же самый	2	1
353	должно быть	1	1
354	него не	1	1
355	такой же	2	1
356	автора и	2	1
357	и тогда	1	1
358	если не	1	1
359	или менее	1	1
360	но при	1	1
361	вступает в	1	1
362	но если	4	1
363	которую мы	4	1
364	эти слова	2	1
365	и особенно	1	1
366	как все	2	1
367	в такой	3	1
368	как это	6	1
369	непременно должна	1	1
370	свои права	1	1
371	и языка	1	1
372	и назначение	1	1
373	и столь	2	1
374	в отличие	1	1
375	в которых	6	1
376	мысли и	1	1
377	и глубоко	1	1
378	бы что	1	1
379	бы мы	1	1
380	предисловии к	1	1
381	он говорит	6	1
382	такой степени	3	1
383	здесь он	1	1
384	к этому	3	1
385	где она	3	1
386	утверждая что	1	1
387	тому как	1	1
388	и вот	2	1
389	объединены в	1	1
390	и там	1	1
391	и более	2	1
392	их в	2	1
393	для понимания	1	1
394	своего времени	1	1
395	в пении	1	1
396	очень трудно	2	1
397	в последнем	1	1
398	быть не	2	1
399	этого слова	2	1
400	что такое	1	1
401	только то	2	1
402	это является	2	1
403	тому что	6	1
404	нет никакого	2	1
405	быть и	1	1
406	до конца	2	1
407	но это	3	1
408	и оно	1	1
409	в начале	1	1
410	строя и	1	1
411	обратимся к	1	1
412	и другое	4	1
413	в то	3	1
414	как о	1	1
415	мысли в	1	1
416	в достаточной	1	1
417	в определении	1	1
418	уже из	6	1
419	одна из	4	1
420	она ни	1	1
421	весь этот	3	1
422	поэта как	1	1
423	которых он	1	1
424	не знаем	2	1
425	мы все	4	1
426	того чтобы	9	1
427	уже на	1	1
428	в самых	1	1
429	и чем	2	1
430	при таком	2	1
431	и становится	1	1
432	никакого отношения	1	1
433	или в	5	1
434	того как	3	1
435	в самой	4	1
436	именно с	1	1
437	находятся в	2	1
438	или как	1	1
439	соединяются в	1	1
440	оказались бы	1	1
441	в основе	3	1
442	поэзии в	2	1
443	от него	1	1
444	сложнее и	1	1
445	это слово	1	1
446	только что	2	1
447	потому что	14	1
448	бы по	1	1
449	поэтической формы	1	1
450	эти три	1	1
451	этом отношении	1	1
452	это все	1	1
453	чем сложнее	1	1
454	сказать что	4	1
455	в поэтическом	1	1
456	речи здесь	1	1
457	равно как	1	1
458	все то	7	1
459	и часто	2	1
460	когда мы	2	1
461	во все	1	1
462	с его	1	1
463	эта возможность	1	1
464	указать на	3	1
465	же самое	10	1
466	всего в	1	1
467	вместе с	5	1
468	в поэтический	1	1
469	к речи	1	1
470	например в	2	1
471	что при	1	1
472	со времен	1	1
473	этой точки	1	1
474	они не	2	1
