N	2gram	Propp_Morf_1	Psycholo
116	из них	3	4
117	никто не	3	4
118	что не	1	4
119	в частности	2	4
120	друг с	1	4
121	с этой	1	4
122	рассказа как	1	4
123	совершенно не	1	4
124	ее в	1	4
125	к этому	3	4
126	в таком	1	4
127	например в	2	3
128	и до	1	3
129	короля и	1	3
130	и этот	1	3
131	и за	2	3
132	это совершенно	1	3
133	говорить о	3	3
134	с но	1	3
135	то это	3	3
136	что его	2	3
137	но не	4	3
138	как в	3	3
139	что именно	1	3
140	вот как	1	3
141	увидим что	1	3
142	ход действия	5	3
143	не можем	1	3
144	та же	2	3
145	из этой	1	3
146	на этом	3	3
147	в основу	2	3
148	здесь мы	3	3
149	его в	2	3
150	ни в	1	3
151	ни одной	1	3
152	далеко не	5	3
153	должно быть	1	3
154	но если	7	3
155	в которых	2	3
156	их в	1	3
157	что этот	1	3
158	она не	2	3
159	в то	3	3
160	в основе	1	3
161	в самых	2	3
162	совершенно неожиданно	1	3
163	материала в	1	3
164	и для	2	3
165	с ее	1	3
166	и говорит	1	3
167	в пределах	3	3
168	мнение что	1	3
169	так и	6	3
170	и здесь	5	3
171	что и	7	3
172	во всей	1	3
173	вслед за	5	3
174	том как	1	3
175	дело с	1	3
176	с одной	1	3
177	узнает о	3	3
178	мы получим	1	3
179	в виде	2	3
180	всяком случае	2	3
181	могло бы	1	3
182	в одном	1	3
183	из нее	1	3
184	тем что	4	3
185	до сих	1	3
186	но и	4	3
187	на этот	1	3
188	и затем	4	3
189	одной стороны	1	3
190	мы легко	1	3
191	совершенно одинаково	1	3
192	из которых	3	3
193	видит в	1	3
194	в той	1	3
195	еще раз	1	3
196	сих пор	1	3
197	все события	1	3
198	за этим	1	3
199	и вдруг	1	3
200	к этой	1	3
201	точно так	1	3
202	во всяком	2	3
203	также и	4	2
204	и то	1	2
205	он может	2	2
206	между двумя	1	2
207	из его	2	2
208	почти всегда	1	2
209	что эти	2	2
210	мы имеем	9	2
211	так чтобы	1	2
212	время как	3	2
213	и ее	3	2
214	это время	1	2
215	большей частью	4	2
216	бы то	3	2
217	так если	2	2
218	с его	2	2
219	во всех	4	2
220	со стороны	3	2
221	она есть	1	2
222	в одной	1	2
223	совершенно другой	1	2
224	что ее	1	2
225	что касается	1	2
226	в круг	1	2
227	и наконец	1	2
228	и сюжета	1	2
229	не в	3	2
230	и к	4	2
231	но в	2	2
232	тому как	5	2
233	не упоминается	3	2
234	представляет собой	17	2
235	бы не	1	2
236	из этих	1	2
237	нами в	2	2
238	если он	1	2
239	при этом	1	2
240	т д	39	2
241	читателя в	1	2
242	тем и	2	2
243	приходим к	2	2
244	в нее	1	2
245	на все	1	2
246	совершенно непонятно	1	2
247	в них	1	2
248	о которых	1	2
249	сюжета мы	1	2
250	в приложении	1	2
251	такой же	1	2
252	которую он	1	2
253	это делает	1	2
254	оказывается что	1	2
255	что говорит	1	2
256	вопрос о	7	2
257	быть не	1	2
258	даже в	1	2
259	надо было	1	2
260	в русской	1	2
261	не имеет	2	2
262	не по	2	2
263	начинает с	1	2
264	больше чем	1	2
265	определяет собой	1	2
266	действительно в	1	2
267	во всем	1	2
268	вместо того	1	2
269	бы по	1	2
270	точном смысле	1	2
271	не потому	1	2
272	в руки	3	2
273	перед ним	1	2
274	этот закон	1	2
275	к таким	1	2
276	но все	3	2
277	и другим	3	2
278	перейти к	2	2
279	что при	2	2
280	могли бы	1	2
281	без всякого	2	2
282	действия и	1	2
283	то время	3	2
284	что такой	1	2
285	и когда	1	2
286	то как	2	2
287	те же	1	2
288	и с	1	2
289	в последней	1	2
290	ничего не	4	2
291	можно сказать	2	2
292	в виду	1	2
293	материала и	1	2
294	но мы	3	2
295	которой все	1	2
296	и она	1	2
297	один из	5	2
298	мы увидим	8	2
299	ли он	1	2
300	верно и	1	2
301	никак нельзя	1	2
302	за ней	2	2
303	связи с	10	2
304	сюжет для	1	2
305	в нашей	1	2
306	не все	6	2
307	кажется что	1	2
308	его и	2	2
309	одно из	1	2
310	образом что	1	2
311	даже не	3	2
312	видим что	10	2
313	с другой	8	2
314	на ее	1	2
315	а с	2	2
316	прежде всего	9	2
317	тех пор	1	2
318	а на	3	2
319	не на	2	2
320	материал и	1	2
321	другой можно	1	2
322	до этого	1	2
323	некоторые из	1	2
324	к другой	1	2
325	с такой	1	2
326	в тех	6	2
327	по существу	12	2
328	в это	1	2
329	на пути	4	2
330	иногда может	3	2
331	не является	3	2
332	совершается в	2	2
333	в результате	7	2
334	его не	1	2
335	показать как	1	2
336	хотя бы	4	2
337	все они	1	2
338	мы переходим	1	2
339	другой стороны	4	2
340	а другой	1	2
341	этой цели	1	2
342	только он	1	1
343	ли можно	1	1
344	совершенно другом	1	1
345	таком случае	1	1
346	начинается с	3	1
347	связана с	3	1
348	и должны	1	1
349	решительно все	1	1
350	очень много	1	1
351	от самого	1	1
352	в первом	3	1
353	из самых	1	1
354	к созданию	1	1
355	где я	1	1
356	значения мы	1	1
357	элементы и	1	1
358	но никто	1	1
359	этого нет	2	1
360	вдруг совершенно	1	1
361	случае это	1	1
362	как во	1	1
363	мы получаем	2	1
364	к началу	4	1
365	и со	1	1
366	которое в	1	1
367	и заставляет	1	1
368	следовательно в	1	1
369	как таковые	1	1
370	еще не	3	1
371	если исходить	1	1
372	тем как	1	1
373	то мы	4	1
374	сколько же	1	1
375	друг к	2	1
376	чем это	2	1
377	они должны	1	1
378	но как	2	1
379	заметим что	2	1
380	нет не	1	1
381	что совсем	1	1
382	значение и	1	1
383	если в	5	1
384	а он	1	1
385	по отношению	4	1
386	сведений о	1	1
387	несмотря на	4	1
388	которые не	1	1
389	более чем	1	1
390	себя за	2	1
391	первый взгляд	3	1
392	же с	1	1
393	независимо от	3	1
394	сразу и	2	1
395	дает нам	1	1
396	о жизни	1	1
397	нельзя было	2	1
398	в полном	1	1
399	вопросом о	1	1
400	пытается убить	1	1
401	имеет в	1	1
402	в этот	1	1
403	очень многие	1	1
404	непонятно почему	1	1
405	ходу действия	1	1
406	точку зрения	1	1
407	формы в	1	1
408	в нашем	3	1
409	или во	1	1
410	ни одна	4	1
411	хотя эти	1	1
412	рассказ о	1	1
413	смысла но	1	1
414	только один	1	1
415	его убить	1	1
416	но ведь	1	1
417	огромное количество	1	1
418	эту мысль	1	1
419	на его	4	1
420	мы их	1	1
421	главным образом	4	1
422	ожидать что	1	1
423	встречаются на	1	1
424	впоследствии придется	1	1
425	он должен	2	1
426	он пользуется	1	1
427	вообще не	1	1
428	необходимо для	1	1
429	д все	2	1
430	подобно тому	6	1
431	может существовать	3	1
432	и независимо	1	1
433	будем говорить	1	1
434	то ни	3	1
435	как они	1	1
436	тем в	1	1
437	в совершенно	1	1
438	правильнее было	1	1
439	в другом	2	1
440	к другу	2	1
441	них не	1	1
442	или со	3	1
443	или просто	2	1
444	ко второму	1	1
445	деле в	1	1
446	условное обозначение	1	1
447	раз он	1	1
448	мы находимся	1	1
449	сразу с	1	1
450	и одна	1	1
451	они по	1	1
452	например с	2	1
453	еще одно	1	1
454	чтобы герой	3	1
455	от действия	1	1
456	за ним	1	1
457	вперед мы	1	1
458	опять является	1	1
459	шкловский и	1	1
460	и некоторые	1	1
461	понятия и	1	1
462	сделать эти	1	1
463	необходимости мы	1	1
464	на первый	3	1
465	в этих	13	1
466	для него	1	1
467	что такое	3	1
468	этой связи	1	1
469	где мы	1	1
470	она в	2	1
471	не столько	1	1
472	это наш	1	1
473	что до	1	1
474	не от	2	1
475	сама собой	1	1
476	ответить на	1	1
477	ее он	1	1
478	значение для	1	1
479	его жизнь	1	1
480	элемента из	1	1
481	образом и	1	1
482	которые в	1	1
483	и более	1	1
484	его до	1	1
485	простейший пример	1	1
486	бы быть	1	1
487	то с	2	1
488	это правило	1	1
489	но они	1	1
490	что с	1	1
491	ее отца	1	1
492	и отсюда	1	1
493	будем обозначать	1	1
494	логической и	1	1
495	того как	2	1
496	не сумеем	2	1
497	весь этот	1	1
498	как его	1	1
499	хотя мы	1	1
500	значение этого	1	1
501	вытекает из	1	1
502	это мы	1	1
503	дело в	1	1
504	или как	1	1
505	к концу	1	1
506	к ней	1	1
507	за исключением	1	1
508	здесь же	3	1
509	деле он	1	1
510	это уже	3	1
511	что вопрос	1	1
512	так то	1	1
513	имеем здесь	1	1
514	д они	2	1
515	другой ее	1	1
516	один раз	1	1
517	он называет	1	1
518	исходить из	1	1
519	материала по	1	1
520	и развития	1	1
521	если же	5	1
522	и материал	1	1
523	оно может	3	1
524	убивает его	2	1
525	как не	1	1
526	всего этого	1	1
527	они ни	1	1
528	мысль о	1	1
529	на той	2	1
530	в художественно	1	1
531	другой мы	1	1
532	слова а	1	1
533	как с	1	1
534	с собой	3	1
535	и каждый	1	1
536	должны найти	1	1
537	что от	1	1
538	этот сюжет	1	1
539	составные части	7	1
540	он сам	1	1
541	ему хочется	1	1
542	из другой	2	1
543	мы следовательно	1	1
544	краткое изложение	1	1
545	то они	2	1
546	все содержание	1	1
547	и просто	1	1
548	а также	4	1
549	может не	1	1
550	что им	1	1
551	к нему	3	1
552	большое количество	1	1
553	акта но	1	1
554	на одном	1	1
555	к королю	1	1
556	в другой	1	1
557	следить за	1	1
558	ряд других	1	1
559	дает своим	1	1
560	в лице	1	1
561	в третий	1	1
562	но так	1	1
563	но с	1	1
564	следует ли	1	1
565	совсем не	3	1
566	этого материала	1	1
567	одной из	1	1
568	на другие	2	1
569	что даже	1	1
570	и действительно	1	1
571	сразу к	1	1
572	между тем	5	1
573	он действует	2	1
574	формы которые	2	1
575	с какой	1	1
576	что следовательно	1	1
577	это остается	1	1
578	если это	3	1
579	и у	1	1
580	только на	1	1
581	ни было	2	1
582	порядке в	1	1
583	элемент а	1	1
584	он непосредственно	1	1
585	действующего лица	1	1
586	по законам	1	1
587	от других	2	1
588	проблему на	1	1
589	а то	3	1
590	не так	1	1
591	и их	2	1
592	от другого	2	1
593	от тех	1	1
594	с этими	1	1
595	ее не	1	1
596	же разряду	1	1
597	и никогда	1	1
598	мы берем	1	1
599	уже совершенно	1	1
600	представляют собой	11	1
601	это будет	1	1
602	были бы	1	1
603	в особенности	1	1
604	и даже	1	1
605	его чтобы	1	1
606	живой и	2	1
607	с другим	1	1
608	однако что	1	1
609	если только	1	1
610	эти две	1	1
611	и самая	1	1
612	это необходимо	1	1
613	действующих лиц	11	1
614	в предисловии	1	1
615	мы еще	1	1
616	и др	10	1
617	себя и	2	1
618	в некоторых	3	1
619	и своего	1	1
620	материал в	1	1
621	на которых	1	1
622	однако и	1	1
623	других для	1	1
624	под сюжетом	2	1
625	просит его	1	1
626	совершенно очевидно	1	1
627	переходим к	1	1
628	действия в	1	1
629	уже давно	1	1
630	см схему	1	1
631	а есть	1	1
632	что каждый	1	1
633	смысл который	1	1
634	их за	1	1
635	то можно	2	1
636	так мы	1	1
637	приводит в	1	1
638	он выбирает	1	1
639	мы опять	1	1
640	он приводит	2	1
641	что за	1	1
642	в течение	1	1
643	на эту	1	1
644	самого себя	2	1
645	отношению к	4	1
646	там где	5	1
647	это значит	1	1
648	вышел на	1	1
649	к следующему	1	1
650	и уносят	1	1
651	какую-нибудь иную	1	1
652	только для	1	1
653	но это	6	1
654	о его	1	1
655	и таким	2	1
656	в чем	1	1
657	к двум	1	1
658	им в	1	1
659	в один	3	1
660	но для	2	1
661	рассматривать как	1	1
662	является ли	1	1
663	становится понятным	1	1
664	ли в	1	1
665	в связи	9	1
666	другого значения	1	1
667	этого и	1	1
668	в точном	1	1
669	не оказывает	1	1
670	это можно	1	1
671	или в	4	1
672	третий раз	1	1
673	они даны	2	1
674	совершенно иное	1	1
675	но об	1	1
676	функций которые	1	1
677	от него	1	1
678	и однако	1	1
679	и ни	1	1
680	своих героев	1	1
681	на других	1	1
682	у которого	1	1
683	главным предметом	1	1
684	скажем что	1	1
685	идет об	1	1
686	все остальные	1	1
687	или не	3	1
688	же в	2	1
689	и другие	6	1
690	она его	1	1
691	иначе чем	2	1
692	только можно	1	1
693	скрывается под	1	1
694	черт и	1	1
695	а ведь	1	1
696	том или	1	1
697	сюжет есть	1	1
698	то здесь	3	1
699	равно как	1	1
700	в глаза	2	1
701	по одному	1	1
702	тесно связаны	1	1
703	в отдельности	1	1
704	что под	1	1
705	и царство	1	1
706	другом случае	1	1
707	это так	2	1
708	мы приходим	2	1
709	ничего общего	1	1
