N	2gram	Bakhtin_Pr_1	VrazhdaK
147	по своему	1	1
148	а следовательно	1	1
149	и всего	1	1
150	но не	12	1
151	не все	2	1
152	если в	1	1
153	преступление и	1	1
154	ли эта	1	1
155	и я	1	1
156	независимо от	13	1
157	как в	4	1
158	для создания	1	1
159	дает нам	2	1
160	для всех	1	1
161	как к	2	1
162	и наконец	6	1
163	себе не	2	1
164	эту проблему	1	1
165	так при	2	1
166	то в	1	1
167	нему с	1	1
168	в самом	7	1
169	что это	2	1
170	в целом	3	1
171	момент его	2	1
172	но ведь	1	1
173	как он	1	1
174	не могла	1	1
175	да и	3	1
176	которой не	1	1
177	высшей степени	5	1
178	всех этих	1	1
179	в плане	7	1
180	всего то	1	1
181	однако в	1	1
182	их и	2	1
183	входя в	2	1
184	это было	1	1
185	было бы	8	1
186	чисто художественном	1	1
187	в высшей	5	1
188	этого не	1	1
189	не всегда	6	1
190	художник как	1	1
191	но я	1	1
192	которую он	1	1
193	в этих	2	1
194	можно найти	1	1
195	его отношение	1	1
196	сам же	1	1
197	в поэме	1	1
198	не будем	3	1
199	тем не	3	1
200	не могли	2	1
201	он далеко	1	1
202	не должна	4	1
203	раз и	2	1
204	всех их	1	1
205	вплоть до	1	1
206	но они	4	1
207	тем самым	4	1
208	что эта	2	1
209	человека но	1	1
210	произведения это	2	1
211	не имеет	9	1
212	правда в	1	1
213	в процессе	1	1
214	как о	1	1
215	следовательно и	1	1
216	все свои	1	1
217	автора к	1	1
218	ничего не	6	1
219	он оказался	1	1
220	и лишь	1	1
221	того в	1	1
222	эстетический характер	2	1
223	до того	1	1
224	этом отношении	2	1
225	ли это	1	1
226	могут быть	5	1
227	отличается от	2	1
228	этого и	1	1
229	она же	1	1
230	не есть	6	1
231	не совсем	1	1
232	с ее	1	1
233	свою очередь	1	1
234	в ее	4	1
235	только при	2	1
236	то время	1	1
237	художником и	1	1
238	так и	5	1
239	на нее	1	1
240	не с	4	1
241	ясно что	3	1
242	было в	1	1
243	том как	2	1
244	на большую	1	1
245	и вообще	2	1
246	может в	1	1
247	художественные произведения	1	1
248	до сих	1	1
249	нас в	1	1
250	затем в	1	1
251	вопросу о	1	1
252	к нему	10	1
253	во всех	11	1
254	и большой	1	1
255	от них	2	1
256	говорить об	1	1
257	во всей	1	1
258	в форме	4	1
259	человека как	2	1
260	к которому	4	1
261	имеется в	1	1
262	этом смысле	3	1
263	но с	3	1
264	ли он	1	1
265	во всем	2	1
266	то он	1	1
267	себя в	2	1
268	своим собственным	1	1
269	только слова	1	1
270	хотя в	1	1
271	в душе	1	1
272	ни с	2	1
273	в известной	3	1
274	в одном	1	1
275	ее не	1	1
276	друг друга	1	1
277	не просто	1	1
278	остается за	5	1
279	в особенности	2	1
280	связан с	1	1
281	но поэзия	1	1
282	с другой	7	1
283	именно в	1	1
284	все равно	1	1
285	характерно для	2	1
286	такое же	1	1
287	души и	2	1
288	прежде всего	13	1
289	только по	4	1
290	на этот	1	1
291	до конца	1	1
292	человек в	2	1
293	одну из	1	1
294	в подобных	1	1
295	с помощью	7	1
296	в частности	2	1
297	материал и	2	1
298	с первого	1	1
299	из которых	2	1
300	п и	1	1
301	без труда	1	1
302	каковы же	1	1
303	того что	2	1
304	в свое	1	1
305	личность его	1	1
306	сих пор	1	1
307	но для	1	1
308	понимание их	1	1
309	к вопросу	1	1
310	более того	4	1
311	и от	3	1
312	это можно	1	1
313	и другими	3	1
314	о котором	2	1
315	это как	1	1
316	хотя и	3	1
317	ее и	1	1
318	у некоторых	1	1
319	бы в	1	1
320	еще более	1	1
321	но зато	2	1
322	только что	1	1
323	отношении к	1	1
324	и начинается	1	1
325	а о	1	1
326	быть и	1	1
327	не подвергая	1	1
328	только как	6	1
329	другой стороны	4	1
330	из этого	1	1
331	жизни и	1	1
332	к этой	1	1
333	в таком	3	1
334	все что	3	1
335	они не	3	1
