N	2gram	Savitsky_E_1	Tvorches
145	и только	3	2
146	всяком случае	3	2
147	в ту	1	2
148	в которую	1	2
149	к которому	1	2
150	с ними	1	2
151	только в	9	2
152	в стороне	3	2
153	и ее	1	2
154	точка зрения	2	2
155	уже в	1	2
156	в виде	5	2
157	и других	2	2
158	из них	3	2
159	в одном	2	2
160	вовсе не	6	2
161	отличие от	1	2
162	рядом с	1	2
163	в свой	1	2
164	эти наблюдения	1	2
165	с другой	7	2
166	не было	1	2
167	на этот	2	2
168	не означает	2	2
169	зависит от	1	2
170	и вообще	1	2
171	в частности	5	2
172	начиная с	2	2
173	к жизни	1	2
174	в россии	5	2
175	к человечеству	1	2
176	человеческой культуры	2	2
177	более того	1	2
178	в силах	1	2
179	в основе	1	2
180	более всего	1	2
181	с другими	2	2
182	ii с	1	2
183	связь с	1	2
184	но если	5	2
185	сам в	1	2
186	отказаться от	1	2
187	включает в	1	2
188	во всяком	3	2
189	ту же	1	1
190	речь идет	1	1
191	в сфере	3	1
192	как его	1	1
193	связана с	1	1
194	отметим что	1	1
195	перед лицом	1	1
196	с в	2	1
197	приходит к	1	1
198	всех и	1	1
199	той же	1	1
200	из всех	3	1
201	отцов и	1	1
202	из всего	1	1
203	что если	2	1
204	и тут	2	1
205	не делает	1	1
206	большую роль	1	1
207	сведена к	1	1
208	о будущем	1	1
209	на себя	3	1
210	грехе и	1	1
211	мы получаем	1	1
212	нет ли	1	1
213	то это	1	1
214	свою очередь	2	1
215	литературы и	1	1
216	между собой	2	1
217	быть в	1	1
218	с его	1	1
219	во всех	6	1
220	а тем	2	1
221	но как	2	1
222	к которой	1	1
223	если в	2	1
224	за их	1	1
225	в жизни	1	1
226	или иное	1	1
227	значение имеет	1	1
228	теперь не	1	1
229	ней по	1	1
230	в рамках	1	1
231	человеческой истории	1	1
232	с этим	2	1
233	однако не	1	1
234	и как	2	1
235	сказал бы	1	1
236	не являются	1	1
237	его к	1	1
238	и к	3	1
239	с г	1	1
240	на всем	4	1
241	и детей	1	1
242	психологии и	1	1
243	в идеологической	1	1
244	можно в	2	1
245	выше мы	1	1
246	что это	2	1
247	как некий	1	1
248	в известном	3	1
249	бы с	1	1
250	представляет собой	3	1
251	чуть ли	1	1
252	связанного с	1	1
253	думать что	8	1
254	что автор	1	1
255	с их	1	1
256	элементов в	1	1
257	нами в	1	1
258	и до	1	1
259	но его	1	1
260	на то	6	1
261	в случае	2	1
262	главным образом	2	1
263	параллели между	1	1
264	поскольку он	2	1
265	не значит	1	1
266	эта последняя	1	1
267	не к	2	1
268	в силу	2	1
269	любой из	1	1
270	несколько ниже	1	1
271	к выводу	1	1
272	можно было	3	1
273	что все	2	1
274	значение в	1	1
275	что создание	1	1
276	в глубине	1	1
277	мыслится как	1	1
278	ценности и	1	1
279	в будущее	2	1
280	входит в	1	1
281	того или	4	1
282	заключается в	2	1
283	подходит к	2	1
284	смотреть на	1	1
285	затем как	1	1
286	было бы	8	1
287	по себе	4	1
288	ведь в	1	1
289	сказывается в	2	1
290	мог бы	2	1
291	… но	1	1
292	в ином	1	1
293	и рядом	2	1
294	человечества на	1	1
295	ошибках и	1	1
296	для них	2	1
297	в них	3	1
298	к которым	5	1
299	к осознанию	1	1
300	несмотря на	4	1
301	мы видели	3	1
302	жизни но	1	1
303	мы знаем	1	1
304	видим как	2	1
305	в развитии	2	1
306	должно быть	1	1
307	потому и	1	1
308	их на	1	1
309	перед собой	1	1
310	в эту	2	1
311	в этих	2	1
312	означает ли	1	1
313	сам и	1	1
314	в глубь	1	1
315	делать что	1	1
316	если можно	1	1
317	или вернее	2	1
318	признать что	1	1
319	и о	1	1
320	и более	2	1
321	с так	1	1
322	возвращается к	1	1
323	даже в	4	1
324	нас к	2	1
325	тому что	1	1
326	вплоть до	1	1
327	в идеологическом	2	1
328	она не	2	1
329	что с	1	1
330	на земле	1	1
331	в обоих	1	1
332	дело в	3	1
333	на себе	1	1
334	имеют дело	1	1
335	не имеет	4	1
336	на путях	4	1
337	вопрос не	2	1
338	действительности но	1	1
339	с большой	2	1
340	дает нам	1	1
341	в русском	1	1
342	к ней	4	1
343	мире и	1	1
344	со своим	1	1
345	в сознании	1	1
346	человечество с	1	1
347	считать что	1	1
348	как будто	2	1
349	именно потому	2	1
350	в области	11	1
351	ли это	3	1
352	и несколько	1	1
353	и со	3	1
354	свое собственное	1	1
355	он называет	1	1
356	стороны и	6	1
357	будущее в	1	1
358	не могут	2	1
359	в среде	1	1
360	во все	3	1
361	невозможно не	1	1
362	для развития	1	1
363	числе и	1	1
364	одну и	2	1
365	к тому	8	1
366	что оно	1	1
367	той или	4	1
368	оставим в	1	1
369	в применении	3	1
370	для себя	1	1
371	своего развития	1	1
372	как мы	5	1
373	и художественное	1	1
374	в обстановке	1	1
375	указывать на	1	1
376	на основе	2	1
377	то или	1	1
378	мысль о	1	1
379	то чтобы	1	1
380	что само	1	1
381	культуры и	2	1
382	то время	1	1
383	в пределах	25	1
384	этот период	1	1
385	и ту	2	1
386	каждого из	1	1
387	с собой	1	1
388	еще в	1	1
389	когда в	1	1
390	стороне от	1	1
391	во второй	3	1
392	человечества ибо	1	1
393	является в	1	1
394	поэтому в	1	1
395	был не	1	1
396	означает что	1	1
397	в построении	1	1
398	на берегах	1	1
399	приближается к	3	1
400	всего человечества	2	1
401	нам представляется	1	1
402	на вопрос	1	1
403	столь же	5	1
404	одного из	1	1
405	с одной	8	1
406	лишь в	1	1
407	может не	1	1
408	как было	3	1
409	начале xx	1	1
410	то исключительно	1	1
411	истории в	1	1
412	а у	1	1
413	то мы	1	1
414	не сводится	1	1
415	к античной	1	1
416	нем и	1	1
417	ли здесь	2	1
418	с а	2	1
419	роль но	1	1
420	если взять	1	1
421	в сферу	2	1
422	xix век	1	1
423	значит что	1	1
424	может относиться	2	1
425	известном смысле	3	1
426	в формах	1	1
427	его собственная	2	1
428	ли он	1	1
429	в идеи	1	1
430	как нечто	1	1
431	то в	4	1
432	который в	1	1
433	или же	1	1
434	сильнее чем	1	1
435	связи с	1	1
436	входящие в	1	1
437	переходит в	1	1
438	не можем	2	1
439	ряде случаев	1	1
440	не находим	1	1
441	в большинстве	2	1
442	для удовлетворения	4	1
443	не из	3	1
444	не дает	3	1
445	участие в	2	1
446	который по	1	1
447	мир в	1	1
448	был бы	1	1
449	и их	1	1
450	не о	1	1
451	о характере	1	1
452	бытия и	1	1
453	во власти	2	1
454	что и	3	1
455	со стороны	5	1
456	или иной	4	1
457	даже не	1	1
458	влияние на	2	1
459	русской жизни	1	1
460	новый мир	2	1
461	и прежде	3	1
462	что для	1	1
463	связано с	3	1
464	может жить	1	1
465	в любой	1	1
466	с большей	1	1
467	выше и	1	1
468	свой счет	1	1
469	и всякая	1	1
470	идеи его	1	1
471	всегда и	1	1
472	оснований для	1	1
473	русской действительности	1	1
474	в связи	1	1
475	к сознанию	1	1
476	и имеет	2	1
477	время с	1	1
478	эта идея	1	1
479	как это	4	1
480	сказанное относится	1	1
481	что за	1	1
482	не дают	2	1
483	с такой	1	1
484	в течение	5	1
485	применении к	3	1
486	что же	2	1
487	тем меньше	2	1
488	о соотношении	1	1
489	мы же	1	1
490	духовной жизни	2	1
491	том смысле	1	1
492	этого слова	1	1
493	а к	1	1
494	ней в	1	1
495	и для	3	1
496	грубость и	1	1
497	этот принцип	1	1
498	в результате	3	1
499	ее и	1	1
500	для нас	4	1
501	но когда	1	1
502	своих произведений	1	1
503	еще более	2	1
504	тот же	1	1
505	отношении к	15	1
506	не есть	2	1
507	в свою	3	1
508	между ними	2	1
509	с ней	1	1
510	сказать что	4	1
511	не быть	1	1
512	но этот	1	1
513	в характере	1	1
514	в последнем	1	1
515	или иного	4	1
516	себе не	3	1
517	частности в	2	1
518	и другие	1	1
519	как на	3	1
520	том числе	1	1
521	смысле что	1	1
