N	2gram	Voloshinov_1	VeschiIm
106	общение с	1	5
107	вообще не	1	5
108	содержит в	1	5
109	это не	3	5
110	с тем	8	5
111	не в	6	5
112	тем не	1	5
113	в отношении	2	5
114	не менее	1	5
115	одна из	1	5
116	у нас	4	5
117	свою очередь	4	5
118	в ее	3	5
119	должны быть	1	5
120	если бы	4	5
121	для этого	1	5
122	другими словами	7	5
123	еще не	3	5
124	или не	1	5
125	что для	1	5
126	ни на	3	5
127	ни от	1	5
128	с этой	1	5
129	и для	3	5
130	а в	5	5
131	в свою	6	5
132	собственном смысле	1	4
133	мы не	9	4
134	так чтобы	1	4
135	я не	1	4
136	имя и	1	4
137	в их	1	4
138	во всех	6	4
139	для всякого	2	4
140	нет и	3	4
141	независимо от	5	4
142	с этим	2	4
143	в своем	1	4
144	однако не	1	4
145	как и	10	4
146	с точки	5	4
147	слово и	3	4
148	же время	7	4
149	должен быть	2	4
150	и о	1	4
151	то или	4	4
152	только то	1	4
153	о том	4	4
154	определенным образом	1	4
155	с другой	1	4
156	что и	3	4
157	этот вопрос	2	4
158	из них	3	4
159	тем что	2	4
160	и даже	3	4
161	даже не	1	4
162	как же	1	4
163	и потому	2	4
164	как только	4	4
165	говорить что	1	4
166	с полной	1	4
167	не существует	4	4
168	и все	4	4
169	собственно говоря	1	4
170	от того	3	4
171	между ними	3	4
172	от самой	1	3
173	самом деле	4	3
174	что смысл	1	3
175	и всем	1	3
176	отношения к	3	3
177	если я	1	3
178	мы имеем	2	3
179	бы что	1	3
180	вопрос о	2	3
181	но даже	2	3
182	не то	1	3
183	явление как	1	3
184	внутри себя	2	3
185	более или	1	3
186	себе не	1	3
187	вопроса о	4	3
188	в нем	4	3
189	раз навсегда	1	3
190	перестает быть	1	3
191	на этом	1	3
192	могла бы	1	3
193	было в	4	3
194	в жизни	2	3
195	несмотря на	2	3
196	и тогда	2	3
197	или менее	1	3
198	в своей	2	3
199	все это	4	3
200	их в	3	3
201	как можно	1	3
202	тогда когда	1	3
203	ее с	2	3
204	в основе	2	3
205	само по	1	3
206	того чтобы	7	3
207	или как	6	3
208	к тому	4	3
209	на это	4	3
210	и самое	1	3
211	без всякого	1	3
212	в собственном	1	3
213	и сам	2	3
214	понимание и	2	3
215	так и	6	3
216	нужно было	2	3
217	и вообще	2	3
218	можно сказать	4	3
219	общение в	2	3
220	один из	4	3
221	мы видим	3	3
222	тот же	2	3
223	что он	2	3
224	но как	2	3
225	но то	1	3
226	не мешает	1	3
227	только на	3	3
228	в одном	3	3
229	отношение к	2	3
230	можно с	1	3
231	никакого отношения	1	3
232	мы возьмем	1	3
233	даже и	2	3
234	никогда не	7	3
235	эти две	1	3
236	а с	5	3
237	вместе с	5	3
238	что именно	3	3
239	в той	5	3
240	тому как	1	3
241	да и	4	3
242	она должна	1	3
243	к пониманию	1	3
244	к данной	4	3
245	бы в	5	3
246	и ни	2	3
247	тем более	1	3
248	хотя бы	18	3
249	же самой	2	3
250	с самим	2	3
251	можно говорить	1	2
252	от этого	1	2
253	как это	5	2
254	переход от	1	2
255	тем же	3	2
256	обойтись без	1	2
257	мы уже	10	2
258	той же	5	2
259	к чему	2	2
260	все бытие	1	2
261	как мы	9	2
262	человека и	1	2
263	оба эти	1	2
264	себе что	1	2
265	быть понято	2	2
266	не нужно	2	2
267	мысли и	1	2
268	мы будем	6	2
269	себе и	2	2
270	наряду с	1	2
271	как в	2	2
272	и нет	2	2
273	понять и	1	2
274	когда он	1	2
275	и понимания	1	2
276	то в	1	2
277	от чего	2	2
278	звуков и	1	2
279	выражение в	3	2
280	остановиться на	1	2
281	только один	1	2
282	но ведь	6	2
283	если он	3	2
284	и если	1	2
285	какой-то смысл	2	2
286	он не	2	2
287	о которой	1	2
288	для того	9	2
289	как часто	1	2
290	в силу	1	2
291	и вот	3	2
292	существует и	2	2
293	и этот	1	2
294	но все	4	2
295	а затем	1	2
296	об этом	3	2
297	на все	1	2
298	то есть	4	2
299	затем и	1	2
300	и тем	6	2
301	ни в	1	2
302	общение и	2	2
303	но уже	1	2
304	это общение	1	2
305	все равно	1	2
306	в слове	3	2
307	и уже	3	2
308	есть какое-то	1	2
309	и тоже	1	2
310	не мог	3	2
311	жизнь не	1	2
312	бы к	1	2
313	понимания и	2	2
314	и эти	1	2
315	же мы	5	2
316	же такое	2	2
317	тому что	5	2
318	бы на	1	2
319	суждения о	1	2
320	но они	1	2
321	с которой	1	2
322	пусть даже	1	2
323	на него	4	2
324	в разных	3	2
325	в самой	1	2
326	тех или	4	2
327	и его	7	2
328	ничто не	1	2
329	это уже	1	2
330	и явлений	1	2
331	как некое	1	2
332	если же	1	2
333	мы ведь	1	2
334	оно может	1	2
335	говорили что	1	2
336	и когда	2	2
337	с собой	2	2
338	необходимо не	1	2
339	не с	3	2
340	мог бы	1	2
341	является в	1	2
342	в виду	3	2
343	именно потому	1	2
344	на вопрос	1	2
345	и та	1	2
346	никак не	1	2
347	как ее	1	2
348	может не	1	2
349	и во	1	2
350	еще более	2	2
351	тот момент	1	2
352	к личности	1	2
353	обе эти	1	2
354	и понимает	1	2
355	или его	1	2
356	в качестве	4	2
357	как нечто	2	2
358	не из	1	2
359	его и	3	2
360	допустим что	2	2
361	мы можем	7	2
362	свое выражение	2	2
363	в особенности	1	2
364	имя может	1	2
365	превращается в	1	2
366	ничем не	1	2
367	именно так	1	2
368	о чем	1	2
369	ближе к	1	2
370	если не	3	2
371	но оно	1	2
372	в частности	3	2
373	как вещь	1	2
374	который мы	2	2
375	мы говорили	2	2
376	в первой	2	2
377	это выражение	2	2
378	кроме того	2	2
379	при всем	2	2
380	в более	1	2
381	ее но	1	2
382	ни к	2	2
383	но зато	1	2
384	теперь же	2	2
385	может и	1	2
386	состоит из	1	2
387	была бы	1	2
388	от всех	1	2
389	является и	1	2
390	что то	2	2
391	это так	1	2
392	но еще	1	2
393	в своих	2	2
394	так же	4	2
395	равным образом	1	1
396	с новыми	1	1
397	я и	2	1
398	потрогать руками	1	1
399	также что	1	1
400	же как	1	1
401	чтобы не	1	1
402	это значит?	1	1
403	ли оно	1	1
404	с кем	2	1
405	и житейского	1	1
406	только потому	2	1
407	своей основной	1	1
408	другому человеку	1	1
409	к полному	2	1
410	просто но	1	1
411	мы имели	2	1
412	между двумя	2	1
413	чего не	1	1
414	что эти	2	1
415	не имеют	1	1
416	от которых	2	1
417	в зависимости	5	1
418	когда происходит	1	1
419	его внешнего	1	1
420	в наш	1	1
421	для своего	1	1
422	которую мы	1	1
423	в смысловом	1	1
424	в которой	7	1
425	среды и	1	1
426	именно к	1	1
427	на эти	2	1
428	которой как	1	1
429	жизни как	1	1
430	уже в	5	1
431	и выразительным	1	1
432	и на	6	1
433	между собой	2	1
434	качестве одного	1	1
435	совершенно другое	1	1
436	с его	7	1
437	конечно это	1	1
438	то мы	3	1
439	итак мы	2	1
440	присмотримся ближе	1	1
441	одном и	1	1
442	только тогда	2	1
443	если в	1	1
444	данного человека	1	1
445	ответ на	2	1
446	в общем	1	1
447	мы теперь	1	1
448	смысловой и	1	1
449	этого общения	1	1
450	форме и	2	1
451	выраженное или	1	1
452	представим себе	1	1
453	в истории	1	1
454	и выражения	1	1
455	решительно все	1	1
456	следовательно оно	1	1
457	только ее	1	1
458	не хватает	1	1
459	имеют и	1	1
460	внутренняя жизнь	1	1
461	как нам	1	1
462	нельзя было	1	1
463	перед нами	3	1
464	и где	1	1
465	хотя и	3	1
466	и к	4	1
467	даже просто	1	1
468	смысл но	1	1
469	ясно и	1	1
470	чего же	2	1
471	все эти	2	1
472	отчасти и	1	1
473	в этой	6	1
474	еще один	1	1
475	всего к	1	1
476	зависимости от	5	1
477	движение и	1	1
478	тому же	2	1
479	как он	1	1
480	не могла	1	1
481	в общении	1	1
482	главным образом	3	1
483	при этом	9	1
484	только себя	1	1
485	он ни	1	1
486	или других	1	1
487	еще раньше	1	1
488	всего предыдущего	1	1
489	оно происходит	1	1
490	он должен	3	1
491	к одному	1	1
492	этого вопроса	1	1
493	не к	3	1
494	не как	1	1
495	слово или	2	1
496	действительности к	1	1
497	необходимо для	1	1
498	одной и	2	1
499	смысле как	1	1
500	всех своих	4	1
501	будем говорить	3	1
502	одному и	1	1
503	однако в	2	1
504	его понимание	2	1
505	или иных	3	1
506	это конечно	1	1
507	в определенное	1	1
508	конечно в	1	1
509	в себе?	1	1
510	и общий	1	1
511	того или	5	1
512	который уже	1	1
513	на бумаге	1	1
514	этот первый	1	1
515	может стать	2	1
516	нас есть	1	1
517	должен был	1	1
518	говорить в	2	1
519	только лишь	1	1
520	общение это	1	1
521	как видно	1	1
522	со своими	1	1
523	не всегда	2	1
524	и вне	1	1
525	же самый	1	1
526	всякого сомнения	1	1
527	и того	1	1
528	ли быть	1	1
529	но почему	1	1
530	одного и	1	1
531	что собственно	1	1
532	нет никакого	1	1
533	на первый	1	1
534	с ума	1	1
535	от всякого	1	1
536	этом случае	3	1
537	причины и	1	1
538	нас не	2	1
539	мы замечаем	1	1
540	мы конечно	2	1
541	и без	4	1
542	представить себе	3	1
543	в котором	3	1
544	то для	1	1
545	и уж	1	1
546	этой стадии	1	1
547	конечно тоже	1	1
548	поэтому в	1	1
549	и останется	1	1
550	но эта	2	1
551	совершенно иначе	2	1
552	что было	3	1
553	к нашему	1	1
554	тем самым	7	1
555	как от	1	1
556	заставляет его	1	1
557	раз и	1	1
558	уже просто	1	1
559	момент что	1	1
560	что эта	1	1
561	дело не	1	1
562	выражение вот	1	1
563	начала своего	1	1
564	о них	1	1
565	к такому	1	1
566	это еще	1	1
567	будет всегда	1	1
568	находятся в	1	1
569	учения о	1	1
570	всего на	1	1
571	то явление	1	1
572	видим что	2	1
573	такой случай	1	1
574	по своей	2	1
575	и является	5	1
576	это слово	2	1
577	переживания или	2	1
578	в сознании	3	1
579	так называемый	1	1
580	внутренней жизни	3	1
581	эти три	2	1
582	которое не	2	1
583	до того	3	1
584	себе это	2	1
585	и делает	1	1
586	за ними	2	1
587	только одна	2	1
588	в каком	2	1
589	и оно	1	1
590	на гораздо	1	1
591	не могут	1	1
592	но откуда	1	1
593	указать на	1	1
594	понять что	1	1
595	кем и	1	1
596	общения в	4	1
597	утверждать что	1	1
598	самостоятельным и	1	1
599	неумолимая диалектика	1	1
600	числа я	1	1
601	из всего	2	1
602	воли и	1	1
603	в конце	6	1
604	как не	2	1
605	происходит и	1	1
606	ведь они	1	1
607	указывать на	1	1
608	будет нашим	1	1
609	общении в	2	1
610	ни слова	2	1
611	и от	7	1
612	и внутреннее	1	1
613	только не	1	1
614	уже с	1	1
615	с самого	4	1
616	ее наиболее	1	1
617	который нельзя	1	1
618	что у	3	1
619	достаточно чтобы	1	1
620	в другом	1	1
621	а этот	2	1
622	здесь как	1	1
623	реальной жизни	1	1
624	к самой	1	1
625	подойти к	2	1
626	когда в	1	1
627	именно этот	1	1
628	с реальными	1	1
629	спорить с	1	1
630	быть может	3	1
631	другое дело	1	1
632	или иной	4	1
633	будет уже	1	1
634	связанное с	1	1
635	это понимание	1	1
636	только так	1	1
637	или только	1	1
638	не был	1	1
639	или от	1	1
640	за пределами	1	1
641	ясным что	1	1
642	только требует	1	1
643	почему же	2	1
644	таким же	1	1
645	словом только	1	1
646	от силы	1	1
647	должно было	3	1
648	нет это	1	1
649	связь между	2	1
650	язык и	9	1
651	нуждается в	2	1
652	на одном	1	1
653	не надо	1	1
654	полного тождества	1	1
655	вслед за	1	1
656	что бы	1	1
657	каких бы	1	1
658	заявления и	1	1
659	на отдельные	2	1
660	точно образом	1	1
661	к которому	1	1
662	одного из	1	1
663	говорили выше	1	1
664	в какой	2	1
665	в угоду	1	1
666	внутренней и	3	1
667	реально существует	1	1
668	и так	6	1
669	всей жизни	1	1
670	на несколько	1	1
671	не было	2	1
672	организма и	1	1
673	теперь в	3	1
674	самое содержание	1	1
675	тот или	1	1
676	никакой особой	1	1
677	и все-таки	2	1
678	где они	1	1
679	с какой	1	1
680	было так	1	1
681	для всех	2	1
682	это ни	1	1
683	и событий	1	1
684	конечно не	3	1
685	не можем	1	1
686	указания на	1	1
687	существенное для	1	1
688	в виде	1	1
689	в начале	3	1
690	свидетельствует о	1	1
691	является не	1	1
692	при помощи	1	1
693	конечно нет	1	1
694	зрения на	2	1
695	очевидно что	2	1
696	себе в	2	1
697	слова в	5	1
698	вовсе не	2	1
699	или между	1	1
700	не о	1	1
701	и перестает	1	1
702	у него	1	1
703	этими словами	1	1
704	и будет	1	1
705	общения и	4	1
706	проявлением которой	1	1
707	к той	1	1
708	ведь уже	1	1
709	вне ее	1	1
710	до сих	1	1
711	же самым	1	1
712	и эту	2	1
713	которых мы	1	1
714	как данная	1	1
715	к которым	1	1
716	души и	1	1
717	ничего что	2	1
718	окружающего мира	1	1
719	в движении	2	1
720	эту новую	1	1
721	зависит от	2	1
722	благодаря своим	1	1
723	к таким	1	1
724	его как	1	1
725	же точно	1	1
726	бы ее	1	1
727	нет ничего	2	1
728	прибавить еще	1	1
729	порождает и	1	1
730	и законченной	1	1
731	всегда должен	1	1
732	смысл который	1	1
733	вещи можно	1	1
734	следовательно что	1	1
735	это чрезвычайно	1	1
736	поэтому если	1	1
737	из которых	3	1
738	он говорит	1	1
739	смысле этого	2	1
740	расстояние между	3	1
741	его чисто	1	1
742	только чтобы	1	1
743	дерево и	1	1
744	и другой	1	1
745	не смогли	2	1
746	в состоянии	1	1
747	и жизнь	2	1
748	действительности как	1	1
749	или хотя	2	1
750	этого слова	3	1
751	все детали	1	1
752	слова и	5	1
753	и тому	3	1
754	сказать не	2	1
755	в любом	1	1
756	существуют какие-то	1	1
757	сих пор	2	1
758	мешает нам	1	1
759	в так	2	1
760	является как	1	1
761	стоит только	1	1
762	не знаем	4	1
763	рассчитано на	1	1
764	но для	3	1
765	даже больше	1	1
766	из чего	1	1
767	переживания и	2	1
768	не является	5	1
769	являются не	1	1
770	человек сам	1	1
771	или в	2	1
772	сознания и	1	1
773	его с	1	1
774	о котором	1	1
775	у них	2	1
776	и внешней	3	1
777	чтобы его	1	1
778	и смысл	1	1
779	конце концов	3	1
780	мы должны	10	1
781	зрения в	2	1
782	ведь как	1	1
783	кроме самого	1	1
784	одной из	2	1
785	к какому	1	1
786	слово в	2	1
787	с ней	2	1
788	особых условиях	1	1
789	может ведь	1	1
790	понимать как	1	1
791	только как	1	1
792	другой стороны	1	1
793	дело с	1	1
794	мы увидим	5	1
795	только о	1	1
796	ли он	2	1
797	животного человека	1	1
798	теории не	1	1
799	самое и	1	1
800	в действительности	1	1
801	чтобы эти	1	1
802	как таковое	2	1
803	и эта	3	1
804	в противоположность	1	1
805	многочисленных форм	1	1
806	к этому	2	1
807	иной новый	1	1
808	думать что	1	1
809	в таком	1	1
810	существенные и	1	1
811	гораздо более	2	1
