N	2gram	Nazirov_Tv_1	Myshleni
148	в самой	1	3
149	уже говорили	1	3
150	в основе	2	3
151	и это	1	3
152	данном случае	2	3
153	в собственном	1	3
154	действия и	1	3
155	и сам	1	3
156	с ним	3	3
157	но мы	1	3
158	утверждает что	1	3
159	не надо	1	3
160	тем более	1	3
161	все время	1	3
162	значение в	1	3
163	одной из	4	3
164	но не	3	3
165	вот почему	3	3
166	из них	2	3
167	для него	6	3
168	отличие от	2	3
169	в отличие	2	3
170	что для	2	3
171	только что	2	3
172	а не	5	3
173	он говорит	3	3
174	в данном	2	3
175	только для	1	3
176	не существует	3	3
177	он на	1	3
178	или в	2	3
179	и все	6	3
180	того же	2	3
181	к этой	1	3
182	тем самым	7	3
183	ли можно	1	2
184	ту же	3	2
185	также и	1	2
186	же как	1	2
187	и есть	1	2
188	в котором	6	2
189	той же	3	2
190	из всех	4	2
191	что если	1	2
192	он как	1	2
193	говорить о	1	2
194	среды на	1	2
195	принадлежит к	1	2
196	в их	3	2
197	этот жест	1	2
198	и самого	1	2
199	столь же	1	2
200	во всех	1	2
201	этом пункте	1	2
202	не то	2	2
203	еще один	1	2
204	отнюдь не	5	2
205	как говорит	1	2
206	наряду с	1	2
207	перед нами	2	2
208	в полном	1	2
209	целый ряд	1	2
210	как уже	1	2
211	и как	4	2
212	его к	1	2
213	за собой	1	2
214	к чему	1	2
215	представляет собой	3	2
216	в известном	1	2
217	в себе	2	2
218	и потребности	1	2
219	своем развитии	1	2
220	чем для	1	2
221	свою собственную	1	2
222	же это	1	2
223	и более	1	2
224	подход к	1	2
225	для всей	1	2
226	самого автора	1	2
227	на все	1	2
228	на этой	1	2
229	ни в	1	2
230	все равно	1	2
231	в один	2	2
232	и тогда	1	2
233	в этих	2	2
234	отрыве от	1	2
235	но если	3	2
236	том же	1	2
237	этой проблемы	2	2
238	всякий раз	1	2
239	быть может	2	2
240	и другое	1	2
241	от жизни	2	2
242	для всего	1	2
243	больше чем	2	2
244	учения о	1	2
245	иными словами	2	2
246	к ней	2	2
247	что на	1	2
248	к себе	1	2
249	не могут	1	2
250	могут быть	2	2
251	во все	1	2
252	но все	1	2
253	в других	1	2
254	же самое	1	2
255	указывает на	1	2
256	опираясь на	1	2
257	бы что	1	2
258	с ее	3	2
259	как по	1	2
260	в себя	2	2
261	на том	2	2
262	за то	2	2
263	живет в	2	2
264	как у	1	2
265	можно сказать	2	2
266	автора к	1	2
267	своей книге	1	2
268	видит причину	1	2
269	самому себе	1	2
270	нас в	1	2
271	и всю	1	2
272	в его	13	2
273	что и	2	2
274	это указание	1	2
275	жизни он	2	2
276	и тем	2	2
277	вопрос об	1	2
278	принцип удовольствия	1	2
279	на протяжении	3	2
280	и других	3	2
281	ибо он	1	2
282	очень хорошо	1	2
283	в одном	1	2
284	но что	1	2
285	у него	7	2
286	заметить что	1	2
287	тем что	1	2
288	протяжении всего	2	2
289	и обратно	1	2
290	и из	1	2
291	именно в	2	2
292	к необходимости	1	2
293	линии развития	1	2
294	на которых	1	2
295	и самый	1	2
296	на эту	4	2
297	когда она	1	2
298	для человека	3	2
299	связь с	1	2
300	человека к	1	2
301	эта теория	1	2
302	на втором	1	2
303	видит в	1	2
304	чем в	1	2
305	это есть	1	2
306	что же	1	2
307	в первой	2	2
308	можно считать	1	2
309	человек с	1	2
310	с этой	1	2
311	к вопросу	1	2
312	но с	1	2
313	в книге	3	2
314	в более	1	2
315	приводит нас	1	2
316	это все	1	2
317	к его	1	2
318	ее в	3	2
319	и волю	1	1
320	себя как	2	1
321	я и	3	1
322	от этой	1	1
323	этого в	1	1
324	в сфере	1	1
325	того пункта	1	1
326	рассматривать в	3	1
327	должно стать	1	1
328	проблемы в	2	1
329	по преимуществу	2	1
330	не имеют	4	1
331	со своей	1	1
332	и этот	1	1
333	есть не	2	1
334	ни даже	1	1
335	на пороге	1	1
336	на первый	1	1
337	на первом	2	1
338	не во	2	1
339	и о	1	1
340	единство и	1	1
341	сути дела	3	1
342	человека чем	1	1
343	ошибки но	1	1
344	я не	3	1
345	но даже	1	1
346	и со	1	1
347	не способен	1	1
348	и он	2	1
349	из ее	1	1
350	в ней	2	1
351	и на	7	1
352	он был	1	1
353	между собой	1	1
354	время в	3	1
355	когда же	1	1
356	воображение и	1	1
357	бы то	1	1
358	в чем	2	1
359	во имя	2	1
360	как правило	1	1
361	одним словом	1	1
362	в ее	1	1
363	друг на	1	1
364	его сознания	1	1
365	а и	1	1
366	с какой-нибудь	1	1
367	это и	3	1
368	мы снова	1	1
369	но тем	1	1
370	заметим кстати	1	1
371	для создания	1	1
372	более и	1	1
373	и где	1	1
374	сознания в	1	1
375	и наконец	2	1
376	один ряд	1	1
377	себе не	2	1
378	смысла но	1	1
379	с той	1	1
380	умственного развития	1	1
381	та же	4	1
382	формы в	1	1
383	учение о	1	1
384	мировоззрения и	2	1
385	сливаются в	1	1
386	имеем в	1	1
387	тому же	1	1
388	что игра	1	1
389	так сказать	2	1
390	когда человек	2	1
391	и если	1	1
392	в нем	3	1
393	связанные с	1	1
394	по самому	2	1
395	же именно	1	1
396	о которой	1	1
397	этого вопроса	1	1
398	не к	1	1
399	собой не	1	1
400	что еще	1	1
401	и вот	1	1
402	него есть	2	1
403	с представлением	1	1
404	для утверждения	1	1
405	на этом	1	1
406	находим у	1	1
407	новую принципиально	1	1
408	в основу	1	1
409	а вместе	1	1
410	то ни	1	1
411	а затем	2	1
412	этом он	2	1
413	им как	1	1
414	а по	2	1
415	на ту	1	1
416	его в	1	1
417	с самим	1	1
418	известно что	2	1
419	центральное место	1	1
420	по мысли	1	1
421	должен был	1	1
422	с самого	3	1
423	приходит в	1	1
424	нам по	1	1
425	за ней	1	1
426	он приходит	1	1
427	от человеческого	1	1
428	в жизни	2	1
429	материал для	1	1
430	для них	1	1
431	принципиально отличную	1	1
432	является более	1	1
433	на грани	1	1
434	тот самый	1	1
435	что не	2	1
436	с тем	1	1
437	всю жизнь	1	1
438	нигде не	1	1
439	такой же	2	1
440	что такое	1	1
441	именно и	1	1
442	но которые	1	1
443	место в	3	1
444	еще с	1	1
445	не от	1	1
446	мысли и	4	1
447	его принцип	1	1
448	как одна	1	1
449	представлений о	2	1
450	живут в	1	1
451	впечатления от	1	1
452	то это	1	1
453	почему-то не	1	1
454	ни было	1	1
455	однако в	2	1
456	на всю	1	1
457	тому что	1	1
458	знал что	1	1
459	а от	1	1
460	эта мысль	1	1
461	в таких	1	1
462	отличную от	1	1
463	и время	2	1
464	самого начала	3	1
465	дело не	3	1
466	что их	1	1
467	и притом	2	1
468	к этим	1	1
469	на него	1	1
470	не по	3	1
471	которого он	2	1
472	мы все	1	1
473	в уме	1	1
474	в нас	1	1
475	в игру	1	1
476	все без	1	1
477	из других	2	1
478	только не	1	1
479	движения в	1	1
480	действительности но	1	1
481	того в	1	1
482	в другую	1	1
483	эта тенденция	1	1
484	он хочет	1	1
485	то у	1	1
486	у кого	1	1
487	вот что	1	1
488	только с	1	1
489	в области	1	1
490	у нас	1	1
491	в движении	2	1
492	личности в	2	1
493	один раз	1	1
494	по нашему	5	1
495	в момент	4	1
496	начиная с	1	1
497	его мышления	1	1
498	и возможно	1	1
499	отличается от	1	1
500	мы по	1	1
501	и мышление	1	1
502	не встречается	1	1
503	бы он	1	1
504	не есть	1	1
505	кстати что	1	1
506	оно не	1	1
507	где он	2	1
508	для автора	2	1
509	здесь мы	2	1
510	человека имеет	1	1
511	приходит к	3	1
512	один мир	1	1
513	но по	1	1
514	вывод что	1	1
515	отношения и	1	1
516	личности и	2	1
517	который может	1	1
518	по сути	4	1
519	и говорит	1	1
520	только то	1	1
521	о прямом	1	1
522	в дальнейшем	3	1
523	и пространство	1	1
524	не повторяет	1	1
525	нельзя не	1	1
526	его решения	1	1
527	особенно в	1	1
528	по природе	6	1
529	полном согласии	1	1
530	на голову	1	1
531	но у	1	1
532	остается не	1	1
533	это как	3	1
534	по мере	1	1
535	стремление к	2	1
536	общее место	1	1
537	значение при	1	1
538	вот это	1	1
539	и здесь	1	1
540	и должно	1	1
541	в действительной	1	1
542	он явно	1	1
543	прямо и	1	1
544	одного из	2	1
545	до сих	1	1
546	или на	1	1
547	она связана	1	1
548	даже у	1	1
549	может не	2	1
550	все та	1	1
551	там же	3	1
552	она не	1	1
553	других людей	2	1
554	вопросу о	1	1
555	к нему	1	1
556	в отрыве	1	1
557	момента и	1	1
558	переходит в	2	1
559	при исследовании	1	1
560	эти два	1	1
561	действия к	1	1
562	для ясности	1	1
563	себя но	2	1
564	вслед за	2	1
565	вообще и	1	1
566	ряд других	1	1
567	так говорит	1	1
568	раз на	2	1
569	у которого	1	1
570	делает это	1	1
571	смысле с	1	1
572	в сферу	1	1
573	в современной	1	1
574	известном смысле	1	1
575	один из	4	1
576	контакта с	1	1
577	в двух	2	1
578	определения этого	1	1
579	действие в	1	1
580	и резкое	1	1
581	будь то	1	1
582	положение в	1	1
583	по мнению	3	1
584	между тем	1	1
585	во времени	3	1
586	внешних условий	1	1
587	понимая под	1	1
588	человека с	2	1
589	характерной для	1	1
590	так что	2	1
591	же и	2	1
592	в серьезных	1	1
593	так можно	1	1
594	только на	2	1
595	то и	1	1
596	в нашей	2	1
597	в виде	3	1
598	этот момент	1	1
599	свидетельствует о	2	1
600	по выражению	1	1
601	времени по	2	1
602	он принадлежит	1	1
603	вообще как	1	1
604	обманывает нас	1	1
605	был бы	2	1
606	одно из	1	1
607	к мысли	1	1
608	ведь это	1	1
609	могло бы	1	1
610	сами по	1	1
611	в современном	2	1
612	к ним	1	1
613	маленький ребенок	1	1
614	же деле	1	1
615	ряд с	1	1
616	а наоборот	1	1
617	дело в	3	1
618	чем он	1	1
619	о котором	2	1
620	показывает что	1	1
621	естественно что	1	1
622	самом же	1	1
623	и делает	1	1
624	в моменты	1	1
625	нашему мнению	5	1
626	в ребенке	1	1
627	на друга	1	1
628	до конца	2	1
629	зависит от	2	1
630	роднит их	1	1
631	в руках	1	1
632	бы ее	1	1
633	с которым	2	1
634	для этой	2	1
635	виде в	1	1
636	все более	2	1
637	из элементов	1	1
638	похожие на	1	1
639	эти слова	2	1
640	согласно этой	1	1
641	природе и	1	1
642	эта идея	1	1
643	согласии с	2	1
644	но этот	1	1
645	самого процесса	1	1
646	говорили что	1	1
647	о возможности	1	1
648	и мир	2	1
649	человека во	1	1
650	в жизнь	1	1
651	не дают	1	1
652	образом и	1	1
653	но сам	1	1
654	не обманывает	1	1
655	утверждая что	1	1
656	самого себя	1	1
657	да и	1	1
658	с человеческим	1	1
659	и от	4	1
660	сих пор	1	1
661	человеческого поведения	1	1
662	в смысле	1	1
663	не принял	1	1
664	себя с	1	1
665	сведено к	1	1
666	одна из	2	1
667	относиться к	1	1
668	форм и	1	1
669	уже на	1	1
670	этой книги	3	1
671	другого то	1	1
672	природе как	1	1
673	и человек	2	1
674	и научная	1	1
675	он по	1	1
676	справедливо указывает	2	1
677	как она	1	1
678	и крайне	1	1
679	который является	2	1
680	значило бы	1	1
681	от него	1	1
682	из себя	2	1
683	еще более	2	1
684	действительной жизни	3	1
685	но это	5	1
686	сверх того	1	1
687	тезис о	1	1
688	и целый	1	1
689	не обладает	1	1
690	в целях	1	1
691	он видит	3	1
692	жизни в	6	1
693	не знает	2	1
694	другой стороны	1	1
695	и внутренне	1	1
696	их с	1	1
697	человек это	2	1
698	жизни а	1	1
699	него в	1	1
700	из своей	1	1
701	до степени	1	1
702	а может	1	1
703	это было	1	1
704	в своих	5	1
705	точно так	2	1
706	гораздо более	2	1
