N	2gram	Losev_Dial_2	Hudozhes
398	не имеет	1	1
399	что такое	3	1
400	не сводима	1	1
401	виду не	1	1
402	данной сферы	1	1
403	когда они	2	1
404	ясность и	1	1
405	иметь в	2	1
406	к такому	1	1
407	но только	3	1
408	это еще	2	1
409	он мог	2	1
410	того и	2	1
411	не всякий	2	1
412	эта сторона	1	1
413	только и	2	1
414	обратим внимание	2	1
415	анализу и	1	1
416	своей природе	2	1
417	ему и	1	1
418	и теперь	1	1
419	связи с	4	1
420	ту или	1	1
421	можно даже	1	1
422	ее можно	1	1
423	не по	2	1
424	как будто	7	1
425	и делает	2	1
426	в каком	4	1
427	однако это	2	1
428	ему не	1	1
429	том отношении	1	1
430	только мы	1	1
431	воспринимаются как	1	1
432	и здесь	1	1
433	все то	1	1
434	когда мы	3	1
435	вокруг него	1	1
436	в поле	1	1
437	всегда так	1	1
438	в каждом	2	1
439	восприятия но	1	1
440	говорит о	1	1
441	должен быть	1	1
442	опираясь на	1	1
443	из всего	2	1
444	как мы	3	1
445	у себя	1	1
446	точно так	1	1
447	та или	2	1
448	в собственном	1	1
449	каждая вещь	2	1
450	то или	4	1
451	ногами и	1	1
452	мысль о	1	1
453	в особенности	1	1
454	от обычного	1	1
455	это ведет	1	1
456	но мы	2	1
457	то время	4	1
458	на свой	1	1
459	значение в	1	1
460	человеческая жизнь	1	1
461	и совершенно	2	1
462	не содержит	1	1
463	на нее	1	1
464	театральной сцене	1	1
465	те же	1	1
466	он переживает	2	1
467	здесь как	1	1
468	и религии	3	1
469	меньше и	1	1
470	можно только	2	1
471	именно такого	1	1
472	строго говоря	1	1
473	это какое-то	1	1
474	да да	2	1
475	весьма существенно	1	1
476	искусства и	1	1
477	возможна только	1	1
478	и поэтому	1	1
479	внимание на	1	1
480	в новую	2	1
481	первого из	1	1
482	может не	4	1
483	это была	1	1
484	от всего	2	1
485	в которую	1	1
486	или иная	2	1
487	по типу	1	1
488	путь к	1	1
489	эти два	2	1
490	нуждается в	3	1
491	у достоевского	1	1
492	крайней мере	9	1
493	всем потому	1	1
494	если он	1	1
495	может иметь	3	1
496	аффектов и	1	1
497	существует не	1	1
498	эти последние	1	1
499	жизнь на	1	1
500	но с	1	1
501	обе эти	1	1
502	мы видим	2	1
503	тот же	1	1
504	ведет нас	1	1
505	принципе однако	1	1
506	в какой	2	1
507	в природу	1	1
508	ее смысл	1	1
509	всех его	1	1
510	бы ни	2	1
511	не происходит	1	1
512	на мир	2	1
513	со всеми	1	1
514	смыслу и	1	1
515	так что	7	1
516	же и	9	1
517	с нею	3	1
518	если мы	2	1
519	как быть	1	1
520	а напротив	1	1
521	в поэзии	7	1
522	существенное для	1	1
523	оно в	1	1
524	то и	1	1
525	из них	3	1
526	представить себе	1	1
527	ведь это	3	1
528	мы находим	3	1
529	у нее	1	1
530	и живые	1	1
531	так как	14	1
532	и от	3	1
533	тому же	1	1
534	к ним	1	1
535	без этого	4	1
536	бытия и	1	1
537	они представляются	1	1
538	не ее	1	1
539	внутреннее и	1	1
540	отношении что	1	1
541	не просто	12	1
542	не было	3	1
543	личность и	2	1
544	разница в	1	1
545	новая форма	1	1
546	или преступления	1	1
547	и даже	14	1
548	всех людей	1	1
549	как у	1	1
550	свойством так	1	1
551	не обязательно	5	1
552	еще и	1	1
553	наконец в	1	1
554	души и	2	1
555	не переставая	1	1
556	и души	1	1
557	что не	6	1
558	психики но	1	1
559	и пр	5	1
560	смысла и	2	1
561	человека но	2	1
562	не сама	3	1
563	всю жизнь	1	1
564	зависит от	2	1
565	с которым	1	1
566	жизнь в	2	1
567	что несмотря	1	1
568	по нем	2	1
569	когда же	1	1
570	могут служить	1	1
571	не всегда	1	1
572	в бытии	2	1
573	время оно	1	1
574	не об	1	1
575	его как	1	1
576	в одно	5	1
577	в связи	4	1
578	как ни	2	1
579	нет никаких	1	1
580	имея в	1	1
581	делает их	2	1
582	вступает в	1	1
583	только к	2	1
584	вместе с	2	1
585	я уже	2	1
586	в одной	4	1
587	не могут	4	1
588	и объект	1	1
589	истории не	1	1
590	но вы	1	1
591	тому как	1	1
592	аллегории и	1	1
593	да и	6	1
594	чувства и	1	1
595	отдельности и	1	1
596	в состоянии	2	1
597	в это	3	1
598	с этой	1	1
599	с бытием	1	1
600	и другим	1	1
601	каждом человеке	1	1
602	и самих	1	1
603	своей жизни	1	1
604	личность как	2	1
605	только для	1	1
606	заметил что	1	1
607	все же	4	1
608	о мире	1	1
609	реальность а	1	1
610	при всем	1	1
611	является как	1	1
612	тех или	2	1
613	каждой из	1	1
614	и внешнего	2	1
615	времени его	1	1
616	собственно и	1	1
617	личного бытия	1	1
618	сколько бы	1	1
619	душа не	1	1
620	в результате	2	1
621	о котором	3	1
622	ибо без	1	1
623	чужой психики	1	1
624	себя самого	1	1
625	это может	2	1
626	не будучи	2	1
627	реальности но	1	1
628	все они	1	1
629	же в	2	1
630	но если	1	1
631	но всегда	2	1
632	быть и	4	1
633	не есть	47	1
634	к самому	1	1
635	здесь только	1	1
636	становления и	3	1
637	может и	2	1
638	своей роли	1	1
639	не быть	2	1
640	будущей жизни	1	1
641	в системе	2	1
642	себе самому	1	1
643	в отдельности	1	1
644	в свое	1	1
645	жизни и	6	1
646	ее в	2	1
647	видим в	1	1
648	в своих	2	1
649	узком и	1	1
650	на театральной	1	1
651	можно назвать	1	1
652	все что	1	1
653	они не	3	1
