N	2gram	Nazirov_Vr_1	Istorich
101	к нему	1	3
102	в форме	1	3
103	в другой	1	3
104	после смерти	2	3
105	никто не	1	3
106	в особенности	1	3
107	и из	1	3
108	и все	7	3
109	ее и	1	3
110	в свете	1	3
111	а в	2	3
112	в свою	2	3
113	они не	1	3
114	того же	1	2
115	во сне	1	2
116	одним из	3	2
117	человека и	1	2
118	это время	1	2
119	а еще	1	2
120	на них	1	2
121	во всех	1	2
122	некоторое время	1	2
123	уже в	4	2
124	еще один	1	2
125	на то	3	2
126	после этого	2	2
127	из него	1	2
128	о чем	2	2
129	это было	1	2
130	в это	2	2
131	попадает в	1	2
132	которой он	1	2
133	несмотря на	4	2
134	такой же	1	2
135	точки зрения	2	2
136	в своей	2	2
137	можно найти	1	2
138	но он	3	2
139	без всяких	1	2
140	что этот	1	2
141	в могиле	1	2
142	одна из	2	2
143	как новый	1	2
144	б в	1	2
145	в другую	1	2
146	тем это	1	2
147	меня в	1	2
148	так в	2	2
149	роль в	1	2
150	и сам	1	2
151	на нее	1	2
152	об этом	5	2
153	еще в	1	2
154	вошел в	1	2
155	ничего не	1	2
156	приближается к	1	2
157	от них	1	2
158	же в	2	2
159	того что	1	2
160	том как	1	2
161	ли он	1	2
162	во всем	1	2
163	то в	1	2
164	чтобы он	3	2
165	из них	2	2
166	его и	2	2
167	у него	5	2
168	из двух	1	2
169	связан с	1	2
170	и стал	2	2
171	до сих	1	2
172	такое же	1	2
173	говорит о	1	2
174	она меня	1	2
175	с которым	2	2
176	один из	1	2
177	под влиянием	1	2
178	знаем о	1	2
179	из которых	1	2
180	не знал	1	2
181	что за	1	2
182	как бы	4	2
183	сих пор	1	2
184	но для	1	2
185	по которой	1	2
186	сам в	1	2
187	в свое	1	2
188	к этому	3	2
189	жизни и	1	2
190	вряд ли	1	1
191	также и	1	1
192	и борьбы	1	1
193	себя как	1	1
194	что образ	1	1
195	говорилось выше	1	1
196	которого никто	1	1
197	и есть	1	1
198	едва ли	1	1
199	той же	1	1
200	как указывает	1	1
201	что уже	1	1
202	на место	2	1
203	именно к	1	1
204	место в	2	1
205	я не	3	1
206	не был	1	1
207	служит для	1	1
208	нас интересует	1	1
209	одним словом	1	1
210	совсем не	1	1
211	о смерти	1	1
212	но как	2	1
213	ответ на	2	1
214	некоторые черты	1	1
215	отношение к	2	1
216	что они	1	1
217	к сожалению	1	1
218	отнюдь не	2	1
219	и я	1	1
220	выясняется что	1	1
221	как говорит	1	1
222	дает нам	1	1
223	почувствовал что	1	1
224	как к	1	1
225	что как	1	1
226	встрече с	1	1
227	целый ряд	4	1
228	и наконец	1	1
229	себе не	1	1
230	но в	6	1
231	них он	1	1
232	и отчасти	1	1
233	но после	2	1
234	мы получаем	1	1
235	за это	1	1
236	и и	1	1
237	я покажу	1	1
238	в себе	2	1
239	во многих	1	1
240	лет тому	1	1
241	но на	1	1
242	вас и	1	1
243	при этом	4	1
244	этом он	1	1
245	ключ к	1	1
246	всех этих	1	1
247	ее уже	1	1
248	и тотчас	1	1
249	в силу	1	1
250	сердце и	1	1
251	герой названный	1	1
252	уже говорилось	1	1
253	по всем	1	1
254	него в	1	1
255	в окно	1	1
256	в глубине	1	1
257	было бы	1	1
258	в жизни	1	1
259	соответствии с	1	1
260	далее этот	1	1
261	этого не	1	1
262	а за	1	1
263	и уже	3	1
264	в развитии	1	1
265	перед своим	1	1
266	которую он	1	1
267	его почти	1	1
268	с точки	2	1
269	в их	1	1
270	этому же	1	1
271	в стиле	1	1
272	в своем	3	1
273	на свою	1	1
274	пока только	1	1
275	в поэме	1	1
276	в одном	1	1
277	доказывает что	1	1
278	в конце	3	1
279	что есть	3	1
280	на три	1	1
281	но они	1	1
282	тем самым	1	1
283	что эта	1	1
284	как о	1	1
285	не имеет	1	1
286	правда в	1	1
287	нем в	1	1
288	не могло	1	1
289	через него	1	1
290	же время	5	1
291	же он	1	1
292	прямо в	1	1
293	в процессе	1	1
294	в каком	1	1
295	ли это	1	1
296	такие же	1	1
297	один раз	1	1
298	в момент	2	1
299	к себе	2	1
300	оно важно	1	1
301	вошли в	1	1
302	его с	2	1
303	действительно можно	1	1
304	на это	2	1
305	время он	2	1
306	и о	3	1
307	покажу тебе	1	1
308	в виду	4	1
309	свою очередь	1	1
310	на той	1	1
311	то время	1	1
312	во многом	4	1
313	как же	2	1
314	он сам	2	1
315	а также	2	1
316	на основе	2	1
317	по воспоминаниям	1	1
318	доходит до	1	1
319	этот момент	2	1
320	во всей	1	1
321	вслед за	1	1
322	также в	1	1
323	в ту	1	1
324	как правило	1	1
325	в литературе	1	1
326	но с	1	1
327	то он	1	1
328	тому назад	1	1
329	которым он	1	1
330	он уже	1	1
331	по мнению	2	1
332	и раньше	1	1
333	всяком случае	1	1
334	и ее	2	1
335	в эти	2	1
336	и у	3	1
337	в нашей	2	1
338	а это	1	1
339	искать в	1	1
340	для него	2	1
341	в котором	6	1
342	ее не	1	1
343	и даже	6	1
344	не знали	1	1
345	близок к	1	1
346	а с	2	1
347	возвращается в	1	1
348	что для	1	1
349	в соответствии	1	1
350	только по	1	1
351	не было	5	1
352	о второй	1	1
353	и самые	1	1
354	человек в	1	1
355	некоторых его	1	1
356	уже давно	1	1
357	равно как	1	1
358	нет ничего	1	1
359	единства и	1	1
360	с белым	1	1
361	однако некоторые	1	1
362	одну из	1	1
363	только как	1	1
364	по своему	1	1
365	что ныне	1	1
366	он ставит	1	1
367	считал что	3	1
368	связь образа	1	1
369	ко мне	2	1
370	довольно много	2	1
371	только о	1	1
372	каким-то образом	1	1
373	он сказал	1	1
374	которых он	1	1
375	и от	1	1
376	это можно	1	1
377	заметим что	1	1
378	из своего	1	1
379	бы в	1	1
380	к этой	1	1
381	на мое	1	1
382	только что	1	1
383	я думаю	1	1
384	этот рассказ	2	1
385	хотя в	1	1
386	своего народа	1	1
387	брата и	1	1
388	гораздо больше	1	1
389	и начинается	1	1
390	обычно не	1	1
391	материал и	1	1
392	из этого	1	1
393	в самом	1	1
394	проникнуть в	1	1
395	в своих	4	1
396	как на	1	1
397	в таком	1	1
398	точно так	1	1
399	во всяком	1	1
400	все что	1	1
