N	2gram	Losev_Prob_5	Problema
180	не вполне	1	2
181	я не	2	2
182	и он	4	2
183	предметом и	1	2
184	в чем	2	2
185	с его	1	2
186	а только	1	2
187	смысле мы	1	2
188	не все	2	2
189	в едином	1	2
190	или иное	1	2
191	и у	5	2
192	что это	1	2
193	бы не	3	2
194	и те	1	2
195	на то	2	2
196	его тела	1	2
197	он должен	1	2
198	здесь мы	1	2
199	и других	1	2
200	искусства в	1	2
201	только там	1	2
202	форму и	2	2
203	же стороны	1	2
204	на первый	1	2
205	и при	1	2
206	и более	2	2
207	не могли	1	2
208	и вообще	9	2
209	раз и	2	2
210	в таких	2	2
211	что эта	1	2
212	она не	1	2
213	дело в	2	2
214	того чтобы	2	2
215	чем не	1	2
216	в самой	3	2
217	и весь	1	2
218	во всем	1	2
219	связи с	7	2
220	здесь же	1	2
221	следует что	1	2
222	этом отношении	1	2
223	у нас	7	2
224	представляется нам	1	2
225	к себе	1	2
226	не могут	2	2
227	есть только	3	2
228	что оно	1	2
229	для того	3	2
230	должен быть	1	2
231	и которые	2	2
232	здесь нет	1	2
233	том как	1	2
234	поэтому в	1	2
235	и здесь	1	2
236	в другом	3	2
237	другими словами	1	2
238	и что	6	2
239	в значительной	2	2
240	от них	2	2
241	этот момент	1	2
242	нем и	1	2
243	человека как	1	2
244	в него	1	2
245	того что	3	2
246	в двух	1	2
247	нуждается в	1	2
248	что он	7	2
249	в какой	2	2
250	и ее	1	2
251	в нашей	2	2
252	в виде	10	2
253	в начале	3	2
254	но совершенно	1	2
255	цели и	1	2
256	что и	6	2
257	вовсе не	8	2
258	то или	1	2
259	тем что	2	2
260	без всякой	1	2
261	чем в	1	2
262	или иной	1	2
263	здесь в	2	2
264	души и	1	2
265	не было	1	2
266	но лишь	1	2
267	в связи	7	2
268	человек в	1	2
269	в частности	4	2
270	как это	1	2
271	из которых	1	2
272	к своему	1	2
273	другой же	1	2
274	по существу	2	2
275	других областях	1	2
276	можно сказать	6	2
277	того или	1	2
278	до степени	1	2
279	или в	4	2
280	о котором	3	2
281	той или	1	2
282	мы должны	1	2
283	но зато	1	2
284	в свою	2	2
285	была бы	2	2
286	к его	1	2
287	и другие	3	2
288	в своих	1	2
289	по поводу	2	2
290	к этому	2	2
291	то на	1	1
292	и всякому	1	1
293	человека и	4	1
294	который мог	1	1
295	тех же	1	1
296	это и	1	1
297	мере в	2	1
298	не носят	1	1
299	было то	1	1
300	мало одного	1	1
301	к другому	1	1
302	из его	1	1
303	новом свете	1	1
304	то самое	1	1
305	и за	2	1
306	из всех	2	1
307	который в	9	1
308	бы что	1	1
309	вопрос о	1	1
310	науки и	1	1
311	так чтобы	1	1
312	время как	3	1
313	что иное	3	1
314	на себя	1	1
315	с ее	1	1
316	жизни как	1	1
317	бы ни	1	1
318	весьма немногое	1	1
319	не чуждо	1	1
320	нисходит на	1	1
321	и самого	3	1
322	становится в	1	1
323	иное как	3	1
324	время в	1	1
325	и всего	1	1
326	то он	1	1
327	с трудом	1	1
328	значение и	2	1
329	искусство в	1	1
330	в новом	1	1
331	созерцании и	1	1
332	в свои	1	1
333	только путем	1	1
334	которые не	1	1
335	превращает его	1	1
336	природы как	1	1
337	в полном	1	1
338	могли бы	1	1
339	что по	1	1
340	было только	1	1
341	эту проблему	1	1
342	в противоположность	3	1
343	можем это	1	1
344	то в	1	1
345	бы и	1	1
346	формы в	1	1
347	то время	3	1
348	его а	1	1
349	в главе	1	1
350	в этой	10	1
351	но он	5	1
352	имеет для	1	1
353	если он	2	1
354	а вовсе	1	1
355	и если	1	1
356	независимость от	1	1
357	т д	1	1
358	всех этих	1	1
359	эта последняя	1	1
360	не как	1	1
361	душу и	1	1
362	и вот	1	1
363	ни были	1	1
364	работ в	1	1
365	так например	1	1
366	в нее	1	1
367	от нее	1	1
368	скорее здесь	1	1
369	они должны	1	1
370	значение в	1	1
371	и дальше	2	1
372	мы уже	1	1
373	больше как	1	1
374	или наконец	1	1
375	от одного	1	1
376	с теорией	1	1
377	она становится	1	1
378	свобода от	1	1
379	не чем	2	1
380	и освобожденный	2	1
381	жизни человека	1	1
382	для них	3	1
383	представлений здесь	1	1
384	с тем	5	1
385	рода и	2	1
386	ночь и	2	1
387	нисколько не	5	1
388	был бы	1	1
389	только тем	1	1
390	но я	1	1
391	при изучении	1	1
392	еще одного	1	1
393	можно найти	6	1
394	о той	1	1
395	искусствам и	1	1
396	в положительном	1	1
397	том смысле	1	1
398	себе а	2	1
399	действительность в	1	1
400	смысле а	1	1
401	совершенно новое	1	1
402	иным как	2	1
403	силу и	1	1
404	что никакой	1	1
405	однако в	3	1
406	понимании и	1	1
407	по себе	2	1
408	же мы	1	1
409	тому что	1	1
410	можно ли	1	1
411	вплоть до	1	1
412	не раз	1	1
413	культурной жизни	1	1
414	человека но	2	1
415	иной раз	2	1
416	но для	2	1
417	как о	4	1
418	правда в	1	1
419	что их	1	1
420	и два	1	1
421	в созерцании	1	1
422	бытия и	1	1
423	идет в	1	1
424	доходят до	1	1
425	все свои	1	1
426	разрешение вопроса	1	1
427	и без	2	1
428	именно с	1	1
429	и является	2	1
430	и чувство	1	1
431	позицию и	1	1
432	до того	1	1
433	не столь	3	1
434	уже и	2	1
435	в подобном	1	1
436	но фактически	1	1
437	и структуру	1	1
438	уже о	1	1
439	является той	1	1
440	его с	1	1
441	даже и	4	1
442	некоторой степени	4	1
443	говоря уже	1	1
444	без всякого	2	1
445	ни стало	1	1
446	всякое чувство	1	1
447	если в	1	1
448	отвлечься от	1	1
449	и исторически	1	1
450	стремиться к	1	1
451	как с	2	1
452	что у	5	1
453	здесь что	1	1
454	по аналогии	1	1
455	чуждо и	1	1
456	на нее	1	1
457	мог бы	1	1
458	глубоко и	1	1
459	в одном	3	1
460	не были	1	1
461	это только	1	1
462	имеется в	1	1
463	это возможно	1	1
464	смысле и	1	1
465	нашей работы	1	1
466	настоящее время	3	1
467	этом произведении	1	1
468	частности для	1	1
469	его тело	1	1
470	для нас	10	1
471	а также	3	1
472	мы понимаем	1	1
473	только технической	1	1
474	нем не	1	1
475	ее от	1	1
476	вся эта	1	1
477	говорить об	1	1
478	в науку	1	1
479	во втором	2	1
480	дальнейшем и	1	1
481	человека из	4	1
482	вообще и	2	1
483	что бы	1	1
484	все а	1	1
485	и следовательно	1	1
486	что здесь	2	1
487	обе эти	1	1
488	этот вопрос	1	1
489	или же	2	1
490	именно на	2	1
491	для всех	1	1
492	есть в	2	1
493	со своим	1	1
494	уже не	6	1
495	только на	1	1
496	об его	2	1
497	есть уже	1	1
498	не принимает	1	1
499	каким образом	1	1
500	в душе	1	1
501	из них	2	1
502	связывается с	1	1
503	разума и	2	1
504	котором можно	1	1
505	который как	1	1
506	быть выражен	1	1
507	ею путем	1	1
508	не для	1	1
509	ее не	1	1
510	к ним	1	1
511	не о	1	1
512	суждение и	1	1
513	не просто	5	1
514	в систематической	1	1
515	нас как	1	1
516	момент в	1	1
517	которые как	1	1
518	глубине и	1	1
519	именно как	1	1
520	до сих	2	1
521	ли он	2	1
522	или иначе	1	1
523	нас в	4	1
524	именно в	3	1
525	а о	1	1
526	и нельзя	1	1
527	человека а	2	1
528	оно является	1	1
529	подход и	1	1
530	только что	1	1
531	смысла и	1	1
532	а на	1	1
533	поскольку она	1	1
534	словом а	1	1
535	во что	1	1
536	до конца	1	1
537	власти и	2	1
538	человеческой жизни	2	1
539	все время	3	1
540	о чем	1	1
541	на эту	1	1
542	всех других	1	1
543	что угодно	1	1
544	для историка	1	1
545	близка к	1	1
546	входить в	1	1
547	но оно	1	1
548	вместе с	7	1
549	так же	5	1
550	творение из	1	1
551	творца в	1	1
552	однако для	2	1
553	но никогда	1	1
554	спокойно и	1	1
555	его эстетически	1	1
556	для искусства	1	1
557	видит в	3	1
558	который мы	1	1
559	на которое	1	1
560	совсем другой	1	1
561	лишенным всякой	1	1
562	есть как	1	1
563	ли на	1	1
564	чувство и	1	1
565	аналогии с	1	1
566	сих пор	2	1
567	которое было	1	1
568	в смысле	4	1
569	же значение	1	1
570	это уже	2	1
571	сам же	3	1
572	только я	1	1
573	к тому	2	1
574	в поэме	2	1
575	в результате	7	1
576	мира и	2	1
577	в настоящее	3	1
578	бы в	1	1
579	и которое	1	1
580	еще более	3	1
581	и ученого	1	1
582	я в	1	1
583	но всегда	1	1
584	как человек	1	1
585	жизни в	4	1
586	не говоря	1	1
587	равно как	2	1
588	затем к	1	1
589	сказали бы	1	1
590	не что	3	1
591	чем иным	2	1
592	из этого	4	1
593	природы или	1	1
594	в которой	5	1
595	жизни и	2	1
596	это в	1	1
597	им и	1	1
598	смысле что	1	1
599	которая не	1	1
