N	2gram	Vygotskiy__1	PoTuStor
151	всей их	1	2
152	никогда не	2	2
153	только и	1	2
154	сущность его	1	2
155	всей жизни	1	2
156	в каком	3	2
157	все то	1	2
158	что оно	3	2
159	т.е в	1	2
160	как не	1	2
161	на основе	1	2
162	только то	1	2
163	о бессознательном	1	2
164	как с	1	2
165	для этого	5	2
166	находится в	1	2
167	это главное	1	2
168	о том	6	2
169	что и	1	2
170	во всей	4	2
171	может иметь	1	2
172	один из	2	2
173	сновидения и	1	2
174	мы видим	4	2
175	что он	7	2
176	и действительно	1	2
177	всех его	1	2
178	со всеми	2	2
179	не можем	1	2
180	если мы	2	2
181	и других	3	2
182	эти понятия	2	2
183	к ним	1	2
184	у него	1	2
185	оно не	1	2
186	что не	1	2
187	не на	1	2
188	в развитии	12	2
189	что мы	5	2
190	в одно	1	2
191	с помощью	13	2
192	в частности	2	2
193	так же	16	2
194	в область	1	2
195	некоторые моменты	1	2
196	с этой	6	2
197	внешний мир	1	2
198	и таким	2	2
199	и для	1	2
200	не существует	1	2
201	сознания и	3	2
202	все остальные	4	2
203	есть и	1	2
204	ее в	2	2
205	к этому	4	2
206	можно назвать	2	2
207	они снова	1	1
208	человека и	3	1
209	его учениками	1	1
210	и то	3	1
211	он может	2	1
212	построений все	1	1
213	шаг за	2	1
214	или к	1	1
215	согласии с	1	1
216	другому человеку	2	1
217	за скобки	1	1
218	старой психологии	1	1
219	что эти	2	1
220	не имеют	1	1
221	высшей степени	4	1
222	каком отношении	1	1
223	его не	3	1
224	полагает что	3	1
225	самое замечательное	1	1
226	психоаналитической теории	1	1
227	что между	2	1
228	что если	2	1
229	вопрос о	7	1
230	а для	1	1
231	оно есть	2	1
232	почти исключительно	2	1
233	я не	3	1
234	в сновидении	2	1
235	из того	5	1
236	но даже	1	1
237	к бессознательному	1	1
238	и оперирует	2	1
239	же что	1	1
240	зависимости от	2	1
241	в ней	1	1
242	что судьба	1	1
243	настоящая работа	1	1
244	психологическими направлениями	1	1
245	первый план	2	1
246	столь же	6	1
247	что его	2	1
248	но не	4	1
249	же на	1	1
250	с самой	1	1
251	не входит	1	1
252	мы сейчас	1	1
253	что они	3	1
254	к сожалению	2	1
255	для объяснения	1	1
256	нашего сознания	3	1
257	это самое	1	1
258	в течение	2	1
259	в море	2	1
260	же с	1	1
261	психологов и	1	1
262	все же	3	1
263	всей этой	2	1
264	в полном	1	1
265	хотя и	2	1
266	когда он	2	1
267	его к	1	1
268	концепцию в	1	1
269	сомнений в	1	1
270	от этого	2	1
271	психологии и	1	1
272	один прекрасный	1	1
273	уже не	2	1
274	та же	1	1
275	точку зрения	2	1
276	ступени развития	2	1
277	привести к	1	1
278	в нашем	2	1
279	или во	1	1
280	не оставляет	1	1
281	как он	3	1
282	самым существенным	3	1
283	по мнению	1	1
284	как основа	1	1
285	всей его	3	1
286	на его	1	1
287	теории и	3	1
288	что она	4	1
289	что было	1	1
290	главным образом	2	1
291	по самому	1	1
292	по-видимому в	1	1
293	различные формы	2	1
294	даже тогда	1	1
295	они служат	1	1
296	научной психологии	4	1
297	образом и	3	1
298	отношений между	4	1
299	борьбу с	1	1
300	наших глазах	1	1
301	но вместе	4	1
302	из него	1	1
303	с чем	1	1
304	галлюцинаторного удовлетворения	1	1
305	мы говорили	3	1
306	не интересуется	1	1
307	последнее слово	1	1
308	у ребенка	6	1
309	по его	1	1
310	а вместе	1	1
311	для всей	1	1
312	как они	1	1
313	того насколько	2	1
314	а то	1	1
315	вывести из	1	1
316	той же	2	1
317	развития к	1	1
318	на все	3	1
319	лишь в	6	1
320	как видим	2	1
321	уже знаем	1	1
322	свою противоположность	1	1
323	можно подразделить	1	1
324	и определение	1	1
325	за ней	1	1
326	еще одно	1	1
327	речи для	1	1
328	поведения и	1	1
329	для них	1	1
330	он является	1	1
331	и представить	2	1
332	в самую	1	1
333	с тем	7	1
334	несмотря на	2	1
335	уже у	1	1
336	мир в	1	1
337	действительно не	1	1
338	значение как	2	1
339	и еще	1	1
340	лучшим доказательством	1	1
341	искать в	1	1
342	но если	1	1
343	от своего	1	1
344	и мышления	11	1
345	со всяким	1	1
346	в следующем	1	1
347	при попытках	1	1
348	вторая часть	1	1
349	что до	1	1
350	что я	1	1
351	значение для	1	1
352	но эта	1	1
353	выше мы	1	1
354	исключительно на	1	1
355	которые в	1	1
356	друг другу	3	1
357	иным как	1	1
358	к искажению	1	1
359	психологической науки	1	1
360	т.е на	1	1
361	принцип наслаждения	1	1
362	человека но	1	1
363	она по	1	1
364	есть прежде	2	1
365	в смысле	2	1
366	тогда когда	3	1
367	дело в	2	1
368	только из	1	1
369	в сущности	6	1
370	к новым	1	1
371	к изучению	2	1
372	фрейдом и	2	1
373	в самых	3	1
374	того чтобы	17	1
375	для всего	1	1
376	только не	1	1
377	не имеет	2	1
378	наука и	1	1
379	и всегда	1	1
380	ничего не	3	1
381	и вместо	1	1
382	этих двух	3	1
383	помощи и	1	1
384	пути и	1	1
385	того в	1	1
386	исследования мы	2	1
387	во всем	3	1
388	к этим	2	1
389	связи с	3	1
390	в сознании	1	1
391	в виду	1	1
392	ребенка не	2	1
393	к сновидению	1	1
394	и делает	1	1
395	легко убедиться	2	1
396	мы и	3	1
397	с другом	4	1
398	и со	1	1
399	от того	6	1
400	в образах	1	1
401	целиком во	1	1
402	нам что	1	1
403	ребенка к	3	1
404	его за	1	1
405	отличается от	1	1
406	же самое	3	1
407	должны быть	1	1
408	к тому	4	1
409	бы он	2	1
410	той или	1	1
411	это содержание	1	1
412	делает невозможным	1	1
413	что при	1	1
414	на это	1	1
415	она не	3	1
416	как известно	3	1
417	опираясь на	1	1
418	из всего	1	1
419	бы сделать	1	1
420	этом неизбежно	1	1
421	на другой	1	1
422	данном случае	2	1
423	с философией	1	1
424	приводит к	4	1
425	и что	5	1
426	будет как	1	1
427	мы подошли	1	1
428	что может	5	1
429	в другом	7	1
430	можно было	3	1
431	каждого из	2	1
432	из биологического	1	1
433	еще в	1	1
434	полном согласии	1	1
435	его мысли	2	1
436	если бы	5	1
437	остановимся на	1	1
438	мы вправе	2	1
439	действия но	2	1
440	должна нас	1	1
441	развития в	2	1
442	и здесь	1	1
443	и т.д	5	1
444	в детском	9	1
445	но к	1	1
446	на вопрос	2	1
447	внимание на	1	1
448	и та	1	1
449	говорит об	1	1
450	пр в	1	1
451	истории детской	1	1
452	нас в	1	1
453	моменты своей	1	1
454	функциональной психологии	1	1
455	скрывается в	1	1
456	эти два	1	1
457	но нет	1	1
458	на одном	1	1
459	да в	1	1
460	с любым	2	1
461	нельзя сказать	1	1
462	наконец в	2	1
463	во внешнем	1	1
464	в свете	4	1
465	все время	6	1
466	центральный пункт	1	1
467	метод анализа	1	1
468	его основное	1	1
469	для ребенка	1	1
470	он что	2	1
471	самые основы	1	1
472	что только	1	1
473	о двух	1	1
474	были ясны	1	1
475	мы увидим	1	1
476	бы из	1	1
477	может привести	2	1
478	делает его	1	1
479	с одной	8	1
480	в качестве	9	1
481	образов в	1	1
482	оказывается в	1	1
483	не пытается	1	1
484	уже в	3	1
485	др но	1	1
486	то и	3	1
487	всем его	1	1
488	оно в	1	1
489	галлюцинаторное удовлетворение	2	1
490	только такое	1	1
491	а это	1	1
492	не дает	1	1
493	центр тяжести	1	1
494	в известной	2	1
495	в конце	2	1
496	вовсе не	3	1
497	как его	1	1
498	заметить что	2	1
499	как раз	4	1
500	время говорит	1	1
501	этом отношении	4	1
502	для того	15	1
503	логического предела	1	1
504	в психоанализе	1	1
505	со всем	2	1
506	со стороны	1	1
507	или иной	1	1
508	в высшей	4	1
509	с другой	10	1
510	в немногих	2	1
511	этом пути	1	1
512	на ее	2	1
513	эта работа	1	1
514	которые можно	1	1
515	в свою	4	1
516	у многих	1	1
517	а с	4	1
518	думается нам	1	1
519	что для	5	1
520	месте и	2	1
521	связано с	2	1
522	них и	1	1
523	одной стороны	9	1
524	на этот	3	1
525	зависит от	1	1
526	а не	3	1
527	эту концепцию	2	1
528	именно оно	1	1
529	оно ни	1	1
530	связь с	1	1
531	внешнем мире	1	1
532	и столь	1	1
533	предположить что	1	1
534	в данном	2	1
535	тому как	1	1
536	и основной	3	1
537	что же	1	1
538	у самого	1	1
539	из этой	2	1
540	друг с	4	1
541	в состоянии	2	1
542	этого учения	1	1
543	сейчас же	1	1
544	человека который	1	1
545	с последним	1	1
546	о его	1	1
547	этого метода	1	1
548	точно и	2	1
549	подразделить на	1	1
550	мы скажем	1	1
551	в более	1	1
552	наше предположение	1	1
553	мышления в	8	1
554	пункт всего	1	1
555	это первое	1	1
556	мы только	2	1
557	ли они	1	1
558	которая в	2	1
559	в эту	1	1
560	немногих словах	1	1
561	на других	1	1
562	мы должны	5	1
563	некоторых чрезвычайно	1	1
564	его помощью	1	1
565	ключом к	2	1
566	только что	4	1
567	хотя в	1	1
568	только нечто	1	1
569	является наименее	1	1
570	входить в	1	1
571	к ее	1	1
572	по поводу	1	1
573	в психологии	10	1
574	с ней	2	1
575	работы и	2	1
576	а ведь	1	1
577	от всех	3	1
578	за шагом	2	1
579	и слов	1	1
580	мышления не	1	1
581	в своих	5	1
582	этой точки	1	1
583	это в	1	1
584	области психологии	1	1
585	как на	4	1
