N	2gram	Nazirov_Tr_1	Istorich
214	быть в	1	1
215	не был	2	1
216	мысль что	1	1
217	к образу	1	1
218	но как	1	1
219	должны были	1	1
220	некоторые черты	1	1
221	отношение к	2	1
222	отличие от	2	1
223	далее следует	1	1
224	к сожалению	1	1
225	отнюдь не	3	1
226	и я	2	1
227	чем же	1	1
228	как говорит	2	1
229	боли и	2	1
230	говорит что	2	1
231	и наконец	1	1
232	напомним что	1	1
233	но в	6	1
234	них он	1	1
235	отнесены к	1	1
236	впечатление что	2	1
237	сливается с	1	1
238	носит в	1	1
239	он в	1	1
240	его а	1	1
241	ее сердце	1	1
242	только на	1	1
243	в себе	4	1
244	этого образа	1	1
245	если он	1	1
246	и если	1	1
247	что она	2	1
248	при этом	3	1
249	и еще	1	1
250	которым человек	1	1
251	и вот	1	1
252	свидетельствует о	1	1
253	по всем	1	1
254	на ту	1	1
255	знает что	2	1
256	эта деталь	1	1
257	в переводе	1	1
258	этом мы	1	1
259	этого не	1	1
260	а за	1	1
261	для чего	1	1
262	характерно что	1	1
263	в развитии	1	1
264	же я	1	1
265	в ходе	2	1
266	право на	1	1
267	можно выразиться	1	1
268	в стиле	1	1
269	в своем	3	1
270	и некоторыми	1	1
271	в отличие	2	1
272	солнце а	1	1
273	в одном	2	1
274	начнем с	1	1
275	превратиться в	1	1
276	на мысль	1	1
277	борьбу с	1	1
278	в конце	3	1
279	на всю	1	1
280	но они	2	1
281	тем самым	3	1
282	что эта	1	1
283	что с	3	1
284	самого начала	1	1
285	этими двумя	2	1
286	считает что	1	1
287	не имеет	2	1
288	на котором	1	1
289	я буду	2	1
290	он еще	1	1
291	он с	1	1
292	это мы	1	1
293	судя по	1	1
294	и всегда	1	1
295	же время	6	1
296	него нет	1	1
297	детей и	1	1
298	к ней	1	1
299	связь и	1	1
300	ли это	1	1
301	один раз	1	1
302	в момент	1	1
303	к себе	1	1
304	его за	2	1
305	к тому	2	1
306	а что	2	1
307	его с	1	1
308	указывает на	1	1
309	быть отнесены	1	1
310	утверждать что	1	1
311	время он	1	1
312	где он	1	1
313	в сибири	1	1
314	с образом	1	1
315	о существовании	1	1
316	и о	1	1
317	отца он	1	1
318	в виду	1	1
319	на другой	1	1
320	с каким	1	1
321	с самого	1	1
322	с собой	1	1
323	же говорит	1	1
324	не за	2	1
325	мог бы	3	1
326	во многом	1	1
327	как же	2	1
328	заставляет ее	1	1
329	она тоже	1	1
330	что под	1	1
331	он сам	7	1
332	действия не	1	1
333	это может	1	1
334	даже не	1	1
335	на вопрос	1	1
336	вместе со	2	1
337	а также	1	1
338	нас от	1	1
339	восходит к	1	1
340	доходит до	1	1
341	встречается только	1	1
342	в русском	2	1
343	в литературе	1	1
344	известно что	1	1
345	хотя бы	1	1
346	даже если	2	1
347	на неудачу	1	1
348	по мнению	2	1
349	становится не	1	1
350	всяком случае	1	1
351	и ее	2	1
352	сердца но	1	1
353	каким же	1	1
354	героя с	1	1
355	не знать	1	1
356	что не	1	1
357	а это	1	1
358	на две	1	1
359	который сам	1	1
360	одно из	1	1
361	не так	2	1
362	для него	3	1
363	именно такую	1	1
364	слова в	1	1
365	в котором	1	1
366	перед собой	1	1
367	с этими	1	1
368	ее не	1	1
369	сел на	1	1
370	говорит он	1	1
371	нет в	2	1
372	еще ничего	1	1
373	что на	1	1
374	и даже	4	1
375	в каких	1	1
376	близок к	1	1
377	объясняется тем	1	1
378	итак образ	1	1
379	естественно что	1	1
380	только по	1	1
381	то и	2	1
382	не было	1	1
383	это она	1	1
384	исходит от	1	1
385	как это	3	1
386	одну из	1	1
387	xix века	1	1
388	и вас	2	1
389	на свете	1	1
390	как будто	3	1
391	быть не	1	1
392	только о	2	1
393	есть и	1	1
394	пища для	1	1
395	он сказал	1	1
396	в большую	1	1
397	где и	1	1
398	и от	1	1
399	что оно	1	1
400	от него	1	1
401	бы в	1	1
402	к этой	1	1
403	только что	1	1
404	мифа который	1	1
405	к ее	1	1
406	гораздо больше	1	1
407	но если	1	1
408	и жизнь	1	1
409	в самом	2	1
410	в фигуру	1	1
411	никогда в	1	1
412	а я	5	1
413	в таком	2	1
414	точно так	2	1
415	во всяком	1	1
