N	2gram	Propp_Russ_2	Problema
177	на первый	3	2
178	и при	2	2
179	или точнее	1	2
180	и более	1	2
181	том же	4	2
182	и вообще	1	2
183	случае мы	1	2
184	в таких	3	2
185	а иногда	2	2
186	что эта	1	2
187	она не	3	2
188	дело в	1	2
189	одна из	11	2
190	того чтобы	6	2
191	в коем	1	2
192	во всем	2	2
193	связи с	2	2
194	так называемый	1	2
195	этом отношении	1	2
196	у нас	4	2
197	к себе	1	2
198	для того	6	2
199	должен быть	2	2
200	что все	1	2
201	здесь нет	1	2
202	том как	1	2
203	здесь все	1	2
204	и здесь	1	2
205	в другом	1	2
206	и что	5	2
207	от них	1	2
208	и во	1	2
209	этот момент	1	2
210	в него	2	2
211	мир в	1	2
212	и мир	1	2
213	того что	3	2
214	в современной	1	2
215	в двух	1	2
216	что он	1	2
217	в какой	1	2
218	и ее	2	2
219	не можем	2	2
220	в виде	4	2
221	ни с	1	2
222	что и	2	2
223	в некоторых	9	2
224	случае не	1	2
225	тем что	3	2
226	в особенности	1	2
227	без всякой	1	2
228	чем в	2	2
229	связаны с	3	2
230	здесь в	2	2
231	и пр	2	2
232	не было	2	2
233	но можно	2	2
234	как это	4	2
235	из которых	2	2
236	по существу	4	2
237	можно сказать	1	2
238	того или	1	2
239	или в	7	2
240	не более	1	2
241	мы должны	1	2
242	в этих	3	2
243	в свою	1	2
244	и другие	14	2
245	в своих	2	2
246	и эта	1	2
247	к этому	5	2
248	а между	1	1
249	человека и	1	1
250	это и	2	1
251	с природой	1	1
252	в нашу	1	1
253	ей уже	1	1
254	и за	1	1
255	который в	1	1
256	вопрос о	4	1
257	несколько иным	1	1
258	так чтобы	2	1
259	время как	1	1
260	что иное	2	1
261	на себя	2	1
262	причем это	1	1
263	которое в	2	1
264	так называемые	1	1
265	стороны его	1	1
266	выходит и	1	1
267	в иванов	1	1
268	иное как	2	1
269	этим не	1	1
270	но далеко	1	1
271	по своему	1	1
272	что иногда	1	1
273	значение и	1	1
274	к слову	1	1
275	нам право	2	1
276	это самое	1	1
277	стороны и	1	1
278	ней в	2	1
279	все остальные	1	1
280	и где	1	1
281	как уже	2	1
282	что по	4	1
283	есть ли	1	1
284	материала например	1	1
285	следует остановиться	1	1
286	они выходят	1	1
287	то время	2	1
288	которые в	1	1
289	представления не	3	1
290	что так	1	1
291	в этой	3	1
292	и смысловая	1	1
293	но он	3	1
294	только один	1	1
295	как он	1	1
296	если он	2	1
297	не могла	1	1
298	и если	1	1
299	к выводу	1	1
300	как оно	2	1
301	некоторые общие	1	1
302	т д	5	1
303	всех этих	1	1
304	есть та	1	1
305	необходимо для	1	1
306	характер в	2	1
307	подобно тому	3	1
308	образа и	1	1
309	так например	1	1
310	в нее	1	1
311	именно это	1	1
312	от нее	1	1
313	непосредственно а	1	1
314	в одну	1	1
315	могла бы	1	1
316	значение в	1	1
317	один какой-нибудь	1	1
318	мы уже	1	1
319	или просто	2	1
320	мы указывали	2	1
321	от одного	1	1
322	с теорией	1	1
323	к теории	1	1
324	правильное направление	1	1
325	для них	2	1
326	нет в	1	1
327	с тем	6	1
328	и несмотря	1	1
329	двух направлениях	1	1
330	был бы	1	1
331	введением в	1	1
332	при изучении	1	1
333	можно найти	1	1
334	столь важное	1	1
335	в которых	4	1
336	как одна	1	1
337	силу и	2	1
338	так называемое	1	1
339	однако в	1	1
340	и форма	1	1
341	которой и	1	1
342	что есть	1	1
343	некоторых случаях	1	1
344	как можно	2	1
345	что с	2	1
346	виду что	1	1
347	быть признан	1	1
348	как о	1	1
349	иметь в	1	1
350	следовательно и	1	1
351	найти в	1	1
352	не имели	2	1
353	именно с	1	1
354	того в	2	1
355	во всей	1	1
356	и является	1	1
357	до того	1	1
358	и несколько	1	1
359	от их	1	1
360	в момент	2	1
361	сделано в	1	1
362	все не	1	1
363	для его	1	1
364	как некое	1	1
365	некоторой степени	1	1
366	из всего	1	1
367	свою очередь	1	1
368	на нем	1	1
369	без всякого	1	1
370	в в	1	1
371	можно показать	1	1
372	если в	1	1
373	за пределами	2	1
374	она начинает	1	1
375	с традиционным	1	1
376	идет речь	1	1
377	и иные	1	1
378	что у	1	1
379	по аналогии	1	1
380	на нее	6	1
381	мог бы	1	1
382	оно как	2	1
383	на которую	1	1
384	в одном	1	1
385	это только	1	1
386	по теории	1	1
387	выводу что	1	1
388	но может	1	1
389	образом в	2	1
390	из других	1	1
391	без которой	1	1
392	форма более	1	1
393	настоящее время	1	1
394	для нас	6	1
395	а также	4	1
396	ее от	2	1
397	вся эта	2	1
398	это имеет	2	1
399	какое значение	1	1
400	и следовательно	1	1
401	и отдельные	1	1
402	в самый	2	1
403	что здесь	3	1
404	быть и	1	1
405	на которой	1	1
406	с себя	1	1
407	на другие	1	1
408	этот вопрос	2	1
409	к их	1	1
410	и действительно	1	1
411	они могут	1	1
412	или же	5	1
413	человека с	1	1
414	характерной для	1	1
415	где-то в	1	1
416	есть в	2	1
417	можно выразить	1	1
418	уже не	4	1
419	только на	1	1
420	ее а	1	1
421	есть уже	1	1
422	входящие в	1	1
423	или даже	3	1
424	из них	4	1
425	области в	1	1
426	который как	1	1
427	для него	1	1
428	как русский	1	1
429	моментов в	2	1
430	ее не	1	1
431	к ним	1	1
432	друг друга	3	1
433	или это	1	1
434	только с	1	1
435	на некоторые	1	1
436	не просто	1	1
437	которые как	1	1
438	с другим	2	1
439	ли он	1	1
440	нас в	1	1
441	притом не	1	1
442	именно в	4	1
443	человека а	2	1
444	уходит в	1	1
445	затем в	1	1
446	только что	1	1
447	связано с	2	1
448	самом же	2	1
449	смысла и	1	1
450	а на	9	1
451	а наоборот	3	1
452	во что	1	1
453	до конца	3	1
454	не совсем	2	1
455	все время	1	1
456	о чем	4	1
457	на эту	2	1
458	этом основании	1	1
459	всех других	1	1
460	близка к	1	1
461	вместе с	6	1
462	так же	4	1
463	и особенно	1	1
464	направление в	1	1
465	нашу задачу	1	1
466	смысле этого	1	1
467	тому как	3	1
468	быть не	1	1
469	есть и	1	1
470	этого слова	1	1
471	она как	2	1
472	активности и	1	1
473	как например	3	1
474	аналогии с	1	1
475	же значение	1	1
476	в настоящее	1	1
477	ее и	2	1
478	у некоторых	2	1
479	его уже	1	1
480	же деле	2	1
481	в мифе	1	1
482	жизни в	2	1
483	и начинается	1	1
484	но эта	1	1
485	но если	3	1
486	большое значение	1	1
487	хотя здесь	1	1
488	не что	2	1
489	из этого	2	1
490	в которой	2	1
491	быть признана	1	1
492	к этой	1	1
493	это в	2	1
