N	2gram	Trubetskoy_1	Literetu
214	к общему	1	1
215	с большой	1	1
216	оказывается что	1	1
217	когда речь	1	1
218	он был	1	1
219	он сам	3	1
220	бы то	4	1
221	взгляде на	2	1
222	по воле	2	1
223	как путь	1	1
224	самом деле	7	1
225	самих себя	3	1
226	при жизни	1	1
227	к творчеству	1	1
228	и будет	1	1
229	как другие	1	1
230	которые не	1	1
231	данный момент	1	1
232	по которому	1	1
233	стороны и	1	1
234	в полном	1	1
235	советской власти	4	1
236	когда он	1	1
237	что по	1	1
238	появляется у	1	1
239	а этой	1	1
240	этой цели	1	1
241	от этого	1	1
242	искусство и	1	1
243	в самом	3	1
244	и конечно	1	1
245	что это	3	1
246	ни один	1	1
247	все эти	2	1
248	во многих	2	1
249	и те	2	1
250	двух других	1	1
251	на то	5	1
252	забыв о	1	1
253	не следует	1	1
254	а скорее	1	1
255	в культурной	1	1
256	конце концов	3	1
257	всех этих	3	1
258	же это	1	1
259	государства как	1	1
260	и вот	2	1
261	никак не	1	1
262	на земле	4	1
263	что ни	1	1
264	и по	3	1
265	или иных	1	1
266	таким образом	11	1
267	здесь мы	1	1
268	то ни	4	1
269	что такой	4	1
270	единственное что	1	1
271	только не	1	1
272	а по	1	1
273	с другими	1	1
274	его личности	1	1
275	это не	1	1
276	он есть	1	1
277	всю свою	2	1
278	практически не	1	1
279	такое соединение	2	1
280	сами эти	2	1
281	она и	1	1
282	русской культуры	2	1
283	и следовало	1	1
284	иначе говоря	1	1
285	в этих	2	1
286	ему как	1	1
287	и поскольку	1	1
288	в своей	5	1
289	и культуры	1	1
290	он должен	5	1
291	где мы	1	1
292	формы так	1	1
293	место в	2	1
294	собой все	2	1
295	их в	2	1
296	этой внутренней	1	1
297	и вся	1	1
298	тому что	2	1
299	шла о	1	1
300	к новым	1	1
301	не могло	1	1
302	частного человека	1	1
303	этот тип	1	1
304	того и	1	1
305	и всегда	1	1
306	казалось бы	1	1
307	явление в	1	1
308	на россию	2	1
309	по своей	1	1
310	на себе	1	1
311	во всем	4	1
312	что придает	1	1
313	внутренней и	1	1
314	у кого	1	1
315	есть не	1	1
316	и теперь	1	1
317	связи с	3	1
318	в сознании	3	1
319	дело сводится	1	1
320	что на	1	1
321	за ними	1	1
322	однако это	1	1
323	что позволяет	1	1
324	свое собственное	2	1
325	которых он	1	1
326	не могут	4	1
327	в любви	1	1
328	это конечно	1	1
329	в других	2	1
330	же самое	1	1
331	числе и	1	1
332	к тому	7	1
333	приходит к	3	1
334	и о	2	1
335	но по	1	1
336	того чтобы	8	1
337	свою очередь	1	1
338	на нем	1	1
339	в собственном	1	1
340	мысль о	1	1
341	только то	1	1
342	идет не	1	1
343	культуры и	2	1
344	во главе	2	1
345	приводит к	4	1
346	на том	3	1
347	и когда	1	1
348	что может	3	1
349	можно было	4	1
350	не за	1	1
351	мог бы	1	1
352	остается только	1	1
353	мы в	1	1
354	и внешней	1	1
355	в определенной	1	1
356	нас и	1	1
357	в таком	2	1
358	лишь при	5	1
359	движения и	1	1
360	сводится к	3	1
361	власти в	1	1
362	при котором	3	1
363	но мы	3	1
364	одного из	1	1
365	и просто	1	1
366	можно сказать	1	1
367	любви к	2	1
368	должно было	1	1
369	под именем	1	1
370	те или	1	1
371	на отдельные	1	1
372	которая сама	1	1
373	переходит в	1	1
374	ним с	1	1
375	речь шла	2	1
376	бы в	1	1
377	чем и	1	1
378	видят не	1	1
379	в преодолении	1	1
380	и мы	1	1
381	поэтому для	1	1
382	что только	2	1
383	неудивительно что	1	1
384	в обществе	1	1
385	а после	1	1
386	же он	1	1
387	человека с	1	1
388	не можем	2	1
389	вопроса о	1	1
390	только на	2	1
391	тем чтобы	3	1
392	а то	1	1
393	личности и	1	1
394	с единым	1	1
395	даже к	1	1
396	чтобы она	2	1
397	не для	1	1
398	бытия и	1	1
399	к той	2	1
400	на деле	1	1
401	может для	1	1
402	нет и	1	1
403	и стал	1	1
404	или иной	5	1
405	приходится признать	1	1
406	не поддается	1	1
407	не просто	2	1
408	именно в	3	1
409	человека а	1	1
410	к которому	1	1
411	и прежде	1	1
412	как же	1	1
413	еще и	1	1
414	а с	2	1
415	души и	1	1
416	из таких	1	1
417	кто не	1	1
418	здесь дело	1	1
419	не таков	1	1
420	однако и	1	1
421	именно так	1	1
422	к победе	1	1
423	когда же	1	1
424	не всегда	1	1
425	культуры мы	1	1
426	которой он	4	1
427	не об	1	1
428	по нашему	1	1
429	россия в	1	1
430	время она	1	1
431	так же	2	1
432	усомниться в	1	1
433	и потому	3	1
434	и эмигрантов	1	1
435	что же	4	1
436	в тот	1	1
437	в своем	6	1
438	его в	4	1
439	и от	2	1
440	и некоторые	1	1
441	своей жизни	1	1
442	силу и	1	1
443	всего в	1	1
444	тех или	1	1
445	при таком	1	1
446	войти в	1	1
447	на самом	6	1
448	которая в	1	1
449	себя только	1	1
450	ее и	1	1
451	от него	2	1
452	и все	1	1
453	той или	3	1
454	необходимых для	1	1
455	не будучи	1	1
456	ни к	7	1
457	в зависимость	2	1
458	отношению ко	1	1
459	другой из	1	1
460	что главную	1	1
461	отношении к	2	1
462	к ее	1	1
463	нами не	1	1
464	свою судьбу	1	1
465	от своего	1	1
466	а во	1	1
467	в свою	1	1
468	и живет	1	1
469	к его	1	1
470	не играет	2	1
471	культуры в	3	1
472	из этого	3	1
473	у которых	1	1
474	есть и	2	1
475	требуют чтобы	1	1
476	и состоит	2	1
477	ее в	2	1
478	к этому	1	1
479	можно назвать	1	1
480	они не	1	1
