N	2gram	Savitsky_E_1	FransuaR
331	и xix	2	1
332	от того	1	1
333	у нас	1	1
334	будущее в	1	1
335	что все	2	1
336	но все	1	1
337	именно таким	1	1
338	в полной	4	1
339	из числа	4	1
340	значение как	1	1
341	утверждать что	2	1
342	в каждой	1	1
343	где этот	1	1
344	своего развития	1	1
345	не будет	3	1
346	свою очередь	2	1
347	и сами	1	1
348	данном случае	2	1
349	существенное значение	1	1
350	усиливается тем	1	1
351	и от	3	1
352	как по	1	1
353	которые применяются	1	1
354	можно было	3	1
355	те же	1	1
356	по природе	1	1
357	в распоряжение	1	1
358	когда его	1	1
359	еще в	1	1
360	был не	1	1
361	если бы	2	1
362	о котором	1	1
363	в определенной	1	1
364	не случайна	1	1
365	ними и	2	1
366	в тех	1	1
367	только и	1	1
368	в отдельных	1	1
369	известной степени	3	1
370	действительности но	1	1
371	в самой	1	1
372	и силу	1	1
373	и та	2	1
374	и что	2	1
375	притом в	2	1
376	можем сказать	2	1
377	государственной власти	1	1
378	можно сказать	4	1
379	значение имеют	1	1
380	нас в	1	1
381	и во	2	1
382	же выводу	1	1
383	что люди	1	1
384	людей в	1	1
385	а у	1	1
386	ее от	2	1
387	которые мы	1	1
388	переходит в	1	1
389	и всякая	1	1
390	эти два	1	1
391	что и	3	1
392	еще более	2	1
393	которые при	1	1
394	развития но	1	1
395	быть и	1	1
396	но с	2	1
397	тем путем	1	1
398	не как	1	1
399	дело с	1	1
400	страх перед	1	1
401	начало в	2	1
402	или же	1	1
403	и ее	1	1
404	от них	3	1
405	по этому	1	1
406	для всех	1	1
407	как нечто	1	1
408	в виде	5	1
409	чем обычно	1	1
410	при помощи	2	1
411	этот раз	1	1
412	мы знаем	1	1
413	был бы	1	1
414	для него	1	1
415	ссылок на	1	1
416	защиты и	1	1
417	как их	2	1
418	мы находим	1	1
419	в одном	2	1
420	войной и	1	1
421	как его	1	1
422	в соответствии	1	1
423	но за	1	1
424	государство и	1	1
425	что тот	1	1
426	говорит о	3	1
427	выступает в	1	1
428	в некоторых	2	1
429	на которых	1	1
430	у других	1	1
431	с которым	1	1
432	что мы	1	1
433	сложнее чем	1	1
434	ближе к	1	1
435	приступить к	1	1
436	не исключает	1	1
437	xix веках	1	1
438	и вообще	1	1
439	в год	2	1
440	видели в	1	1
441	и потому	5	1
442	независимо от	4	1
443	она есть	1	1
444	с некоторыми	1	1
445	смысле этого	1	1
446	и всей	1	1
447	эти последние	2	1
448	культуры в	4	1
449	этого слова	1	1
450	с этой	6	1
451	для тех	1	1
452	слова и	1	1
453	мира в	4	1
454	протеста против	1	1
455	тех или	1	1
456	в более	1	1
457	в мировой	1	1
458	отношении особенно	1	1
459	в связи	1	1
460	происходит в	2	1
461	же по	1	1
462	и другими	1	1
463	которая в	1	1
464	для нас	4	1
465	но когда	1	1
466	в третьем	1	1
467	не более	3	1
468	вполне понятно	1	1
469	и существенно	2	1
470	том случае	1	1
471	не дает	3	1
472	даже при	2	1
473	в свою	3	1
474	всего мира	1	1
475	этого времени	1	1
476	эту эпоху	1	1
477	ко всему	2	1
478	более поздние	2	1
479	включает в	1	1
480	что в	21	1
481	случае если	1	1
482	в таком	3	1
483	всего этого	1	1
484	все что	1	1
