N	2gram	Tiupa_Narr_1	Literetu
483	и от	2	1
484	быть вполне	1	1
485	авторской иронии	1	1
486	по сути	2	1
487	исторической жизни	1	1
488	людей то	1	1
489	остальной жизни	1	1
490	так в	4	1
491	на том	1	1
492	с собой	1	1
493	посредника между	1	1
494	не за	1	1
495	времени и	9	1
496	себя что	1	1
497	и прочих	1	1
498	она была	2	1
499	том как	1	1
500	ключевая роль	1	1
501	был не	1	1
502	для этого	1	1
503	по мере	2	1
504	и восприятия	1	1
505	о ней	3	1
506	сути своей	1	1
507	от окружающего	1	1
508	и т.д	6	1
509	столь же	5	1
510	определенным образом	1	1
511	такова что	2	1
512	в значительной	1	1
513	времени в	2	1
514	нас в	2	1
515	в конечном	3	1
516	а во	4	1
517	героя при	1	1
518	на нее	1	1
519	собственно говоря	1	1
520	материал для	1	1
521	и три	1	1
522	возникает и	1	1
523	аналогичным образом	1	1
524	его личности	1	1
525	теперь уже	1	1
526	творчества в	1	1
527	нуждается в	1	1
528	чем и	1	1
529	себя однако	1	1
530	в художественной	1	1
531	также в	1	1
532	по своим	2	1
533	и иных	2	1
534	человека как	1	1
535	в преодолении	1	1
536	в литературе	4	1
537	к нему	4	1
538	в искусстве	1	1
539	в двух	1	1
540	одной из	1	1
541	с появлением	2	1
542	не само	1	1
543	будто бы	1	1
544	являет собой	4	1
545	по мнению	1	1
546	с читателем	1	1
547	об их	1	1
548	вот этот	1	1
549	для всех	1	1
550	из песни	1	1
551	и у	1	1
552	то и	1	1
553	в итоге	1	1
554	оно в	1	1
555	сознания так	1	1
556	бы перед	1	1
557	на протяжении	7	1
558	или даже	1	1
559	обнаруживаются в	1	1
560	но совершенно	1	1
561	однако жизнь	1	1
562	в прозе	3	1
563	в котором	1	1
564	так как	1	1
565	богу не	1	1
566	друг друга	2	1
567	бытия и	1	1
568	у него	7	1
569	случае не	1	1
570	связано с	1	1
571	процесса и	1	1
572	автор и	1	1
573	людей не	1	1
574	соотносится с	1	1
575	сказать изнутри	1	1
576	момент в	1	1
577	где в	2	1
578	только на	2	1
579	центрального героя	1	1
580	никого не	1	1
581	из двух	1	1
582	на уровне	1	1
583	даже не	1	1
584	мы воспринимаем	1	1
585	в обращении	1	1
586	говорится но	1	1
587	не один	1	1
588	очевидным образом	1	1
589	в ряде	1	1
590	чем он	2	1
591	позиции субъекта	1	1
592	и ситуаций	1	1
593	это все	1	1
594	а с	1	1
595	читателя то	1	1
596	что для	1	1
597	которое по	1	1
598	не было	3	1
599	окружающего мира	1	1
600	с тем	1	1
601	из наиболее	4	1
602	не на	1	1
603	в четвертом	1	1
604	возвращаясь к	1	1
605	и я	1	1
606	произведение в	1	1
607	как возвращение	1	1
608	без которых	1	1
609	самоактуализации личности	1	1
610	своей индивидуальности	1	1
611	художественного целого	1	1
612	и ему	1	1
613	в связи	2	1
614	народов и	1	1
615	с позиции	4	1
616	именно поэтому	1	1
617	на фоне	1	1
618	текста в	3	1
619	в москве	2	1
620	в историю	1	1
621	со словом	1	1
622	в человеке	1	1
623	над ним	1	1
624	в художественных	2	1
625	словно бы	1	1
626	в той	2	1
627	в европейской	1	1
628	в точке	1	1
629	воспринимающем сознании	1	1
630	человеческой культуры	1	1
631	как средство	1	1
632	как говорилось	1	1
633	и было	1	1
634	ли не	2	1
635	в контексте	1	1
636	человека который	2	1
637	все это	1	1
638	этом и	4	1
639	себе с	1	1
640	слова с	1	1
641	и где	1	1
642	исторический период	1	1
643	это уже	3	1
644	от имени	1	1
645	опоры в	1	1
646	в обнаружении	1	1
647	о котором	1	1
648	которая в	2	1
649	весьма различно	1	1
650	человек и	1	1
651	свидетельствует о	1	1
652	для нас	1	1
653	или менее	1	1
654	и все	3	1
655	у них	1	1
656	в этих	2	1
657	еще более	1	1
658	и позицией	1	1
659	повествование о	1	1
660	хотя бы	2	1
661	обязанностей в	1	1
662	м.м бахтина	1	1
663	субъект эстетический	1	1
664	отношении к	1	1
665	нисколько не	1	1
666	к ее	2	1
667	в период	1	1
668	есть от	1	1
669	героя и	2	1
670	сказать что	2	1
671	смысловом поле	1	1
672	уже только	1	1
673	к его	2	1
674	в концовке	1	1
675	себе но	1	1
676	и состоит	4	1
677	в таком	2	1
678	к этой	1	1
679	что за	1	1
680	он писал	1	1
681	по причине	2	1
682	который не	1	1
683	жизни оказывается	1	1
684	иной природы	1	1
685	они не	1	1
686	которая не	1	1
