N	2gram	Losev_Dial_3	Analitik
224	все что	3	2
225	на лице	1	2
226	в таком	14	2
227	может или	1	1
228	этого в	1	1
229	и т	24	1
230	также и	2	1
231	зависимость от	1	1
232	еще ряд	1	1
233	реальность но	1	1
234	и понимает	1	1
235	самом деле	6	1
236	идет о	1	1
237	в первом	2	1
238	к другому	1	1
239	можно лишь	1	1
240	и больше	4	1
241	по его	1	1
242	мы уже	3	1
243	есть не	9	1
244	и входит	1	1
245	на первом	1	1
246	на место	1	1
247	что никто	1	1
248	сущности это	1	1
249	что иное	6	1
250	не вполне	2	1
251	которые при	1	1
252	всякая личность	1	1
253	я не	6	1
254	из того	2	1
255	слова о	1	1
256	но даже	3	1
257	я здесь	1	1
258	и самого	1	1
259	как миф	2	1
260	и сами	2	1
261	бы себе	1	1
262	иное как	6	1
263	миф о	3	1
264	в чем	4	1
265	и мира	4	1
266	сказать и	1	1
267	для жизни	1	1
268	он вообще	1	1
269	то он	1	1
270	других а	1	1
271	о смерти	1	1
272	сил и	1	1
273	и всякий	3	1
274	и будет	1	1
275	тут же	1	1
276	сама по	4	1
277	зрения которая	1	1
278	субъекта и	4	1
279	независимо от	1	1
280	этой стороны	1	1
281	в приведенном	1	1
282	однако не	2	1
283	применении к	1	1
284	и наконец	1	1
285	если наконец	1	1
286	более или	1	1
287	со своей	1	1
288	не приходится	1	1
289	в которой	1	1
290	бы и	1	1
291	так или	2	1
292	все эти	3	1
293	из этих	2	1
294	но ведь	1	1
295	но на	2	1
296	быть только	2	1
297	бы от	1	1
298	в нем	3	1
299	вера в	1	1
300	она превращается	1	1
301	всех этих	1	1
302	не к	1	1
303	не как	1	1
304	в силу	3	1
305	у читателя	1	1
306	об отношении	1	1
307	антиномии и	1	1
308	то самое	1	1
309	и по	2	1
310	его можно	1	1
311	споре с	1	1
312	о таком	1	1
313	а когда	2	1
314	об этом	6	1
315	в глубине	1	1
316	что обыкновенно	1	1
317	это не	4	1
318	ко второму	2	1
319	обе стороны	2	1
320	в ином	1	1
321	только одно	2	1
322	ни в	9	1
323	в них	5	1
324	все равно	2	1
325	далеко не	1	1
326	как об	1	1
327	но лишь	1	1
328	зрения или	1	1
329	этого не	2	1
330	место и	1	1
331	которой он	1	1
332	всегда и	1	1
333	мифа о	1	1
334	же самый	2	1
335	и себя	1	1
336	такой же	1	1
337	нисколько не	1	1
338	но я	1	1
339	но если	6	1
340	и при	1	1
341	взгляд на	1	1
342	и помимо	1	1
343	в такой	1	1
344	не становится	1	1
345	страсти и	1	1
346	имеется в	3	1
347	жизнь и	4	1
348	от себя	4	1
349	и уж	2	1
350	вплоть до	1	1
351	от поэтического	1	1
352	не его	1	1
353	и эти	2	1
354	и более	1	1
355	мере в	3	1
356	что этот	2	1
357	бы но	1	1
358	тому что	4	1
359	было с	1	1
360	раз и	3	1
361	нас самих	1	1
362	виду что	1	1
363	вообще но	1	1
364	во-первых это	2	1
365	мира не	1	1
366	материей и	1	1
367	тогда когда	5	1
368	одна из	3	1
369	в центр	1	1
370	и имеет	1	1
371	но только	4	1
372	он с	1	1
373	каждый из	1	1
374	что ни	1	1
375	только и	2	1
376	жизни не	1	1
377	этих двух	1	1
378	по своей	1	1
379	потому что	7	1
380	связи с	1	1
381	ничему не	1	1
382	а мы	3	1
383	конечно и	1	1
384	у нас	4	1
385	личности в	2	1
386	одно и	5	1
387	которых он	1	1
388	всей их	1	1
389	его внутренней	2	1
390	если он	1	1
391	мифе то	1	1
392	отличается от	8	1
393	же самое	1	1
394	уже было	1	1
395	должны быть	3	1
396	в своего	1	1
397	с кем-то	1	1
398	объект и	2	1
399	если же	8	1
400	слова однако	1	1
401	в применении	1	1
402	для себя	2	1
403	образы и	1	1
404	и о	3	1
405	и тогда	5	1
406	в виду	7	1
407	в ее	1	1
408	все прочие	1	1
409	только то	1	1
410	в совершенно	1	1
411	с первым	2	1
412	в отношении	1	1
413	она была	2	1
414	веры в	1	1
415	вносить в	1	1
416	передо мною	1	1
417	о нем	4	1
418	и здесь	2	1
419	двери и	1	1
420	мы могли	1	1
421	но к	1	1
422	на вопрос	1	1
423	и что	15	1
424	что его	5	1
425	но когда	1	1
426	отличаются от	1	1
427	к нему	3	1
428	с его	2	1
429	или иначе	2	1
430	если точно	1	1
431	ибо и	3	1
432	на словах	2	1
433	не будучи	1	1
434	врывается в	1	1
435	в третий	2	1
436	оно и	1	1
437	верой в	1	1
438	явления как	2	1
439	тот же	1	1
440	менее в	1	1
441	на природу	1	1
442	хотя бы	4	1
443	и ее	3	1
444	ни здесь	1	1
445	не мешает	2	1
446	кроме этого	1	1
447	же и	2	1
448	этот вопрос	1	1
449	вопроса о	1	1
450	то и	3	1
451	не обладают	1	1
452	нет я	1	1
453	жизнь для	1	1
454	представить себе	1	1
455	сами по	3	1
456	так как	6	1
457	к ним	1	1
458	себе и	1	1
459	не говорит	3	1
460	характерны для	1	1
461	даже не	6	1
462	нам не	1	1
463	и точно	1	1
464	который не	2	1
465	еще и	2	1
466	но о	2	1
467	себя и	2	1
468	исходит из	2	1
469	нового времени	2	1
470	только к	2	1
471	обратиться к	1	1
472	у меня	2	1
473	а главное	1	1
474	зависит от	2	1
475	понимать как	3	1
476	а так	1	1
477	или с	1	1
478	мира в	1	1
479	ближе к	1	1
480	если не	3	1
481	в связи	1	1
482	было в	1	1
483	но оно	1	1
484	внимания к	1	1
485	и потому	2	1
486	относятся к	1	1
487	свою собственную	1	1
488	и активное	1	1
489	обратил внимание	1	1
490	самого себя	1	1
491	и всей	1	1
492	или менее	1	1
493	стороны и	1	1
494	да и	1	1
495	указание на	1	1
496	я с	1	1
497	том смысле	1	1
498	случилось с	1	1
499	что же	11	1
500	с этой	5	1
501	к понятию	1	1
502	слова и	1	1
503	будет и	1	1
504	при условии	3	1
505	перед нами	3	1
506	пределы этой	1	1
507	другой как	1	1
508	случае он	1	1
509	не получает	1	1
510	и сама	5	1
511	не имея	1	1
512	как на	5	1
513	его не	2	1
514	а все	1	1
515	своей собственной	1	1
516	человек и	1	1
517	ли будет	2	1
518	нескольких лет	1	1
519	себя самого	2	1
520	для нас	2	1
521	от него	1	1
522	или нет	5	1
523	к этой	2	1
524	тем более	3	1
525	и как	8	1
526	ни к	3	1
527	зрения в	2	1
528	своего бытия	1	1
529	но это	5	1
530	только что	4	1
531	себе ничего	1	1
532	же в	2	1
533	к ее	1	1
534	может и	2	1
535	слово в	2	1
536	состоит из	1	1
537	совершенно не	2	1
538	по одному	2	1
539	не сами	1	1
540	не что	6	1
541	из этого	2	1
542	перед нею	1	1
543	есть то	6	1
544	самое что	1	1
545	просто не	1	1
546	ее в	2	1
547	этой точки	2	1
548	точно так	2	1
549	смысле что	1	1
