N	2gram	Propp_Morf_1	StatiiOP
516	но кроме	1	1
517	о возможности	1	1
518	приводит в	1	1
519	не дают	1	1
520	по плечу	1	1
521	что же	2	1
522	самого себя	2	1
523	ночи на	2	1
524	быть не	1	1
525	имеют и	1	1
526	нам еще	2	1
527	все как	1	1
528	на пути	4	1
529	этом случае	8	1
530	ходе действия	3	1
531	на своем	1	1
532	этом и	1	1
533	но для	2	1
534	нисколько не	1	1
535	должны быть	1	1
536	рассматривать как	1	1
537	вопрос в	2	1
538	будет зависеть	1	1
539	является ли	1	1
540	становится понятным	1	1
541	и для	2	1
542	отвечает на	1	1
543	ли в	1	1
544	не существует	3	1
545	или в	4	1
546	в настоящее	3	1
547	в отдельных	3	1
548	то не	1	1
549	для нас	2	1
550	от него	1	1
551	и все	1	1
552	исторической действительности	1	1
553	так называемых	2	1
554	у которого	1	1
555	случае и	1	1
556	в наши	1	1
557	все они	1	1
558	не выдерживает	1	1
559	же в	2	1
560	особый смысл	1	1
561	материал но	1	1
562	очень высоко	1	1
563	входить в	2	1
564	а н	1	1
565	которой все	1	1
566	между ними	1	1
567	№ за	1	1
568	имеет ничего	1	1
569	в точности	3	1
570	что многие	1	1
571	по одному	1	1
572	в последнем	2	1
573	отношению к	4	1
574	из этого	1	1
575	героя в	4	1
576	в голову	1	1
577	которым они	1	1
578	но эти	1	1
579	заметить что	8	1
580	к этой	1	1
581	в лесу	1	1
582	лиц в	2	1
583	можно назвать	3	1
584	в таком	1	1
585	точно так	1	1
586	ничего общего	1	1
587	которая не	1	1
