N	2gram	Losev_Vlad_3	VeschiIm
141	должны быть	1	5
142	тут мы	1	5
143	если бы	3	5
144	рационалистическая метафизика	1	5
145	другими словами	1	5
146	еще не	4	5
147	или не	3	5
148	что для	1	5
149	ни на	2	5
150	с этой	2	5
151	и для	3	5
152	а в	7	5
153	в свою	1	5
154	но тогда	2	4
155	мы не	2	4
156	я не	3	4
157	то это	10	4
158	учение об	4	4
159	в их	2	4
160	во всех	1	4
161	как таковая	1	4
162	точка зрения	1	4
163	нет и	1	4
164	независимо от	3	4
165	его на	1	4
166	с этим	2	4
167	в своем	8	4
168	если есть	3	4
169	же не	2	4
170	и мы	1	4
171	на почве	2	4
172	как и	7	4
173	вещи в	1	4
174	с точки	6	4
175	имеет смысл	1	4
176	и более	2	4
177	что есть	3	4
178	можно ли	2	4
179	на себе	1	4
180	же время	2	4
181	точке зрения	2	4
182	и о	4	4
183	только то	2	4
184	смысле и	1	4
185	о том	11	4
186	с другой	5	4
187	что и	7	4
188	с а	1	4
189	быть и	2	4
190	ни только	2	4
191	то и	2	4
192	из них	2	4
193	бытия и	2	4
194	тем что	5	4
195	и даже	6	4
196	даже не	3	4
197	в инобытии	1	4
198	знания и	2	4
199	и потому	10	4
200	мы говорим	1	4
201	в данном	5	4
202	только а	1	4
203	не существует	2	4
204	и все	4	4
205	собственно говоря	3	4
206	от того	4	4
207	о сущности	1	4
208	между ними	1	4
209	оно не	3	4
210	есть то	1	4
211	себя как	1	3
212	от самой	1	3
213	сам по	2	3
214	самом деле	1	3
215	в чисто	1	3
216	отношения к	5	3
217	мы имеем	3	3
218	и сущность	1	3
219	вопрос о	4	3
220	но ясно	1	3
221	только это	1	3
222	но даже	4	3
223	не то	1	3
224	более или	5	3
225	себе не	1	3
226	сущность но	1	3
227	вопроса о	1	3
228	в нем	3	3
229	раз навсегда	3	3
230	перестает быть	1	3
231	в понятии	1	3
232	было в	1	3
233	в жизни	2	3
234	сущность и	1	3
235	несмотря на	7	3
236	нисколько не	3	3
237	или менее	5	3
238	можно только	2	3
239	в своей	9	3
240	не понимает	2	3
241	все это	1	3
242	есть именно	1	3
243	их в	1	3
244	между прочим	5	3
245	знание и	2	3
246	как можно	2	3
247	и другое	1	3
248	и притом	3	3
249	в основе	1	3
250	само по	3	3
251	того чтобы	3	3
252	или как	4	3
253	имя как	1	3
254	ему не	1	3
255	в философии	3	3
256	к тому	7	3
257	всегда есть	3	3
258	можно и	1	3
259	без всякого	1	3
260	нет никакой	1	3
261	не содержит	2	3
262	и сам	1	3
263	так и	6	3
264	нужно было	1	3
265	и вообще	3	3
266	о ней	1	3
267	можно сказать	1	3
268	но когда	2	3
269	есть тоже	1	3
270	если это	1	3
271	один из	1	3
272	мы видим	1	3
273	что он	5	3
274	но как	2	3
275	только на	5	3
276	и чисто	3	3
277	а это	1	3
278	сама по	1	3
279	мы находим	2	3
280	в одном	5	3
281	никакого отношения	5	3
282	даже и	12	3
283	никогда не	11	3
284	субстанция как	1	3
285	а с	4	3
286	она является	1	3
287	вместе с	7	3
288	да и	6	3
289	она должна	2	3
290	же понятие	1	3
291	бы в	2	3
292	и ни	2	3
293	хотя бы	6	3
294	это учение	5	3
295	не быть	1	3
296	с самим	1	3
297	можно говорить	1	2
298	от этого	2	2
299	в сфере	1	2
300	как это	4	2
301	из его	1	2
302	является но	1	2
303	мы уже	5	2
304	к чему	1	2
305	как мы	8	2
306	человека и	3	2
307	но она	1	2
308	с но	1	2
309	и самой	1	2
310	конечно и	1	2
311	себе что	1	2
312	мы ее	1	2
313	не нужно	2	2
314	как смысл	1	2
315	на их	1	2
316	и мира	1	2
317	мы будем	2	2
318	а только	7	2
319	не все	3	2
320	себе и	2	2
321	тут же	5	2
322	и таким	1	2
323	истине и	3	2
324	наряду с	2	2
325	как в	1	2
326	и нет	1	2
327	понять и	1	2
328	когда он	1	2
329	это тоже	2	2
330	что на	2	2
331	то в	6	2
332	образом и	1	2
333	так или	2	2
334	остановиться на	2	2
335	философии так	1	2
336	и если	7	2
337	он не	8	2
338	о которой	1	2
339	для того	2	2
340	прочим и	1	2
341	в силу	2	2
342	и вот	1	2
343	и этот	2	2
344	но все	3	2
345	различие между	1	2
346	об этом	6	2
347	на все	1	2
348	то есть	24	2
349	на этой	1	2
350	сущности а	1	2
351	и тем	3	2
352	ни в	10	2
353	но уже	2	2
354	все равно	1	2
355	не мог	6	2
356	она сама	1	2
357	здравого смысла	1	2
358	жизнь и	3	2
359	признать что	1	2
360	для нее	1	2
361	же мы	1	2
362	тому что	4	2
363	бы на	2	2
364	с которой	1	2
365	этого нужно	1	2
366	дело в	5	2
367	в науке	1	2
368	на него	2	2
369	но только	2	2
370	для всего	1	2
371	это совершенно	1	2
372	в разных	2	2
373	в самой	1	2
374	и его	10	2
375	никуда не	1	2
376	исходить из	1	2
377	себя свое	1	2
378	инобытие и	1	2
379	данном случае	2	2
380	в в	2	2
381	об отношении	2	2
382	не с	4	2
383	мог бы	4	2
384	живого существа	1	2
385	том как	1	2
386	является в	2	2
387	находится в	3	2
388	в виду	3	2
389	на вопрос	1	2
390	никак не	4	2
391	основе своей	1	2
392	может не	1	2
393	и во	1	2
394	это было	3	2
395	заключается в	1	2
396	говорить об	1	2
397	и можно	4	2
398	еще более	1	2
399	что только	1	2
400	и понимает	1	2
401	к делу	1	2
402	в качестве	3	2
403	как нечто	3	2
404	только к	2	2
405	невозможно было	1	2
406	не говорит	5	2
407	о которых	2	2
408	о каком	1	2
409	самого же	3	2
410	а потому	1	2
411	если под	1	2
412	или иначе	2	2
413	не относится	1	2
414	не годится	1	2
415	науки не	1	2
416	в подлинном	1	2
417	именно так	1	2
418	а так	1	2
419	о чем	1	2
420	живую жизнь	1	2
421	что из	1	2
422	ближе к	1	2
423	если не	6	2
424	стоять на	1	2
425	но оно	2	2
426	в частности	1	2
427	вещей но	1	2
428	навсегда и	1	2
429	мы говорили	1	2
430	самого себя	2	2
431	в первой	1	2
432	кроме того	6	2
433	просто как	1	2
434	при всем	2	2
435	есть она	2	2
436	в более	1	2
437	в с	2	2
438	ли в	1	2
439	ни к	2	2
440	но зато	1	2
441	и необходимо	1	2
442	есть уже	1	2
443	то необходимо	2	2
444	отношении к	1	2
445	может и	1	2
446	это все	1	2
447	состоит из	1	2
448	но можно	2	2
449	является и	1	2
450	будет то	2	2
451	будучи в	1	2
452	но еще	2	2
453	в своих	7	2
454	так же	8	2
455	во всяком	3	2
456	этой точки	1	2
457	я и	1	1
458	также что	1	1
459	речь идет	1	1
460	же как	3	1
461	чтобы не	1	1
462	о различии	2	1
463	только потому	1	1
464	ею самою	1	1
465	что дает	1	1
466	на ступени	2	1
467	и позитивизм	1	1
468	бы очень	1	1
469	из самых	1	1
470	не хочет	2	1
471	по преимуществу	2	1
472	она все	1	1
473	к учению	1	1
474	не имеют	2	1
475	все те	1	1
476	едва ли	11	1
477	с таким	2	1
478	нет ровно	2	1
479	ней нет	1	1
480	для своего	1	1
481	хотя сам	1	1
482	абсолютной полноты	1	1
483	чего другого	1	1
484	что если	4	1
485	которую мы	1	1
486	ясности и	1	1
487	в которой	2	1
488	говоря и	1	1
489	и абсолютная	1	1
490	на эти	2	1
491	он как	1	1
492	которой как	1	1
493	в возможности	1	1
494	время как	2	1
495	частям а	1	1
496	раз уже	1	1
497	уже в	3	1
498	при таких	2	1
499	и говорить	1	1
500	и рационализм	2	1
501	чем отличается	1	1
502	и самого	1	1
503	и на	6	1
504	первый план	2	1
505	уже нечто	1	1
506	философии не	1	1
507	утверждается что	1	1
508	всего этого	1	1
509	с его	2	1
510	конечно это	1	1
511	говорит нам	1	1
512	то мы	1	1
513	то третье	1	1
514	стремится и	1	1
515	только существует	1	1
516	а тем	2	1
517	могло быть	2	1
518	всегда стремится	1	1
519	если в	1	1
520	в общем	1	1
521	с совершенно	1	1
522	зрения это	1	1
523	отличие от	3	1
524	несколько более	1	1
525	мы теперь	1	1
526	и речи	2	1
527	и чем	1	1
528	в настоящем	2	1
529	один и	1	1
530	отношении есть	1	1
531	которые не	2	1
532	и первый	1	1
533	сущность в	1	1
534	него только	1	1
535	в истории	5	1
536	мы наметили	1	1
537	решительно все	1	1
538	следовательно оно	1	1
539	только ее	1	1
540	остался только	1	1
541	стороны и	2	1
542	как начало	1	1
543	перед нами	3	1
544	философии как	1	1
545	и где	1	1
546	хотя и	7	1
547	угодно и	1	1
548	и к	2	1
549	одного живого	1	1
550	даже просто	1	1
551	вещь целиком	1	1
552	это определение	1	1
553	и свою	1	1
554	ясно и	1	1
555	тут нет	1	1
556	и последний	1	1
557	и философ	1	1
558	еще на	1	1
559	да будет	1	1
560	понимать учение	1	1
561	общего ни	1	1
562	как то	1	1
563	и раз	1	1
564	бы с	1	1
565	все эти	5	1
566	поскольку в	3	1
567	и могло	2	1
568	учение о	24	1
569	в этой	8	1
570	имеет никакого	1	1
571	отчет во	1	1
572	необходимо утверждать	1	1
573	тому же	5	1
574	есть максимально	1	1
575	как он	1	1
576	но на	2	1
577	субстанция для	1	1
578	и рационалистическая	1	1
579	при этом	3	1
580	он ни	2	1
581	это третье	1	1
582	и еще	2	1
583	ничего специфически	1	1
584	необходимо сказать	7	1
585	тезис его	1	1
586	к одному	1	1
587	не к	2	1
588	не как	2	1
589	мало того	1	1
590	которые только	1	1
591	каково же	1	1
592	какой бы	1	1
593	понятия это	1	1
594	его от	1	1
595	может существовать	1	1
596	смысле как	1	1
597	и по	2	1
598	которая будучи	1	1
599	всех своих	2	1
600	мышление не	1	1
601	о таком	1	1
602	и критицизма	1	1
603	в подробности	1	1
604	подход к	1	1
605	мифологии и	1	1
606	есть все	4	1
607	конечно в	1	1
608	что никакого	1	1
609	есть синтез	2	1
610	и духовное	2	1
611	входя в	1	1
612	они тоже	1	1
613	на каком	1	1
614	нечего и	2	1
615	есть абсолютная	2	1
616	в существенном	2	1
617	же ему	1	1
618	и свойств	1	1
619	но никакого	1	1
620	должен был	2	1
621	в это	2	1
622	философ конечно	1	1
623	к философии	1	1
624	который сам	1	1
625	во многом	2	1
626	религиозного сознания	1	1
627	о характере	1	1
628	в них	1	1
629	период его	2	1
630	далеко не	3	1
631	и вопреки	1	1
632	не всегда	1	1
633	одна другую	1	1
634	однако тут	1	1
635	потому и	2	1
636	бога и	1	1
637	будет позволено	1	1
638	она была	4	1
639	со всей	1	1
640	что собственно	1	1
641	на первый	2	1
642	его философии	2	1
643	от всякого	1	1
644	этом случае	1	1
645	что такая	2	1
646	организм есть	1	1
647	еще менее	1	1
648	и без	1	1
649	представить себе	1	1
650	в котором	4	1
651	то для	1	1
652	представление о	1	1
653	должно существовать	1	1
654	логика и	1	1
655	ничего в	1	1
656	в отличие	3	1
657	на точке	1	1
658	философа не	1	1
659	и разум	4	1
660	строго говоря	1	1
661	субстанции которое	1	1
662	но жизнь	1	1
663	есть его	1	1
664	но эта	1	1
665	личность хотя	1	1
666	слово для	1	1
667	без всяких	1	1
668	тем самым	2	1
669	внимании к	1	1
670	с такими	1	1
671	признаком вещи	1	1
672	даже в	4	1
673	случае мы	1	1
674	сам он	1	1
675	это является	2	1
676	раз и	8	1
677	выше всякой	1	1
678	и науки	1	1
679	какие бы	1	1
680	своем инобытии	1	1
681	ум и	1	1
682	и какие	1	1
683	что эта	2	1
684	что с	1	1
685	иной раз	6	1
686	имеет свое	1	1
687	от нас	1	1
688	есть прежде	2	1
689	не имеет	4	1
690	если этого	1	1
691	с него	1	1
692	начала своего	1	1
693	тогда и	1	1
694	это еще	1	1
695	больше чем	2	1
696	и вместо	1	1
697	под этим	1	1
698	душа есть	1	1
699	учения о	4	1
700	субстанциальности и	1	1
701	представлять в	1	1
702	видим что	1	1
703	ровно ничего	2	1
704	она хочет	1	1
705	по своей	2	1
706	правда это	1	1
707	и является	1	1
708	перехода к	1	1
709	это слово	1	1
710	и непосредственного	1	1
711	сводится к	3	1
712	хочет быть	2	1
713	эти три	5	1
714	отталкивается от	1	1
715	которое не	1	1
716	до того	1	1
717	только с	2	1
718	– если	1	1
719	в каком	4	1
720	личности в	1	1
721	и оно	1	1
722	является то	1	1
723	только от	1	1
724	если у	1	1
725	у канта	1	1
726	данности и	1	1
727	как всякое	1	1
728	нет ни	2	1
729	не могут	2	1
730	относиться к	1	1
731	которого я	1	1
732	указать на	4	1
733	но также	1	1
734	в абсолютно	1	1
735	и мне	1	1
736	отсюда вытекает	1	1
737	этот уже	1	1
738	утверждать что	1	1
739	ничего общего	5	1
740	самостоятельно и	1	1
741	в абсолютном	3	1
742	стоит на	2	1
743	им в	1	1
744	тоже никуда	1	1
745	в конце	12	1
746	как не	2	1
747	истории философии	3	1
748	только при	4	1
749	с каким	3	1
750	свою идею	2	1
751	ни слова	1	1
752	и от	6	1
753	полноте но	1	1
754	только не	1	1
755	с самого	1	1
756	то время	4	1
757	материи и	1	1
758	смысле но	3	1
759	стремиться к	1	1
760	если они	2	1
761	то как	3	1
762	в другом	2	1
763	только тот	1	1
764	и мертвые	1	1
765	а этот	1	1
766	это вовсе	1	1
767	бытие не	1	1
768	подойти к	1	1
769	когда в	1	1
770	но никак	1	1
771	кто имеет	1	1
772	о воплощении	1	1
773	есть субстанция	1	1
774	или иной	1	1
775	мы взяли	1	1
776	образ или	1	1
777	все дело	1	1
778	и нужно	1	1
779	важно и	1	1
780	не был	8	1
781	в личности	1	1
782	то они	1	1
783	осталось бы	1	1
784	ясным что	1	1
785	почему же	6	1
786	на что	1	1
787	а также	8	1
788	ли она	1	1
789	самому себе	1	1
790	к истине	1	1
791	язык и	1	1
792	нуждается в	1	1
793	понимания философии	1	1
794	не надо	1	1
795	содержит никаких	1	1
796	вслед за	1	1
797	все существующее	1	1
798	кто в	1	1
799	резко отличается	1	1
800	что бы	3	1
801	в теории	2	1
802	а именно	12	1
803	если взять	1	1
804	на отдельные	2	1
805	дать в	1	1
806	познания в	2	1
807	но тут	2	1
808	другое не	1	1
809	к которому	1	1
810	что здесь	3	1
811	этом смысле	3	1
812	одного из	1	1
813	но с	2	1
814	не стану	2	1
815	только одной	1	1
816	в какой	2	1
817	понятно и	1	1
818	тоже необходимо	1	1
819	и весьма	3	1
820	и так	2	1
821	впрочем и	1	1
822	никак нельзя	1	1
823	говорит только	1	1
824	не было	5	1
825	заметим что	3	1
826	с одной	3	1
827	с ярко	1	1
828	а тут	1	1
829	конечно не	1	1
830	не можем	2	1
831	и у	3	1
832	каком же	1	1
833	в виде	13	1
834	последних лет	1	1
835	в начале	2	1
836	свидетельствует о	2	1
837	является не	3	1
838	от других	1	1
839	то этот	1	1
840	оно всегда	1	1
841	должно иметь	1	1
842	при помощи	4	1
843	бытия но	1	1
844	очевидно что	1	1
845	себе в	2	1
846	религии но	1	1
847	всяком случае	3	1
848	вовсе не	13	1
849	признаков и	1	1
850	подходим к	1	1
851	не о	2	1
852	понятно но	1	1
853	у него	24	1
854	него это	1	1
855	и доказывать	1	1
856	них мы	1	1
857	и будет	1	1
858	то а	1	1
859	и вместе	2	1
860	материально не	1	1
861	это свое	3	1
862	нужно сказать	1	1
863	но из	1	1
864	бы это	2	1
865	теоретическую философию	5	1
866	тут у	1	1
867	и абсолютный	1	1
868	всякая субстанция	1	1
869	справедливость заставляет	1	1
870	другого и	1	1
871	бытие то	1	1
872	отношения ни	1	1
873	абсолютная субстанция	1	1
874	до сих	1	1
875	же а	1	1
876	нельзя сказать	3	1
877	не входя	1	1
878	которых мы	2	1
879	а всякая	2	1
880	и прежде	1	1
881	души и	1	1
882	вопроса но	1	1
883	так вот	2	1
884	но о	3	1
885	же отличие	1	1
886	говорит о	4	1
887	принадлежит не	1	1
888	имеют никакого	1	1
889	к человеку	1	1
890	в некоторых	1	1
891	только логика	1	1
892	свое проявление	1	1
893	есть ведь	1	1
894	одной стороны	3	1
895	есть непосредственное	1	1
896	а сам	1	1
897	что несмотря	2	1
898	самому же	1	1
899	если этот	1	1
900	и выше	2	1
901	логическая система	1	1
902	без которых	1	1
903	выше всякого	2	1
904	еще только	1	1
905	с которым	1	1
906	у философа	2	1
907	я хочу	1	1
908	уже давно	1	1
909	входить в	1	1
910	нет ничего	2	1
911	и она	1	1
912	и законченной	1	1
913	что каждый	2	1
914	одна другой	1	1
915	есть такое	1	1
916	то можно	2	1
917	следовательно что	1	1
918	мало и	2	1
919	их к	1	1
920	не сразу	1	1
921	из которых	1	1
922	к бытию	1	1
923	в инобытие	1	1
924	он говорит	1	1
925	и объективная	1	1
926	себя то	1	1
927	очень важно	1	1
928	таких условиях	2	1
929	по существу	4	1
930	может считаться	1	1
931	в состоянии	1	1
932	распадается на	1	1
933	к проблеме	1	1
934	том смысле	1	1
935	мы сказали	1	1
936	этого слова	1	1
937	слова и	1	1
938	сказать не	2	1
939	сих пор	1	1
940	если существует	1	1
941	заставляет нас	1	1
942	оба они	1	1
943	является как	2	1
944	ничего кроме	1	1
945	но для	3	1
946	не больше	3	1
947	переживания и	1	1
948	на одной	2	1
949	а вот	2	1
950	вообще говоря	2	1
951	не является	2	1
952	тут тоже	2	1
953	как строгой	1	1
954	от той	1	1
955	тождественно с	1	1
956	это можно	1	1
957	его нет	1	1
958	есть носитель	1	1
959	тот кто	1	1
960	действительности между	1	1
961	у них	1	1
962	конце концов	5	1
963	мы должны	4	1
964	зрения в	1	1
965	на одно	1	1
966	на более	2	1
967	существует ли	1	1
968	мы мыслим	2	1
969	к самому	1	1
970	и сила	1	1
971	одной из	2	1
972	если подойти	1	1
973	существование и	1	1
974	с ней	1	1
975	только как	1	1
976	другой стороны	2	1
977	философ говорит	1	1
978	него то	1	1
979	к его	2	1
980	жизни а	2	1
981	этот третий	1	1
982	которая тоже	1	1
983	я это	1	1
984	из этого	2	1
985	и идеи	1	1
986	только о	3	1
987	сила и	1	1
988	в действительности	1	1
989	но эти	1	1
990	рационализм и	1	1
991	к этой	2	1
992	как таковое	1	1
993	то оно	1	1
994	и эта	3	1
995	к этому	2	1
996	думать что	1	1
997	в таком	3	1
998	есть личность	1	1
999	они не	1	1
1000	гораздо более	1	1
