N	2gram	Vinokur_St_3	SlovoVZh
407	знак равенства	1	1
408	лучшем случае	1	1
409	того кто	1	1
410	в словах	3	1
411	на эти	3	1
412	с так	1	1
413	эти вопросы	1	1
414	на другое	2	1
415	по мере	1	1
416	произведение от	2	1
417	точно и	1	1
418	в смысле	4	1
419	самого начала	2	1
420	как о	2	1
421	в русской	6	1
422	протяжении всей	1	1
423	к вопросу	1	1
424	более и	2	1
425	начинает пользоваться	1	1
426	не является	3	1
427	время как	4	1
428	при таком	1	1
429	потому не	1	1
430	того чтобы	1	1
431	всей его	1	1
432	тонко мы	1	1
433	к кому	1	1
434	найти в	2	1
435	в результате	2	1
436	которой можно	1	1
437	в качестве	4	1
438	или иным	1	1
439	слова как	2	1
440	же время	3	1
441	особого рода	1	1
442	определенную эпоху	2	1
443	тем более	3	1
444	с этих	1	1
445	теряет свою	1	1
446	по своей	1	1
447	а лишь	1	1
448	всей жизни	1	1
449	них и	1	1
450	же он	1	1
451	это человек	1	1
452	связи с	3	1
453	и различные	1	1
454	поэтической формы	1	1
455	для анализа	1	1
456	нам известна	1	1
457	здесь же	1	1
458	в свою	2	1
459	это уже	1	1
460	этом отношении	4	1
461	гораздо больше	1	1
462	в области	6	1
463	приближается к	1	1
464	в стиле	1	1
465	у нас	4	1
466	они как	1	1
467	и оно	1	1
468	все то	1	1
469	что можно	1	1
470	является и	1	1
471	когда мы	1	1
472	или иного	1	1
473	выросла из	1	1
474	я и	3	1
475	в определенную	2	1
476	можно сравнить	1	1
477	является выражением	1	1
478	но эти	1	1
479	для лингвистической	1	1
480	слова с	1	1
481	и эта	1	1
482	во всяком	4	1
483	вполне понятно	1	1
484	они не	1	1
485	к тому	2	1
