N	2gram	Vinokur_Vv_1	Narrotol
232	но зато	2	2
233	дело с	6	2
234	может оказаться	3	2
235	себя в	2	2
236	в виде	4	2
237	в начале	3	2
238	о них	2	2
239	у меня	1	2
240	участие в	1	2
241	обратиться к	1	2
242	одно из	5	2
243	по словам	1	2
244	т п	5	2
245	вовсе не	6	2
246	давно уже	1	2
247	может служить	3	2
248	представляют собой	6	2
249	только на	3	2
250	своему характеру	1	2
251	именно в	8	2
252	в настоящем	1	2
253	говорит о	3	2
254	только по	3	2
255	превращается в	1	2
256	из наиболее	4	2
257	зависит от	3	2
258	его характер	1	2
259	если не	1	2
260	так же	3	2
261	в строгом	3	2
262	автора в	1	2
263	по своему	5	2
264	о чем	4	2
265	видит в	4	2
266	в течение	5	2
267	тому как	1	2
268	новейшее время	1	2
269	xix в	12	2
270	той мере	4	2
271	но это	1	2
272	к которому	1	2
273	в результате	3	2
274	но также	14	2
275	начинается так	1	2
276	интерес к	1	2
277	бы в	1	2
278	тем более	2	2
279	не должен	1	2
280	истории а	1	2
281	хотя бы	5	2
282	только что	4	2
283	во время	1	2
284	о своем	1	2
285	в свою	1	2
286	точно так	2	2
287	в своих	2	2
288	по поводу	1	2
289	можно назвать	1	2
290	как на	11	2
291	они не	1	2
292	а между	1	1
293	не иначе	2	1
294	отношения к	1	1
295	одним из	5	1
296	также и	16	1
297	например в	2	1
298	самой себе	1	1
299	котором уже	1	1
300	историю не	1	1
301	это и	1	1
302	каждый из	2	1
303	который можно	1	1
304	из его	2	1
305	ведь и	1	1
306	этом имеет	1	1
307	видеть в	1	1
308	в зависимости	1	1
309	изложения и	2	1
310	вопрос о	8	1
311	не была	1	1
312	исследования в	1	1
313	а для	1	1
314	о возможности	1	1
315	на практике	1	1
316	в некотором	1	1
317	похожи на	1	1
318	зависимости от	1	1
319	так называемые	1	1
320	и говорить	1	1
321	в xix	1	1
322	собой в	2	1
323	в уста	1	1
324	иное как	5	1
325	быть в	4	1
326	его словам	1	1
327	иначе как	1	1
328	во всех	2	1
329	одна за	1	1
330	могло быть	1	1
331	в до	2	1
332	в сторону	1	1
333	о слове	1	1
334	в общем	12	1
335	очевидно что	1	1
336	в новом	1	1
337	отношение к	3	1
338	не просто	4	1
339	памяти о	1	1
340	из таких	1	1
341	можно представить	2	1
342	чем же	3	1
343	наряду с	2	1
344	в одной	1	1
345	что история	6	1
346	этой стороны	2	1
347	и как	9	1
348	его к	2	1
349	которого история	1	1
350	для которой	1	1
351	себе не	1	1
352	говорится в	1	1
353	то в	1	1
354	за собой	3	1
355	для которого	1	1
356	непонятно почему	1	1
357	а есть	1	1
358	в которой	1	1
359	бы и	2	1
360	применительно к	2	1
361	так или	4	1
362	с их	5	1
363	внимания как	1	1
364	не могла	1	1
365	и стало	1	1
366	после этого	2	1
367	нашего времени	2	1
368	какой бы	2	1
369	для данной	1	1
370	из него	1	1
371	что ни	1	1
372	смысле как	3	1
373	на этом	3	1
374	его можно	2	1
375	лишь с	1	1
376	объяснить его	2	1
377	этом втором	1	1
378	знание языка	2	1
379	с позиций	1	1
380	входит в	2	1
381	обоих случаях	1	1
382	есть не	3	1
383	здесь возможен	1	1
384	с прошлым	3	1
385	которая как	2	1
386	этом смысле	11	1
387	за другой	1	1
388	истории и	4	1
389	практически не	1	1
390	которые одновременно	1	1
391	менее уже	1	1
392	выходя из	1	1
393	здесь нет	4	1
394	но уже	2	1
395	в сумме	1	1
396	можно наглядно	1	1
397	как об	9	1
398	в реальной	1	1
399	и особенно	1	1
400	эту тему	1	1
401	не всегда	1	1
402	нельзя признать	2	1
403	строгом смысле	3	1
404	должно быть	2	1
405	автора и	1	1
406	еще раз	1	1
407	и ничего	1	1
408	не мог	2	1
409	между ними	2	1
410	одного и	2	1
411	только тем	1	1
412	есть в	1	1
413	в ходе	1	1
414	в следующем	1	1
415	в такой	1	1
416	и без	2	1
417	это делает	2	1
418	всяком случае	3	1
419	целого но	1	1
420	от времени	1	1
421	не от	1	1
422	как будет	2	1
423	в которых	6	1
424	мысли и	2	1
425	его отношение	1	1
426	от себя	3	1
427	знания но	1	1
428	не могли	2	1
429	речь выше	1	1
430	для нее	1	1
431	новое и	1	1
432	содержание и	1	1
433	связи с	3	1
434	естественно не	1	1
435	нет никакого	1	1
436	в отношении	2	1
437	на рубеже	2	1
438	человечества и	1	1
439	иной раз	2	1
440	легко представить	1	1
441	дело не	3	1
442	на котором	2	1
443	было не	1	1
444	что иное	4	1
445	это еще	2	1
446	вытекает из	1	1
447	виде в	2	1
448	находятся в	2	1
449	обратим внимание	1	1
450	а до	1	1
451	следует понимать	1	1
452	а лишь	1	1
453	не по	1	1
454	только с	3	1
455	как будто	3	1
456	в каком	1	1
457	составляет его	2	1
458	сказано было	2	1
459	художественной литературы	2	1
460	обращенной к	1	1
461	например что	2	1
462	не бывает	2	1
463	обоих этих	1	1
464	имеет право	1	1
465	что можно	2	1
466	данности и	1	1
467	не могут	5	1
468	есть только	2	1
469	истории не	2	1
470	чтобы сделать	1	1
471	как только	1	1
472	же самое	2	1
473	того о	1	1
474	которым в	1	1
475	иной области	1	1
476	не предполагает	1	1
477	в полной	1	1
478	прошлом и	3	1
479	если же	2	1
480	как мы	9	1
481	и о	1	1
482	то она	1	1
483	что все	1	1
484	в виду	4	1
485	меня в	1	1
486	для читателя	1	1
487	языка и	12	1
488	шла речь	4	1
489	реальной действительности	1	1
490	жизнь была	1	1
491	настаивая на	1	1
492	на нее	2	1
493	не с	2	1
494	ясно что	9	1
495	до времени	1	1
496	и прочих	1	1
497	историю своей	1	1
498	еще в	1	1
499	по ее	1	1
500	это только	4	1
501	по сравнению	3	1
502	жизнь и	1	1
503	предстал в	1	1
504	это обычно	1	1
505	которые у	1	1
506	не на	1	1
507	и соответственно	1	1
508	люди с	1	1
509	в самой	1	1
510	настолько что	1	1
511	время в	2	1
512	другими словами	1	1
513	говорит об	1	1
514	сообщение о	1	1
515	и объяснить	1	1
516	теперь и	1	1
517	и по-видимому	1	1
518	времени в	3	1
519	это было	1	1
520	к нему	2	1
521	которого не	1	1
522	жизни для	1	1
523	том или	1	1
524	нем не	1	1
525	не со	1	1
526	возникает и	1	1
527	для второго	1	1
528	а потому	3	1
529	во всей	1	1
530	именно она	1	1
531	лишь к	1	1
532	них в	1	1
533	наконец в	1	1
534	о единстве	1	1
535	также в	1	1
536	все время	1	1
537	по содержанию	2	1
538	текста на	1	1
539	быть и	2	1
540	с той	1	1
541	но с	4	1
542	связь и	1	1
543	одной из	3	1
544	этот вопрос	4	1
545	с каждым	1	1
546	каким он	1	1
547	как нечто	8	1
548	очень много	1	1
549	и так	1	1
550	героического эпоса	1	1
551	уже шла	1	1
552	именно на	2	1
553	так что	5	1
554	к сумме	1	1
555	того же	3	1
556	ряде случаев	1	1
557	и искусно	1	1
558	был прав	1	1
559	быть определено	1	1
560	свой собственный	1	1
561	в одном	4	1
562	в прошлом	2	1
563	но что	3	1
564	к человеку	1	1
565	в системе	1	1
566	случае с	1	1
567	акта все	1	1
568	заметить что	1	1
569	тем что	6	1
570	или ином	1	1
571	в текстах	3	1
572	для того	21	1
573	поскольку это	1	1
574	именно как	3	1
575	нужно было	1	1
576	он нам	1	1
577	до сих	5	1
578	от другой	3	1
579	однако что	1	1
580	ли это	1	1
581	а именно	6	1
582	говорилось о	1	1
583	в ряде	2	1
584	себя со	2	1
585	и последующих	1	1
586	что не	5	1
587	связано с	1	1
588	на этот	4	1
589	и составляет	1	1
590	этой системе	1	1
591	более того	1	1
592	что находится	1	1
593	не означает	1	1
594	однако и	1	1
595	для исследования	1	1
596	признать вполне	1	1
597	стороны и	3	1
598	и с	2	1
599	его собственной	1	1
600	на эту	1	1
601	об ее	1	1
602	что мы	2	1
603	как именно	1	1
604	с помощью	1	1
605	не видит	1	1
606	проникновения в	1	1
607	в специальном	1	1
608	внимания к	1	1
609	в далеком	1	1
610	вместе с	6	1
611	с конца	2	1
612	все свое	1	1
613	однако для	1	1
614	что именно	2	1
615	например когда	1	1
616	как сказано	2	1
617	сравнению с	3	1
618	будет по	2	1
619	для первого	1	1
620	что же	3	1
621	того не	2	1
622	рассказа в	1	1
623	в первой	1	1
624	дело здесь	1	1
625	без чего	1	1
626	образцом для	1	1
627	слова и	1	1
628	и от	1	1
629	сих пор	5	1
630	истории однако	1	1
631	все это	6	1
632	этом и	1	1
633	мира у	1	1
634	каждой из	3	1
635	которых он	1	1
636	слова но	1	1
637	он вовсе	1	1
638	попытка понять	2	1
639	в связи	2	1
640	не существует	2	1
641	котором он	2	1
642	или в	1	1
643	том виде	3	1
644	другое дело	3	1
645	включают в	1	1
646	к одной	1	1
647	по одной	1	1
648	было на	1	1
649	в этих	3	1
650	еще более	1	1
651	на других	1	1
652	мы должны	1	1
653	будто бы	2	1
654	именно он	1	1
655	или не	1	1
656	хотя в	2	1
657	есть продукт	1	1
658	самому и	1	1
659	нам не	1	1
660	может и	1	1
661	смысле они	1	1
662	и внутренне	1	1
663	и сейчас	2	1
664	жизни а	1	1
665	одновременно и	1	1
666	не что	4	1
667	что при	1	1
668	всю ее	1	1
669	время не	1	1
670	в действительности	1	1
671	частности в	1	1
672	историю и	2	1
673	просто не	1	1
674	ее в	1	1
675	этой точки	1	1
676	путь не	1	1
677	xviii в	6	1
678	к этому	3	1
679	во всяком	3	1
680	гораздо более	3	1
