N	2gram	Vygotskiy__4	UchenyiS
141	из самых	1	1
142	элементарным и	1	1
143	в пределах	3	1
144	много в	1	1
145	и др	1	1
146	еще одно	1	1
147	сам автор	2	1
148	к которой	3	1
149	поэтов и	1	1
150	что для	5	1
151	слова а	1	1
152	никогда не	5	1
153	к созданию	1	1
154	композиция но	1	1
155	так и	3	1
156	одной стороны	3	1
157	той же	4	1
158	относится к	1	1
159	которой все	2	1
160	до конца	7	1
161	с тем	4	1
162	мы имеем	2	1
163	что никакого	1	1
164	он знает	2	1
165	такое понимание	2	1
166	со своими	1	1
167	именно этот	1	1
168	ничего подобного	1	1
169	в не	1	1
170	а где	1	1
171	очень легко	4	1
172	в словах	2	1
173	и даже	1	1
174	должно быть	3	1
175	иначе говоря	2	1
176	на слово	1	1
177	можно сказать	2	1
178	о нем	4	1
179	этой же	1	1
180	в порядке	4	1
181	материал и	2	1
182	словесного искусства	1	1
183	который требовал	1	1
184	такую операцию	1	1
185	тех кто	1	1
186	как на	6	1
187	о том	20	1
188	в ней	6	1
189	и потому	2	1
190	во мне	1	1
191	почти не	1	1
192	в котором	2	1
193	героя не	1	1
194	только для	1	1
195	и что	25	1
196	она в	1	1
197	все и	1	1
198	быть в	1	1
199	из которых	3	1
200	чем то	1	1
201	этой основной	2	1
202	признать что	1	1
203	все в	1	1
204	в течение	1	1
205	является только	1	1
206	в той	3	1
207	ее к	1	1
208	он может	2	1
209	он вводит	1	1
210	не то	4	1
211	бы в	1	1
212	того что	4	1
213	в которых	3	1
214	поскольку он	1	1
215	ряда и	1	1
216	их в	3	1
217	друг с	4	1
218	на его	1	1
219	ней не	1	1
220	тому чтобы	3	1
221	оно является	2	1
222	это значит	1	1
223	что этот	3	1
224	за пределы	1	1
225	формы как	1	1
226	на то	10	1
227	быть не	2	1
228	него не	1	1
229	и вся	1	1
230	она не	3	1
231	задачи и	1	1
232	еще раз	3	1
233	у стерна	1	1
234	и обработки	1	1
235	первый взгляд	1	1
236	независимо от	1	1
237	в своем	7	1
238	что с	1	1
239	но для	1	1
240	имеет свою	1	1
241	что ему	2	1
242	и все	12	1
243	того как	1	1
244	что только	1	1
245	тот же	3	1
246	этого материала	1	1
247	верно но	1	1
248	подходят к	1	1
249	и действительно	1	1
250	которое мы	1	1
251	верно и	2	1
252	в точном	1	1
253	сторону от	1	1
254	так много	1	1
255	в которой	4	1
256	почему по	1	1
257	больше чем	2	1
258	бы ни	1	1
259	оформления материала	1	1
260	это то	3	1
261	не было	3	1
262	так или	1	1
263	находятся в	1	1
264	закон и	1	1
265	таком понимании	1	1
266	тогда когда	1	1
267	с одной	3	1
268	с которыми	1	1
269	исследования должно	1	1
270	построения и	2	1
271	начала и	1	1
272	далеко не	3	1
273	толстой в	1	1
274	впечатление которое	2	1
275	же в	1	1
276	в виде	3	1
277	и искусства	1	1
278	только одним	1	1
279	в нем	7	1
280	точном смысле	2	1
281	художественного оформления	1	1
282	или просто	1	1
283	с другом	4	1
284	но если	3	1
285	он не	11	1
286	сказать что	13	1
287	вводится в	1	1
288	одно из	2	1
289	он называет	1	1
290	равно как	1	1
291	исходить из	1	1
292	и так	4	1
293	понимании форма	1	1
294	случайно и	1	1
295	содержания и	1	1
296	в отдельности	1	1
297	и материал	1	1
298	что под	1	1
299	не для	3	1
300	содержание и	1	1
301	это верно	1	1
302	самое что	2	1
303	время не	1	1
304	но он	6	1
305	содержание в	1	1
306	но что	1	1
307	у него	6	1
308	самые слова	1	1
309	этого и	1	1
310	мы можем	5	1
311	всего что	1	1
312	и независимо	1	1
313	так то	1	1
314	ее в	4	1
315	элементы из	1	1
316	что нельзя	1	1
317	и свое	1	1
318	и эта	2	1
319	это в	4	1
320	к убийству	2	1
321	что при	2	1
322	к этому	4	1
323	что в	21	1
324	в таком	4	1
325	бы это	3	1
326	от которой	1	1
