N	2gram	Tiupa_Narr_1	Problemy
118	здесь не	4	4
119	самом деле	2	4
120	на себя	3	4
121	уже в	3	4
122	в виду	1	4
123	не знает	1	4
124	он и	1	4
125	том что	14	4
126	одним из	2	3
127	с ее	3	3
128	образом и	1	3
129	мы и	1	3
130	но он	1	3
131	так же	2	3
132	отличается от	4	3
133	и для	2	3
134	здесь и	2	3
135	а то	1	3
136	числе и	4	3
137	и во	1	3
138	в конце	1	3
139	того же	1	3
140	более того	1	3
141	чужой речи	1	3
142	по своей	3	3
143	и только	2	3
144	отношение к	2	3
145	в той	6	3
146	к своему	1	3
147	и даже	3	3
148	на него	3	3
149	между двумя	5	3
150	в последующих	1	3
151	и при	1	3
152	из этих	3	3
153	отличие от	5	3
154	слов и	1	3
155	дело в	1	3
156	в слове	1	3
157	или менее	2	3
158	мы имеем	2	3
159	если бы	1	3
160	и т.д	7	3
161	далеко не	5	3
162	сам по	1	3
163	другой стороны	4	3
164	мы уже	1	3
165	в этой	5	3
166	тем что	3	3
167	что и	1	3
168	не могут	1	3
169	в отличие	5	3
170	героя в	8	3
171	в мире	9	3
172	себя и	2	3
173	она не	2	3
174	также и	1	3
175	на этом	1	3
176	их в	1	3
177	не как	2	3
178	в различных	1	3
179	с другой	8	3
180	всех его	2	3
181	рассказ в	2	3
182	по существу	2	3
183	и до	2	3
184	себя в	5	3
185	бытия и	1	3
186	было бы	4	3
187	но именно	1	3
188	в своем	2	3
189	более или	2	3
190	в речи	1	3
191	и совершенно	1	2
192	для нас	1	2
193	в свое	1	2
194	в другом	1	2
195	нами уже	1	2
196	и через	1	2
197	достоевского и	1	2
198	с нею	1	2
199	о котором	1	2
200	от этого	1	2
201	на том	3	2
202	могут оказаться	1	2
203	этого слова	2	2
204	должна быть	2	2
205	не менее	3	2
206	в произведении	3	2
207	свое время	1	2
208	хотя бы	4	2
209	бы не	2	2
210	то и	1	2
211	нами два	1	2
212	если в	3	2
213	могут быть	3	2
214	не дает	1	2
215	два слова	1	2
216	в художественном	1	2
217	об этом	1	2
218	себя внимание	3	2
219	от одного	2	2
220	а в	11	2
221	слова не	1	2
222	те же	4	2
223	к самому	2	2
224	оно и	1	2
225	он сам	2	2
226	там и	1	2
227	его как	2	2
228	при всем	2	2
229	с ним	1	2
230	этом смысле	1	2
231	к жизни	1	2
232	в рассказе	4	2
233	здесь в	1	2
234	для него	2	2
235	общения то	2	2
236	сами по	2	2
237	и времени	1	2
238	нет и	2	2
239	между тем	3	2
240	к тому	7	2
241	к ней	1	2
242	но все	4	2
243	времени и	7	2
244	своей природе	1	2
245	мысли и	1	2
246	жизни не	1	2
247	а как	1	2
248	они не	2	2
249	себе а	1	2
250	языка и	2	2
251	в системе	1	2
252	в античности	1	2
253	у нас	1	2
254	зрения и	2	2
255	отношения к	2	2
256	лишь в	1	2
257	не входит	1	2
258	сказать что	4	2
259	именно как	1	2
260	поэтому и	1	2
261	но на	1	2
262	ничего не	2	2
263	не могло	2	2
264	как нам	1	2
265	одна из	3	2
266	и тем	4	2
267	главного героя	2	2
268	же как	3	2
269	когда он	3	2
270	живет в	1	2
271	в результате	2	2
272	слов с	1	2
273	мы будем	1	2
274	человек с	1	2
275	в литературной	1	2
276	и как	5	2
277	во сне	1	2
278	и является	1	2
279	в общем	1	2
280	ко второму	1	2
281	зрения как	1	2
282	всякое высказывание	1	2
283	слова от	1	2
284	в присутствии	3	2
285	героя но	1	2
286	если оно	1	2
287	все равно	1	2
288	героя с	2	2
289	здесь только	1	2
290	и одновременно	2	2
291	и пр	1	2
292	в которых	1	2
293	все время	1	2
294	высказывания и	3	2
295	или иной	5	2
296	меньшей степени	1	2
297	он как	1	2
298	и другого	1	2
299	можно было	2	2
300	но она	1	2
301	том или	2	2
302	есть уже	1	2
303	что мы	2	2
304	не могли	1	2
305	и по	1	2
306	он уже	2	2
307	той или	4	2
308	в данном	5	2
309	не было	2	2
310	произведения не	1	1
311	не становится	1	1
312	который и	1	1
313	и там	1	1
314	преимущественно в	1	1
315	только одним	1	1
316	образа и	1	1
317	жизни а	2	1
318	мы переходим	1	1
319	и братьев	1	1
320	и существенно	1	1
321	когда мы	2	1
322	как правило	4	1
323	на его	1	1
324	оно стремится	1	1
325	бы он	1	1
326	с которыми	1	1
327	этой проблемы	1	1
328	оснований для	1	1
329	данном случае	4	1
330	и придает	1	1
331	это все	2	1
332	в связи	2	1
333	входит в	1	1
334	от всех	2	1
335	в собственном	2	1
336	в обеих	1	1
337	жизни в	3	1
338	тексте а	1	1
339	рассказ о	1	1
340	в не	1	1
341	место в	1	1
342	другой но	1	1
343	его специфической	1	1
344	их поступки	1	1
345	в литературе	2	1
346	в целом	1	1
347	внимание и	1	1
348	ничем не	1	1
349	с рассказом	2	1
350	в двух	2	1
351	в плане	1	1
352	было и	1	1
353	значительной степени	2	1
354	они все	2	1
355	высказывания а	1	1
356	однако он	1	1
357	и определенным	1	1
358	в один	1	1
359	автора как	1	1
360	для себя	1	1
361	что как	1	1
362	может служить	1	1
363	никто не	1	1
364	нельзя сказать	1	1
365	возможностей в	1	1
366	к этим	1	1
367	интонации и	1	1
368	их друг	1	1
369	связи с	4	1
370	высказывания в	6	1
371	читателя в	2	1
372	для передачи	1	1
373	также ее	1	1
374	обращается к	1	1
375	сообщение о	1	1
376	и чрезвычайно	1	1
377	себя с	1	1
378	его смысла	1	1
379	вследствие чего	2	1
380	делает его	1	1
381	к рассказу	1	1
382	подлинная жизнь	1	1
383	события на	1	1
384	и у	1	1
385	наконец в	2	1
386	у себя	1	1
387	из двух	3	1
388	что это	3	1
389	принципа не	1	1
390	один и	1	1
391	самым существенным	1	1
392	это ощущение	1	1
393	резко отличается	1	1
394	далее и	1	1
395	даже в	2	1
396	обстоит дело	1	1
397	в тех	1	1
398	чтобы стать	2	1
399	при всей	4	1
400	в последние	2	1
401	в значительной	2	1
402	из общей	1	1
403	друг от	1	1
404	этом не	1	1
405	дело не	1	1
406	как это	6	1
407	человек не	1	1
408	рассказа в	1	1
409	человека с	1	1
410	что когда-то	1	1
411	та же	2	1
412	от него	1	1
413	живущих в	1	1
414	текста при	1	1
415	о возможности	1	1
416	он существует	1	1
417	и знает	1	1
418	беседы с	1	1
419	нем не	1	1
420	от друга	1	1
421	но сама	2	1
422	на ту	1	1
423	точке зрения	1	1
424	произведении и	1	1
425	в форме	5	1
426	но может	1	1
427	есть к	1	1
428	целое и	1	1
429	новое и	1	1
430	правильнее будет	1	1
431	со всеми	1	1
432	и вообще	1	1
433	его в	2	1
434	иметь в	1	1
435	со смертью	2	1
436	в драме	1	1
437	и формы	1	1
438	отношением к	1	1
439	его и	1	1
440	же не	4	1
441	и стилизация	1	1
442	на что	1	1
443	необходимо указать	1	1
444	к которому	2	1
445	время в	2	1
446	между собой	2	1
447	предполагает наличие	1	1
448	тем самым	6	1
449	а именно	3	1
450	она здесь	1	1
451	в ее	3	1
452	уст в	1	1
453	в гостиной	1	1
454	может не	3	1
455	здесь мы	1	1
456	и перед	1	1
457	из жизни	1	1
458	со словами	2	1
459	вплоть до	2	1
460	и оценки	1	1
461	но зато	1	1
462	а лишь	1	1
463	о своей	2	1
464	хотя они	1	1
465	как не	1	1
466	в таком	2	1
467	речи именно	1	1
468	авторской позиции	2	1
469	может редуцироваться	1	1
470	на самом	1	1
471	втором эпизоде	1	1
472	по всей	2	1
473	но как	2	1
474	напомним что	1	1
475	формы сами	1	1
476	двух сознаний	1	1
477	могли бы	1	1
478	отношений между	1	1
479	не с	3	1
480	лучше сказать	1	1
481	из его	1	1
482	голоса в	1	1
483	границы между	1	1
484	в чужой	2	1
485	как событие	3	1
486	и ему	1	1
487	ее а	1	1
488	при всех	2	1
489	он может	1	1
490	явления как	1	1
491	не видеть	1	1
492	собственным голосом	1	1
493	в уста	1	1
494	точкой зрения	2	1
495	из уст	1	1
496	и внутренняя	1	1
497	они и	1	1
498	с человеком	2	1
499	есть прежде	1	1
500	между людьми	1	1
501	слово там	1	1
502	для изучения	1	1
503	определяя его	1	1
504	что если	1	1
505	что не	4	1
506	такова и	1	1
507	события в	2	1
508	своей жизни	1	1
509	что у	2	1
510	они в	2	1
511	место для	1	1
512	подхода к	1	1
513	что на	2	1
514	на одном	1	1
515	не на	2	1
516	и сами	1	1
517	слова эта	1	1
518	что было	1	1
519	своего предмета	1	1
520	один человек	2	1
521	в силу	4	1
522	мира и	2	1
523	можно назвать	1	1
524	во второй	2	1
525	оно живет	1	1
526	в характере	1	1
527	тому же	5	1
528	один из	3	1
529	отрешиться от	1	1
530	при анализе	1	1
531	за пределами	1	1
532	тонах и	1	1
533	и потому	2	1
534	приводят к	1	1
535	в книге	1	1
536	а с	3	1
537	является как	1	1
538	его жизни	2	1
539	не столько	4	1
540	не довлеет	1	1
541	видеть в	1	1
542	его личности	2	1
543	установка человека	1	1
544	не о	3	1
545	прямой речи	2	1
546	других типов	1	1
547	что все	1	1
548	можно определить	1	1
549	со стороны	9	1
550	по поводу	1	1
551	может иметь	1	1
552	сказать о	1	1
553	который не	1	1
554	эта особенность	1	1
555	и соответственно	2	1
556	однако и	1	1
557	в них	1	1
558	даже не	3	1
559	или иначе	3	1
560	и др	2	1
561	не всегда	2	1
562	жизни то	1	1
563	одной стороны	7	1
564	пользуются для	1	1
565	себе не	2	1
566	точку зрения	4	1
567	на другое	1	1
568	голос самого	1	1
569	ни было	3	1
570	человеческих отношений	1	1
571	единство высказывания	1	1
572	как ни	2	1
573	то у	1	1
574	героя к	3	1
575	в первом	3	1
576	в мир	1	1
577	диалога и	1	1
578	именно в	6	1
579	как то	1	1
580	с одной	7	1
581	должен был	1	1
582	показаться что	1	1
583	силу и	1	1
584	это же	1	1
585	как своего	1	1
586	а по	2	1
587	он живет	1	1
588	совпадает с	1	1
589	тоже не	1	1
590	речи но	1	1
591	является для	1	1
592	этого второго	1	1
593	не являются	2	1
594	эта позиция	1	1
595	как к	2	1
596	иной его	1	1
597	и брани	1	1
598	еще раз	1	1
599	роль в	2	1
600	в это	1	1
601	у нее	2	1
602	в новом	1	1
603	здесь также	1	1
604	нет ничего	1	1
605	несмотря на	2	1
606	т.п ни	1	1
607	быть и	1	1
608	что могло	1	1
609	уже более	1	1
610	это жизнь	1	1
611	с этого	1	1
612	для всего	1	1
613	следует отметить	2	1
614	они еще	1	1
615	положений и	1	1
616	однако в	2	1
617	отметить что	1	1
618	форме и	1	1
619	все и	1	1
620	и иных	1	1
621	продолжает определять	1	1
622	пространства и	1	1
623	не должен	1	1
624	в некотором	1	1
625	оказываются в	1	1
626	свою речь	1	1
627	могло быть	1	1
628	в какой	2	1
629	этом последнем	1	1
630	в частности	14	1
631	начиная с	1	1
632	такова например	1	1
633	человеческой мысли	1	1
634	не бывает	1	1
635	может показаться	1	1
636	всего в	1	1
637	хотя оно	1	1
638	смерть и	1	1
639	отношений эта	1	1
640	типов но	1	1
641	в области	2	1
642	в какой-то	1	1
643	одним словом	1	1
644	его о	1	1
645	ней не	1	1
646	и есть	1	1
647	которых он	1	1
648	другом и	2	1
649	в ней	3	1
650	а может	1	1
651	друга в	1	1
652	какой-то мере	1	1
653	и то	1	1
654	точка зрения	6	1
655	и уже	1	1
656	здесь даже	1	1
657	так или	2	1
658	настоящего времени	1	1
659	одному из	1	1
660	а во	3	1
661	и сама	1	1
662	ничего а	1	1
663	совершенно очевидно	2	1
664	благодаря этому	1	1
665	как будто	3	1
666	все еще	1	1
667	и определяет	1	1
668	и могут	1	1
669	но во	1	1
670	в соответствии	1	1
671	обратимся к	3	1
672	ни на	1	1
673	человека в	2	1
674	на своего	1	1
675	характерно что	1	1
676	еще одного	1	1
677	и эта	1	1
678	сознанием всегда	1	1
679	и тогда	1	1
680	известной степени	1	1
681	один голос	2	1
682	совершенно иной	2	1
683	и общечеловеческой	1	1
684	сводятся к	1	1
685	является в	1	1
686	отсутствует но	1	1
687	в другое	1	1
688	принимает форму	1	1
689	не есть	3	1
690	жизни но	2	1
691	не обязательно	3	1
692	в роли	2	1
693	в свою	3	1
694	во втором	4	1
