N	2gram	Nazirov_Tr_1	Istorich
205	также что	1	1
206	а из	1	1
207	самом деле	1	1
208	смысл этого	1	1
209	и до	2	1
210	со своей	1	1
211	и за	2	1
212	возвращения из	1	1
213	связаны между	1	1
214	человека и	1	1
215	исследования в	1	1
216	это сказывается	1	1
217	очень скоро	1	1
218	все говорит	1	1
219	на них	1	1
220	между собой	1	1
221	быть в	1	1
222	столь же	2	1
223	мысль что	1	1
224	но как	1	1
225	в быту	1	1
226	к ним	1	1
227	некоторые черты	1	1
228	тут же	2	1
229	не просто	2	1
230	друга и	1	1
231	уходит от	1	1
232	к сожалению	1	1
233	отнюдь не	3	1
234	тебе и	1	1
235	чем же	1	1
236	как говорит	2	1
237	более чем	1	1
238	что ее	1	1
239	это был	2	1
240	ухода из	1	1
241	перед нами	2	1
242	хочет сделать	1	1
243	к этой	1	1
244	напомним что	1	1
245	что это	5	1
246	он в	1	1
247	бы не	1	1
248	право на	1	1
249	общеизвестно что	1	1
250	говорит не	1	1
251	человек не	1	1
252	вообще не	1	1
253	исходит из	1	1
254	момент ухода	1	1
255	чтобы установить	1	1
256	одному из	1	1
257	должна быть	1	1
258	перестает быть	1	1
259	не как	1	1
260	по всем	1	1
261	исходит от	1	1
262	и по	1	1
263	от нее	1	1
264	в мире	3	1
265	об этом	4	1
266	она находит	1	1
267	на ту	1	1
268	не нашел	1	1
269	а как	2	1
270	заключается в	1	1
271	в и	1	1
272	я все	2	1
273	с начала	1	1
274	этом мы	1	1
275	но уже	1	1
276	а за	1	1
277	которой он	1	1
278	и вне	1	1
279	для чего	1	1
280	ведет к	1	1
281	очень важный	1	1
282	он сказал	1	1
283	перед собой	1	1
284	но если	1	1
285	в своей	1	1
286	этой связи	1	1
287	в такой	1	1
288	где мы	1	1
289	и цель	1	1
290	своего рода	3	1
291	где на	1	1
292	умирает и	1	1
293	ко всему	1	1
294	превратиться в	1	1
295	на мысль	1	1
296	не могли	1	1
297	сохранил эту	1	1
298	что этот	2	1
299	на всю	1	1
300	теперь я	1	1
301	по себе	1	1
302	называет его	1	1
303	ребенок не	1	1
304	вплоть до	1	1
305	говорит по	1	1
306	самого начала	1	1
307	того как	1	1
308	например что	1	1
309	считает что	1	1
310	это мы	1	1
311	за тебя	1	1
312	до самой	1	1
313	стола и	1	1
314	во всем	1	1
315	сел на	1	1
316	перед ним	1	1
317	совсем забыл	1	1
318	его за	2	1
319	за что	1	1
320	всего что	1	1
321	указывает на	1	1
322	не есть	1	1
323	что при	1	1
324	где он	1	1
325	тем и	1	1
326	вы не	1	1
327	с ее	3	1
328	небом в	1	1
329	в ее	2	1
330	вместе со	2	1
331	с самого	1	1
332	и сам	3	1
333	в образе	6	1
334	можно было	1	1
335	видит что	1	1
336	женщин но	1	1
337	за этими	1	1
338	он сам	7	1
339	с ним	3	1
340	и должно	1	1
341	это происходит	1	1
342	разрушения и	1	1
343	другие и	1	1
344	с другим	1	1
345	она всегда	1	1
346	это должно	1	1
347	толстой и	1	1
348	времени в	2	1
349	восходит к	1	1
350	мы понимаем	1	1
351	говорит в	1	1
352	оказалось что	1	1
353	и дело	1	1
354	хотя бы	1	1
355	как нечто	1	1
356	дочь и	1	1
357	который в	2	1
358	на брак	1	1
359	у ней	1	1
360	именно на	1	1
361	уже в	3	1
362	эти черты	1	1
363	всем его	1	1
364	чтобы он	1	1
365	не знать	1	1
366	с отцом	1	1
367	характерно что	1	1
368	одно из	1	1
369	и их	1	1
370	ко всей	1	1
371	могло бы	1	1
372	и должна	1	1
373	тогда как	1	1
374	это по	1	1
375	и вместе	1	1
376	в особую	1	1
377	ребенка в	2	1
378	как у	2	1
379	и трое	1	1
380	в каких	1	1
381	с сыном	1	1
382	а жизнь	1	1
383	только к	2	1
384	говорит о	2	1
385	этого персонажа	1	1
386	а на	1	1
387	на этот	1	1
388	ничем не	2	1
389	с наступлением	1	1
390	о чем	3	1
391	враждебное отношение	1	1
392	под влиянием	2	1
393	мог быть	1	1
394	сравним с	1	1
395	к себе	1	1
396	над ним	1	1
397	в жизнь	1	1
398	что за	3	1
399	смысле этого	1	1
400	как бы	7	1
401	думать о	1	1
402	этого слова	1	1
403	с этой	1	1
404	в основном	3	1
405	о его	2	1
406	все это	4	1
407	в полночь	1	1
408	она должна	2	1
409	в книге	1	1
410	это уже	2	1
411	так он	1	1
412	при таком	1	1
413	своими товарищами	1	1
414	это может	1	1
415	самой смерти	1	1
416	обстоит дело	1	1
417	героя и	1	1
418	состоит из	2	1
419	в иной	1	1
420	это и	1	1
421	не самому	1	1
422	но еще	1	1
423	и эта	1	1
424	это в	1	1
425	в таком	2	1
