N	2gram	Bakhtin_fo_1	Tvorches
189	в жизни	6	2
190	это время	7	2
191	в виду	3	2
192	и отношений	1	2
193	данном случае	1	2
194	в себя	1	2
195	во главе	1	2
196	приводит к	1	2
197	на том	1	2
198	так и	12	2
199	живет в	1	2
200	здесь нет	3	2
201	об этом	2	2
202	переходит в	1	2
203	что и	3	2
204	во всей	3	2
205	и мир	1	2
206	в литературе	16	2
207	герой в	1	2
208	тот же	1	2
209	в качестве	3	2
210	человека с	1	2
211	так что	1	2
212	же и	2	2
213	и у	5	2
214	от других	1	2
215	при помощи	1	2
216	из них	1	2
217	был бы	3	2
218	мы находим	2	2
219	любви или	1	2
220	отдельного человека	1	2
221	только на	3	2
222	этой проблемы	2	2
223	именно в	3	2
224	что не	3	2
225	влияние на	4	2
226	сосредоточенность на	1	2
227	до конца	4	2
228	с которым	1	2
229	мира в	3	2
230	человека как	1	2
231	было в	1	2
232	все более	1	2
233	в частности	6	2
234	вместе с	3	2
235	в него	1	2
236	времени а	1	2
237	пространства и	4	2
238	к жизни	2	2
239	еще более	3	2
240	время не	2	2
241	перед нами	1	2
242	в одно	3	2
243	для этой	1	2
244	причем в	1	2
245	или в	3	2
246	из себя	1	2
247	личности и	2	2
248	не знает	3	2
249	сказать что	3	2
250	в глаза	2	2
251	что ты	1	2
252	себе не	1	2
253	время он	1	2
254	и человек	1	2
255	к этому	3	2
256	гораздо более	1	2
257	всем и	1	1
258	эта идея	1	1
259	же как	2	1
260	в движение	3	1
261	и через	1	1
262	он произносит	1	1
263	связана с	1	1
264	с исторической	1	1
265	сплошь и	2	1
266	к своей	2	1
267	времени но	1	1
268	и есть	1	1
269	очень много	1	1
270	этого мира	4	1
271	из самых	1	1
272	и до	5	1
273	оно было	1	1
274	места в	2	1
275	также и	2	1
276	мы уже	11	1
277	их и	2	1
278	греховной жизни	1	1
279	всей ее	1	1
280	ни даже	1	1
281	мы имеем	1	1
282	xvii века	2	1
283	развития человечества	1	1
284	единство и	1	1
285	происходило в	1	1
286	для раскрытия	2	1
287	в сущности	3	1
288	время как	5	1
289	принадлежит к	2	1
290	событий и	3	1
291	не совсем	1	1
292	что можно	1	1
293	литературе нового	1	1
294	жизни это	2	1
295	переплетается с	1	1
296	в xix	1	1
297	это само	1	1
298	вопрос об	1	1
299	одно из	3	1
300	еще не	5	1
301	по этому	1	1
302	идет за	1	1
303	он был	1	1
304	между собой	4	1
305	но за	1	1
306	отличного от	1	1
307	себя по	1	1
308	этой почве	1	1
309	во всех	6	1
310	я был	2	1
311	совсем не	2	1
312	наряду с	5	1
313	друг на	2	1
314	по отношению	3	1
315	и узнают	1	1
316	в истории	2	1
317	с этим	6	1
318	о жизни	1	1
319	более и	1	1
320	это был	1	1
321	кроме того	4	1
322	на самоубийство	1	1
323	большой четкостью	1	1
324	к этой	1	1
325	его к	1	1
326	и к	2	1
327	один ряд	1	1
328	он на	1	1
329	нет никакой	1	1
330	искусство и	1	1
331	в этот	2	1
332	жизни есть	1	1
333	со своей	3	1
334	образа была	1	1
335	из жизни	1	1
336	бы и	1	1
337	что это	1	1
338	всего романа	1	1
339	время это	1	1
340	европейского романа	4	1
341	все эти	9	1
342	новый тип	2	1
343	времени отсюда	1	1
344	так в	1	1
345	это тот	1	1
346	относительности мы	1	1
347	человеке и	1	1
348	в жертву	1	1
349	имеем в	1	1
350	тому же	2	1
351	и те	3	1
352	человек не	1	1
353	вследствие этого	3	1
354	связанные с	1	1
355	чем обычно	1	1
356	да и	3	1
357	через три	1	1
358	всех этих	5	1
359	рыдает в	1	1
360	не к	2	1
361	что еще	1	1
362	и вот	1	1
363	кризис и	2	1
364	братья карамазовы	1	1
365	его можно	1	1
366	в большой	1	1
367	в основу	3	1
368	сочетается в	1	1
369	человек а	1	1
370	значение в	5	1
371	мировой литературе	2	1
372	или скажем	1	1
373	на этой	4	1
374	его в	3	1
375	это было	1	1
376	времени ибо	1	1
377	было бы	2	1
378	роль в	9	1
379	все другие	2	1
380	лишь на	1	1
381	нам по	1	1
382	ни в	8	1
383	к герою	1	1
384	для них	3	1
385	люди не	1	1
386	в них	4	1
387	о которых	1	1
388	с тем	3	1
389	на друга	2	1
390	и уже	3	1
391	нигде не	1	1
392	конечно о	1	1
393	жизни но	5	1
394	чем в	2	1
395	пародия на	1	1
396	о которой	1	1
397	одного и	5	1
398	поэтому здесь	3	1
399	на первый	1	1
400	в спальню	1	1
401	можно только	2	1
402	жизнь это	1	1
403	и ее	3	1
404	на месте	1	1
405	быть названы	1	1
406	однако этот	1	1
407	миф о	1	1
408	успеха в	1	1
409	и внутренних	1	1
410	но эта	3	1
411	образом и	1	1
412	в философии	1	1
413	времен и	1	1
414	и более	1	1
415	том же	2	1
416	что этот	1	1
417	на всю	1	1
418	по себе	2	1
419	имел в	1	1
420	в историческом	1	1
421	роль играют	1	1
422	в отношении	3	1
423	власть в	1	1
424	вплоть до	1	1
425	в таких	1	1
426	дома на	1	1
427	здесь лишь	1	1
428	не имеет	4	1
429	в романном	1	1
430	что их	1	1
431	в процессе	4	1
432	они же	1	1
433	в плане	1	1
434	поступков и	1	1
435	и имеет	1	1
436	и снова	1	1
437	все без	1	1
438	этой схемы	1	1
439	этот тип	2	1
440	втором плане	1	1
441	не вполне	1	1
442	жизни не	3	1
443	в самой	2	1
444	на себя	2	1
445	всего на	1	1
446	того в	1	1
447	этой метаморфозы	2	1
448	в русском	1	1
449	это описание	1	1
450	как она	2	1
451	в другую	2	1
452	характер однако	1	1
453	уже говорили	3	1
454	не похож	1	1
455	на некоторые	1	1
456	в роман	4	1
457	время обладает	2	1
458	существуют в	1	1
459	исторического процесса	2	1
460	и искусства	1	1
461	входят в	1	1
462	у нас	1	1
463	в трагедии	2	1
464	xx века	1	1
465	начиная с	1	1
466	к себе	4	1
467	конкретное и	1	1
468	не могут	3	1
469	включается в	1	1
470	выход из	2	1
471	своих поступков	1	1
472	но все	5	1
473	строится как	1	1
474	в других	9	1
475	здесь они	1	1
476	что оно	1	1
477	бы он	1	1
478	вырождается в	1	1
479	имеет место	3	1
480	оно не	2	1
481	она не	1	1
482	и это	4	1
483	в конце	9	1
484	но по	2	1
485	до них	1	1
486	характер времени	1	1
487	свою очередь	1	1
488	внимание на	1	1
489	всего этого	2	1
490	в ее	6	1
491	как самого	1	1
492	как по	2	1
493	обычно предполагают	1	1
494	и пространство	1	1
495	если они	2	1
496	человека он	1	1
497	в образе	5	1
498	особенно в	1	1
499	в социальном	1	1
500	мире не	1	1
501	весь человек	1	1
502	жизнь и	4	1
503	в эпоху	1	1
504	нас и	1	1
505	в таком	3	1
506	и здесь	1	1
507	и возможно	1	1
508	или на	1	1
509	них совершенно	1	1
510	романа мы	3	1
511	все его	3	1
512	но когда	1	1
513	главный герой	2	1
514	нас в	3	1
515	мы понимаем	1	1
516	героев например	1	1
517	в положение	1	1
518	связь между	2	1
519	путь к	1	1
520	от них	1	1
521	человек был	3	1
522	была бы	2	1
523	не чувствует	1	1
524	резко отличается	1	1
525	бросается в	1	1
526	героини и	1	1
527	жизни тем	1	1
528	как он	2	1
529	действие в	1	1
530	с ними	1	1
531	всей жизни	2	1
532	это очень	1	1
533	всех его	1	1
534	свою эпоху	1	1
535	их не	1	1
536	с одной	3	1
537	в эти	1	1
538	себя в	1	1
539	для всех	2	1
540	если мы	2	1
541	то и	1	1
542	изоляцию героя	1	1
543	в больших	1	1
544	человека этот	1	1
545	и место	1	1
546	и обратно	1	1
547	его и	2	1
548	что происходило	1	1
549	ведь это	1	1
550	могло бы	1	1
551	он весь	2	1
552	в одном	3	1
553	сущность человека	1	1
554	сами по	1	1
555	и со	1	1
556	так начинается	1	1
557	к ним	2	1
558	далек от	1	1
559	времени во	2	1
560	жизни на	2	1
561	тем что	2	1
562	случая в	2	1
563	счастья в	1	1
564	не обладает	1	1
565	лишь один	2	1
566	само собой	2	1
567	основном вне	1	1
568	и герои	1	1
569	не было	7	1
570	романе мы	2	1
571	и стал	2	1
572	с другим	1	1
573	до сих	3	1
574	ряд с	1	1
575	к роману	1	1
576	развитии все	1	1
577	читателей на	1	1
578	наконец в	1	1
579	было и	4	1
580	себя и	3	1
581	точно не	1	1
582	и их	8	1
583	преимуществу в	1	1
584	одной стороны	2	1
585	связи с	6	1
586	а на	1	1
587	он только	2	1
588	а наоборот	1	1
589	такие же	1	1
590	и самый	1	1
591	не на	1	1
592	необходимо предполагает	1	1
593	жизнь в	2	1
594	четкостью и	1	1
595	сюжетное движение	1	1
596	народ это	1	1
597	о чем	1	1
598	и я	1	1
599	романы достоевского	1	1
600	в последующем	4	1
601	его характер	1	1
602	только я	2	1
603	с помощью	2	1
604	и историчность	1	1
605	отдельные стороны	1	1
606	люди и	1	1
607	свои права	1	1
608	по своему	1	1
609	это произведение	1	1
610	есть только	2	1
611	времени с	2	1
612	во все	2	1
613	очень важно	1	1
614	находятся в	1	1
615	самого себя	1	1
616	и всей	2	1
617	и братья	1	1
618	из этой	1	1
619	у этого	1	1
620	человек с	1	1
621	плачут и	1	1
622	и мотивы	1	1
623	и смерти	1	1
624	один день	1	1
625	слова и	2	1
626	и некоторые	1	1
627	в литературу	1	1
628	и героини	5	1
629	сих пор	3	1
630	отличается от	1	1
631	между прочим	1	1
632	и тогда	1	1
633	как раз	13	1
634	в полном	1	1
635	вне его	2	1
636	и сам	1	1
637	в более	2	1
638	в мировой	2	1
639	и времени	3	1
640	всего они	1	1
641	живет и	1	1
642	уже на	2	1
643	в самые	1	1
644	в связи	5	1
645	но на	4	1
646	в точном	2	1
647	человека для	1	1
648	человека человека	1	1
649	человек и	2	1
650	во время	1	1
651	и перед	1	1
652	романе и	4	1
653	в другое	1	1
654	русском переводе	1	1
655	от него	1	1
656	под свое	1	1
657	тем более	1	1
658	реальное время	1	1
659	у которого	1	1
660	мы должны	2	1
661	ее основных	2	1
662	все они	1	1
663	же в	3	1
664	романа и	3	1
665	в искусстве	1	1
666	человека не	1	1
667	всеми его	3	1
668	с людьми	1	1
669	смыкается с	1	1
670	этот вопрос	1	1
671	и внутренне	1	1
672	и роман	1	1
673	от всех	1	1
674	равно как	2	1
675	отношению к	5	1
676	бы его	1	1
677	этот момент	1	1
678	широко использует	1	1
679	героя в	1	1
680	но эти	1	1
681	он лишь	1	1
682	с самим	5	1
