N	2gram	Vinokur_Ku_2	Tvorches
119	одной из	1	3
120	д в	1	3
121	в своих	2	3
122	к этому	4	3
123	самом деле	9	2
124	и есть	2	2
125	по преимуществу	2	2
126	по европе	1	2
127	говорить о	4	2
128	я не	5	2
129	и он	1	2
130	как правило	1	2
131	в ее	1	2
132	они имеют	2	2
133	нет и	1	2
134	во многом	1	2
135	так что	1	2
136	в которой	1	2
137	в литературном	1	2
138	т п	24	2
139	тому же	1	2
140	во многих	1	2
141	но ведь	1	2
142	и если	2	2
143	в статье	3	2
144	а скорее	1	2
145	едва ли	1	2
146	и по	3	2
147	по словам	2	2
148	том же	1	2
149	известно что	1	2
150	достоевского и	2	2
151	и некоторых	1	2
152	такой же	1	2
153	и еще	2	2
154	в такой	1	2
155	классической литературы	1	2
156	в отличие	2	2
157	что я	4	2
158	точку зрения	1	2
159	их в	1	2
160	влечет за	1	2
161	что этот	1	2
162	где нет	1	2
163	в устах	2	2
164	не менее	7	2
165	xviii века	1	2
166	в процессе	3	2
167	другой стороны	7	2
168	с полным	1	2
169	что на	4	2
170	у нас	12	2
171	и далее	2	2
172	могут быть	4	2
173	ли не	2	2
174	так в	3	2
175	приводит к	5	2
176	роль в	2	2
177	полным правом	1	2
178	сводится к	3	2
179	и что	8	2
180	не стоит	1	2
181	в литературной	1	2
182	и только	1	2
183	крайней мере	6	2
184	всяком случае	5	2
185	не случайно	1	2
186	д и	1	2
187	всякого рода	2	2
188	с ними	2	2
189	только в	5	2
190	наше время	2	2
191	и у	2	2
192	уже в	3	2
193	в виде	1	2
194	или даже	1	2
195	его и	1	2
196	не так	1	2
197	в одном	1	2
198	вовсе не	9	2
199	давно уже	1	2
200	может служить	2	2
201	только с	1	2
202	отличие от	2	2
203	рядом с	2	2
204	с другой	8	2
205	не было	4	2
206	на этот	2	2
207	по крайней	6	2
208	и вообще	2	2
209	в частности	2	2
210	так мы	2	2
211	несравненно более	1	2
212	только для	2	2
213	в наше	2	2
214	более того	1	2
215	в руки	1	2
216	ни к	15	2
217	это все	1	2
218	связь с	1	2
219	было показано	1	2
220	и без	1	2
221	но эти	1	2
222	в искусстве	1	2
223	во всяком	5	2
224	народ в	1	1
225	вряд ли	4	1
226	ту же	6	1
227	можно говорить	2	1
228	речь идет	2	1
229	в сфере	3	1
230	по адресу	1	1
231	только потому	8	1
232	это и	3	1
233	было то	1	1
234	мы говорим	2	1
235	почти всегда	2	1
236	сам автор	1	1
237	объясняется и	1	1
238	этот и	1	1
239	приходит к	1	1
240	мы уже	1	1
241	той же	2	1
242	из всех	1	1
243	это объяснение	1	1
244	бы уже	1	1
245	что если	2	1
246	этого определения	1	1
247	в первый	3	1
248	большую роль	1	1
249	печати и	2	1
250	но интересно	1	1
251	выразилось в	1	1
252	мы получаем	1	1
253	мы и	1	1
254	сказать о	1	1
255	же что	1	1
256	свою очередь	2	1
257	большие основания	1	1
258	он был	1	1
259	не был	1	1
260	это действительно	1	1
261	не приходит	1	1
262	с его	1	1
263	не без	1	1
264	отказ от	2	1
265	но как	1	1
266	а только	3	1
267	в противоречии	1	1
268	не все	3	1
269	ответ на	2	1
270	есть по	1	1
271	отношение к	1	1
272	или иное	3	1
273	и первый	1	1
274	толстого и	1	1
275	в рамках	1	1
276	общего с	1	1
277	с этим	3	1
278	положение нуждается	1	1
279	не хватает	2	1
280	однако не	4	1
281	перед нами	4	1
282	злобой дня	1	1
283	и как	1	1
284	говорит что	1	1
285	сказал бы	1	1
286	его к	2	1
287	писателя как	1	1
288	и к	1	1
289	общеизвестно что	1	1
290	мы определяем	1	1
291	что это	7	1
292	в известном	1	1
293	за это	1	1
294	чуть ли	1	1
295	а теперь	1	1
296	из этих	1	1
297	смысл этого	1	1
298	что автор	1	1
299	что ничего	2	1
300	выше было	1	1
301	вообще а	2	1
302	нами в	1	1
303	нет почти	1	1
304	и до	2	1
305	на то	4	1
306	доказывать что	1	1
307	в случае	1	1
308	русское слово	1	1
309	в прямом	1	1
310	главным образом	3	1
311	сказать в	1	1
312	не говорит	2	1
313	от которого	1	1
314	эта система	1	1
315	поскольку он	1	1
316	в первую	1	1
317	не значит	1	1
318	к одному	1	1
319	этого вопроса	3	1
320	первым и	1	1
321	в силу	7	1
322	и вот	5	1
323	на жизнь	1	1
324	можно было	9	1
325	не замечаем	1	1
326	принято считать	1	1
327	русской классической	1	1
328	слова не	3	1
329	в каждом	1	1
330	что все	5	1
331	кириллов и	1	1
332	а по	1	1
333	того или	2	1
334	заключается в	2	1
335	первую очередь	1	1
336	которого не	1	1
337	в глазах	2	1
338	было бы	15	1
339	меры в	1	1
340	должен был	1	1
341	по себе	10	1
342	мог бы	1	1
343	я считаю	1	1
344	ни в	4	1
345	в них	4	1
346	нет в	1	1
347	не понимают	1	1
348	кому не	1	1
349	может нас	1	1
350	к осознанию	1	1
351	несмотря на	5	1
352	мы видели	2	1
353	смысле или	1	1
354	не поднялась	1	1
355	мы знаем	4	1
356	ведет к	1	1
357	должно быть	4	1
358	потому и	1	1
359	не мог	1	1
360	в этих	1	1
361	мы как	1	1
362	можно так	1	1
363	таким же	2	1
364	если можно	2	1
365	еще с	1	1
366	мне удалось	1	1
367	знаем что	3	1
368	признать что	1	1
369	и о	4	1
370	сознаться что	1	1
371	в поэме	1	1
372	время я	1	1
373	но он	1	1
374	и более	2	1
375	однако в	1	1
376	в таких	3	1
377	даже в	1	1
378	тому что	1	1
379	виду что	1	1
380	для меня	1	1
381	о значении	2	1
382	она не	2	1
383	хотелось бы	2	1
384	дело в	1	1
385	на себе	4	1
386	точно так	3	1
387	можно пойти	1	1
388	которые были	1	1
389	но только	4	1
390	письме к	1	1
391	не имеет	4	1
392	а сама	1	1
393	с большой	1	1
394	поучителен в	1	1
395	и приводит	2	1
396	дает нам	2	1
397	в русском	10	1
398	или его	1	1
399	записывает в	1	1
400	крестьян и	1	1
401	в иерусалим	1	1
402	то этот	1	1
403	нужна была	1	1
404	как будто	2	1
405	тогда в	1	1
406	в области	11	1
407	ли это	2	1
408	свое собственное	1	1
409	эта же	1	1
410	не могут	5	1
411	с болью	1	1
412	лежит в	1	1
413	которого я	1	1
414	как только	1	1
415	встретить и	1	1
416	к тому	4	1
417	что оно	3	1
418	за что	1	1
419	всего что	2	1
420	указывает на	1	1
421	день и	1	1
422	на это	3	1
423	если же	1	1
424	ничего общего	1	1
425	должен быть	5	1
426	году в	1	1
427	как мы	3	1
428	указывать на	1	1
429	в структуре	1	1
430	на основе	1	1
431	характер и	2	1
432	то или	3	1
433	что само	2	1
434	только то	1	1
435	в себя	1	1
436	с самого	1	1
437	то время	1	1
438	в пределах	4	1
439	это для	1	1
440	что однако	1	1
441	учит нас	1	1
442	не с	1	1
443	ясно что	5	1
444	связан с	1	1
445	вопрос этот	2	1
446	когда в	2	1
447	в которые	3	1
448	что от	1	1
449	в синтаксисе	1	1
450	поэтому в	1	1
451	в день	2	1
452	против этого	1	1
453	образом в	2	1
454	в виду	3	1
455	как идея	1	1
456	века на	1	1
457	это если	1	1
458	и здесь	5	1
459	внутренней необходимостью	1	1
460	это я	1	1
461	в другом	2	1
462	на вопрос	1	1
463	в поэзии	1	1
464	столь же	1	1
465	в память	2	1
466	невозможно но	1	1
467	одного из	2	1
468	с одной	2	1
469	почему же	1	1
470	лишь в	5	1
471	можно встретить	3	1
472	на точку	1	1
473	в конечном	2	1
474	и требует	1	1
475	русской литературе	1	1
476	а потому	1	1
477	но нет	1	1
478	находит свое	1	1
479	то мы	1	1
480	от этих	1	1
481	в середине	1	1
482	с а	1	1
483	при котором	1	1
484	совершенно новый	1	1
485	значит что	1	1
486	в современной	2	1
487	известном смысле	1	1
488	сознательно стремился	1	1
489	что всегда	1	1
490	мне кажется	2	1
491	нуждается в	2	1
492	то в	1	1
493	то он	1	1
494	говорить лишь	1	1
495	или же	2	1
496	том чтобы	1	1
497	не то	2	1
498	связи с	3	1
499	переходит в	1	1
500	кроме своих	1	1
501	видеть что	1	1
502	в большинстве	1	1
503	конечном счете	2	1
504	который по	1	1
505	был бы	2	1
506	не составляет	1	1
507	и их	1	1
508	наука о	1	1
509	сами по	1	1
510	отличен от	1	1
511	о характере	2	1
512	противоречии с	1	1
513	и никогда	1	1
514	как раз	3	1
515	не просто	2	1
516	на деле	1	1
517	это положение	2	1
518	же это	1	1
519	цитаты из	1	1
520	возможно что	1	1
521	что и	3	1
522	со стороны	4	1
523	или иной	1	1
524	говорим о	2	1
525	и точно	1	1
526	и несравненно	1	1
527	хоть и	1	1
528	и прежде	1	1
529	в предисловии	1	1
530	представляет собою	1	1
531	и между	1	1
532	что для	2	1
533	а главное	3	1
534	за год	2	1
535	человек в	1	1
536	и я	1	1
537	в основании	2	1
538	самого начала	1	1
539	жизнь в	1	1
540	в связи	4	1
541	есть одно	1	1
542	в речи	6	1
543	нет никаких	1	1
544	известным и	1	1
545	на фоне	3	1
546	эти слова	1	1
547	с первого	2	1
548	не видно	1	1
549	я уже	1	1
550	как это	5	1
551	в роде	1	1
552	это своего	1	1
553	предположить что	1	1
554	предисловии к	1	1
555	он говорит	1	1
556	что за	2	1
557	не дают	1	1
558	такого рода	1	1
559	с вечным	1	1
560	что же	5	1
561	более широкое	1	1
562	и двух	1	1
563	тем меньше	2	1
564	думать о	1	1
565	и такие	1	1
566	в статьях	1	1
567	том смысле	1	1
568	организации этих	1	1
569	этого слова	5	1
570	ссылки на	1	1
571	такова же	1	1
572	заботиться о	1	1
573	отличается от	3	1
574	ничего кроме	1	1
575	объясняется отчасти	1	1
576	не носит	1	1
577	быта да	1	1
578	в книге	1	1
579	и для	2	1
580	отвечает на	1	1
581	пор еще	1	1
582	в результате	4	1
583	а все	1	1
584	это как	1	1
585	своей собственной	3	1
586	для нас	4	1
587	тех кому	1	1
588	не должен	1	1
589	в сердце	1	1
590	будто бы	2	1
591	п эта	1	1
592	что вообще	1	1
593	тот же	5	1
594	за этим	2	1
595	не есть	1	1
596	в целях	2	1
597	по поводу	2	1
598	русским языком	2	1
599	может и	1	1
600	о своем	1	1
601	в свою	2	1
602	первый раз	1	1
603	между ними	1	1
604	лишь что	1	1
605	не знает	3	1
606	русская литература	1	1
607	сказать что	4	1
608	только как	2	1
609	была бы	4	1
610	но можно	2	1
611	совершенно не	3	1
612	не принимают	1	1
613	или иного	2	1
614	литература и	2	1
615	имеют смысл	1	1
616	у которых	1	1
617	себе не	2	1
618	к действию	2	1
619	в голову	1	1
620	и другие	1	1
621	как на	1	1
622	смысле что	1	1
