N	2gram	Bakhtin_fo_1	Formalny
508	и по	2	1
509	одно и	3	1
510	ни был	1	1
511	но все	5	1
512	значительной степени	1	1
513	касается до	1	1
514	факт что	1	1
515	указывали на	1	1
516	в определенном	3	1
517	значение в	5	1
518	в мире	1	1
519	знаем не	1	1
520	зрения на	1	1
521	сказать в	1	1
522	мотивов с	2	1
523	и обратно	1	1
524	с другими	3	1
525	моментом которого	1	1
526	отца к	1	1
527	еще вернемся	1	1
528	специфическая особенность	1	1
529	к определенным	1	1
530	чаще всего	1	1
531	от отца	1	1
532	к сыну	1	1
533	нет в	2	1
534	о которых	1	1
535	на друга	2	1
536	место и	3	1
537	была уже	2	1
538	очень важное	1	1
539	чем в	2	1
540	форма и	1	1
541	должно быть	1	1
542	этого произведения	2	1
543	выражение в	2	1
544	автора и	2	1
545	и того	6	1
546	не больше	1	1
547	одного и	5	1
548	на первый	1	1
549	он использовал	1	1
550	и при	1	1
551	условный характер	1	1
552	в их	6	1
553	мы говорили	3	1
554	и оправдание	1	1
555	могло бы	1	1
556	является только	1	1
557	единство и	1	1
558	остается вне	1	1
559	его целом	2	1
560	того если	1	1
561	но он	2	1
562	теми же	1	1
563	том же	2	1
564	мере и	1	1
565	вместе со	1	1
566	почве и	1	1
567	же мы	1	1
568	нет никакого	1	1
569	важная проблема	1	1
570	касаемся здесь	1	1
571	с ним	2	1
572	при построении	1	1
573	самого начала	2	1
574	здесь лишь	1	1
575	ними не	1	1
576	что наука	1	1
577	и вместо	1	1
578	исторических условиях	1	1
579	как таковых	1	1
580	на себе	1	1
581	когда они	1	1
582	та или	1	1
583	этот тип	2	1
584	элемент в	1	1
585	в разных	5	1
586	литературы мы	1	1
587	при всем	1	1
588	именно их	1	1
589	как она	2	1
590	разных жанрах	1	1
591	входят в	1	1
592	этот образ	2	1
593	от конкретных	1	1
594	с другом	1	1
595	в момент	1	1
596	данных исторических	1	1
597	наконец в	1	1
598	во все	2	1
599	эти жанровые	1	1
600	числе и	2	1
601	этого и	1	1
602	как изнанка	1	1
603	той или	2	1
604	всегда есть	1	1
605	свое значение	1	1
606	образа именно	1	1
607	быть конечно	2	1
608	и был	1	1
609	правда не	2	1
610	и самое	1	1
611	основным для	1	1
612	но по	2	1
613	этого целого	2	1
614	всего этого	2	1
615	эти последние	1	1
616	на основе	2	1
617	совершенно ясно	1	1
618	как по	2	1
619	этой схемы	1	1
620	чтобы быть	1	1
621	другим так	1	1
622	и этим	1	1
623	в себя	1	1
624	с самого	2	1
625	вне этих	1	1
626	и может	2	1
627	романа у	1	1
628	и совершенно	1	1
629	вещи и	1	1
630	отсюда и	2	1
631	в социальном	1	1
632	оно как	1	1
633	для него	2	1
634	и определяется	2	1
635	и вообще	2	1
636	это внутреннее	1	1
637	громадное значение	1	1
638	и особенности	1	1
639	первый план	1	1
640	об этом	2	1
641	лишь то	1	1
642	в построении	1	1
643	часто и	2	1
644	и здесь	1	1
645	не был	1	1
646	романа так	2	1
647	и возможно	1	1
648	этих условиях	1	1
649	приключения и	2	1
650	и внутреннее	3	1
651	за пределами	1	1
652	иное значение	1	1
653	них совершенно	1	1
654	в значительной	2	1
655	развертывается в	1	1
656	рядов и	2	1
657	нас в	3	1
658	все в	1	1
659	места и	1	1
660	образом все	1	1
661	путь к	1	1
662	от них	1	1
663	лишь путем	1	1
664	не чувствует	1	1
665	существенную роль	2	1
666	в форме	3	1
667	нем как	1	1
668	того в	1	1
669	но конечно	2	1
670	внешнее и	2	1
671	на развитие	2	1
672	из одних	1	1
673	в ту	1	1
674	его то	1	1
675	литература литература	1	1
676	эта проблема	1	1
677	быть и	2	1
678	моменты в	1	1
679	ориентируется на	1	1
680	к быту	2	1
681	мы видим	3	1
682	тот же	1	1
683	жизнь с	2	1
684	не имеющих	1	1
685	которое мы	1	1
686	это очень	1	1
687	в данных	1	1
688	романа нужно	1	1
689	одних и	2	1
690	особенно остро	1	1
691	и неподвижны	1	1
692	с одной	3	1
693	в эти	1	1
694	в качестве	3	1
695	человека с	1	1
696	себя в	1	1
697	так что	1	1
698	для всех	2	1
699	друг на	2	1
700	есть в	2	1
701	быта в	1	1
702	литературы в	1	1
703	и у	5	1
704	то и	1	1
705	ни одного	1	1
706	этого понятия	1	1
707	определенном месте	2	1
708	же в	3	1
709	в начале	3	1
710	они могли	1	1
711	здесь же	1	1
712	или даже	1	1
713	и других	3	1
714	в конкретное	1	1
715	процесс и	1	1
716	одно из	3	1
717	говорит о	1	1
718	в идеальном	1	1
719	и нового	1	1
720	ведь это	1	1
721	в одном	3	1
722	содержание романа	1	1
723	мы убедились	1	1
724	него это	1	1
725	мы выделим	1	1
726	которые могут	1	1
727	связи в	1	1
728	в других	9	1
729	момент в	2	1
730	где в	1	1
731	и композиционные	1	1
732	даже не	2	1
733	в данный	1	1
734	с другим	1	1
735	до сих	3	1
736	имеет свой	1	1
737	что человек	1	1
738	сюда же	1	1
739	именно в	3	1
740	здесь в	2	1
741	ряд с	1	1
742	еще и	2	1
743	ее целом	2	1
744	на ней	1	1
745	только к	3	1
746	не было	7	1
747	одной стороны	2	1
748	не делает	1	1
749	каков бы	1	1
750	а наоборот	1	1
751	и составляет	1	1
752	самое слово	1	1
753	жизнь в	2	1
754	как ни	1	1
755	и условно	1	1
756	о чем	1	1
757	этой игры	1	1
758	нашей точки	3	1
759	время оно	2	1
760	что мы	2	1
761	и силы	1	1
762	мира в	3	1
763	для этой	1	1
764	между собою	1	1
765	с нашей	3	1
766	все более	1	1
767	нет ничего	4	1
768	в частности	6	1
769	не входят	2	1
770	и абсолютно	1	1
771	тот факт	1	1
772	к своему	2	1
773	строгом смысле	2	1
774	в течение	2	1
775	необходимостью следует	2	1
776	мы остановимся	1	1
777	типа как	1	1
778	и всей	2	1
779	происходит в	2	1
780	в словах	1	1
781	образ и	1	1
782	ряд как	1	1
783	друг с	1	1
784	других областях	1	1
785	конечно от	1	1
786	который он	1	1
787	существенных моментах	1	1
788	дело здесь	1	1
789	не создает	1	1
790	в это	2	1
791	этом случае	1	1
792	сих пор	3	1
793	отметить следующее	1	1
794	один из	3	1
795	более и	1	1
796	и времени	3	1
797	приключений в	1	1
798	ее роли	1	1
799	и быт	1	1
800	тем и	1	1
801	она может	1	1
802	остается тем	1	1
803	есть одно	1	1
804	актуализует его	1	1
805	его с	1	1
806	но отнюдь	1	1
807	романе и	4	1
808	в другое	1	1
809	в данное	1	1
810	внутреннее содержание	1	1
811	еще более	3	1
812	реальное время	1	1
813	в ином	1	1
814	поэтому все	2	1
815	ни к	3	1
816	образ героя	1	1
817	романе как	3	1
818	от всего	1	1
819	становления в	2	1
820	все они	1	1
821	и роста	1	1
822	вернемся в	1	1
823	или не	2	1
824	все то	2	1
825	этих элементов	1	1
826	а в	3	1
827	лишь там	1	1
828	романе их	1	1
829	жанровые формы	1	1
830	всецело определяется	1	1
831	ее события	1	1
832	данном месте	1	1
833	лишь что	1	1
834	совершенно независимо	1	1
835	они также	1	1
836	не знает	3	1
837	и внутренне	1	1
838	авантюрного романа	3	1
839	того на	1	1
840	слагается из	2	1
841	конкретного и	1	1
842	бы его	1	1
843	явления в	2	1
844	время не	2	1
845	остро эта	1	1
846	можно назвать	2	1
847	собой это	1	1
848	особый тип	1	1
849	материал а	1	1
850	вполне понятно	4	1
851	не подлежат	1	1
852	историческая действительность	2	1
853	том числе	4	1
854	определенные стороны	1	1
