N	2gram	Vinokur_St_2	Istorich
134	е в	1	3
135	в свою	1	3
136	они не	2	3
137	ту же	1	2
138	того же	2	2
139	самом деле	3	2
140	одним из	6	2
141	а как	4	2
142	на тех	1	2
143	вопрос о	6	2
144	мы и	1	2
145	это время	2	2
146	на них	1	2
147	в голове	1	2
148	по отношению	1	2
149	очевидно что	2	2
150	до его	1	2
151	когда он	1	2
152	он на	1	2
153	уже в	1	2
154	на то	2	2
155	том чтобы	1	2
156	и по	3	2
157	так например	7	2
158	о чем	5	2
159	это было	2	2
160	три дня	1	2
161	его душу	1	2
162	в это	2	2
163	из нее	3	2
164	о которых	2	2
165	к которым	1	2
166	несмотря на	2	2
167	такой же	1	2
168	точки зрения	5	2
169	в своей	7	2
170	можно найти	1	2
171	ее в	2	2
172	то его	1	2
173	но он	3	2
174	силу и	1	2
175	что этот	2	2
176	по себе	3	2
177	даже в	2	2
178	а на	1	2
179	она не	1	2
180	одна из	1	2
181	идут от	1	2
182	б в	2	2
183	и уходит	1	2
184	не потому	2	2
185	заметил что	1	2
186	меня в	2	2
187	данном случае	1	2
188	так в	1	2
189	роль в	1	2
190	и сам	2	2
191	на нее	3	2
192	особенно в	2	2
193	об этом	6	2
194	не чужда	1	2
195	еще в	2	2
196	если бы	2	2
197	ничего не	4	2
198	образом в	1	2
199	можно сказать	1	2
200	должно было	3	2
201	на своих	1	2
202	от них	1	2
203	же в	1	2
204	в которую	2	2
205	того что	5	2
206	был тот	1	2
207	у царя	1	2
208	так что	3	2
209	из них	3	2
210	вовсе не	6	2
211	мы можем	1	2
212	у него	1	2
213	и вместе	1	2
214	связан с	3	2
215	и стал	1	2
216	со стороны	2	2
217	до сих	6	2
218	попал в	1	2
219	как у	3	2
220	и быть	1	2
221	такое же	2	2
222	говорит о	2	2
223	а не	5	2
224	в лесу	1	2
225	с которым	1	2
226	один из	1	2
227	что во	1	2
228	и потому	2	2
229	что за	2	2
230	в течение	6	2
231	потому ли	2	2
232	как бы	5	2
233	по существу	2	2
234	с этой	2	2
235	сих пор	5	2
236	но для	1	2
237	с большой	1	2
238	становится понятным	1	2
239	и для	1	2
240	кто был	3	2
241	сказать что	2	2
242	совершенно не	2	2
243	к его	1	2
244	отношению к	1	2
245	сам в	1	2
246	в свое	1	2
247	к этому	4	2
248	жизни и	1	2
249	уже после	2	2
250	узнал о	1	1
251	вряд ли	3	1
252	также и	2	1
253	сам по	1	1
254	всего это	1	1
255	что когда	1	1
256	тем же	2	1
257	из его	2	1
258	не имеют	1	1
259	едва ли	1	1
260	в зависимости	1	1
261	той же	1	1
262	употребляются в	1	1
263	на первом	2	1
264	ни у	3	1
265	большую роль	1	1
266	совершенно так	2	1
267	место в	1	1
268	не вполне	1	1
269	я не	7	1
270	из того	1	1
271	которое в	1	1
272	зависимости от	1	1
273	думаю что	1	1
274	не был	3	1
275	своей работе	1	1
276	на самом	3	1
277	к образу	1	1
278	совсем не	1	1
279	во дворец	1	1
280	о смерти	1	1
281	но как	1	1
282	не то	3	1
283	ответ на	1	1
284	отношение к	1	1
285	себе и	1	1
286	тому времени	2	1
287	отличие от	2	1
288	что они	2	1
289	к сожалению	2	1
290	и я	2	1
291	чем же	1	1
292	как говорит	2	1
293	в одной	2	1
294	что как	1	1
295	понимать в	1	1
296	становится особенно	1	1
297	что касается	1	1
298	целый ряд	1	1
299	говорит что	1	1
300	и к	4	1
301	но в	8	1
302	за собой	1	1
303	одно время	1	1
304	то обстоятельство	4	1
305	такую же	1	1
306	только на	1	1
307	остановиться на	1	1
308	и тот	1	1
309	стихией и	1	1
310	в себе	2	1
311	этого образа	2	1
312	интересно что	3	1
313	и если	1	1
314	что она	1	1
315	при этом	2	1
316	еще раньше	1	1
317	видел в	2	1
318	до появления	1	1
319	нужно не	1	1
320	и еще	1	1
321	уже указано	1	1
322	мало того	1	1
323	борьба с	2	1
324	а когда	1	1
325	и характер	1	1
326	они должны	1	1
327	побывал в	1	1
328	затем уже	1	1
329	было бы	5	1
330	на почве	2	1
331	в социальной	1	1
332	что один	1	1
333	так сильно	1	1
334	не соответствует	1	1
335	это положение	1	1
336	сравнения с	1	1
337	на основании	1	1
338	а за	1	1
339	и уже	1	1
340	для чего	1	1
341	нужно искать	1	1
342	всякого сомнения	2	1
343	в развитии	1	1
344	материал но	1	1
345	что собственно	2	1
346	которую он	2	1
347	одно дело	1	1
348	места в	1	1
349	к тем	1	1
350	и сейчас	3	1
351	общества и	1	1
352	внимание только	1	1
353	ли можно	1	1
354	вне всякого	2	1
355	в город	1	1
356	с точки	2	1
357	в их	3	1
358	в стиле	1	1
359	в своем	9	1
360	на свою	1	1
361	в отличие	2	1
362	от его	2	1
363	менее вопрос	1	1
364	в поэме	3	1
365	в одном	6	1
366	и эти	1	1
367	в старых	1	1
368	борьбу с	2	1
369	и более	2	1
370	в конце	2	1
371	что есть	1	1
372	эта картина	1	1
373	но они	2	1
374	что эта	3	1
375	что с	2	1
376	виду что	1	1
377	самого начала	3	1
378	дело не	2	1
379	не имеет	2	1
380	не по	2	1
381	материала в	1	1
382	о них	1	1
383	иметь в	3	1
384	не могло	3	1
385	он с	1	1
386	и прочие	1	1
387	найти в	1	1
388	и всегда	2	1
389	же время	1	1
390	всего и	1	1
391	его тут	1	1
392	этих двух	1	1
393	к ней	1	1
394	развивается в	1	1
395	в процессе	2	1
396	из истории	1	1
397	обращает на	3	1
398	самым важным	1	1
399	ведут в	1	1
400	нее со	1	1
401	формы для	1	1
402	в каком	2	1
403	языка в	2	1
404	обстоятельство что	4	1
405	в момент	1	1
406	нам что	1	1
407	чтобы сделать	2	1
408	его за	1	1
409	вокруг него	1	1
410	должны быть	1	1
411	к тому	10	1
412	а что	1	1
413	другими формами	1	1
414	они и	1	1
415	оно не	3	1
416	утверждать что	2	1
417	на это	2	1
418	где он	2	1
419	на тот	2	1
420	находясь в	1	1
421	и о	4	1
422	в виду	7	1
423	но вообще	1	1
424	свою очередь	1	1
425	здесь не	1	1
426	без всякого	1	1
427	на другой	1	1
428	уже потому	1	1
429	с самого	3	1
430	то время	1	1
431	с собой	1	1
432	переход к	1	1
433	не за	1	1
434	не трудно	1	1
435	каждого из	1	1
436	здесь нет	1	1
437	во многом	2	1
438	меня моя	1	1
439	но нет	1	1
440	связанных с	1	1
441	основана на	1	1
442	самый страшный	1	1
443	открыто и	1	1
444	он сам	1	1
445	даже не	1	1
446	говорят что	2	1
447	в тех	2	1
448	с полным	1	1
449	сам был	1	1
450	на вопрос	3	1
451	говорит об	2	1
452	никак не	2	1
453	одного из	1	1
454	а также	2	1
455	пребыванию в	1	1
456	орудием в	1	1
457	литература о	1	1
458	же несомненна	1	1
459	во втором	1	1
460	эти два	1	1
461	это нужно	1	1
462	и русская	1	1
463	наконец в	3	1
464	в ту	1	1
465	известно что	1	1
466	уходит в	1	1
467	но с	4	1
468	хотя бы	3	1
469	тот же	1	1
470	одной из	3	1
471	уже довольно	1	1
472	еще и	3	1
473	пишет он	2	1
474	он уже	1	1
475	по мнению	1	1
476	всяком случае	3	1
477	в могилу	1	1
478	из рук	1	1
479	их не	1	1
480	времени когда	1	1
481	царя было	1	1
482	еще одно	1	1
483	борьбы с	3	1
484	а это	1	1
485	а то	1	1
486	не дает	2	1
487	который сам	1	1
488	одно из	1	1
489	не так	1	1
490	для него	4	1
491	себе в	1	1
492	ведь это	1	1
493	в котором	7	1
494	в руки	1	1
495	нет в	1	1
496	в очень	1	1
497	были бы	1	1
498	что на	3	1
499	не были	1	1
500	возможно что	1	1
501	и даже	3	1
502	но одно	1	1
503	что человек	1	1
504	царем но	2	1
505	в каких	1	1
506	я был	1	1
507	не знали	5	1
508	а с	3	1
509	или о	1	1
510	что для	1	1
511	можно назвать	1	1
512	естественно что	1	1
513	только по	2	1
514	то и	1	1
515	не было	3	1
516	из наиболее	1	1
517	шаг в	1	1
518	на какие	2	1
519	который с	1	1
520	в руках	1	1
521	и параллелей	1	1
522	литература в	1	1
523	это предположение	1	1
524	ходе действия	1	1
525	и картина	1	1
526	ни на	1	1
527	это те	1	1
528	как это	2	1
529	относятся к	3	1
530	всем что	1	1
531	отразилось в	1	1
532	одну из	1	1
533	к своему	2	1
534	женщина и	1	1
535	xix века	3	1
536	конечно не	1	1
537	по своему	2	1
538	в изображении	1	1
539	в репертуаре	2	1
540	для установления	1	1
541	такого рода	2	1
542	а другое	1	1
543	легенде о	1	1
544	на свете	1	1
545	мы до	1	1
546	как будто	1	1
547	том смысле	2	1
548	быть не	1	1
549	только о	2	1
550	на пути	1	1
551	и некоторые	1	1
552	рассматривать как	1	1
553	по дороге	1	1
554	которых он	1	1
555	не оставляют	1	1
556	и от	1	1
557	в указанном	1	1
558	что оно	1	1
559	он по	2	1
560	а все	1	1
561	от него	1	1
562	в основе	1	1
563	бы в	1	1
564	наоборот именно	1	1
565	к этой	1	1
566	только что	2	1
567	во вторую	1	1
568	все они	1	1
569	но если	1	1
570	обычно не	1	1
571	из этого	1	1
572	в самом	7	1
573	что такое	2	1
574	не говорится	1	1
575	а я	1	1
576	и другие	2	1
577	в своих	1	1
578	ее исторической	1	1
579	бы думать	1	1
580	в северной	1	1
581	как на	9	1
582	в таком	1	1
583	точно так	1	1
584	во всяком	3	1
585	все что	1	1
586	том числе	1	1
