N	2gram	Bakhtin_Pr_3	TeoriaLi
126	и это	3	2
127	это и	1	2
128	тех или	1	2
129	и больше	1	2
130	собою в	2	2
131	но она	1	2
132	я не	4	2
133	в целом	1	2
134	и мира	1	2
135	у него	1	2
136	за пределы	1	2
137	что они	1	2
138	видения мира	1	2
139	в которой	2	2
140	позволяет говорить	1	2
141	образом и	1	2
142	так или	1	2
143	рассказ о	1	2
144	но на	1	2
145	к одному	2	2
146	в году	1	2
147	или иных	1	2
148	здесь мы	2	2
149	об этом	1	2
150	это не	6	2
151	и тем	2	2
152	соответствии с	2	2
153	вовсе не	3	2
154	жанровой традиции	7	2
155	с точки	2	2
156	от себя	1	2
157	их в	2	2
158	зрения и	1	2
159	даже в	1	2
160	и одной	1	2
161	и притом	1	2
162	казалось бы	3	2
163	имеем дело	1	2
164	этих двух	2	2
165	своей природе	1	2
166	как будто	2	2
167	и для	4	2
168	здесь не	4	2
169	самим собою	4	2
170	в себя	6	2
171	к его	1	2
172	мы в	1	2
173	и здесь	1	2
174	о том	2	2
175	это было	3	2
176	восходит к	1	2
177	во всех	12	2
178	или иначе	1	2
179	в литературе	5	2
180	к числу	1	2
181	мире и	2	2
182	в большинстве	4	2
183	а напротив	1	2
184	или иным	1	2
185	в конце	3	2
186	во всей	4	2
187	и даже	2	2
188	в области	3	2
189	себя и	2	2
190	в рассказе	2	2
191	человеческой жизни	3	2
192	о чем	1	2
193	о себе	2	2
194	вместе с	2	2
195	и особенно	3	2
196	из которых	1	2
197	в той	2	2
198	могут быть	4	2
199	и позволяет	1	2
200	в следующей	1	2
201	жизни в	3	2
202	одной из	4	2
203	в романе	1	2
204	что он	4	2
205	культуры в	1	2
206	в роли	1	2
207	а между	2	1
208	также и	4	1
209	в сфере	1	1
210	человека и	7	1
211	и через	3	1
212	отделен от	1	1
213	веселую относительность	3	1
214	не такое	1	1
215	связана с	2	1
216	жизни поэтому	1	1
217	смех это	1	1
218	же по	1	1
219	не признает	1	1
220	от своей	1	1
221	и четвертая	1	1
222	конечно с	1	1
223	душе моей	1	1
224	и до	5	1
225	их внешней	1	1
226	свое место	1	1
227	др в	2	1
228	действительности и	2	1
229	одним из	3	1
230	что даже	1	1
231	той же	5	1
232	и себя	1	1
233	на первом	1	1
234	единство и	1	1
235	со смертью	2	1
236	в литературном	1	1
237	от своих	1	1
238	и со	1	1
239	литературе нового	2	1
240	не знают	2	1
241	о судьбе	1	1
242	карнавального смеха	2	1
243	и помимо	1	1
244	и на	18	1
245	на них	1	1
246	эта позиция	1	1
247	столь же	1	1
248	время в	1	1
249	в различных	1	1
250	суда над	2	1
251	других а	1	1
252	нет не	1	1
253	здесь также	1	1
254	для других	2	1
255	прозы в	1	1
256	ивана карамазова	4	1
257	с собою	1	1
258	значение для	2	1
259	свою внешнюю	1	1
260	жизнь мою	1	1
261	жизненное содержание	1	1
262	это тот	1	1
263	в истории	3	1
264	с эпохи	1	1
265	независимо от	1	1
266	о жизни	1	1
267	что касается	2	1
268	и где	1	1
269	могли бы	1	1
270	целый ряд	1	1
271	как уже	1	1
272	только люди	1	1
273	произведения мы	1	1
274	над собой	2	1
275	здесь и	4	1
276	можно в	1	1
277	в условиях	4	1
278	что это	2	1
279	что достоевский	1	1
280	он в	2	1
281	контакт между	1	1
282	из этих	1	1
283	жизни ср	1	1
284	следующей главе	1	1
285	на могиле	1	1
286	с их	2	1
287	античности в	2	1
288	своей внешней	1	1
289	на его	3	1
290	что она	1	1
291	время и	1	1
292	он ни	1	1
293	но именно	1	1
294	отношений между	1	1
295	в силу	1	1
296	по существу	5	1
297	том числе	11	1
298	на земле	14	1
299	можно даже	1	1
300	явлений жизни	1	1
301	именно это	1	1
302	ни был	1	1
303	иной жизни	1	1
304	по его	1	1
305	подход к	1	1
306	самого процесса	1	1
307	что все	1	1
308	его характера	2	1
309	и трагического	2	1
310	времени и	2	1
311	большинстве случаев	4	1
312	и категорий	1	1
313	второй половины	2	1
314	было бы	5	1
315	напротив в	1	1
316	должен был	1	1
317	относительность всего	1	1
318	в них	2	1
319	рядом с	1	1
320	чем выше	1	1
321	даже сказать	1	1
322	всю жизнь	1	1
323	не всегда	1	1
324	он и	1	1
325	все моменты	1	1
326	ведет к	1	1
327	диалогической природы	1	1
328	перед собой	1	1
329	развития но	1	1
330	но если	1	1
331	связь со	1	1
332	или точнее	1	1
333	таким же	1	1
334	смысле можно	1	1
335	в такой	1	1
336	мы конечно	1	1
337	и без	3	1
338	в котором	1	1
339	иного типа	1	1
340	вот он	1	1
341	не как	1	1
342	до последнего	1	1
343	но эта	1	1
344	но во	1	1
345	повести в	1	1
346	и более	2	1
347	из виду	1	1
348	остановимся на	1	1
349	и вся	3	1
350	она по	1	1
351	между людьми	3	1
352	в таких	1	1
353	провозглашает веселую	1	1
354	строя и	1	1
355	по крайней	1	1
356	принадлежат к	1	1
357	одна из	7	1
358	бытия и	2	1
359	художественной деятельности	1	1
360	каждый из	1	1
361	имеются и	1	1
362	в самой	1	1
363	жизненных позиций	1	1
364	от него	3	1
365	жизнью в	1	1
366	и теперь	1	1
367	связи с	1	1
368	жанры в	1	1
369	и делает	1	1
370	жизни я	1	1
371	него но	1	1
372	художественной литературы	2	1
373	очень часто	1	1
374	в момент	1	1
375	и заключается	2	1
376	и существенно	1	1
377	во внешних	1	1
378	числе и	10	1
379	в каждом	4	1
380	говорит о	2	1
381	в каждой	1	1
382	обычно в	3	1
383	своего развития	1	1
384	как мы	5	1
385	а затем	4	1
386	существенное значение	3	1
387	это еще	2	1
388	на основе	2	1
389	в собственном	2	1
390	своей полноте	1	1
391	всей своей	2	1
392	значение в	4	1
393	с собой	1	1
394	можно было	1	1
395	проблем и	1	1
396	здесь как	3	1
397	особенно в	4	1
398	с самим	5	1
399	живет в	2	1
400	вошел в	1	1
401	наше внимание	1	1
402	разного рода	1	1
403	жизнь и	1	1
404	литературные жанры	1	1
405	жанра в	2	1
406	для этого	1	1
407	с ним	2	1
408	мире в	1	1
409	с человеком	1	1
410	именно потому	1	1
411	фамильярный контакт	3	1
412	и поступки	1	1
413	вольный фамильярный	2	1
414	при котором	1	1
415	как ее	1	1
416	после того	1	1
417	в сущности	10	1
418	это была	2	1
419	вопросу о	1	1
420	от автора	1	1
421	каждом из	3	1
422	жизни он	1	1
423	в центральной	1	1
424	в которую	1	1
425	по типу	1	1
426	эти два	2	1
427	я думаю	1	1
428	нуждается в	1	1
429	утрачивает свою	2	1
430	крайней мере	1	1
431	наконец в	2	1
432	стихи и	1	1
433	ибо жизнь	1	1
434	жизнь на	2	1
435	на которой	1	1
436	один из	6	1
437	но с	1	1
438	обе эти	3	1
439	в двух	2	1
440	образов и	4	1
441	тот же	2	1
442	ряд произведений	1	1
443	дело с	1	1
444	а у	2	1
445	тем или	1	1
446	образа в	1	1
447	жить и	4	1
448	и жизни	2	1
449	со всеми	8	1
450	с которыми	1	1
451	так что	1	1
452	же и	1	1
453	для всех	2	1
454	есть в	3	1
455	только на	1	1
456	жанрового канона	1	1
457	этого я	2	1
458	пусть это	1	1
459	других в	2	1
460	взаимоотношений человека	1	1
461	не дает	1	1
462	или даже	1	1
463	великий мастер	1	1
464	дает ему	1	1
465	из них	4	1
466	и их	2	1
467	представить себе	1	1
468	ведь это	1	1
469	и прежде	6	1
470	в пространстве	1	1
471	с этими	1	1
472	и личной	1	1
473	так как	7	1
474	тому же	2	1
475	к ним	1	1
476	может служить	1	1
477	и строго	1	1
478	для того	1	1
479	как у	5	1
480	на ее	2	1
481	связаны с	3	1
482	по своим	1	1
483	завершенность и	1	1
484	с той	1	1
485	еще и	1	1
486	души и	1	1
487	что для	1	1
488	к более	1	1
489	положений и	2	1
490	превращается в	1	1
491	позиции в	1	1
492	не было	4	1
493	более того	6	1
494	в произведениях	1	1
495	жизнь в	2	1
496	в комнате	1	1
497	и слово	1	1
498	его как	1	1
499	в связи	2	1
500	с помощью	1	1
501	это на	1	1
502	в одной	2	1
503	свое одиночество	1	1
504	к своему	1	1
505	это своего	2	1
506	новый модус	1	1
507	этого типа	1	1
508	подходу к	1	1
509	в европейской	2	1
510	с подлинным	1	1
511	истории не	1	1
512	и пусть	2	1
513	одновременно и	3	1
514	не хороши	1	1
515	например для	1	1
516	да и	2	1
517	для понимания	2	1
518	с этой	1	1
519	и формы	1	1
520	на время	2	1
521	как другая	1	1
522	быть и	2	1
523	каждого из	2	1
524	своей жизни	1	1
525	этот глубоко	1	1
526	о его	1	1
527	все это	8	1
528	этом и	1	1
529	характерные для	1	1
530	к вопросу	1	1
531	при всем	1	1
532	на всех	1	1
533	это уже	1	1
534	зрения логики	1	1
535	художественным осмыслением	1	1
536	и от	3	1
537	в результате	1	1
538	все они	1	1
539	которая в	1	1
540	себя самого	3	1
541	нечто смешное	1	1
542	за него	2	1
543	истории литературы	1	1
544	с другими	3	1
545	и позволило	1	1
546	пусть пусть	1	1
547	этого писателя	1	1
548	мы видим	2	1
549	в стихах	1	1
550	над собою	2	1
551	в эпосе	1	1
552	вступает в	1	1
553	к самому	4	1
554	а о	1	1
555	с ней	3	1
556	исторической поэтики	2	1
557	от всех	1	1
558	впервые в	2	1
559	модус взаимоотношений	1	1
560	себе самому	6	1
561	его произведений	3	1
562	только о	1	1
563	включает в	1	1
564	жизни и	9	1
565	других произведений	1	1
566	ее в	3	1
567	и другие	9	1
568	в своих	2	1
569	этой жанровой	1	1
570	как себя	1	1
571	с высокой	1	1
572	можно назвать	2	1
573	в таком	2	1
