N	2gram	Nazirov_Tv_2	FransuaR
245	от этой	2	1
246	одним из	3	1
247	человека и	3	1
248	и через	3	1
249	как его	1	1
250	в такой	2	1
251	всю вселенную	1	1
252	самом деле	2	1
253	двери в	1	1
254	это и	1	1
255	на наших	1	1
256	было то	1	1
257	вряд ли	1	1
258	в первом	1	1
259	смысл этого	1	1
260	едва ли	2	1
261	этот и	1	1
262	это объяснение	1	1
263	как наиболее	1	1
264	в первый	1	1
265	со смертью	1	1
266	одновременно в	1	1
267	оба эти	1	1
268	эпохи в	1	1
269	а теперь	1	1
270	в письме	1	1
271	не остается	1	1
272	всех сторон	1	1
273	отошел от	1	1
274	он сам	3	1
275	за это	1	1
276	ту эпоху	1	1
277	быть в	1	1
278	не был	1	1
279	к целому	1	1
280	это своего	1	1
281	в сюжете	1	1
282	не без	1	1
283	то мы	1	1
284	в ее	2	1
285	но не	5	1
286	к которой	1	1
287	менее всего	1	1
288	тогда как	3	1
289	отличие от	2	1
290	что они	4	1
291	в истории	2	1
292	другой день	1	1
293	и нет	1	1
294	общую черту	2	1
295	все же	5	1
296	однако не	1	1
297	нами в	1	1
298	я должен	1	1
299	от народной	1	1
300	не являются	1	1
301	новую жизнь	1	1
302	имеет в	2	1
303	он дал	1	1
304	в самом	3	1
305	от бога	1	1
306	тому же	2	1
307	в кровь	1	1
308	замысла и	1	1
309	думать что	1	1
310	античной мифологии	1	1
311	с их	1	1
312	но его	1	1
313	трагического и	2	1
314	какую бы	1	1
315	теории и	1	1
316	по словам	2	1
317	к миру	2	1
318	а скорее	2	1
319	после этого	1	1
320	о которой	1	1
321	у древних	1	1
322	берет в	1	1
323	том чтобы	1	1
324	характер в	2	1
325	интересует другое	1	1
326	и образах	1	1
327	жить в	1	1
328	том же	2	1
329	в каждом	1	1
330	где нет	2	1
331	построенная на	1	1
332	традиции и	3	1
333	людей своего	1	1
334	известно что	2	1
335	в свой	2	1
336	ведь в	1	1
337	в жизни	1	1
338	в ином	1	1
339	что сама	1	1
340	для них	1	1
341	но уже	3	1
342	в париже	1	1
343	к которым	1	1
344	со своими	2	1
345	с такой	1	1
346	автора и	1	1
347	его образ	1	1
348	не так	2	1
349	в недра	1	1
350	интерес и	1	1
351	и без	2	1
352	же это	1	1
353	всяком случае	2	1
354	в котором	3	1
355	представление о	7	1
356	мысли и	1	1
357	знаем что	1	1
358	что я	2	1
359	признать что	1	1
360	должны были	1	1
361	страстей в	1	1
362	в силу	1	1
363	из области	1	1
364	в прямом	1	1
365	его сны	1	1
366	по себе	1	1
367	даже в	1	1
368	не была	1	1
369	при помощи	2	1
370	содержит в	1	1
371	этом великом	1	1
372	она не	1	1
373	самого начала	1	1
374	не имел	1	1
375	на него	2	1
376	в основе	2	1
377	книгой в	1	1
378	заключалось в	1	1
379	и смеха	2	1
380	весь роман	2	1
381	а живое	1	1
382	с лицом	1	1
383	первая часть	4	1
384	из древнейших	1	1
385	это отношение	1	1
386	его судьбу	1	1
387	метафорическом смысле	1	1
388	так например	3	1
389	со своим	1	1
390	связи с	1	1
391	не находим	1	1
392	в сознании	1	1
393	отдельные подробности	1	1
394	что на	2	1
395	ему не	1	1
396	и несколько	1	1
397	у нас	2	1
398	у меня	1	1
399	от их	1	1
400	начиная с	2	1
401	легенда о	4	1
402	не могут	1	1
403	встречается в	1	1
404	что его	2	1
405	это веселая	1	1
406	его явления	1	1
407	является одним	1	1
408	смерти и	1	1
409	ли что	1	1
410	ничего общего	1	1
411	опираясь на	2	1
412	году в	1	1
413	своего развития	1	1
414	и о	1	1
415	характер и	1	1
416	дает им	1	1
417	мысль о	1	1
418	на той	1	1
419	говорили что	1	1
420	так в	2	1
421	в дальнейшем	4	1
422	с собой	1	1
423	здесь он	1	1
424	не с	1	1
425	что идея	2	1
426	чем у	1	1
427	легенды и	1	1
428	известной мере	2	1
429	поэтому в	1	1
430	об этом	4	1
431	в глубине	1	1
432	образом в	1	1
433	беатриче и	1	1
434	в таком	3	1
435	именно потому	1	1
436	в применении	1	1
437	это я	1	1
438	всего человечества	1	1
439	в другом	1	1
440	и что	2	1
441	я могу	1	1
442	и умирает	1	1
443	от своего	1	1
444	утверждает что	1	1
445	но только	1	1
446	в различных	1	1
447	возвращается к	1	1
448	там же	9	1
449	и эпизоды	1	1
450	переходит в	1	1
451	этот момент	1	1
452	доказывая что	1	1
453	века и	1	1
454	в ту	2	1
455	и она	1	1
456	о своих	2	1
457	лазаря в	1	1
458	к которому	2	1
459	писателя и	1	1
460	образов и	1	1
461	этот вопрос	3	1
462	христа у	1	1
463	ли он	1	1
464	января года	4	1
465	за другом	1	1
466	в литературу	1	1
467	который в	1	1
468	между тем	3	1
469	себя в	2	1
470	это основная	1	1
471	так что	2	1
472	и всякий	1	1
473	а напротив	1	1
474	друг за	1	1
475	в виде	2	1
476	еще одну	1	1
477	здесь же	1	1
478	рассказывает о	3	1
479	или даже	2	1
480	и рядом	1	1
481	участие в	1	1
482	его и	2	1
483	руки и	1	1
484	этом сам	2	1
485	в известной	4	1
486	нет никаких	1	1
487	от горя	1	1
488	в метафорическом	1	1
489	не говорит	1	1
490	момент для	1	1
491	и герои	1	1
492	но эти	2	1
493	возможно что	1	1
494	и даже	5	1
495	о своей	1	1
496	как только	1	1
497	как у	3	1
498	на этот	2	1
499	уходит в	1	1
500	и прежде	1	1
501	такое же	1	1
502	в античной	3	1
503	героя и	2	1
504	превращается в	3	1
505	более того	2	1
506	в рассказе	3	1
507	один из	3	1
508	когда же	1	1
509	из названных	1	1
510	присутствие в	1	1
511	и некоторых	2	1
512	за каждым	1	1
513	на фоне	1	1
514	связь с	2	1
515	нет ничего	3	1
516	и присутствие	1	1
517	в частности	2	1
518	него в	2	1
519	и особенно	1	1
520	эта идея	1	1
521	я уже	1	1
522	как это	1	1
523	мы говорим	1	1
524	к себе	1	1
525	только его	1	1
526	общего с	1	1
527	форме в	1	1
528	автора в	1	1
529	xix века	7	1
530	одну общую	1	1
531	он говорит	1	1
532	такого рода	1	1
533	тесно связан	1	1
534	применении к	1	1
535	будущее в	1	1
536	что весь	1	1
537	и возможностей	1	1
538	из этой	2	1
539	эпизод не	1	1
540	выражений нет	1	1
541	с этой	3	1
542	не принимал	1	1
543	бога и	1	1
544	в основном	6	1
545	только для	2	1
546	характера в	2	1
547	в начале	3	1
548	при всем	1	1
549	писал в	1	1
550	это уже	2	1
551	культуры и	1	1
552	на улице	1	1
553	или наконец	2	1
554	человека на	1	1
555	этой главе	1	1
556	в речи	1	1
557	здесь мысль	1	1
558	от него	1	1
559	литература и	1	1
560	не должен	1	1
561	теперь же	1	1
562	указывает на	1	1
563	чем же	1	1
564	и сила	1	1
565	может и	1	1
566	но эта	2	1
567	между ними	1	1
568	с ней	1	1
569	сказать что	1	1
570	не понимают	1	1
571	от всех	1	1
572	это наслаждение	1	1
573	было показано	2	1
574	героя в	4	1
575	в последнем	1	1
576	метафоры и	1	1
577	из этого	2	1
578	к различным	1	1
579	божественной комедии	1	1
580	некоторое влияние	1	1
581	того времени	1	1
582	в своих	3	1
583	человека образ	1	1
584	тайны и	1	1
585	как на	1	1
586	даже особую	1	1
