N	2gram	Trubetskoy_1	Marksizm
256	это будет	1	2
257	именно в	3	2
258	и прежде	1	2
259	– к	1	2
260	а с	2	2
261	что не	1	2
262	противном случае	1	2
263	они не	1	2
264	до конца	1	2
265	не на	1	2
266	однако и	1	2
267	вместе с	4	2
268	ко всем	3	2
269	к его	1	2
270	то к	1	2
271	– мы	1	2
272	того или	2	2
273	в начале	2	2
274	т.е к	2	2
275	или в	3	2
276	от него	2	2
277	следовательно и	2	2
278	и внешней	1	2
279	или иного	2	2
280	жизни и	4	2
281	что в	4	2
282	как на	8	2
283	речь идет	2	1
284	также и	1	1
285	т.е отдельные	1	1
286	и действительно	1	1
287	в разные	1	1
288	не меняется	1	1
289	то в	3	1
290	что эти	1	1
291	к созданию	1	1
292	существо а	1	1
293	и за	1	1
294	яркое и	1	1
295	без помощи	1	1
296	этом направлении	2	1
297	на тех	1	1
298	конечно нет	1	1
299	имеет свою	1	1
300	не была	1	1
301	in adjecto	1	1
302	и дать	1	1
303	деле ничего	1	1
304	говорить о	3	1
305	то это	3	1
306	которое в	1	1
307	образом оказывается	1	1
308	но при	1	1
309	дать ему	1	1
310	между собой	5	1
311	время в	2	1
312	с родным	1	1
313	жизни данного	1	1
314	всего этого	1	1
315	что его	1	1
316	там и	2	1
317	а следовательно	3	1
318	подходить к	1	1
319	из этих	3	1
320	а только	1	1
321	точка зрения	1	1
322	к которой	6	1
323	только при	1	1
324	только тогда	1	1
325	при условии	3	1
326	друг от	2	1
327	всю эту	2	1
328	необходимый для	1	1
329	уверенность в	1	1
330	основан на	1	1
331	данный момент	1	1
332	бы речь	2	1
333	может совершиться	1	1
334	когда он	1	1
335	было только	1	1
336	и наконец	2	1
337	не являются	1	1
338	искусство и	1	1
339	к чему	2	1
340	в которой	1	1
341	как это	1	1
342	формы в	1	1
343	ни одна	3	1
344	не могла	1	1
345	и если	7	1
346	вообще не	1	1
347	чем сильнее	1	1
348	как оно	1	1
349	не изменится	1	1
350	главным образом	3	1
351	сами эти	2	1
352	о которой	1	1
353	и теоретическая	1	1
354	они в	1	1
355	всех этих	3	1
356	к одному	1	1
357	этого вопроса	1	1
358	дела не	2	1
359	в силу	2	1
360	и вот	2	1
361	можно назвать	1	1
362	внешней политики	1	1
363	исторических эпох	1	1
364	языком и	1	1
365	жизни конечно	1	1
366	так например	1	1
367	понимание и	1	1
368	но все	1	1
369	человека в	1	1
370	время эти	1	1
371	этой внутренней	1	1
372	касается до	2	1
373	в совершенно	4	1
374	и второй	1	1
375	ясно что	2	1
376	входит в	1	1
377	заключается в	1	1
378	не умеет	1	1
379	он есть	1	1
380	всю свою	2	1
381	из нее	1	1
382	однако при	1	1
383	о которых	3	1
384	соотношения сил	2	1
385	в общей	1	1
386	с тем	6	1
387	которой он	4	1
388	несмотря на	3	1
389	все это	6	1
390	остается в	2	1
391	какие же	1	1
392	неизбежно приводит	1	1
393	другом как	1	1
394	что такое	2	1
395	только для	2	1
396	бы к	1	1
397	не столько	1	1
398	собой не	1	1
399	только но	1	1
400	не менее	1	1
401	его целом	1	1
402	друг другу	2	1
403	тем не	1	1
404	войти в	1	1
405	возможно только	1	1
406	свелась бы	1	1
407	же мы	1	1
408	этого мало	1	1
409	и вся	1	1
410	приводят к	2	1
411	он как	1	1
412	бы на	1	1
413	далее что	1	1
414	национальной культуры	13	1
415	мы были	1	1
416	до известной	1	1
417	что эта	1	1
418	в психике	1	1
419	что с	2	1
420	и проч	1	1
421	тогда когда	4	1
422	во время	2	1
423	и сама	1	1
424	было не	1	1
425	но она	2	1
426	– от	1	1
427	идет в	1	1
428	при полной	1	1
429	но только	1	1
430	не могло	1	1
431	однако если	1	1
432	и всегда	1	1
433	в разных	1	1
434	в самой	1	1
435	и весь	1	1
436	на себя	2	1
437	в противоречие	2	1
438	которые и	1	1
439	всего на	1	1
440	дела от	1	1
441	а лишь	4	1
442	прямо в	1	1
443	исходный пункт	1	1
444	этом отношении	1	1
445	за ними	1	1
446	с другом	14	1
447	и современный	1	1
448	по нашему	1	1
449	в духе	1	1
450	в роде	2	1
451	не могут	4	1
452	есть только	1	1
453	что все	3	1
454	языках и	1	1
455	числе и	1	1
456	другом месте	1	1
457	отличное от	1	1
458	а ее	1	1
459	действительно можно	1	1
460	от друга	2	1
461	в некоторых	2	1
462	последнее время	2	1
463	лишь две	1	1
464	в себя	1	1
465	роль в	1	1
466	стремиться к	2	1
467	на том	3	1
468	и когда	1	1
469	данный человек	1	1
470	и религии	1	1
471	чему не	1	1
472	с реальными	1	1
473	остается только	1	1
474	по сравнению	1	1
475	с ним	2	1
476	мысль о	1	1
477	образом в	1	1
478	ибо всякое	1	1
479	существенны и	1	1
480	это зависит	1	1
481	возможна лишь	1	1
482	и внутреннее	1	1
483	и что	2	1
484	его жизни	1	1
485	можно сказать	1	1
486	правильную оценку	1	1
487	в вопросах	3	1
488	вопросу о	3	1
489	должно было	1	1
490	должен учитывать	1	1
491	с одним	1	1
492	лишь поскольку	1	1
493	переходит в	1	1
494	когда оно	1	1
495	или политической	1	1
496	в чужих	1	1
497	и только	5	1
498	этот последний	1	1
499	народов и	2	1
500	в лице	1	1
501	ни к	7	1
502	оно и	1	1
503	внутреннее противоречие	1	1
504	сомнению что	1	1
505	может оказаться	1	1
506	для нее	2	1
507	в обществе	1	1
508	их не	2	1
509	тот или	1	1
510	именно на	2	1
511	так что	2	1
512	же и	1	1
513	уже не	2	1
514	и политической	1	1
515	вопроса о	1	1
516	при этих	1	1
517	или не	1	1
518	если в	6	1
519	здесь же	1	1
520	в праве	1	1
521	или даже	1	1
522	данного человека	1	1
523	и других	1	1
524	дает ему	1	1
525	из них	3	1
526	лишь постольку	1	1
527	не сам	1	1
528	был признан	1	1
529	могло бы	1	1
530	в существенных	1	1
531	себя от	3	1
532	с определенным	1	1
533	ее не	1	1
534	к ним	1	1
535	не о	2	1
536	выйти не	1	1
537	случае не	1	1
538	она будет	2	1
539	от того	4	1
540	на слове	1	1
541	в других	2	1
542	но из	1	1
543	были бы	2	1
544	со стороны	4	1
545	другим и	1	1
546	связаны с	1	1
547	эта работа	2	1
548	если только	2	1
549	к которому	1	1
550	как же	1	1
551	еще и	1	1
552	себя и	5	1
553	опереться на	1	1
554	превращается в	1	1
555	а на	1	1
556	которых мы	1	1
557	этого не	2	1
558	а наоборот	1	1
559	на которых	1	1
560	дело в	1	1
561	на основании	2	1
562	на эту	2	1
563	для человека	1	1
564	душевной жизни	1	1
565	если не	2	1
566	как элемент	1	1
567	себя на	2	1
568	исходить из	1	1
569	ни на	1	1
570	конечно мы	1	1
571	противоречие с	2	1
572	к себе	2	1
573	как та	1	1
574	политической жизни	2	1
575	к самому	1	1
576	этих случаях	1	1
577	те кто	1	1
578	в течение	2	1
579	принадлежащий к	2	1
580	вкусов и	1	1
581	что же	4	1
582	когда же	1	1
583	быть как	1	1
584	эту мысль	1	1
585	друг с	14	1
586	в состоянии	1	1
587	быть не	1	1
588	этом случае	3	1
589	на которой	2	1
590	но это	2	1
591	различных языках	1	1
592	общественной жизни	2	1
593	этом и	2	1
594	силу и	1	1
595	говорить что	1	1
596	независимое от	1	1
597	к вопросу	4	1
598	известной степени	1	1
599	слова но	1	1
600	исключительно от	1	1
601	не подлежит	2	1
602	о котором	3	1
603	но когда	1	1
604	очередь является	1	1
605	и ни	3	1
606	мы должны	7	1
607	ибо в	3	1
608	на нем	1	1
609	зрения в	1	1
610	потому что	5	1
611	все они	3	1
612	разных сторон	2	1
613	мы в	1	1
614	ибо они	1	1
615	к ее	1	1
616	жизни в	5	1
617	психики и	1	1
618	но можно	1	1
619	это и	1	1
620	из этого	3	1
621	значение их	1	1
622	пути к	2	1
623	являются не	1	1
624	ее в	2	1
625	т.е как	1	1
626	для эпохи	1	1
627	том числе	1	1
