N	2gram	Propp_Isto_1	OGranits
343	связь с	4	1
344	но если	2	1
345	на который	1	1
346	которую мы	1	1
347	при изучении	1	1
348	эти слова	1	1
349	не дается	1	1
350	быть объяснено	1	1
351	магическая власть	1	1
352	в такой	2	1
353	как это	3	1
354	непременно должна	1	1
355	теперь к	1	1
356	здесь уже	1	1
357	его может	1	1
358	представление о	1	1
359	или нет?	1	1
360	себе а	1	1
361	в отличие	2	1
362	в которых	1	1
363	бы мы	2	1
364	здесь он	1	1
365	к этому	2	1
366	такого рода	1	1
367	должно было	1	1
368	тому как	1	1
369	и вот	2	1
370	тем не	6	1
371	говорит как	1	1
372	как средство	1	1
373	в эпоху	2	1
374	и более	1	1
375	их в	5	1
376	и наоборот	1	1
377	очень трудно	1	1
378	где нет	2	1
379	быть не	1	1
380	это особенно	1	1
381	этого слова	1	1
382	что такое	2	1
383	только то	1	1
384	тому что	1	1
385	душа и	1	1
386	нет никакого	1	1
387	сил которые	1	1
388	вплоть до	1	1
389	и развивается	1	1
390	но это	4	1
391	и оно	1	1
392	в начале	3	1
393	к двум	1	1
394	обратимся к	1	1
395	и другое	2	1
396	в то	3	1
397	как о	2	1
398	к другим	1	1
399	например у	1	1
400	одна из	2	1
401	тех или	1	1
402	вопрос в	2	1
403	весь этот	1	1
404	другого материала	1	1
405	не знаем	2	1
406	того чтобы	1	1
407	мышления в	1	1
408	уже на	1	1
409	в самых	1	1
410	само по	2	1
411	иметь в	1	1
412	при таком	1	1
413	не существует	2	1
414	она из	1	1
415	или в	5	1
416	найти в	1	1
417	о всемирном	1	1
418	того как	3	1
419	в самой	1	1
420	именно с	1	1
421	то не	1	1
422	отметить еще	1	1
423	в основе	4	1
424	как весьма	1	1
425	она никогда	1	1
426	исторической связи	1	1
427	потому что	4	1
428	связи с	4	1
429	же слова	1	1
430	для анализа	1	1
431	сложную систему	1	1
432	в системе	1	1
433	грубой ошибкой	1	1
434	этом отношении	1	1
435	не вполне	2	1
436	тесно связана	1	1
437	об этом	4	1
438	бы несколько	1	1
439	это все	1	1
440	и несколько	1	1
441	две формы	2	1
442	не знает	5	1
443	сказать что	5	1
444	равно как	1	1
445	мы здесь	3	1
446	и часто	2	1
447	когда мы	2	1
448	отражает историческую	1	1
449	ли не	1	1
450	только о	1	1
451	же самое	3	1
452	должны быть	4	1
453	всего в	2	1
454	вместе с	6	1
455	этого и	1	1
456	же только	1	1
457	например в	5	1
458	при всяком	1	1
459	они не	4	1
