N	2gram	Propp_Isto_6	slovoVRo
527	есть и	4	1
528	та же	3	1
529	жизни и	2	1
530	пути к	1	1
531	и другие	3	1
532	как на	3	1
533	в таком	1	1
534	все что	4	1
535	этой точки	1	1
536	они не	3	1
